OBJECTID,riparianid,bioAc,opAcres,DirectCost,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,Shape_Length,Shape_Area,MLRA,HUC12,FBndID
297,139_4_1,1.991015673,0.986623883,503.1781921,84,270.1769714,100,1801.17981,6.729632854,10.29633808,1.065553784,3.182657719,,,,,,,,80.68987016,161381,72.62088243,0.000277191,773.3551636,,,6.928835869,10.64921188,568.3669224,3994.428773,108c,070801030407,
298,44_4_1,2.128606558,0.986592889,503.162384,83,266.952301,100,1779.682007,7.194690228,11.0078764,1.065520287,3.182557821,,,,,,,,23.15715408,46314,20.84143829,7.95509E-05,770.1146851,,,24.14240265,36.95112991,558.3105934,3994.303118,104,070801030401,
299,446_1_2,1.996103287,0.985840797,502.7788086,84,269.962616,100,1799.750732,6.746829033,10.32264805,1.064708114,3.180131674,,,,,,,,195.0083312,390017,175.5074984,0.000669905,772.7414551,,,2.864714146,4.402896881,566.3086713,3991.25823,108c,070802060603,
300,594_39_1,2.038452148,0.985121191,502.4118042,7,22.48044777,100,149.8696594,6.889968395,10.54165173,1.063930869,3.177810192,,,,,,,,12.20794836,24417,10.9871535,4.19375E-05,524.8922729,,,45.72720337,47.77327347,560.2465157,3988.344986,108c,070802060804,
301,130_13_2,2.055637121,0.985044718,502.3728027,86,276.1671448,100,1841.114258,6.94805336,10.63052177,1.063848257,3.177563667,,,,,,,,10.38521671,20770,9.346694946,3.56759E-05,778.539917,,,53.74871063,83.29574585,564.4142477,3988.035252,108c,070801030407,
302,440_1_1,2.035173893,0.984732568,502.213623,63,202.2443695,100,1348.295776,6.878887653,10.52469826,1.063511133,3.176556587,,,,,,,,11.33667965,22673,10.20301207,3.89445E-05,704.4580078,,,49.22209549,69.04412079,566.1086535,3986.77147,108c,070801030303,
303,187_2_1,1.9737252,0.984575093,502.1333008,69,221.4701233,100,1476.467529,6.671191216,10.20692253,1.063341141,3.176048756,132.2209436,0.014952756,140.9156494,12.60337448,3290,1644,0.009004779,64.16229521,128325,57.74606524,0.000220414,723.6033936,0.305433869,0.440148056,8.695541382,12.5307827,565.3108431,3986.134035,108c,070801030607,
304,140_1_2,1.953068137,0.984195232,501.9395752,78,250.2611694,100,1668.407837,6.601370335,10.1000967,1.062930822,3.174823284,,,,,,,,15.83564639,31671,14.25208139,5.43996E-05,752.2007446,,,35.21868515,52.77830887,564.410476,3984.596129,108c,070801030407,
305,533_16_2,2.152918577,0.984023571,501.8520203,84,269.4648743,100,1796.432495,7.276865005,11.1336031,1.062745452,3.174269676,,,,,,,,2.772134066,5545,2.494920582,9.52301E-06,771.3168945,,,201.1494904,309.1548767,557.8057067,3983.901089,108c,070802060501,
306,137_20_1,1.995034575,0.983707786,501.690979,79,253.344101,100,1688.960693,6.743216991,10.31712246,1.062404394,3.173250914,,,,,,,,4.669713974,9339,4.202742577,1.60417E-05,755.0350952,,,119.3722839,179.6529541,555.0234252,3982.622543,108c,070802060602,
307,549_17_1,1.938031912,0.983089387,501.3755798,68,217.9312592,100,1452.875,6.550548077,10.02233887,1.061736584,3.171256065,,,,,,,,1.280226707,2560,1.152204037,4.39791E-06,719.3068237,,,435.1447754,624.2877197,560.8067696,3980.119044,108c,070801010301,
308,430_20_1,1.980104923,0.982823551,501.2400208,69,221.0762177,100,1473.841431,6.692754745,10.23991489,1.061449409,3.170398474,,,,,,,,95.45858479,190918,85.91272497,0.000327925,722.3162231,,,5.834292889,8.407558441,564.0139337,3979.04281,108c,070801030302,
309,27_7_2,2.07796979,0.982436001,501.0423584,61,195.3670502,100,1302.447021,7.023538113,10.74601364,1.061030865,3.169148445,,,,,,,,9.642122269,19284,8.677909851,3.31232E-05,696.4094238,,,57.73767853,80.25082397,560.3209037,3977.47359,104,070801030202,
310,499_10_1,2.03950882,0.98223263,500.9386292,78,249.7619934,100,1665.079956,6.893539906,10.54711628,1.060811281,3.168492317,149.2544218,0.016879058,131.000296,11.79864845,3702,1851,0.010138593,76.17822927,152356,68.56040631,0.000261692,750.7006226,0.270631343,0.405564904,7.306529522,10.9494772,562.1162479,3976.650296,108c,070802060704,
311,399_1_2,2.166469812,0.980700076,500.1570435,92,294.1315613,100,1960.877075,7.322668076,11.20368195,1.05915606,3.163548708,,,,,,,,69.6719265,139344,62.70473289,0.000239341,794.2885742,,,7.976384163,12.66712284,504.1593248,3970.445607,108c,070802060601,
312,139_3_2,1.967580557,0.980627179,500.119873,78,249.3538818,100,1662.359253,6.650422096,10.1751461,1.059077382,3.163313389,,,,,,,,0.297716513,596,0.267944857,1.02273E-06,749.4737549,,,1866.50293,2797.119385,563.7556989,3970.15053,108c,070801030407,
313,87_5_2,2.06376195,0.980405867,500.0069885,78,249.2976074,100,1661.984009,6.975515366,10.67253876,1.058838367,3.162599564,,,,,,,,0.600723594,1202,0.540651232,2.06364E-06,749.3045654,,,924.8235474,1385.929688,559.0517851,3969.254636,108c,070802060301,
314,389_16_1,2.013565779,0.980083108,499.8423767,92,293.9465332,100,1959.643555,6.805852413,10.41295433,1.058489799,3.16155839,,,,,,,,110.3636694,220728,99.32730341,0.000379128,793.7889404,,,5.032275677,7.991649151,562.6132895,3967.94773,108c,070802060601,
315,393_13_2,1.93564415,0.979477108,499.5333252,51,162.8478546,100,1085.652344,6.542477131,10.00998974,1.057835221,3.159603596,200.0000038,0.022617834,134.3999847,12.06363983,5115,2558,0.014011086,188.1371084,376274,169.3233959,0.0006463,662.3811646,0.195282772,0.258944929,2.95017314,3.911929369,562.5715052,3965.494254,108c,070801030408,
316,489_28_2,2.003373861,0.979269385,499.4273987,78,249.0086212,100,1660.057495,6.77140379,10.36024761,1.057610989,3.158933401,199.9999976,0.022617833,139.2726776,11.43400586,5158,2581,0.014137065,85.70506886,171410,77.13456196,0.000294419,748.4360352,0.193501517,0.2899791,6.474755287,9.702992439,564.9325162,3964.653284,108c,070802060502,
317,566_1_2,1.94608736,0.978935301,499.2569885,75,239.3496857,100,1595.664551,6.577775478,10.06399632,1.057250142,3.157855749,25.29996109,0.002861152,134.7765961,12.08321476,644,322,0.00176371,26.16065741,52321,23.54459143,8.98687E-05,738.6066895,1.550487518,2.293809652,21.20474243,31.37054634,562.1363965,3963.300708,108c,070802060503,
318,845_34_1,1.950186133,0.978412926,498.9906006,19,60.60289764,100,404.0193176,6.591629028,10.08519268,1.056685925,3.156170845,,,,,,,,47.5275383,95055,42.77478504,0.00016327,559.5935059,,,11.66553116,13.08232212,547.9413095,3961.186056,108c,070802060302,
319,440_2_1,2.110794783,0.977811217,498.6837158,70,223.1364746,100,1487.576538,7.134486198,10.91576385,1.056036115,3.154229641,,,,,,,,0.25580134,512,0.2302212,8.78745E-07,721.8201904,,,2166.106934,3135.333252,561.9752592,3958.749772,108c,070801030303,
320,110_12_1,2.106306553,0.976921201,498.2297974,78,248.4115295,100,1656.076904,7.119316101,10.89255333,1.05507493,3.151358604,,,,,,,,3.912574291,7825,3.521316767,1.34407E-05,746.6413574,,,141.489624,212.0346985,559.2923263,3955.146509,108c,070802060301,
321,389_9_2,2.034120798,0.976402581,497.9653015,86,273.7442322,100,1824.961548,6.875328064,10.51925182,1.054514766,3.14968586,,,,,,,,29.89795161,59796,26.90815605,0.000102707,771.7095337,,,18.50611115,28.67939186,561.6270436,3953.046939,108c,070802060601,
322,406_33_2,1.869833946,0.975296199,497.401062,74,235.2803497,100,1568.535645,6.320038795,9.669659615,1.053319931,3.146116734,,,,,,,,8.219256401,16439,7.397330761,2.82353E-05,732.6813965,,,67.24061584,99.04673004,559.4764601,3948.567623,108c,070801030603,
323,446_3_1,1.987032175,0.975068569,497.2849731,86,273.3702393,100,1822.468262,6.71616888,10.27573872,1.053074002,3.145382404,,,,,,,,35.52824736,71056,31.97542262,0.000122049,770.6552124,,,15.55210018,24.10148621,560.6757008,3947.64601,108c,070802060603,
324,55_11_2,1.955432534,0.97481364,497.1549683,83,263.7644043,100,1758.429321,6.609362125,10.11232376,1.052798748,3.144560099,,,,,,,,0.066319968,133,0.059687971,2.27826E-07,760.9193726,,,8329.232422,12748.28711,558.5993129,3946.61389,104,070801030405,
325,583_1_2,2.095125675,0.974763453,497.129364,83,263.7514954,100,1758.343262,7.081524849,10.83473301,1.052744508,3.144398212,,,,,,,,9.980858803,19962,8.982772827,3.42869E-05,760.8808594,,,55.3425293,84.70445251,549.8686723,3946.410826,108c,070801010301,
326,723_36_2,2.03169775,0.97427994,496.882782,78,247.7397308,100,1651.598145,6.867138386,10.5067215,1.052222371,3.142838478,,,,,,,,17.6035375,35207,15.8431839,6.04728E-05,744.6224976,,,31.36255836,46.99954987,559.4147308,3944.453214,108c,070801010405,
327,135_10_1,1.932972193,0.97384274,496.65979,78,247.6286926,100,1650.85791,6.533445835,9.996171951,1.051750183,3.141428232,24.23207283,0.002740385,159.3326416,14.16384315,722,361,0.001977327,41.46547849,82931,37.31893112,0.000142445,744.2884521,1.375788927,2.061740875,13.30852127,19.94399261,558.9061612,3942.683058,104,070801030603,
328,389_18_2,2.004807949,0.973391831,496.4298401,86,272.900116,100,1819.334106,6.776250839,10.36766338,1.051263213,3.13997364,,,,,,,,102.8884826,205777,92.59963429,0.000353449,769.3299561,,,5.361034393,8.308131218,559.3833151,3940.85759,108c,070802060601,
329,92_7_2,2.009432793,0.973149478,496.3062439,78,247.4522552,100,1649.681641,6.791882992,10.39158058,1.05100143,3.139191866,,,,,,,,336.4271577,672855,302.7844431,0.001155715,743.7584839,,,1.639140487,2.456395864,554.74453,3939.876325,108c,070801030406,
330,686_18_2,1.857657433,0.971848547,495.6427612,59,186.925354,100,1246.169067,6.278882027,9.606689453,1.049596429,3.134995222,,,,,,,,1.43735981,2875,1.293623805,4.93771E-06,682.5681152,,,383.1428833,527.6403198,557.3982026,3934.609607,108c,070801030408,
331,516_28_2,1.947604418,0.970968366,495.1938782,78,246.8978424,100,1645.985596,6.582902908,10.07184124,1.048645854,3.132156134,,,,,,,,25.01436901,50029,22.5129317,8.59309E-05,742.0917358,,,21.99597549,32.9629097,557.3913728,3931.046125,108c,070802060603,
332,92_6_2,2.000636816,0.970958769,495.1889648,78,246.895401,100,1645.96936,6.762152672,10.34609318,1.048635483,3.132125139,,,,,,,,70.69419718,141388,63.62477565,0.000242853,742.0843506,,,7.782958031,11.66344929,557.9603726,3931.007209,108c,070801030406,
333,161_18_1,1.993887424,0.970912158,495.1651917,86,272.2046509,100,1814.697632,6.739339352,10.31118965,1.048585176,3.131974697,,,,,,,,4.559017127,9118,4.103115605,1.56614E-05,767.369873,,,120.6802902,187.0212708,557.8008222,3930.818357,108c,070802060602,
334,166_54_1,1.880795002,0.970790386,495.1030884,78,246.8525848,100,1645.683838,6.357087135,9.726343155,1.048453569,3.131581783,110.9015274,0.012541761,148.8500061,13.24107265,3079,1540,0.008435134,70.55293727,141106,63.49764347,0.000242368,741.9556885,0.321495503,0.48178941,7.797188282,11.68477535,556.7987511,3930.325365,108c,070802060406,
335,484_2_2,1.926825166,0.970644474,495.0286865,86,272.1299133,100,1814.199463,6.512669086,9.964384079,1.048295975,3.131111145,,,,,,,,0.132575329,265,0.119317797,4.55431E-07,767.1585693,,,4148.825195,6429.540039,556.5846599,3929.734803,108c,070801030301,
336,164_18_1,2.179274559,0.970291436,494.8486328,23,72.75244904,100,485.0163269,7.3659482,11.26990032,1.047914743,3.129972458,,,,,,,,3.312413454,6625,2.981172085,1.1379E-05,567.6010742,,,165.9913025,190.3952789,559.6259609,3928.305467,108c,070801030407,
337,415_1_1,1.955885053,0.970240355,494.8225708,86,272.016571,100,1813.443848,6.610891342,10.11466408,1.04785955,3.129807711,,,,,,,,43.56820416,87137,39.21138465,0.000149668,766.8391113,,,12.61935997,19.55654335,560.8425187,3928.098701,108c,070802060601,
338,528_2_2,1.940715432,0.969581902,494.4867554,75,237.0627747,100,1580.418457,6.559617996,10.03621578,1.047148466,3.12768364,,,,,,,,7.430823565,14862,6.68774128,2.55268E-05,731.5495605,,,73.93927765,109.3866425,556.2702779,3925.432684,108c,070802060502,
339,137_41_2,2.008560419,0.969029069,494.204834,78,246.4047089,100,1642.697998,6.788934231,10.3870697,1.046551347,3.125900269,,,,,,,,41.96283221,83925,37.76654863,0.000144153,740.6095581,,,13.08578205,19.61019897,555.1654196,3923.194578,108c,070802060602,
340,84_33_1,2.025789499,0.968496978,493.9334717,78,246.2694092,100,1641.796021,6.847168446,10.47616768,1.045976758,3.124183893,,,,,,,,1.95465818,3910,1.759192377,6.71476E-06,740.2028809,,,280.7728577,420.7629089,537.5734847,3921.040336,104,070801030406,
341,589_14_1,2.006052971,0.968382955,493.8753052,70,220.9849701,100,1473.233154,6.780458927,10.37410259,1.045853615,3.123816013,,,,,,,,16.92849541,33857,15.23564625,5.81538E-05,714.8602905,,,32.4157753,46.92024612,552.613885,3920.578651,108c,070802060802,
342,165_3_1,1.893551707,0.968347549,493.8572388,78,246.2314148,100,1641.542725,6.400204659,9.792313576,1.045815349,3.123701811,99.44706345,0.011246385,137.8003845,12.36240745,2546,1272,0.006967201,25.70603938,51413,23.13543577,8.8307E-05,740.088623,0.388252556,0.58183068,21.34635544,31.98939705,556.6654731,3920.43531,108c,070802060406,
343,105_2_2,1.950039506,0.968001544,493.6807861,81,255.6100922,100,1704.067261,6.591133595,10.08443451,1.045441628,3.122585535,,,,,,,,5.138281137,10277,4.624453217,1.76513E-05,749.2908936,,,106.7544098,162.0279999,555.7458007,3919.034686,108c,070802060602,
344,137_24_2,1.938460231,0.966629922,492.9812622,75,236.3408203,100,1575.605469,6.551995754,10.0245533,1.043960333,3.118160963,,,,,,,,63.96525216,127931,57.56872535,0.000219737,729.3220825,,,8.563351631,12.66872025,554.7583903,3913.481466,108c,070802060602,
345,109_4_1,1.965803266,0.966334462,492.8305664,78,245.7191467,100,1638.127686,6.644414902,10.16595459,1.04364121,3.117208004,,,,,,,,0.725353315,1451,0.652817994,2.49178E-06,738.5496826,,,754.9279785,1131.325562,554.4252957,3912.285239,108c,070801030406,
346,50_4_2,1.908263326,0.9658916,492.6047058,78,245.6069031,100,1637.379395,6.449930191,9.868392944,1.043162942,3.1157794,,,,,,,,28.43125868,56863,25.5881319,9.76688E-05,738.2116089,,,19.251297,28.84976578,553.9388641,3910.492385,104,070801030601,
347,589_12_2,2.025601864,0.965792835,492.5543518,69,217.2450714,100,1448.300537,6.846534252,10.47519779,1.04305625,3.115460873,,,,,,,,22.65825534,45316,20.39242935,7.7837E-05,709.7994385,,,24.15378571,34.80700684,542.6766644,3910.092329,108c,070802060802,
348,543_6_2,1.931529045,0.965422511,492.3654785,70,220.3090973,100,1468.727295,6.528568268,9.98870945,1.042656302,3.114266157,,,,,,,,12.1267271,24253,10.91405487,4.16585E-05,712.6745605,,,45.11297607,65.29878998,555.262468,3908.593066,108c,070801010301,
349,563_3_2,1.966049671,0.964887679,492.0927124,79,248.4971771,100,1656.647827,6.645247936,10.16722965,1.042078733,3.11254096,,,,,,,,23.74970055,47499,21.37473106,8.15864E-05,740.5899048,,,23.02217102,34.6479187,549.8037196,3906.427842,108c,070802060501,
350,526_6_1,1.970336199,0.964503467,491.896759,86,270.4078369,100,1802.718872,6.659736156,10.1893959,1.041663766,3.111301422,96.46676159,0.010909346,131.0002696,11.79864661,2393,1197,0.006556399,155.2515387,310504,139.7263835,0.00053333,762.3045654,0.410941333,0.636845946,3.520428658,5.455695152,552.4662429,3904.872225,108c,070801010301,
351,109_3_2,1.920952916,0.964456797,491.8729553,80,251.5302124,100,1676.868042,6.49282074,9.934015274,1.04161334,3.11115098,,,,,,,,59.60215729,119205,53.64194095,0.000204749,743.4031982,,,9.169559479,13.85861874,554.0720166,3904.683498,108c,070801030406,
352,389_11_1,1.923882365,0.964121282,491.7018433,86,270.3007813,100,1802.005249,6.502722263,9.949165344,1.041250944,3.11006856,,,,,,,,8.389054984,16778,7.550149262,2.88186E-05,762.0026245,,,65.12478638,100.9255066,553.5895414,3903.324985,108c,070802060601,
353,494_4_2,1.970542073,0.963767886,491.521637,78,245.0665588,100,1633.7771,6.660432339,10.19046116,1.040869355,3.10892868,,,,,,,,37.76722116,75534,33.99049942,0.00012974,736.5881958,,,14.46055984,21.67041397,554.9948703,3901.894293,108c,070802060501,
354,102_5_2,1.999337912,0.963092506,491.1771851,78,244.8951416,100,1632.634277,6.757761955,10.3393755,1.040139914,3.106750011,,,,,,,,4.900606453,9801,4.410545766,1.68349E-05,736.0723267,,,111.3642654,166.8891754,552.7359694,3899.160059,104,070801030406,
355,129_14_2,2.046375275,0.96296227,491.1107483,79,248.0010681,100,1653.340454,6.916748524,10.58262539,1.039999247,3.106329918,,,,,,,,20.91660643,41833,18.8249464,7.1854E-05,739.1118164,,,26.08829498,39.26235962,550.8041205,3898.632626,108c,070801030407,
356,105_5_1,1.953402996,0.962361515,490.8043823,86,269.8076782,100,1798.717896,6.602502346,10.10182858,1.03935039,3.104392052,,,,,,,,55.17186546,110344,49.65467894,0.00018953,760.6120605,,,9.884352684,15.31803417,552.4535601,3896.200373,108c,070802060602,
357,496_28_2,1.898121357,0.96194452,490.5917053,86,269.6907654,100,1797.938477,6.415650368,9.815944672,1.038900137,3.103046894,,,,,,,,77.91475582,155830,70.12328029,0.000267658,760.2824707,,,6.996131897,10.84208393,552.9893716,3894.512149,108c,070802060502,
358,543_4_1,1.97776401,0.96192205,490.5802307,70,219.5100555,100,1463.400391,6.684842587,10.22780895,1.038875818,3.102974415,,,,,,,,19.71644711,39433,17.74480242,6.77312E-05,710.090271,,,27.64641762,40.01680374,551.905043,3894.421315,108c,070801010301,
359,526_7_2,1.924210906,0.961407781,490.3179626,85,266.4056396,100,1776.037598,6.503832817,9.950863838,1.038320422,3.101315498,,,,,,,,3.640830517,7282,3.276747465,1.25072E-05,756.7236328,,,149.6355591,230.9374237,552.2888692,3892.3391,108c,070801010301,
360,65_1_1,2.002367735,0.961060524,490.1408691,78,244.3782654,100,1629.188477,6.768002987,10.35504436,1.03794539,3.100195169,,,,,,,,69.13552833,138271,62.22197473,0.000237499,734.519165,,,7.877295494,11.80481911,552.9953735,3890.933396,104,070801030601,
361,489_27_2,1.959397554,0.960719466,489.9669189,78,244.291748,100,1628.611694,6.622763634,10.13282871,1.037577033,3.099095106,,,,,,,,1.113837957,2228,1.002454162,3.82632E-06,734.258667,,,488.767395,732.4610596,550.5472153,3889.552418,108c,070802060502,
362,424_12_1,2.230397224,0.960543394,489.8771362,79,247.3772278,100,1649.181519,7.538742542,11.53427601,1.037386894,3.098527193,,,,,,,,4.314002037,8628,3.882601738,1.48197E-05,737.2543945,,,126.1723862,189.8866882,533.7209244,3888.839552,108c,070801030303,
363,556_17_2,1.929570317,0.960152745,489.677887,79,247.2777405,100,1648.518311,6.521947861,9.978580475,1.036965013,3.097266912,,,,,,,,52.17609353,104352,46.95848539,0.000179239,736.9556274,,,10.42788887,15.69376945,551.1831443,3887.257966,108c,070802060501,
364,410_3_1,1.978079081,0.959675014,489.4342651,86,269.0536499,100,1793.69104,6.685907364,10.22943783,1.036448956,3.095725775,,,,,,,,1.574779853,3149,1.417301878,5.40978E-06,758.487915,,,345.328186,535.163269,551.9448104,3885.323935,108c,070802060602,
365,184_4_2,1.897954345,0.959301293,489.2436523,67,209.5305939,100,1396.870605,6.415085793,9.815081596,1.036045432,3.09452033,,,,,,,,459.5220136,919045,413.5698163,0.001578578,698.774231,,,1.1829772,1.689616084,548.7776309,3883.81085,108c,070802060602,
366,525_12_1,2.115194321,0.957966089,488.5627136,79,246.7142334,100,1644.761597,7.149356842,10.93851566,1.034603357,3.090213299,,,,,,,,19.69371757,39388,17.72434603,6.76531E-05,735.2769775,,,27.5644989,41.4840126,544.3807204,3878.405229,108c,070802060502,
367,27_16_2,2.027501345,0.957902253,488.5301514,72,224.8388062,100,1498.925415,6.852954388,10.48502064,1.034534454,3.090007305,,,,,,,,2.135904789,4272,1.922314286,7.33739E-06,713.3689575,,,254.1364594,371.0990295,549.2706771,3878.146723,104,070801030202,
368,594_8_2,2.106738329,0.957266271,488.2058105,5,15.60344028,100,104.022934,7.1207757,10.89478683,1.03384757,3.087955713,,,,,,,,20.0872006,40175,18.07848078,6.90048E-05,503.8092651,,,27.0048027,27.86789894,556.2757971,3875.572054,108c,070802060804,
369,423_2_2,2.044669867,0.956680536,487.907074,86,268.2149658,100,1788.099731,6.910984039,10.57380581,1.033214927,3.086066246,,,,,,,,5.551181793,11102,4.996063709,1.90698E-05,756.1220703,,,97.65829468,151.3435669,547.5372817,3873.20054,108c,070801030303,
370,462_11_1,1.923371553,0.956347287,487.7371216,78,243.1800079,100,1621.200073,6.500995636,9.946523666,1.032855034,3.084991217,,,,,,,,56.78950837,113579,51.11055755,0.000195087,730.9171143,,,9.542786598,14.30070686,547.3882266,3871.851475,108c,070801030301,
371,617_1_2,2.427476406,0.955955327,487.5372314,5,15.58207226,100,103.8804779,8.204870224,12.55345154,1.032431722,3.083726883,,,,,,,,5.43885994,10878,4.894973755,1.86839E-05,503.1192932,,,99.5995636,102.7828369,552.9364985,3870.26447,108c,070801010604,
372,489_23_2,1.881431341,0.955894113,487.506012,78,243.0647583,100,1620.431763,6.359238148,9.729634285,1.03236568,3.083529472,,,,,,,,6.697179377,13394,6.027461231,2.30066E-05,730.5708008,,,80.88082123,121.2070541,547.1528885,3870.016578,108c,070802060502,
373,423_8_2,2.160670996,0.955700278,487.407135,78,243.0154724,100,1620.103149,7.303068161,11.17369461,1.032156348,3.0829041,,,,,,,,60.28598532,120571,54.25738729,0.000207098,730.4226074,,,8.983240128,13.46217823,545.4657681,3869.23197,108c,070801030303,
374,543_4_2,1.97776401,0.955650628,487.3818054,70,218.0791626,100,1453.861084,6.684842587,10.22780895,1.032102704,3.082743883,,,,,,,,108.4680987,216936,97.62128961,0.000372616,705.4609375,,,4.992577076,7.226507187,548.3235398,3869.030865,108c,070801010301,
375,130_9_1,1.910089731,0.955309153,487.2076721,86,267.8304749,100,1785.536499,6.456103325,9.877838135,1.031733871,3.081642389,,,,,,,,0.51016295,1020,0.459146649,1.75254E-06,755.038147,,,1061.115601,1644.437866,547.7625251,3867.648355,108c,070801030407,
376,542_3_2,1.973412871,0.955161572,487.1324158,75,233.5367889,100,1556.911865,6.670135498,10.20530701,1.031574488,3.081166267,,,,,,,,18.43652054,36873,16.59286868,6.33343E-05,720.6691895,,,29.35793877,43.4324646,547.1020558,3867.050862,108c,070802060502,
377,388_5_2,1.964662433,0.954978943,487.0392456,86,267.7375183,100,1784.916748,6.640559196,10.16005516,1.031377316,3.080577135,,,,,,,,5.85510489,11710,5.269594591,2.01138E-05,754.7767334,,,92.42442322,143.2324066,546.8616006,3866.311524,108c,070802060601,
378,563_7_2,1.984167695,0.954812229,486.9542236,79,245.90242,100,1639.349487,6.706486702,10.26092434,1.03119719,3.080039501,78.45395172,0.008872292,133.8322245,12.00851313,1991,995,0.005449973,177.185806,354370,159.4672252,0.00060868,732.8566284,0.489401221,0.736539304,3.053632021,4.595656872,550.3313657,3865.636672,108c,070802060501,
379,84_38_1,1.934579968,0.954759538,486.9273682,78,242.7755737,100,1618.503784,6.538880348,10.00448704,1.031140327,3.079869509,,,,,,,,1.747908652,3496,1.573117763,6.00452E-06,729.7029419,,,309.5301514,463.8577881,546.0146026,3865.423206,104,070801030406,
380,481_26_1,1.925011992,0.954661071,486.8771362,92,286.3219604,100,1908.81311,6.506540298,9.955006599,1.031033993,3.079551935,46.77129364,0.005289327,130.9995193,11.798594,1160,580,0.003176869,110.5979066,221196,99.53811741,0.000379933,773.1990967,0.839443326,1.333101869,4.891363621,7.767869473,548.9607474,3865.02469,108c,070802060603,
381,133_6_2,1.923830032,0.954571068,486.8312378,78,242.7282104,100,1618.18811,6.502545357,9.948894501,1.030936718,3.079261541,,,,,,,,110.3119354,220625,99.28074265,0.00037895,729.5594482,,,4.903581619,7.348448753,548.0154149,3864.660244,108c,070802060302,
382,581_5_1,1.961567283,0.954269409,486.6773987,69,214.6532288,100,1431.021484,6.630097389,10.14404869,1.030610919,3.078288317,,,,,,,,4.084242269,8169,3.675818063,1.40304E-05,701.3306274,,,132.3997498,190.7957916,548.1649968,3863.438796,108c,070801010301,
383,165_5_2,2.009750605,0.954189122,486.6364441,77,239.520462,100,1596.803101,6.792956829,10.39322376,1.030524254,3.078029394,,,,,,,,26.4434166,52887,23.79907417,9.08401E-05,726.1569214,,,20.44770432,30.51198196,547.5769109,3863.113811,108c,070802060406,
384,525_2_1,1.952367306,0.954145968,486.6144409,79,245.7307587,100,1638.205078,6.599001408,10.09647179,1.030477643,3.077890158,,,,,,,,57.85254955,115705,52.06729251,0.000198739,732.3452148,,,9.34587574,14.06536007,546.7797615,3862.939132,108c,070802060502,
385,109_2_1,1.917803764,0.954079866,486.580719,80,248.8239899,100,1658.82666,6.482176781,9.917730331,1.030406237,3.077677011,,,,,,,,43.27089691,86542,38.94380569,0.000148647,735.4047241,,,12.4944315,18.88374138,549.4640605,3862.671614,108c,070801030406,
386,87_1_2,1.918873429,0.954066515,486.5739136,78,242.6000366,100,1617.333618,6.48579216,9.923261642,1.030391812,3.077633858,,,,,,,,244.1174733,488235,219.7057229,0.000838607,729.1739502,,,2.214662075,3.318866491,545.4793796,3862.617558,108c,070802060301,
387,128_12_1,1.905602455,0.953989089,486.5344238,70,217.7003174,100,1451.335449,6.440936089,9.854632378,1.030308247,3.077384233,,,,,,,,326.9654313,653931,294.2688868,0.001123212,704.2347412,,,1.653366804,2.393167496,548.3948611,3862.304103,108c,070801030406,
388,130_8_1,1.949175239,0.95391649,486.497406,86,267.440033,100,1782.933594,6.58821249,10.07996464,1.030229807,3.077149868,,,,,,,,19.83270788,39666,17.84943676,6.81305E-05,753.937439,,,27.25561714,42.23872375,550.4725781,3862.010097,108c,070801030407,
389,478_1_2,1.900479913,0.953628123,486.3503418,86,267.3591919,100,1782.394653,6.423622131,9.828142166,1.029918432,3.076219797,96.67284298,0.010932651,133.8341217,12.00864951,2429,1214,0.006649514,79.61154512,159223,71.65039113,0.000273486,753.7095337,0.400618076,0.62084806,6.787825584,10.51926613,547.6918855,3860.842671,108c,070801030301,
390,184_2_2,2.170989037,0.953280389,486.1730042,87,270.3691101,100,1802.460693,7.337943077,11.22705269,1.029542804,3.075098038,,,,,,,,11.63817692,23276,10.47435951,3.99802E-05,756.5421143,,,46.41553497,72.22800446,542.9785224,3859.434864,108c,070802060602,
391,128_36_2,1.945525527,0.953165054,486.1141663,70,217.5122681,100,1450.081787,6.575876236,10.06109047,1.02941823,3.074725866,,,,,,,,24.73602402,49472,22.26242083,8.49747E-05,703.6264648,,,21.83563805,31.60601807,547.3307436,3858.96793,108c,070801030406,
392,388_5_1,1.964662433,0.953113317,486.0877991,86,267.2148438,100,1781.432251,6.640559196,10.16005516,1.02936244,3.074558973,,,,,,,,48.17250329,96345,43.35525294,0.000165485,753.3026123,,,11.21173954,17.37511826,547.7768293,3858.758286,108c,070802060601,
393,161_7_2,1.953158736,0.953111529,486.0868835,86,267.2143555,100,1781.429077,6.601676464,10.10056496,1.029360414,3.074553251,,,,,,,,252.4971696,504994,227.2474544,0.000867394,753.3012695,,,2.139020205,3.314894199,548.4887566,3858.751158,108c,070802060602,
