OBJECTID,SiteID,MAX_BuffAreaAc,Shape_Length,Shape_Area,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
74,2780,3.761915445,1096.056938,25483.66869,6.294466019,2964.389404,36703.03125,67,1374.83728,12.71527386,148.2194672,3.686677217,1.053336382,226.7791629,0.025646266,145.8745689,12.94986486,6161,3205,0.017554937,633.7550487,1267511,475.3162961,0.001814262,4339.226563,38077.86719,0.924926519,1.353892803,6.236666679,9.129135132,108,070801030406,F070801030406_436,24
75,2818,7.288174152,1421.680815,48826.70111,12.06019497,5743.081055,70323,88,3459.828613,24.63402939,287.1540527,7.142410755,2.040688753,249.5015848,0.028215926,133.4279327,10.63314132,6130,3189,0.0174673,236.2847025,472568,177.213523,0.000676416,9202.910156,73782.82813,1.80090344,2.885829449,32.40769196,51.93119431,108,070802060602,F070802060602_228,24
76,2844,3.441472292,906.3747136,19239.09558,4.752056599,2711.880127,27709.24219,76,1177.369507,11.6321764,135.5940094,3.372642756,0.963612258,215.6942201,0.02439268,137.0447167,12.27342796,5622,2924,0.016015799,103.9318061,207863,77.94885325,0.000297527,3889.249512,28886.61133,0.927455604,1.330112696,34.79050827,49.89488983,104,070801030602,F070801030602_100,32
77,2929,4.857765198,1043.84778,30163.78182,7.450454235,3827.918945,43443.59766,66,1603.039673,16.41924667,191.3959503,4.760610104,1.360174298,114.6109612,0.012961258,139.9052102,11.09450464,2930,1524,0.008347496,120.292376,240585,90.21928191,0.000344363,5430.958496,45046.63672,2.511757851,3.563621044,42.42905426,60.19731522,108,070801030406,F070801030406_251,16
78,2938,4.60598278,1000.027391,26490.47782,6.543148041,3629.514404,38153.09766,86,1834.437012,15.56822205,181.4757233,4.513863087,1.289675236,170.7403104,0.019308879,130.999176,11.79856944,4236,2203,0.012066623,118.1895511,236379,88.64216292,0.000338343,5463.951172,39987.53516,1.647532582,2.480232,40.94569016,61.64054489,108,070802060602,F070802060602_226,24
79,2944,5.119454384,1493.64088,34006.58462,8.399626732,4034.130127,48978.22266,83,2272.770752,17.30375671,201.7064972,5.017065525,1.433447242,200.7698812,0.022704898,131.0001945,11.7986412,4981,2590,0.014186361,327.887207,655774,245.9154005,0.000938649,6306.900879,51250.99219,1.55757916,2.435096979,16.40454483,25.64662743,108,070802060302,F070802060302_76,32
80,2952,11.53702545,2163.166941,70395.78465,17.38775826,9091.175781,101388.0156,86,4874.832031,38.99514771,454.5588074,11.3062849,3.230367184,360.4655125,0.040764744,131.0004333,11.79865818,8943,4651,0.025475199,386.4947677,772989,289.8710817,0.001106426,13966.00781,106262.8438,1.954671264,3.002796888,31.36282349,48.18006516,108,070802060602,F070802060602_79,32
81,3020,13.84180355,2500.792474,79079.07707,19.53253174,10907.34082,113894.1953,80,5094.084473,46.78529739,545.3670654,13.56496716,3.875705004,266.7950023,0.030171624,138.2139282,10.6364294,5871,3055,0.016733333,196.4324752,392865,147.3243568,0.000562331,16001.42578,118988.2813,3.570324421,5.237782478,74.03623962,108.6135788,104,070801030604,F070801030604_92,32
82,3047,3.11562705,1143.473031,18272.92396,4.513411999,2455.114014,26317.70508,62,912.2508545,10.53081989,122.7557068,3.053314447,0.872375548,164.5187749,0.018605291,142.3357086,4.984288295,2394,1245,0.006819313,68.44549084,136891,51.33411694,0.00019594,3367.364746,27229.95508,1.971979141,2.704710722,47.82616806,65.59701538,108,070801030406,F070801030406_550,24
83,3052,9.083272934,1790.583843,52578.59457,12.98691273,7157.619141,75726.6875,67,2836.601563,30.70146179,357.8809509,8.901607513,2.543316364,443.9102012,0.050201435,133.6152649,11.99745457,11101,5772,0.031615319,172.150944,344302,129.1132063,0.00049282,9994.220703,78563.28906,1.24005878,1.731500506,55.43677139,77.40664673,104,070801030603,F070801030603_545,24
84,3053,2.317335606,700.4680225,13766.19942,3.40025115,1826.060425,19826.86523,54,598.5803223,7.832594395,91.30302429,2.270988941,0.648853958,122.7655792,0.013883457,130.9998118,11.7986145,3046,1583,0.00867066,52.25550974,104511,39.19163183,0.000149593,2424.640625,20425.44531,1.153544188,1.531674385,46.59312057,61.86628342,104,070801030603,F070801030603_554,24
85,3060,5.946671009,997.6604663,31524.66952,7.786593437,4685.976563,45403.625,74,1878.437744,20.09974861,234.2988434,5.827737808,1.665067911,106.6556187,0.012061595,149.1333656,13.28496814,2703,1405,0.00769569,125.5907723,251182,94.19308137,0.000359531,6564.414063,47282.0625,3.335214615,4.672180653,49.74862671,69.69104004,108,070801030406,F070801030406_453,16
86,3064,3.975175619,855.2522373,26036.31149,6.430968761,3132.438477,37498.98047,65,1362.72229,13.43609333,156.6219177,3.895672083,1.11304915,174.2424574,0.019704934,147.2706866,13.06686796,4830,2512,0.013759127,594.8587331,1189717,446.1440619,0.001702913,4495.160645,38861.70313,1.246989846,1.789474726,7.021136761,10.0755806,108,070801030406,F070801030406_560,24
87,3068,9.071006775,1394.170756,45946.64964,11.34882259,7147.953125,66174.98438,53,1960.849365,30.66000366,357.3976746,8.889586449,2.539881945,153.0258107,0.017305561,132.888827,10.39940131,3666,1906,0.010439847,49.09308004,98186,36.81981045,0.00014054,9108.802734,68135.83594,3.750237703,4.779015064,194.1333466,247.3886414,104,070801030409,F070801030409_300,24
88,3073,9.972774506,1902.343207,56830.42867,14.03711605,7858.546387,81850.42188,86,3935.445801,33.70797729,392.9273071,9.773319244,2.792376757,260.5768242,0.029468416,137.3747482,12.28735304,6642,3454,0.0189188,173.0102625,346021,129.7576981,0.00049528,11793.99219,85785.86719,2.275201559,3.414589405,60.56324005,90.89242554,108,070802060302,F070802060302_20,32
89,3076,9.062399864,1630.732494,53062.31445,13.10639191,7141.170898,76423.375,86,3674.507813,30.63091087,357.0585632,8.881152153,2.53747201,423.2844541,0.047868886,133.4798861,11.98417491,10630,5526,0.030267889,415.4222961,830845,311.5667206,0.001189237,10815.67871,80097.88281,1.292285681,1.957234621,22.92019844,34.7138443,108,070802060602,F070802060602_292,24
90,3119,6.526243687,1291.634621,37838.86155,9.346199036,5142.680176,54497.6875,86,2620.300049,22.05870438,257.1340027,6.395718575,1.827348232,194.4858744,0.021994245,133.2045186,11.96357038,4949,2572,0.014087769,160.7205748,321442,120.5404297,0.000460098,7762.980469,57117.98828,1.999486804,3.018266201,42.66352844,64.40146637,108,070802060602,F070802060602_185,24
91,3179,6.665874481,1202.373492,39506.3616,9.758070946,5252.708984,56899.3125,56,1781.433472,22.53065491,262.6354675,6.532557011,1.866444826,142.2394516,0.016085741,138.4384689,12.37433577,3671,1910,0.010461757,99.54392391,199088,74.65794374,0.000284966,7034.142578,58680.74609,2.750109434,3.682797194,70.35700226,94.21827698,104,070801030603,F070801030603_483,24
92,3185,7.555024147,1535.004714,45933.4798,11.34556961,5953.358887,66156.01563,86,3180.844238,25.53598213,297.6679382,7.403923512,2.115406752,238.1229911,0.026929131,130.9993417,11.79858112,5907,3071,0.016820971,279.8841957,559768,209.9131504,0.00080123,9134.203125,69336.85938,1.93857336,2.974341631,28.36105728,43.51420212,108,070802060302,F070802060302_72,32
93,3228,10.89714241,2266.976444,62967.8513,15.55305958,8586.948242,90689.89063,73,3701.317139,36.83234024,429.3474121,10.67919922,3.051199913,520.2792253,0.058837944,133.9485809,7.947428063,10696,5562,0.030465074,390.0377901,780075,292.5283477,0.001116568,12288.26563,94391.21094,1.543859839,2.209325075,29.35424232,42.00709152,108,070801030406,F070801030406_538,16
94,3239,5.332831383,1250.630971,34828.85857,8.60272789,4202.270996,50162.50781,81,2271.63623,18.02497101,210.1135559,5.226174831,1.493192792,238.1514785,0.026932352,130.9996948,11.79860606,5909,3073,0.016831926,314.1707216,628341,235.6280451,0.000899382,6473.907227,52434.14453,1.367481589,2.106705904,17.83434105,27.47511292,108,070802060302,F070802060302_33,32
95,3255,10.18023109,1397.882108,55787.35781,13.77947712,8022.021973,80348.13281,81,3638.608643,34.40917969,401.1011047,9.976626396,2.850464821,201.3838953,0.022774337,154.423879,13.70648193,5813,3023,0.016558058,539.4568006,1078914,404.5926096,0.001544313,11660.63086,83986.74219,2.653662682,3.857304335,19.82740593,28.82067108,108,070801030406,F070801030406_101,16
96,3259,5.044968605,959.7876148,28742.15867,7.099313259,3975.435303,41396.09375,74,1712.638306,17.05199432,198.771759,4.944069386,1.412591219,205.1647055,0.023201905,137.1828849,12.27461433,5238,2725,0.014925805,149.5579842,299116,112.1684899,0.000428142,5688.07373,43108.73047,1.458875299,2.087366581,35.44163895,50.71008682,104,070801030603,F070801030603_475,24
97,3263,6.977253437,1125.214948,41634.78811,10.2837925,5498.075684,59964.79297,72,2413.811768,23.58311653,274.9037781,6.837708473,1.953630924,157.9114751,0.017858077,132.4178314,11.9036959,3930,2044,0.011195723,67.543934,135087,50.65795018,0.000193359,7911.887695,62378.60547,2.689860821,3.870786428,108.5333252,156.1825409,104,070801030603,F070801030603_413,24
98,3324,5.254669189,1251.84957,30348.95191,7.496191025,4140.679199,43710.28906,79,1930.569092,17.76078224,207.0339661,5.14957571,1.471307397,144.5317183,0.016344972,132.4177958,11.90369145,3672,1910,0.010461757,151.0956497,302191,113.321735,0.000432544,6071.248047,45640.85938,2.16789484,3.178663969,36.53914261,53.57531738,108,070801030407,F070801030407_241,24
99,3328,3.427474499,1097.078148,24561.50143,6.066690922,2700.849854,35374.875,53,1048.202881,11.58486366,135.0424957,3.358925104,0.959692836,141.0021505,0.015945816,130.9989726,9.136416525,3170,1649,0.009032166,152.7499695,305500,114.562479,0.00043728,3749.052734,36423.07813,1.637871385,2.27353096,23.57534409,32.72496033,108,070801030406,F070801030406_482,16
100,3356,26.81093979,2554.715045,139289.6438,34.40454102,21127.02148,200612.875,80,8972.704102,90.62097931,1056.351074,26.27472115,7.507062912,576.3514905,0.06517911,134.2307434,12.05556383,14563,7574,0.041485521,261.0009246,522005,195.7506937,0.000747172,30099.72656,209585.5781,2.789413929,3.974085808,107.9282074,153.765625,104,070801030603,F070801030603_717,24
101,3383,3.683722258,958.5892142,19056.74545,4.707015991,2902.773193,27446.60938,54,828.6231079,12.45098114,145.1386566,3.610047817,1.031442285,186.9097,0.021137462,132.6216452,11.92081819,4673,2430,0.013309984,77.39764589,154796,58.04823279,0.000221568,3731.39624,28275.23242,1.194556832,1.535554051,50.0062294,64.28096008,104,070801030602,F070801030602_39,32
102,3386,9.239310265,1320.341536,49328.25905,12.18408012,7280.57666,71045.375,82,3257.04834,31.22886848,364.0288391,9.054524422,2.587006807,149.9695112,0.016959927,135.2505608,9.933948588,2895,1505,0.008243426,72.77163947,145543,54.57872963,0.000208325,10537.625,74302.42188,4.837592602,7.00174427,133.3958588,193.0720062,104,070801030604,F070801030604_143,32
103,3398,14.14182568,2433.540588,75410.6495,18.62643051,11143.75879,108610.7188,87,5282.828125,47.79936981,557.1879272,13.85898876,3.959711075,684.6014528,0.077421008,137.0012746,11.62704234,17205,8948,0.049011413,498.6212478,997242,373.9659405,0.001427412,16426.58594,113893.5469,1.245391011,1.835783005,29.79886055,43.925354,108,070802060602,F070802060602_83,24
104,3422,3.453345537,872.2794158,24112.91453,5.955889702,2721.236328,34728.79297,48,931.9776001,11.67230797,136.0618134,3.384278536,0.966936767,259.0312309,0.029293626,136.0365211,12.20862431,6506,3383,0.018529907,73.81655431,147634,55.36241627,0.000211316,3653.213867,35660.76953,0.804385543,1.079874039,49.15313339,65.98725128,104,070801030603,F070801030603_496,32
105,3427,9.18768692,1087.689017,51383.95234,12.69183636,7239.897461,74006.10156,56,2317.021729,31.05438232,361.994873,9.003932953,2.572552443,175.0221806,0.019793112,130.9990336,11.79855935,4343,2258,0.012367878,47.43828273,94877,35.57871151,0.000135802,9556.918945,76323.125,3.206331968,4.232470512,203.4895935,268.6134033,104,070801030409,F070801030409_293,16
106,3440,5.834300518,1206.832504,35604.024,8.794194221,4597.428711,51278.94531,86,2465.540283,19.71993637,229.8714447,5.717614651,1.633604169,199.0427528,0.022509579,134.3061816,11.20784263,5157,2682,0.014690278,196.5397331,393080,147.4048019,0.000562638,7062.96875,53744.48438,1.714179277,2.633470774,31.18913841,47.91545868,108,070801030407,F070801030407_267,16
107,3441,12.85402775,2800.375223,77194.56181,19.06705666,10128.97363,111180.0078,83,5159.164063,43.44661331,506.4487,12.59694672,3.599127769,785.9604507,0.088883612,132.8883253,11.00450142,19701,10244,0.056110071,816.3615031,1632723,612.2711249,0.002337013,15288.1377,116339.1719,0.988771319,1.492399216,16.54328156,24.9695549,108,070802060302,F070802060302_242,32
108,3447,8.202245712,2102.432948,47440.87541,11.71789646,6463.369629,68327.05469,72,2750.424561,27.72359085,323.1684875,8.038200378,2.296628714,138.5012722,0.015662993,136.8718123,12.27156249,3754,1953,0.010697283,87.25628196,174512,65.4422111,0.00024979,9213.793945,71077.47656,3.309457064,4.717764378,98.764534,140.7928314,104,070801030604,F070801030604_252,32
109,3459,6.238965988,1402.575746,36767.01247,9.08145237,4916.305176,52953.94922,86,2546.075928,21.08770561,245.8152618,6.114186764,1.746910453,246.0191997,0.027822106,136.6670742,12.23667955,6400,3327,0.018223175,258.0627014,516124,193.547021,0.000738761,7462.380859,55500.02344,1.477699161,2.24297595,25.40108871,38.5559082,108,070802060602,F070802060602_250,24
110,3463,13.09629726,2215.536736,89584.80751,22.12744713,10319.88184,129025.1406,71,5121.619141,44.26548386,515.9941406,12.83437157,3.666963339,578.6133582,0.065434902,146.6153013,12.44136777,15197,7902,0.043282095,1233.967479,2467933,925.4756263,0.003532501,15441.50098,134146.7656,1.305983543,1.954125643,11.15089512,16.68493462,108,070801030409,F070801030409_175,16
111,3471,4.787511349,1275.718632,27496.48808,6.791632652,3772.558838,39602.01172,81,1793.39856,16.18178749,188.6279449,4.691761017,1.340503216,250.9495734,0.028379678,134.643352,12.07795211,6314,3283,0.017982171,323.2301821,646460,242.4226348,0.000925317,5565.95752,41395.41016,1.149119377,1.695387602,15.56190872,22.95972633,108,070802060302,F070802060302_372,32
112,3479,4.633049488,989.0372735,29571.05232,7.304049969,3650.843018,42589.91406,39,928.6369019,15.65970707,182.5421448,4.540388584,1.297253847,339.5362513,0.038397872,139.1455736,12.47274214,8754,4552,0.024932941,95.03098339,190062,71.27323812,0.000272047,4579.47998,43518.55078,0.802030563,1.006036878,51.22319412,64.25244904,104,070801030603,F070801030603_608,32
113,3481,3.432665586,812.0672604,25059.38468,6.189668179,2704.94043,36091.95703,68,1372.12561,11.60240936,135.2470245,3.364012241,0.961146355,174.9901313,0.019789488,132.6191036,10.57431237,3836,1995,0.010927332,216.8420443,433684,162.6315298,0.000620758,4077.065918,37464.08203,1.355859876,2.043642044,16.63232422,25.06934547,108,070802060602,F070802060602_111,24
114,3485,7.329624176,1377.3479,42696.26602,10.54597759,5775.743652,61493.59375,87,2991.050049,24.77412987,288.7872009,7.183031559,2.052294731,190.5244668,0.021546253,132.4172262,11.90365012,4727,2458,0.01346335,240.5486072,481095,180.4114499,0.000688623,8766.793945,64484.64453,2.349773645,3.566637039,32.01428604,48.5933342,108,070802060602,F070802060602_415,24
115,3502,3.604690552,1011.541965,24300.77173,6.002290726,2840.496094,34999.35547,74,1447.992554,12.1838541,142.0248108,3.532596827,1.009313345,159.9173389,0.018084919,136.6670901,10.65601047,4127,2146,0.011754414,189.8037954,379608,142.3528472,0.000543355,4288.48877,36447.34766,1.323623538,1.998363853,19.95391083,30.12576675,108,070801030407,F070801030407_285,16
116,3524,11.31147289,1922.50831,66138.75949,16.33627319,8913.44043,95256.8125,84,4473.524902,38.23277664,445.6720276,11.08524323,3.167212486,472.7028466,0.053457571,134.7786298,11.5844666,12070,6277,0.034381386,448.9909312,897983,336.7431989,0.001285334,13386.96484,99730.33594,1.42001605,2.132701159,26.46954918,39.75422668,108,070801030407,F070801030407_272,16
117,3527,3.139674187,1015.224355,21645.73835,5.346497536,2474.063232,31175.42773,73,1272.359375,10.61209869,123.7031631,3.076880693,0.879108787,156.4637731,0.017694358,134.238824,10.68110733,3938,2048,0.011217632,73.65549145,147312,55.24161799,0.000210855,3746.422607,32447.78711,1.208038688,1.829307914,44.78622055,67.81884003,104,070801030603,F070801030603_543,32
118,3561,11.5170126,2262.185438,58885.84242,14.54480267,9075.40625,84810.74219,70,3319.124268,38.92750168,453.7702942,11.28667259,3.224763632,406.5012352,0.045970886,135.5337143,12.14254665,10505,5462,0.029917338,118.0543497,236110,88.54076314,0.000337956,12394.53027,88129.86719,1.661553741,2.269229174,102.4997482,139.9867096,104,070801030603,F070801030603_537,24
119,3576,4.297832012,882.0406375,27148.86558,6.705770016,3386.69165,39101.34375,47,1027.45813,14.52667236,169.3345795,4.211875439,1.203392982,205.6402349,0.023255683,137.7995892,12.33272564,5425,2823,0.015462586,89.63892962,179277,67.22919799,0.000256611,4414.149902,40128.80078,1.199678183,1.563637972,50.37530899,65.65822601,104,070801030603,F070801030603_591,24
120,3582,3.103432178,1528.465527,22078.26415,5.45333147,2445.504639,31798.375,62,1102.248535,10.48960114,122.2752304,3.041363478,0.868961036,140.5007193,0.015889109,144.694814,12.90202824,3770,1960,0.010735625,317.9388292,635877,238.4541219,0.000910169,3547.753174,32900.625,1.247706413,1.810078144,10.25566101,14.87813759,108,070801030407,F070801030407_350,16
121,3600,8.068263054,1694.297707,47988.13276,11.85306835,6357.791504,69115.24219,64,2473.02417,27.27072906,317.8895569,7.906898022,2.25911355,233.3210946,0.026386088,148.4254436,13.21977901,6126,3184,0.017439913,818.6321082,1637266,613.9740877,0.002343513,8830.81543,71588.26563,1.996793866,2.773497343,10.35514641,14.38304234,108,070801030409,F070801030409_190,16
122,3619,5.969858646,1166.342762,35115.87445,8.673621178,4704.248535,50575.88672,67,1894.49231,20.17812157,235.2124329,5.850461483,1.671560407,199.6481907,0.022578047,140.916247,10.96514898,4779,2485,0.013611238,532.3473003,1064696,399.2604711,0.00152396,6598.740723,52470.37891,1.893057704,2.655428886,11.7824049,16.5274086,108,070801030407,F070801030407_650,16
123,3648,2.627224207,720.3074031,18589.97611,4.591723919,2070.252686,26774.3418,69,1032.862427,8.880018234,103.5126343,2.574679613,0.735622764,143.9863179,0.016283293,130.9992574,10.2773502,3542,1842,0.010089296,362.3030501,724605,271.7272818,0.001037171,3103.115234,27807.20508,1.123915672,1.68464458,7.618862152,11.41996193,108,070801030407,F070801030407_249,16
124,3666,5.298865318,971.933854,31807.81535,7.85653019,4175.505859,45811.42578,86,2202.656982,17.91016388,208.7752991,5.192887783,1.483682275,155.2710736,0.017559476,132.4169057,11.90362581,3855,2005,0.010982106,108.3556509,216711,81.26673812,0.000310192,6378.163086,48014.08203,2.082546473,3.18112874,51.38025665,78.48429871,108,070802060602,F070802060602_315,24
125,3715,73.92680359,4697.168761,379263.3115,93.67803955,58254.32031,546236.625,78,23820.45117,249.8725891,2912.716064,72.44826508,20.69950485,1108.352508,0.125342661,141.0111942,12.5984029,29891,15544,0.085140077,472.6661995,945336,354.4996504,0.00135311,82074.77344,570057.0625,3.747704506,5.280158043,164.3282928,231.5228577,104,070801030409,F070801030409_335,16
126,3739,4.629565239,953.941145,26320.83193,6.501245499,3648.097412,37908.76172,86,1822.689209,15.64793015,182.4048767,4.536973953,1.296278238,143.1884606,0.016193064,131.9453583,11.86868318,3578,1860,0.010187889,197.0732482,394147,147.8049345,0.000564165,5470.786621,39731.44922,1.961342692,2.941283226,24.68183708,37.01355743,108,070801030407,F070801030407_428,16
127,3741,7.437475204,1560.271774,39969.69459,9.872514725,5860.730469,57566.63281,86,2767.858154,25.13866615,293.0365295,7.288725853,2.082493067,337.7642099,0.038197473,142.8187975,12.71101924,8848,4601,0.025201331,235.2731298,470546,176.4548522,0.000673521,8628.588867,60334.49219,1.273794889,1.875372529,33.21376801,48.89969635,108,070802060602,F070802060602_189,24
128,3752,4.663752079,1030.093527,26660.1405,6.585054874,3675.036621,38397.45313,82,1760.316895,15.76348209,183.7518311,4.570477009,1.305850625,135.8554033,0.015363774,131.944831,11.86864609,3373,1754,0.009607289,127.8453086,255692,95.88398152,0.000365985,5435.353516,40157.76953,2.095231771,3.098833323,38.32795334,56.68677139,108,070801030407,F070801030407_281,16
129,3764,5.112015247,1477.852884,32577.01883,8.046524048,4028.268066,46919.28125,58,1521.436646,17.27861214,201.4134064,5.009775162,1.431364298,252.3743157,0.028540801,144.3563603,11.39565639,6052,3148,0.017242728,861.1981537,1722398,645.898621,0.002465367,5549.70459,48440.71875,1.279627681,1.762930274,6.23668766,8.592222214,108,070801030407,F070801030407_148,16
130,3766,3.586208105,978.1402597,24845.0108,6.136717796,2825.931885,35783.20313,72,1440.4104,12.12138367,141.2966003,3.514483929,1.004138231,147.8932113,0.01672512,136.6669134,9.45958969,2903,1510,0.008270813,288.9621689,577926,216.7216185,0.000827217,4266.342285,37223.61328,1.871478081,2.825392246,13.03945541,19.68581772,108,070801030407,F070801030407_504,16
131,3788,8.02229023,2796.979533,46665.22886,11.52631187,6321.564941,67209.92188,55,2066.66748,27.11534119,316.0782471,7.86184454,2.246241331,503.4248689,0.056931899,143.1270256,11.25750526,11027,5733,0.031401702,1341.479702,2682958,1006.109765,0.003840278,8388.232422,69276.58594,1.102662683,1.463148832,6.283176422,8.337293625,108,070801030407,F070801030407_577,16
132,3810,6.37202692,1343.999033,39461.19178,9.74691391,5021.157227,56834.25391,86,2732.64502,21.53745079,251.0578613,6.244586468,1.784167528,201.6918453,0.022809163,132.2143271,11.88861629,5004,2602,0.01425209,102.7211661,205442,77.04087352,0.000294062,7753.802246,59566.89844,1.929729939,2.979939461,65.17523956,100.6453018,104,070801030603,F070801030603_505,24
133,3813,2.653985262,890.6331742,17615.2559,4.350968361,2091.340332,25370.49609,78,1106.364258,8.970470428,104.5670166,2.600905657,0.743115902,146.8112215,0.016602759,131.0009104,11.79869175,3641,1893,0.010368642,316.1243119,632248,237.0932263,0.000904975,3197.70459,26476.85938,1.104775667,1.689225912,8.82075119,13.48711872,108,070801030407,F070801030407_260,16
134,3826,4.654618263,989.0641991,27893.19962,6.889620304,3667.839111,40173.375,86,1931.573975,15.73260975,183.3919525,4.561525822,1.303293109,192.9166838,0.021816787,131.6072573,11.84363004,4788,2489,0.013633148,207.2631977,414528,155.4473974,0.000593336,5599.413086,42104.94922,1.47361958,2.24966383,23.59537125,36.02127075,108,070801030407,F070801030407_476,16
135,3876,4.334330082,902.0454285,24200.02521,5.977406025,3415.452148,34854.25391,86,1675.825562,14.65003586,170.7725983,4.247643471,1.213612437,174.2959471,0.019710983,139.5005005,12.4821413,4503,2342,0.012827976,232.349225,464699,174.2619181,0.00066515,5091.277832,36530.07813,1.458348513,2.173901796,19.59953308,29.21623802,108,070802060602,F070802060602_131,24
136,3882,13.4594326,1403.484321,70427.28668,17.39554024,10606.0332,101433.3984,76,4309.918945,45.49288177,530.3016357,13.19024372,3.768641233,217.2210359,0.024565346,136.3522152,12.22634676,5444,2831,0.015506405,117.7797418,235560,88.33480724,0.00033717,14915.95215,105743.3203,3.746391058,5.268792629,120.0662994,168.8570251,108,070801030409,F070801030409_278,16
137,3891,2.384165049,616.4476431,14885.87526,3.676811218,1878.722046,21439.48633,63,755.1434326,8.058477402,93.93610382,2.33648181,0.66756624,161.380764,0.018250416,157.7464935,10.33958459,4204,2186,0.011973508,419.4364101,838872,314.5772962,0.001200728,2633.865479,22194.62891,0.859433711,1.204879045,5.972211361,8.372713089,108,070801030407,F070801030407_665,16
138,3896,2.864444017,873.9277312,18236.47663,4.50440979,2257.181885,26265.21289,71,1042.590698,9.681820869,112.8590927,2.807155132,0.802044332,70.81455135,0.008008359,140.4419963,9.727663368,1637,851,0.004661233,159.6698608,319340,119.7523966,0.00045709,3299.772461,27307.80273,2.652387619,3.877523422,18.84874153,27.55496025,108,070801030407,F070801030407_582,16
139,3904,3.125950813,835.3525869,19781.73745,4.886089325,2463.249268,28490.78711,65,1035.362305,10.56571388,123.1624603,3.06343174,0.875266254,148.4574761,0.016788932,143.23927,10.84133218,3627,1886,0.0103303,116.7094858,233419,87.53211338,0.000334106,3498.611572,29526.14844,1.306070685,1.855043292,28.1410923,39.96946335,108,070801030407,F070801030407_612,16
140,3905,8.687157631,1288.772729,51315.71674,12.67498207,6845.47998,73907.82031,87,3594.878418,29.3625927,342.2740173,8.513414383,2.432404041,239.7311784,0.027110999,139.7827881,12.50934963,6273,3261,0.01786167,157.2573886,314515,117.9430395,0.000450184,10440.3584,77502.69531,2.099196672,3.201581955,58.04055786,88.52033997,108,070801030603,F070801030603_799,16
141,3909,4.386968136,1012.947191,27797.82415,6.866062641,3456.930908,40036.01172,78,1745.902466,14.82795238,172.8465424,4.299228668,1.228351116,163.6441326,0.018506379,140.0674795,12.5503451,4417,2296,0.012576018,313.523365,627046,235.1425247,0.000897529,5202.833496,41781.91406,1.505631924,2.266042471,14.70142841,22.126297,108,070801030407,F070801030407_611,16
142,3924,8.81684494,1552.778101,51594.73423,12.74389935,6947.673828,74309.67969,87,3614.424805,29.80093575,347.3836975,8.640507698,2.468716621,208.5591068,0.023585776,131.0005417,11.79866576,5174,2690,0.014734097,130.9814076,261963,98.23605919,0.000374963,10562.09863,77924.10156,2.582778454,3.926430702,70.72427368,107.5175323,108,070802060602,F070802060602_304,24
143,3960,5.515981674,1225.339404,28242.56749,6.975914001,4346.59375,40676.55469,87,1978.508911,18.64401817,217.3296814,5.40566206,1.54447484,214.1670993,0.024219979,137.9886644,12.35138416,5738,2984,0.016344441,147.101716,294204,110.3262837,0.000421111,6325.102539,42655.0625,1.456633329,2.119672537,39.39762497,57.3308754,108,070802060602,F070802060602_198,24
144,3966,11.38756275,2135.829174,68439.95294,16.90466881,8973.399414,98571.125,86,4739.393066,38.48996353,448.6699829,11.15981102,3.18851757,505.2482031,0.057138098,134.7490011,12.08608972,12642,6576,0.036019116,374.5425683,749086,280.906932,0.00107221,13712.79297,103310.5156,1.364567995,2.085278749,31.94438553,48.81614304,108,070802060602,F070802060602_237,24
145,3969,9.647687912,1112.395186,49263.43483,12.16806793,7602.37793,70952.00781,61,2419.741943,32.60918427,380.1188965,9.454733849,2.701352596,166.925895,0.01887751,138.6908962,12.41584029,4172,2171,0.011891348,46.66748919,93335,35.00061677,0.000133596,10022.12012,73371.75,3.501786232,4.616361141,217.2069702,286.3412476,108,070801030603,F070801030603_451,24
146,4012,5.975191116,942.2497363,34900.48048,8.620418549,4708.450684,50265.66016,54,1517.538452,20.19614601,235.4225311,5.855687141,1.673053503,191.6164297,0.021669742,133.1249619,11.9561007,4860,2528,0.013846765,64.53118336,129063,48.39838848,0.000184735,6225.989258,51783.19922,1.862520099,2.462812185,97.28527832,128.6404266,108,070801030603,F070801030603_726,24
147,4018,13.3424778,2044.353478,68374.72258,16.88855553,10513.87207,98477.16406,80,4404.535645,45.09757614,525.6936035,13.07562828,3.735893726,370.5311173,0.041903055,141.8038025,12.67778206,9824,5107,0.027972875,204.2695583,408538,153.202167,0.000584766,14918.4082,102881.7031,2.058717966,2.921168566,68.62743378,97.37726593,108,070801030603,F070801030603_447,16
148,4020,9.289328575,1986.876665,52812.23919,13.04462337,7319.990723,76063.19531,86,3657.190674,31.39793015,365.9995422,9.103542328,2.601011992,219.8357465,0.024861041,141.9726729,12.67212157,5733,2980,0.016322531,167.2369649,334475,125.4277266,0.000478752,10977.18164,79720.38281,2.456372738,3.683618069,58.36022949,87.51798248,108,070802060801,F070802060801_256,32
