OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,FBndID,MLRA,HUC12
2753,572.1875075,4031.434167,656_13_1,2.074501991,0.995764256,298.7292786,553.6448975,73,237.8867645,100,1585.911743,7.011816502,81.73538208,0.975848973,0.278813988,31.21050669,0.00352957,131.000293,7.065915691,256,128,0.000701102,15.66343827,31326,14.09709447,5.3808E-05,536.6160278,791.5316772,2.333822489,4.192312717,21.19083977,38.0657196,F070801030202_256,104,070801030202
2759,569.9247758,4029.758091,493_17_1,1.991125107,0.995350242,298.605072,553.4147339,86,279.0565186,100,1860.376831,6.73000288,78.45033264,0.975443244,0.278698057,200.0000043,0.022617834,138.6908003,12.38923713,5035,2517,0.013786514,166.9222737,333843,150.2300435,0.000573422,577.6616211,832.4712524,0.118635312,0.229504019,1.987652183,3.845180511,F070802060501_322,108,070802060501
2771,569.7865928,4027.10975,185_10_1,1.938226581,0.994696081,298.4088135,553.0510254,78,252.9311218,100,1686.20752,6.551205635,76.36612701,0.974802136,0.278514892,32.71270269,0.003699452,130.9995473,11.79859543,791,395,0.002163557,13.24938929,26499,11.92445052,4.55151E-05,551.3399658,805.9821777,0.755465329,1.395797372,25.02495384,46.23609161,F070802060602_148,108,070802060602
2773,544.1800249,4026.678319,576_9_2,2.155624628,0.994589567,298.3768616,552.9918213,69,223.7229004,100,1491.485962,7.286011219,84.93161011,0.974697769,0.27848509,34.12218531,0.003858849,131.0005264,11.79866457,846,423,0.002316923,60.69245237,121385,54.62320713,0.000208494,522.0997314,776.7147217,0.705382645,1.234278321,5.46245575,9.558203697,F070801010602_10,108,070801010602
2781,573.9912692,4025.918991,542_2_2,2.271390438,0.994401991,298.3205872,552.8875122,76,246.3725281,100,1642.483521,7.6772995,89.49278259,0.974513948,0.278432548,65.08308803,0.007360192,142.0500965,12.69364417,1867,934,0.005115854,47.20581745,94411,42.48523489,0.000162164,544.6931152,799.2600098,0.319401056,0.583183229,7.021747589,12.82076263,F070802060502_70,108,070802060502
2787,565.558336,4024.789709,161_9_1,2.207365036,0.994123042,298.236908,552.7324219,79,256.0256348,100,1706.837524,7.460893631,86.97018433,0.974240601,0.278354466,25.85682356,0.002924127,130.9985886,11.79852772,642,320,0.001752755,23.9054139,47811,21.51487213,8.21213E-05,554.2625732,808.7580566,0.931990325,1.732070565,13.86189556,25.7618351,F070802060602_76,108,070802060602
2789,570.7434536,4024.64991,106_10_1,2.037396669,0.994088531,298.2265625,552.7131958,54,174.9993286,100,1166.662231,6.8864007,80.27342987,0.974206746,0.27834478,166.963606,0.018881775,143.9627857,11.54721285,4600,2301,0.012603404,60.32002029,120639,54.28801765,0.000207215,473.2258911,727.7125244,0.129607365,0.205660969,5.493413925,8.716949463,F070801030404_195,104,070801030404
2810,567.0035269,4020.047887,42_2_2,2.039101362,0.99295181,297.8855286,552.0811768,58,187.7472992,100,1251.648682,6.8921628,80.34059143,0.973092794,0.278026521,199.9999972,0.022617833,144.7616294,9.108761271,2208,1104,0.006047005,28.20694256,56415,25.38624879,9.68982E-05,485.6328125,739.8284912,0.269823849,0.439884782,11.73412895,19.12975883,F070801030403_143,104,070801030403
2816,572.4625769,4018.32461,128_44_2,2.051038027,0.992526174,297.757843,551.8445435,78,252.3795624,100,1682.530396,6.932508469,80.81089783,0.972675622,0.277907342,200.0000006,0.022617833,140.7016748,9.078260054,3775,1885,0.010324823,533.905732,1067811,480.5151646,0.001834106,550.1373901,804.2241211,0.157961726,0.29185006,0.619663775,1.144890785,F070801030406_497,108,070801030406
2821,565.7488858,4017.796808,853_23_1,1.958847284,0.992395818,297.71875,551.7720947,40,126.1836319,100,841.2242432,6.620903969,77.17858124,0.972547889,0.277870834,199.999999,0.022617833,139.0045071,10.51374171,4200,2100,0.011502455,45.15123225,90303,40.63610864,0.000155106,423.9023743,677.9557495,0.14177084,0.201858267,7.326457977,10.43166733,F070801030401_351,104,070801030401
2824,567.4685303,4017.384419,107_4_2,1.96667397,0.992293954,297.6881714,551.7154541,78,252.3203125,100,1682.135376,6.647357941,77.48695374,0.972448051,0.277842313,199.9999984,0.022617833,135.3453857,10.84644069,4679,2338,0.012806067,74.67392151,149347,67.20652872,0.000256524,550.0084839,804.0357666,0.127325997,0.235247433,4.429453373,8.183855057,F070801030404_173,104,070801030404
2828,568.0080898,4016.426361,519_4_2,2.095780849,0.992057323,297.6171875,551.5838623,68,219.9191589,100,1466.127686,7.083739281,82.57376862,0.972216189,0.277776062,26.18545723,0.002961292,145.1660385,12.88813257,703,351,0.001922553,19.39326954,38787,17.45394325,6.6621E-05,517.536377,771.5030518,0.847912192,1.474462628,17.0515728,29.65154457,F070801010301_509,108,070801010301
2857,568.2848918,4012.088213,44_10_2,1.949656248,0.990985811,297.2957458,550.9880981,73,235.8347473,100,1572.231689,6.589838028,76.81645966,0.971166074,0.277476013,69.66038573,0.007877835,130.9998245,9.668892169,1641,821,0.004496912,24.04560809,48092,21.64104733,8.2603E-05,533.1304932,786.822876,0.362114191,0.649367213,13.73758602,24.63515282,F070801030401_514,104,070801030401
2889,559.1112401,4006.79406,166_11_1,2.086272955,0.989678144,296.9034424,550.2610474,78,251.655365,100,1677.702393,7.051602364,82.19915771,0.969884574,0.277109891,21.9690436,0.002484461,130.998764,11.79854059,545,273,0.001495319,16.9685173,33937,15.27166605,5.82913E-05,548.5588379,801.9163818,1.087558389,2.00937295,19.44145775,35.92004013,F070802060406_202,108,070802060406
2893,568.7312723,4006.18257,588_11_1,2.000510693,0.989527106,296.8581238,550.177063,5,16.12929153,100,107.5286102,6.761726379,78.82012177,0.969736576,0.277067602,55.43795872,0.006269433,137.6109568,12.29325708,1364,681,0.003730082,85.89227486,171785,77.30304813,0.000295062,312.9874268,566.3063354,0.435915023,0.459599733,3.840186596,4.048836708,F070801010602_638,108,070801010602
2911,568.2301065,4004.11124,494_2_2,1.995234728,0.98901546,296.7046509,549.8925781,78,251.4868927,100,1676.579346,6.743893147,78.61225128,0.969235122,0.276924342,112.0671701,0.012673583,134.612009,12.0801965,2879,1439,0.00788192,117.4809119,234962,105.732819,0.000403578,548.1915283,801.3794556,0.206188083,0.380953103,2.806173563,5.184686661,F070802060501_455,108,070802060501
2912,566.7904579,4004.074069,103_3_1,1.931361318,0.989006281,296.7018738,549.8875122,78,251.4841614,100,1676.561035,6.528001308,76.09563446,0.969226182,0.276921749,28.65657005,0.003240748,135.9600258,12.16974878,558,278,0.001522706,11.45726538,22915,10.31153902,3.93587E-05,548.1860352,801.3717041,1.067272902,1.971892238,28.77377129,53.16238785,F070801030406_344,108,070801030406
2913,568.6269991,4004.058148,129_11_2,1.991591334,0.989002347,296.7007141,549.8853149,86,277.2767029,100,1848.511353,6.731578827,78.46869659,0.969222307,0.276920646,200.0000029,0.022617834,133.0242429,11.94964484,4899,2448,0.013408576,119.5992274,239198,107.639304,0.000410855,573.977417,827.1619873,0.121201269,0.234467894,2.756434679,5.332414627,F070801030407_530,108,070801030407
2921,556.5897894,4003.102648,102_7_1,2.135316133,0.988766372,296.6299133,549.7540894,78,322.9714966,100,2153.143311,7.217368603,84.13145447,0.968991041,0.276854575,195.3916315,0.022096677,142.0491013,12.65658731,4701,2350,0.012871795,63.96597317,127932,57.56937671,0.00021974,619.6014404,872.7255859,0.126225501,0.263660192,5.152564049,10.7626915,F070801030406_335,104,070801030406
2927,566.0742678,4001.908908,487_26_1,2.003791809,0.988471508,296.5414429,549.5901489,78,251.348526,100,1675.65686,6.772816181,78.94939423,0.968702078,0.276772022,51.28481449,0.005799757,133.2662689,11.96940632,1305,652,0.003571238,41.63504437,83270,37.47154042,0.000143027,547.8899536,800.9386597,0.454818159,0.840322018,7.913777828,14.62149525,F070802060502_393,108,070802060502
2953,566.0049902,3997.889828,499_5_1,2.174902678,0.987478793,296.2436523,549.038208,78,251.0960999,100,1673.973999,7.351171017,85.69116211,0.967729211,0.276494056,90.16464311,0.010196644,131.0005455,11.79866612,2237,1119,0.006129165,134.5399312,269080,121.0859394,0.00046218,547.3397217,800.1342773,0.264739633,0.489132911,2.446557045,4.520258427,F070802060704_483,108,070802060704
2969,564.5195382,3995.182702,460_5_1,2.037902594,0.986810148,296.0430298,548.6664429,70,225.1899872,100,1501.266602,6.888110638,80.29336548,0.967073917,0.276306838,21.46361083,0.002427302,133.8327789,12.0085535,561,280,0.001533661,28.94140696,57883,26.04726588,9.94213E-05,521.2330322,773.8564453,1.057296515,1.861546516,11.36560822,20.01104546,F070801030303_119,108,070801030303
2970,566.2542093,3995.086712,137_15_2,1.976102352,0.986786425,296.0359192,548.6532593,79,254.1365814,100,1694.243896,6.679225922,77.85842896,0.967050672,0.276300192,138.7752373,0.015693976,133.124176,9.794834781,3195,1596,0.008741866,261.8346391,523670,235.651175,0.00089947,550.1724854,802.789856,0.185486168,0.344719589,1.256246328,2.334690094,F070802060602_113,108,070802060602
2973,566.6759127,3994.681952,458_30_1,2.020842552,0.986686468,296.0059509,548.5976563,79,254.1112213,100,1694.074829,6.830447674,79.62119293,0.966952741,0.276272207,90.2924454,0.010211097,135.8177032,12.17416795,2359,1179,0.006457807,77.4160004,154831,69.67440113,0.000265944,550.1171875,802.7088623,0.251065254,0.466596425,4.248417377,7.895542622,F070802060801_73,108,070802060801
2978,558.3105934,3994.303118,44_4_1,2.128606558,0.986592889,295.9778748,548.5456543,83,266.952301,100,1779.682007,7.194690228,83.86709595,0.96686101,0.276246011,64.38339233,0.007281064,131.0001678,11.7986393,1597,798,0.004370933,23.15715408,46314,20.84143829,7.95509E-05,562.9301758,815.4979248,0.370899588,0.705426276,14.20141315,27.01014137,F070801030401_468,104,070801030401
2981,566.6502256,3993.794693,540_16_1,2.072238684,0.986467302,295.9401855,548.4758301,85,273.3500977,100,1822.333984,7.004166603,81.64620209,0.966737986,0.276210845,56.18329306,0.006353722,135.2500814,12.1244572,1267,634,0.003472646,48.64403741,97287,43.77963215,0.000167105,569.2902832,821.8259277,0.466782629,0.897934198,6.759768486,13.00354195,F070802060503_154,108,070802060503
2988,565.7192895,3992.476024,69_7_2,2.006536484,0.986141562,295.8424683,548.2947388,83,266.8300781,100,1778.867188,6.782093525,79.05754089,0.966418743,0.276119649,20.13015048,0.002276502,143.2786509,12.79707495,502,251,0.001374817,5.698310167,11396,5.128479004,1.95752E-05,562.6725464,815.1248169,1.178655267,2.241723299,57.68619919,109.7152863,F070801030405_165,104,070801030405
2992,566.3086713,3991.25823,446_1_2,1.996103287,0.985840797,295.7522278,548.1275024,84,269.962616,100,1799.750732,6.746829033,78.64646912,0.966123998,0.276035428,114.7321856,0.012974967,137.8083213,12.3779504,3102,1550,0.008489907,195.0083312,390017,175.5074984,0.000669905,565.7148438,818.0900879,0.190807894,0.36497733,1.685125828,3.223308802,F070802060603_425,108,070802060603
2998,565.2809527,3990.735556,686_3_1,2.009228945,0.985711694,295.713501,548.0557251,77,247.432724,100,1649.551514,6.791193962,79.16362,0.965997458,0.275999278,63.11405802,0.007137516,149.1340892,13.2230374,1747,873,0.004781735,116.7884073,233577,105.1095657,0.000401199,543.1462402,795.4884644,0.338732541,0.622160614,2.813383341,5.167429447,F070801030408_110,108,070801030408
3000,564.3565917,3990.544832,137_33_1,2.03852725,0.985664546,295.6993713,548.02948,79,253.8469696,100,1692.31311,6.890222073,80.31797028,0.965951264,0.275986075,54.44235909,0.006156841,133.1248589,11.95609164,1297,650,0.003560284,60.57204139,121144,54.51483798,0.000208081,549.5463257,801.8764648,0.45492211,0.845455885,5.424199581,10.08067417,F070802060602_97,108,070802060602
3012,560.2465157,3988.344986,594_39_1,2.038452148,0.985121191,295.5363464,547.727356,7,22.48044777,100,149.8696594,6.889968395,80.3150177,0.965418756,0.275833935,39.17399862,0.004430155,149.5097961,13.3386097,839,420,0.002300491,12.20794836,24417,10.9871535,4.19375E-05,318.0167847,570.2078247,0.703657985,0.757182837,26.89835358,28.94441986,F070802060802_276,108,070802060804
3022,566.5782334,3986.914611,458_30_2,2.020842552,0.984767914,295.4303589,547.5309448,79,253.617157,100,1690.781006,6.830447674,79.62119293,0.965072572,0.275735021,122.8423465,0.013892139,137.3746605,8.574892322,2288,1144,0.006266099,96.30044699,192601,86.67040253,0.000330817,549.0474854,801.1480713,0.258243322,0.4799366,3.408664942,6.334890366,F070802060801_72,108,070802060801
3025,566.1086535,3986.77147,440_1_1,2.035173893,0.984732568,295.4197693,547.5112915,63,202.2443695,100,1348.295776,6.878887653,80.18585205,0.965037942,0.275725126,23.05201569,0.002606933,155.1791687,10.62290558,636,318,0.0017418,11.33667965,22673,10.20301207,3.89445E-05,497.6641235,749.7556763,0.928992987,1.56498158,28.95417213,48.77619553,F070801030303_54,108,070801030303
3027,565.3108431,3986.134035,187_2_1,1.9737252,0.984575093,295.3725281,547.4237671,69,221.4700775,100,1476.467163,6.671191216,77.76477051,0.964883566,0.275681019,200.0000037,0.022617834,145.1667233,11.64601023,4672,2336,0.012795112,64.16229512,128325,57.74606515,0.000220414,516.8425903,768.8938599,0.126443714,0.221251115,5.11502409,8.950264931,F070801030607_27,108,070801030607
3031,569.2499478,3985.832612,442_3_1,2.040518284,0.984500647,295.3501892,547.3823853,76,243.9198761,100,1626.132568,6.896951675,80.39642334,0.96481061,0.275660187,142.3926015,0.016103061,143.8066437,10.89888579,3525,1762,0.009651108,52.30221853,104605,47.07199776,0.000179672,539.2700806,791.3022461,0.167622134,0.306055665,6.274435043,11.45628166,F070801030303_291,108,070801030301
3033,564.4497623,3985.592423,34_1_1,2.058734179,0.98444134,295.3323975,547.3493652,76,243.9050751,100,1626.033813,6.958521366,81.11412811,0.964752495,0.275643587,26.356219,0.002980603,130.9999313,11.79862309,652,326,0.001785619,7.849525094,15699,7.064572781,2.69652E-05,539.2374878,791.2544556,0.905927598,1.654102683,41.80470657,76.3298111,F070801030403_166,104,070801030403
3055,547.8371939,3982.335673,504_9_2,2.132910967,0.983636916,295.0910645,546.9020996,78,250.1192017,100,1667.461304,7.209239006,84.03668976,0.963964164,0.275418341,62.78014457,0.007099754,142.3319244,12.65256071,1670,836,0.004579073,69.04791069,138096,62.14311808,0.000237198,545.2102661,797.0213013,0.352979749,0.652165413,4.748571873,8.773461342,F070802060501_289,108,070802060501
3072,564.0139337,3979.04281,430_20_1,1.980104923,0.982823551,294.8470764,546.4498901,69,221.0762177,100,1473.841431,6.692754745,78.01613617,0.963167071,0.275190592,85.47311544,0.009666083,143.2779694,12.79703935,2246,1122,0.006145597,95.45858479,190918,85.91272497,0.000327925,515.9232788,767.526123,0.262787044,0.459824681,3.431937218,6.005202293,F070801030302_156,108,070801030302
3083,560.3209037,3977.47359,27_7_2,2.07796979,0.982436001,294.7308044,546.234436,61,195.3670502,100,1302.447021,7.023538113,81.87200928,0.962787271,0.275082082,22.0271697,0.002491034,131.0004349,8.249105573,487,244,0.001336476,9.642122269,19284,8.677909851,3.31232E-05,490.0978394,741.6015015,1.20791316,2.008597612,33.96334076,56.47648239,F070801030202_256,104,070801030202
3089,562.1162479,3976.650296,499_10_1,2.03950882,0.98223263,294.6697998,546.1213379,78,249.7619934,100,1665.079956,6.893539906,80.35664368,0.962587953,0.275025129,200.0000053,0.022617834,130.9995537,11.79859606,4960,2479,0.013578374,76.17822927,152356,68.56040631,0.000261692,544.4317627,795.8833008,0.118866399,0.219617486,4.297958851,7.940906525,F070802060704_476,108,070802060704
3125,504.1593248,3970.445607,399_1_2,2.166469812,0.980700076,294.210022,545.2692261,92,294.1315613,100,1960.877075,7.322668076,85.35890961,0.961086094,0.274596035,83.39693451,0.00943129,130.9999161,11.79862165,1984,992,0.005433541,69.6719265,139344,62.70473289,0.000239341,588.3415527,839.4007568,0.296582669,0.593086243,4.691990852,9.38272953,F070802060601_133,108,070802060601
3128,564.1126098,3970.058937,493_9_2,1.983511329,0.980604529,294.181366,545.2161255,78,249.3480225,100,1662.32019,6.704268456,78.15034485,0.960992455,0.274569273,36.69024705,0.004149269,154.7994919,13.73753119,870,435,0.002382651,16.7374764,33475,15.06372905,5.74976E-05,543.5294189,794.5641479,0.676279008,1.249492884,19.52911949,36.08199692,F070802060501_294,108,070802060501
3131,562.6059957,3969.931226,138_16_1,1.972476482,0.980572999,294.1719055,545.1986084,79,252.5367737,100,1683.578491,6.66697073,77.71557617,0.960961521,0.274560452,82.92318159,0.009377713,135.2503433,12.11360216,2041,1020,0.005586907,107.3670998,214734,96.63039017,0.000368834,546.7086792,797.7353516,0.288403839,0.535988927,3.044300079,5.657730103,F070802060602_181,108,070802060602
3146,562.6132895,3967.94773,389_16_1,2.013565779,0.980083108,294.0249329,544.9262085,92,293.9465332,100,1959.643555,6.805852413,79.33448792,0.960481465,0.274423271,109.8296614,0.012420545,131.0002975,11.7986486,2726,1363,0.007465641,110.3636694,220728,99.32730341,0.000379128,587.9714355,838.8727417,0.215718955,0.431380361,2.960162163,5.919534683,F070802060601_311,108,070802060601
3156,561.1607247,3965.942895,430_9_1,1.942768931,0.979587913,293.8763733,544.6508789,70,223.5419617,100,1490.279785,6.566558838,76.54509735,0.959996164,0.274284601,34.88837925,0.003945498,139.4990845,12.46109915,948,474,0.002596268,36.68755235,73374,33.01879825,0.000126031,517.418335,768.1928711,0.619992375,1.091599822,8.900274277,15.67041683,F070801030302_137,108,070801030302
3161,562.5715052,3965.494254,393_13_2,1.93564415,0.979477108,293.8431396,544.5892944,51,162.8478546,100,1085.652344,6.542477131,76.26438141,0.959887564,0.274253577,199.9999991,0.022617833,136.4082905,11.28406885,5065,2531,0.013863197,188.1371084,376274,169.3233959,0.0006463,456.690979,707.4371338,0.116097644,0.180438951,1.735396028,2.697152138,F070801030408_176,108,070801030408
3166,544.4548789,3964.817705,84_16_2,2.14040637,0.979309976,293.7929993,544.4963379,78,249.0189362,100,1660.126221,7.234573364,84.33200836,0.959723771,0.274206787,42.80390438,0.004840658,133.1253853,11.95612812,856,428,0.00234431,27.07480472,54151,24.36732334,9.3009E-05,542.8119507,793.5152588,0.686432242,1.268252254,12.05684376,22.27622414,F070801030406_416,104,070801030406
3169,564.9325162,3964.653284,489_28_2,2.003373861,0.979269385,293.7808228,544.4737549,78,249.0084991,100,1660.056641,6.77140379,78.93292999,0.959684014,0.274195433,199.9999975,0.022617833,138.235179,11.5731277,5136,2568,0.014065859,85.70506886,171410,77.13456196,0.000294419,542.7893066,793.4822388,0.114400633,0.211366549,3.808679581,7.036914349,F070802060502_261,108,070802060502
3173,561.1610373,3963.619751,102_5_1,1.999337912,0.979014099,293.7042236,544.3318481,78,248.9435272,100,1659.623535,6.757761955,78.77391052,0.959433794,0.274123937,61.81958343,0.006991125,140.348896,12.51920509,1599,800,0.004381888,70.25972986,140519,63.23375711,0.000241361,542.6477661,793.2753906,0.36713028,0.678309679,4.64473772,8.581615448,F070801030406_756,104,070801030406
3177,562.1363965,3963.300708,566_1_2,1.94608736,0.978935301,293.680603,544.2880249,75,239.3496857,100,1595.664551,6.577775478,76.67584229,0.959356606,0.274101883,39.84850979,0.004506435,138.9326782,12.41781402,1055,528,0.002892046,26.16065741,52321,23.54459143,8.98687E-05,533.0302734,783.6376953,0.55621326,1.009527087,12.47337818,22.63918114,F070802060503_256,108,070802060503
3186,547.9413095,3961.186056,845_34_1,1.950186133,0.978412926,293.5238647,543.9975586,19,60.60289764,100,404.0193176,6.591629028,76.83733368,0.958844662,0.273955613,91.81063652,0.010382788,131.0002899,11.79864788,2278,1140,0.00624419,47.5275383,95055,42.77478504,0.00016327,354.12677,604.6004639,0.257477075,0.310637504,6.862076759,8.278867722,F070802060302_80,108,070802060302
3208,558.9435954,3958.04821,658_22_2,2.005402803,0.977637887,293.2913513,543.5666504,55,175.290329,100,1168.602173,6.778261662,79.01287079,0.95808512,0.273738623,28.89563525,0.003267783,136.6672668,8.533798019,645,323,0.001769187,24.53793955,49076,22.08414614,8.42942E-05,468.581665,718.8569946,0.908022761,1.450717211,13.28062916,21.21801186,F070801030401_616,104,070801030401
3213,560.5745296,3957.587118,559_4_1,1.960015059,0.977524042,293.2572021,543.5033569,82,261.3111572,100,1742.074341,6.62485075,77.22459412,0.95797354,0.273706734,66.07824433,0.007472734,131.0009359,11.79869366,1639,818,0.00448048,46.14574575,92292,41.53117061,0.000158523,554.5683594,804.8145142,0.35850513,0.677956402,7.061134815,13.35306358,F070802060501_73,108,070802060501
3226,560.6791076,3956.055648,112_12_2,1.992747664,0.977145731,293.1437073,543.2930298,48,152.9034882,100,1019.356567,6.735486984,78.51425934,0.957602799,0.273600817,200.000003,0.022617834,137.4234294,12.32870541,4774,2385,0.013063503,58.36859489,116736,52.53173473,0.000200511,446.0471802,696.1965332,0.122911409,0.187021881,5.580316544,8.49100399,F070801030404_81,104,070801030404
3232,560.3006456,3955.228289,701_10_2,2.006307364,0.976941407,293.082428,543.1794434,78,248.4164276,100,1656.109497,6.781318665,79.04850769,0.957402587,0.273543596,144.7924532,0.016374458,148.283783,13.20143914,3919,1959,0.010730147,80.5853492,161170,72.52681524,0.000276832,541.4988403,791.5958862,0.14960818,0.276415944,4.041021824,7.466187954,F070801030302_115,108,070801030302
3243,562.2672287,3953.540633,194_1_1,2.050797462,0.976524532,292.9573669,542.9476318,70,222.8426514,100,1485.617676,6.931695461,80.80142212,0.956994057,0.273426861,25.926266,0.00293198,138.0829468,12.38993263,635,317,0.001736323,47.66776717,95336,42.90099047,0.000163751,515.8000488,765.7902832,0.924155712,1.627129436,6.828685284,12.02303314,F070801030408_24,108,070801030408
3251,560.0784717,3952.336639,496_9_1,1.957404375,0.976227164,292.8681641,542.7822876,86,273.6950378,100,1824.633545,6.616026878,77.12173462,0.95670265,0.273343593,199.9999982,0.022617833,137.0925827,12.27395236,4441,2218,0.012148783,90.44409211,180888,81.39968309,0.000310699,566.5632324,816.4772949,0.132041559,0.255438775,3.597903013,6.960263252,F070802060502_542,108,070802060502
3260,561.2942906,3951.260687,458_92_1,1.986553788,0.975961387,292.7884216,542.6345215,78,248.1674652,100,1654.449707,6.714551926,78.2702179,0.956442177,0.273269176,139.8649229,0.015817208,138.933493,10.52939341,3352,1676,0.009180055,262.5172601,525035,236.265532,0.000901815,540.9558716,790.802002,0.174694762,0.322766036,1.239234567,2.289609671,F070802060801_197,108,070802060801
3262,557.7781601,3950.879239,508_5_1,1.9136374,0.975867152,292.7601318,542.5821533,81,257.6874695,100,1717.916504,6.468094349,75.39731598,0.95634979,0.273242801,199.9999976,0.022617833,139.4996887,12.50818825,5315,2659,0.014564299,379.4349465,758870,341.491457,0.001303458,550.4476318,800.2696533,0.110101588,0.207013026,0.857298553,1.611892819,F070802060502_8,108,070802060502
3286,557.6683771,3949.162319,160_14_2,2.056167364,0.975443065,292.6329346,542.3463745,78,248.0354309,100,1653.56958,6.949845791,81.01299286,0.955934227,0.273124069,40.07365108,0.004531896,130.9993286,11.79858036,931,466,0.00255245,81.9513284,163902,73.75619596,0.000281524,540.668335,790.3818359,0.627967656,1.160232425,3.967570782,7.330480099,F070802060602_417,108,070802060602
3290,557.0816659,3948.705667,108_3_2,2.007149935,0.975330293,292.5990906,542.2836304,48,152.6196594,100,1017.464417,6.784166813,79.08171082,0.95582366,0.273092479,113.261446,0.012808642,140.3200955,11.41381725,2596,1300,0.007120567,32.56683831,65132,29.31015405,0.000111876,445.21875,694.9033203,0.225076228,0.342475951,9.982857704,15.1899147,F070801030404_81,104,070801030404
3315,559.4147308,3944.453214,723_36_2,2.03169775,0.97427994,292.2839966,541.699646,78,247.7397308,100,1651.598145,6.867138386,80.04888916,0.954794347,0.272798389,20.07492197,0.002270256,145.3543752,12.90886466,484,241,0.001320044,17.6035375,35207,15.8431839,6.04728E-05,540.0237427,789.4393921,1.212796688,2.240762472,18.44856453,34.08555603,F070801010405_242,108,070801010405
3317,559.175118,3944.046168,476_14_2,1.964086533,0.974179387,292.2538147,541.6437378,78,247.7140045,100,1651.426758,6.63861227,77.38500977,0.954695821,0.272770226,199.9999998,0.022617833,138.386312,12.00131637,4476,2235,0.012241899,285.5079743,571017,256.9571763,0.000980795,539.9678345,789.3577271,0.130762339,0.241596341,1.137363911,2.101392269,F070802060704_563,108,070802060704
3319,562.8238107,3943.878984,118_10_1,1.93981719,0.974138081,292.2414246,541.6207886,40,107.7781143,100,718.520752,6.556581974,76.42879486,0.95465529,0.272758663,200.0000016,0.022617833,145.1993453,12.93557728,4255,2128,0.011655821,253.231943,506464,227.9087526,0.000869918,400.0195313,649.3989258,0.137331501,0.187979102,1.282273769,1.755174041,F070801030406_68,104,070801030406
3324,559.7696551,3943.255608,441_8_2,1.843301892,0.973984122,292.1952515,541.5351563,78,247.6644592,100,1651.096436,6.230360508,72.626091,0.95450443,0.272715569,28.88022736,0.003266041,137.7984924,12.36226439,717,359,0.001966372,16.72504327,33450,15.0525388,5.74549E-05,539.8597412,789.199585,0.813914359,1.503787637,19.41169167,35.86502838,F070801030303_645,108,070801030303
3328,558.9061612,3942.683058,135_10_1,1.932972193,0.97384274,292.152832,541.456543,78,247.6287079,100,1650.858032,6.533445835,76.15910339,0.954365909,0.272675961,78.37049875,0.008862854,146.1112722,13.02875106,1981,991,0.005428063,41.46547849,82931,37.31893112,0.000142445,539.7815552,789.0852661,0.294806093,0.544683695,7.828542233,14.46401405,F070801030603_811,104,070801030603
3341,559.3833151,3940.85759,389_18_2,2.004807949,0.973391831,292.0175476,541.2058716,86,272.900116,100,1819.334106,6.776250839,78.98943329,0.953924,0.272549719,92.48660487,0.010459233,139.4997152,12.45025794,2430,1215,0.006654992,102.8884826,205777,92.59963429,0.000353449,564.9176636,814.105957,0.24034366,0.464952797,3.153549671,6.100646973,F070802060601_66,108,070802060601
3347,558.4433151,3940.452098,70_4_2,2.077572346,0.973291695,291.9875183,541.1502075,78,247.4886169,100,1649.924072,7.022194386,81.85635376,0.953825831,0.272521675,79.3065023,0.008968706,135.2490794,12.12438933,1757,880,0.004820076,33.88367879,67767,30.49531172,0.000116399,539.4761353,788.6387939,0.331804007,0.613041043,9.574832916,17.69046211,F070801030601_517,104,070801030601
3349,559.7374907,3940.061561,144_6_2,1.96873641,0.973195195,291.9585571,541.0965576,78,247.4640808,100,1649.760498,6.6543293,77.56821442,0.953731298,0.272494644,65.31549835,0.007386475,151.3999329,13.42152309,1843,922,0.005050126,42.52819443,85056,38.27537537,0.000146095,539.4226074,788.5606689,0.316657871,0.58505708,7.627842903,14.09320259,F070801030407_506,108,070801030407
3350,555.404159,3940.035623,855_27_1,1.924475074,0.973188818,291.9566345,541.0929565,37,103.515564,100,690.1037598,6.504725933,75.82431793,0.95372504,0.272492856,104.5195441,0.011820028,131.0013618,11.79872346,2558,1279,0.007005543,240.9242368,481848,216.8318179,0.000827638,395.4721985,644.6085205,0.228269458,0.309204221,1.346465826,1.823866129,F070801030401_80,104,070801030401
3351,554.74453,3939.876325,92_7_2,2.009432793,0.973149478,291.9448547,541.071106,78,247.4522552,100,1649.681641,6.791882992,79.17165375,0.953686476,0.272481859,199.9999984,0.022617833,140.4443207,12.52649956,4981,2491,0.013644103,336.4271577,672855,302.7844431,0.001155715,539.3970947,788.5233765,0.117199861,0.21653837,0.964200318,1.781455755,F070801030406_677,108,070801030406
