OBJECTID,SiteID,MAX_BuffAreaAc,Shape_Length,Shape_Area,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,FBndID,MLRA,HUC12
75,2818,7.288174152,1421.680815,48826.70111,12.06019497,16332.79785,54427.66016,88,3459.828613,24.63402939,287.1540527,7.142410755,2.040688753,249.5015848,0.028215926,133.4279327,10.63314132,6130,3189,0.0174673,236.2847025,472568,177.213523,0.000676416,19792.62695,57887.48828,5.121604919,6.206531048,92.16451263,111.6880188,F070802060602_228,108,070802060602
76,2844,3.441472292,906.3747136,19239.09558,4.752056599,7712.339355,21446.03125,76,1177.369507,11.6321764,135.5940094,3.372642756,0.963612258,216.469052,0.024480305,137.0447167,12.27342796,5622,2924,0.016015799,103.9318061,207863,77.94885325,0.000297527,8889.708984,22623.40039,2.637598991,3.040256262,98.94102478,114.0454102,F070801030602_100,104,070801030602
77,2929,4.857765198,1043.84778,30163.78182,7.450454235,10886.25195,33623.89844,66,1603.039673,16.41924667,191.3959503,4.760610104,1.360174298,149.538254,0.016911156,139.9052102,11.09450464,2930,1524,0.008347496,120.292376,240585,90.21928191,0.000344363,12489.29199,35226.9375,7.143209934,8.195073128,120.66436,138.4326172,F070801030406_251,108,070801030406
78,2938,4.60598278,1000.027391,26490.47782,6.543148041,10322.00781,29529.22656,86,1834.437012,15.56822205,181.4757233,4.513863087,1.289675236,178.7441031,0.020214022,130.999176,11.79856944,4236,2203,0.012066623,118.1895511,236379,88.64216292,0.000338343,12156.44531,31363.66406,4.685432434,5.51813221,116.4458008,137.1406708,F070802060602_226,108,070802060602
79,2944,5.119454384,1493.64088,34006.58462,8.399626732,11472.69727,37907.51563,83,2272.770752,17.30375671,201.7064972,5.017065525,1.433447242,215.8631353,0.024411782,131.0001945,11.7986412,4981,2590,0.014186361,327.887207,655774,245.9154005,0.000938649,13745.46777,40180.28516,4.429612637,5.307130337,46.65302658,55.89510727,F070802060302_76,108,070802060302
80,2952,11.53702545,2163.166941,70395.78465,17.38775826,25854.47461,78470.95313,86,4874.832031,38.99514771,454.5588074,11.3062849,3.230367184,370.3391657,0.041881347,131.0004333,11.79865818,8943,4651,0.025475199,386.4947677,772989,289.8710817,0.001106426,30729.30664,83345.78125,5.558906555,6.607032299,89.19300842,106.0102539,F070802060602_79,108,070802060602
81,3020,13.84180355,2500.792474,79079.07707,19.53253174,31019.48242,88150.3125,80,5094.084473,46.78529739,545.3670654,13.56496716,3.875705004,320.7325568,0.036271377,138.2139282,10.6364294,5871,3055,0.016733333,196.4324752,392865,147.3243568,0.000562331,36113.56641,93244.39844,10.15367699,11.82113457,210.5523071,245.1296387,F070801030604_92,104,070801030604
82,3047,3.11562705,1143.473031,18272.92396,4.513411999,6982.120117,20369.0293,62,912.2508545,10.53081989,122.7557068,3.053314447,0.872375548,170.6673142,0.019300624,142.3357086,4.984288295,2394,1245,0.006819313,68.44549084,136891,51.33411694,0.00019594,7894.371094,21281.2793,5.608128548,6.340860367,136.0132446,153.7841034,F070801030406_550,108,070801030406
83,3052,9.083272934,1790.583843,52578.59457,12.98691273,20355.61523,58609.9375,67,2836.601563,30.70146179,357.8809509,8.901607513,2.543316364,454.8710397,0.051440987,133.6152649,11.99745457,11101,5772,0.031615319,172.150944,344302,129.1132063,0.00049282,23192.2168,61446.53906,3.526613951,4.018055439,157.6571045,179.6269989,F070801030603_545,104,070801030603
84,3053,2.317335606,700.4680225,13766.19942,3.40025115,5193.148926,15345.33301,54,598.5803223,7.832594395,91.30302429,2.270988941,0.648853958,124.2334071,0.014049452,130.9998118,11.7986145,3046,1583,0.00867066,52.25550974,104511,39.19163183,0.000149593,5791.729492,15943.91309,3.280574083,3.658704758,132.5065765,147.7797546,F070801030603_554,104,070801030603
85,3060,5.946671009,997.6604663,31524.66952,7.786593437,13326.48926,35140.89453,74,1878.437744,20.09974861,234.2988434,5.827737808,1.665067911,154.5044878,0.017472784,149.1333656,13.28496814,2703,1405,0.00769569,125.5907723,251182,94.19308137,0.000359531,15204.92676,37019.33203,9.485045433,10.82201195,141.4805603,161.4229736,F070801030406_453,108,070801030406
86,3064,3.975175619,855.2522373,26036.31149,6.430968761,8908.368164,29022.96289,65,1362.72229,13.43609333,156.6219177,3.895672083,1.11304915,174.2424574,0.019704934,147.2706866,13.06686796,4830,2512,0.013759127,594.8587331,1189717,446.1440619,0.001702913,10271.09082,30385.68555,3.546324968,4.088809967,19.96747017,23.02191544,F070801030406_560,108,070801030406
87,3068,9.071006775,1394.170756,45946.64964,11.34882259,20328.12695,51217.23828,53,1960.849365,30.66000366,357.3976746,8.889586449,2.539881945,153.0733585,0.017310938,132.888827,10.39940131,3666,1906,0.010439847,49.09308004,98186,36.81981045,0.00014054,22288.97656,53178.08594,10.66533375,11.69411182,552.0975342,605.3528442,F070801030409_300,104,070801030409
88,3073,9.972774506,1902.343207,56830.42867,14.03711605,22348.98828,63349.50391,86,3935.445801,33.70797729,392.9273071,9.773319244,2.792376757,261.3655187,0.029557609,137.3747482,12.28735304,6642,3454,0.0189188,173.0102625,346021,129.7576981,0.00049528,26284.43359,67284.95313,6.47046566,7.609853268,172.2363129,202.565506,F070802060302_20,108,070802060302
89,3076,9.062399864,1630.732494,53062.31445,13.10639191,20308.83789,59149.14844,86,3674.507813,30.63091087,357.0585632,8.881152153,2.53747201,430.7662604,0.048714997,133.4798861,11.98417491,10630,5526,0.030267889,415.4222961,830845,311.5667206,0.001189237,23983.3457,62823.65625,3.675142527,4.340091705,65.18295288,76.97659302,F070802060602_292,108,070802060602
90,3119,6.526243687,1291.634621,37838.86155,9.346199036,14625.3125,42179.39453,86,2620.300049,22.05870438,257.1340027,6.395718575,1.827348232,196.4839558,0.022220207,133.2045186,11.96357038,4949,2572,0.014087769,160.7205748,321442,120.5404297,0.000460098,17245.61328,44799.69531,5.686357975,6.705137253,121.3311768,143.0691223,F070802060602_185,108,070802060602
91,3179,6.665874481,1202.373492,39506.3616,9.758070946,14938.22461,44038.17578,56,1781.433472,22.53065491,262.6354675,6.532557011,1.866444826,147.7394947,0.016707736,139.5009715,12.45760716,3671,1911,0.010467234,99.54392391,199088,74.65794374,0.000284966,16719.6582,45819.60938,7.816967487,8.749167442,200.0888824,223.9501495,F070801030603_483,104,070801030603
92,3185,7.555024147,1535.004714,45933.4798,11.34556961,16930.80859,51202.55469,86,3180.844238,25.53598213,297.6679382,7.403923512,2.115406752,242.8871365,0.027467904,130.9993417,11.79858112,5907,3071,0.016820971,279.8841957,559768,209.9131504,0.00080123,20111.65234,54383.39844,5.51312542,6.548893452,80.65625763,95.80939484,F070802060302_72,108,070802060302
93,3228,10.89714241,2266.976444,62967.8513,15.55305958,24420.49609,70190.96094,73,3701.317139,36.83234024,429.3474121,10.67919922,3.051199913,635.1628585,0.071830038,133.9485809,7.947428063,10696,5562,0.030465074,390.0377901,780075,292.5283477,0.001116568,28121.8125,73892.28125,4.39059639,5.056061268,83.48078156,96.13362885,F070801030406_538,108,070801030406
94,3239,5.332831383,1250.630971,34828.85857,8.60272789,11950.875,38824.10938,81,2271.63623,18.02497101,210.1135559,5.226174831,1.493192792,238.1514785,0.026932352,130.9996948,11.79860606,5909,3073,0.016831926,314.1707216,628341,235.6280451,0.000899382,14222.51172,41095.74609,3.888992786,4.62821722,50.71923828,60.36001205,F070802060302_33,108,070802060302
95,3255,10.18023109,1397.882108,55787.35781,13.77947712,22813.89844,62186.78125,81,3638.608643,34.40917969,401.1011047,9.976626396,2.850464821,208.8042539,0.023613499,154.423879,13.70648193,5813,3023,0.016558058,539.4568006,1078914,404.5926096,0.001544313,26452.50781,65825.39063,7.546774387,8.750415802,56.38733292,65.38059998,F070801030406_101,108,070801030406
96,3259,5.044968605,959.7876148,28742.15867,7.099313259,11305.77441,32039.20117,74,1712.638306,17.05199432,198.771759,4.944069386,1.412591219,210.6647486,0.023823901,138.0843938,12.345378,5238,2726,0.014931282,149.5579842,299116,112.1684899,0.000428142,13018.41309,33751.83984,4.147386074,4.775646687,100.7927856,116.0612335,F070801030603_475,104,070801030603
97,3263,6.977253437,1125.214948,41634.78811,10.2837925,15636.02539,46410.75391,72,2413.811768,23.58311653,274.9037781,6.837708473,1.953630924,165.0302564,0.018663134,132.4178314,11.9036959,3930,2044,0.011195723,67.543934,135087,50.65795018,0.000193359,18049.83789,48824.56641,7.649718761,8.830644608,308.6588745,356.3081055,F070801030603_413,104,070801030603
98,3324,5.254669189,1251.84957,30348.95191,7.496191025,11775.71387,33830.30859,79,1930.569092,17.76078224,207.0339661,5.14957571,1.471307397,148.0408053,0.016741811,132.4177958,11.90369145,3672,1910,0.010461757,151.0956497,302191,113.321735,0.000432544,13706.2832,35760.87891,6.165295124,7.176064491,103.9139938,120.9501724,F070801030407_241,108,070801030407
99,3328,3.427474499,1097.078148,24561.50143,6.066690922,7680.970215,27378.97656,53,1048.202881,11.58486366,135.0424957,3.358925104,0.959692836,173.5022243,0.019621222,130.9989726,9.136416525,3170,1649,0.009032166,152.7499695,305500,114.562479,0.00043728,8729.172852,28427.17969,4.6579566,5.293615818,67.04612732,76.19573975,F070801030406_482,108,070801030406
100,3356,26.81093979,2554.715045,139289.6438,34.40454102,60083.31641,155267.6875,80,8972.704102,90.62097931,1056.351074,26.27472115,7.507062912,597.8159838,0.067606511,134.2307434,12.05556383,14563,7574,0.041485521,261.0009246,522005,195.7506937,0.000747172,69056.02344,164240.3906,7.932837963,9.117510796,306.9379578,352.7753601,F070801030603_717,104,070801030603
101,3383,3.683722258,958.5892142,19056.74545,4.707015991,8255.22168,21242.76367,54,828.6231079,12.45098114,145.1386566,3.610047817,1.031442285,193.6771442,0.021902787,132.6216452,11.92081819,4673,2430,0.013309984,77.39764589,154796,58.04823279,0.000221568,9083.844727,22071.38672,3.397210598,3.738207817,142.21315,156.4878845,F070801030602_39,104,070801030602
102,3386,9.239310265,1320.341536,49328.25905,12.18408012,20705.29492,54986.75391,82,3257.04834,31.22886848,364.0288391,9.054524422,2.587006807,149.9695112,0.016959927,135.2505608,9.933948588,2895,1505,0.008243426,72.77163947,145543,54.57872963,0.000208325,23962.34375,58243.80078,13.75767136,15.9218235,379.3656311,439.0418091,F070801030604_143,104,070801030604
103,3398,14.14182568,2433.540588,75410.6495,18.62643051,31691.83203,84061.07813,87,5282.828125,47.79936981,557.1879272,13.85898876,3.959711075,685.1579731,0.077483944,137.0012746,11.62704234,17205,8948,0.049011413,498.6212478,997242,373.9659405,0.001427412,36974.66016,89343.90625,3.541778326,4.1321702,84.74523926,98.87173462,F070802060602_83,108,070802060602
104,3422,3.453345537,872.2794158,24112.91453,5.955889702,7738.947266,26878.92969,48,931.9776001,11.67230797,136.0618134,3.384278536,0.966936767,259.0312732,0.029293631,136.0365211,12.20862431,6506,3383,0.018529907,73.81655431,147634,55.36241627,0.000211316,8670.924805,27810.9082,2.287598848,2.563087463,139.7870178,156.6211395,F070801030603_496,104,070801030603
105,3427,9.18768692,1087.689017,51383.95234,12.69183636,20589.60547,57278.25781,56,2317.021729,31.05438232,361.994873,9.003932953,2.572552443,175.0221806,0.019793112,130.9990336,11.79855935,4343,2258,0.012367878,47.43828273,94877,35.57871151,0.000135802,22906.62695,59595.28125,9.118514061,10.14465332,578.7057495,643.8295898,F070801030409_293,104,070801030409
106,3440,5.834300518,1206.832504,35604.024,8.794194221,13074.66699,39688.19922,86,2465.540283,19.71993637,229.8714447,5.717614651,1.633604169,199.5356109,0.022565316,134.3061816,11.20784263,5157,2682,0.014690278,196.5397331,393080,147.4048019,0.000562638,15540.20703,42153.73828,4.874969006,5.794260502,88.69905853,105.4253769,F070801030407_267,108,070801030407
107,3441,12.85402775,2800.375223,77194.56181,19.06705666,28805.87695,86049.625,83,5159.164063,43.44661331,506.4487,12.59694672,3.599127769,801.0390106,0.090588834,132.8883253,11.00450142,19701,10244,0.056110071,816.3615031,1632723,612.2711249,0.002337013,33965.03906,91208.78906,2.811975479,3.315603256,47.04758453,55.47385406,F070802060302_242,108,070802060302
108,3447,8.202245712,2102.432948,47440.87541,11.71789646,18381.23242,52882.86719,72,2750.424561,27.72359085,323.1684875,8.038200378,2.296628714,171.5620975,0.019401815,136.8718123,12.27156249,3754,1953,0.010697283,87.25628196,174512,65.4422111,0.00024979,21131.65625,55633.29297,9.411793709,10.82010078,280.8773193,322.9056091,F070801030604_252,104,070801030604
109,3459,6.238965988,1402.575746,36767.01247,9.08145237,13981.52246,40984.59375,86,2546.075928,21.08770561,245.8152618,6.114186764,1.746910453,250.1286523,0.028286841,136.6670742,12.23667955,6400,3327,0.018223175,258.0627014,516124,193.547021,0.000738761,16527.59766,43530.66797,4.202441216,4.967718124,72.2383728,85.39318848,F070802060602_250,108,070802060602
110,3463,13.09629726,2215.536736,89584.80751,22.12744713,29348.80273,99861.17188,71,5121.619141,44.26548386,515.9941406,12.83437157,3.666963339,658.8851987,0.074512778,146.6153013,12.44136777,15197,7902,0.043282095,1233.967479,2467933,925.4756263,0.003532501,34470.42188,104982.7891,3.714097977,4.362240314,31.71212959,37.24617004,F070801030409_175,108,070801030409
111,3471,4.787511349,1275.718632,27496.48808,6.791632652,10728.8125,30650.63867,81,1793.39856,16.18178749,188.6279449,4.691761017,1.340503216,252.1322985,0.028513431,134.643352,12.07795211,6314,3283,0.017982171,323.2301821,646460,242.4226348,0.000925317,12522.21094,32444.03711,3.267990351,3.814258575,44.2566452,51.65446091,F070802060302_372,108,070802060302
112,3479,4.633049488,989.0372735,29571.05232,7.304049969,10382.66406,32963.17578,39,928.6369019,15.65970707,182.5421448,4.540388584,1.297253847,339.5362935,0.038397876,139.1455736,12.47274214,8754,4552,0.024932941,95.03098339,190062,71.27323812,0.000272047,11311.30078,33891.8125,2.28090167,2.484907866,145.6740875,158.7033386,F070801030603_608,104,070801030603
113,3481,3.432665586,812.0672604,25059.38468,6.189668179,7692.603516,27933.97266,68,1372.12561,11.60240936,135.2470245,3.364012241,0.961146355,185.0019896,0.020921721,132.6191036,10.57431237,3836,1995,0.010927332,216.8420443,433684,162.6315298,0.000620758,9064.729492,29306.09766,3.855941534,4.54372406,47.30081177,55.73783493,F070802060602_111,108,070802060602
114,3485,7.329624176,1377.3479,42696.26602,10.54597759,16425.6875,47593.99609,87,2991.050049,24.77412987,288.7872009,7.183031559,2.052294731,194.2143505,0.021963539,132.4172262,11.90365012,4727,2458,0.01346335,240.5486072,481095,180.4114499,0.000688623,19416.73828,50585.04688,6.682541847,7.899405479,91.0457077,107.6247559,F070802060602_415,108,070802060602
115,3502,3.604690552,1011.541965,24300.77173,6.002290726,8078.111328,27088.33789,74,1447.992554,12.1838541,142.0248108,3.532596827,1.009313345,159.9173389,0.018084919,136.6670901,10.65601047,4127,2146,0.011754414,189.8037954,379608,142.3528472,0.000543355,9526.103516,28536.33008,3.764264345,4.439004421,56.74710083,66.91895294,F070801030407_285,108,070801030407
116,3524,11.31147289,1922.50831,66138.75949,16.33627319,25349.01172,73725.60156,84,4473.524902,38.23277664,445.6720276,11.08524323,3.167212486,482.2652399,0.054538974,134.7786298,11.5844666,12070,6277,0.034381386,448.9909312,897983,336.7431989,0.001285334,29822.53711,78199.125,4.038395882,4.751081467,75.27698517,88.56166077,F070801030407_272,108,070801030407
117,3527,3.139674187,1015.224355,21645.73835,5.346497536,7036.009766,24128.74414,73,1272.359375,10.61209869,123.7031631,3.076880693,0.879108787,169.8455669,0.019207694,134.238824,10.68110733,3938,2048,0.011217632,73.65549145,147312,55.24161799,0.000210855,8308.369141,25401.10352,3.435551643,4.056820869,127.3679123,150.4005432,F070801030603_543,104,070801030603
118,3561,11.5170126,2262.185438,58885.84242,14.54480267,25809.625,65640.69531,70,3319.124268,38.92750168,453.7702942,11.28667259,3.224763632,428.249123,0.048430336,135.5337143,12.14254665,10505,5462,0.029917338,118.0543497,236110,88.54076314,0.000337956,29128.75,68959.82031,4.725306511,5.33298254,291.4999084,328.9868774,F070801030603_537,104,070801030603
119,3576,4.297832012,882.0406375,27148.86558,6.705770016,9631.441406,30263.14063,47,1027.45813,14.52667236,169.3345795,4.211875439,1.203392982,217.5608436,0.024603774,137.7995892,12.33272564,5425,2823,0.015462586,89.63892962,179277,67.22919799,0.000256611,10658.89941,31290.59961,3.411775112,3.775734901,143.2627716,158.5456848,F070801030603_591,104,070801030603
120,3582,3.103432178,1528.465527,22078.26415,5.45333147,6954.791504,24610.88477,62,1102.248535,10.48960114,122.2752304,3.041363478,0.868961036,210.0319729,0.023752341,144.694814,12.90202824,3770,1960,0.010735625,317.9388292,635877,238.4541219,0.000910169,8057.040039,25713.13281,3.54836297,4.11073494,29.16616249,33.78863907,F070801030407_350,108,070801030407
121,3600,8.068263054,1694.297707,47988.13276,11.85306835,18080.97656,53492.89844,64,2473.02417,27.27072906,317.8895569,7.906898022,2.25911355,271.4140106,0.030693984,148.4254436,13.21977901,6126,3184,0.017439913,818.6321082,1637266,613.9740877,0.002343513,20554,55965.92188,5.67869854,6.455401897,29.44908714,33.47698212,F070801030409_190,108,070801030409
122,3619,5.969858646,1166.342762,35115.87445,8.673621178,13378.45313,39144.05078,67,1894.49231,20.17812157,235.2124329,5.850461483,1.671560407,238.8466327,0.027010967,140.916247,10.96514898,4779,2485,0.013611238,532.3473003,1064696,399.2604711,0.00152396,15272.94531,41038.54297,5.383683205,6.146054268,33.50808334,38.25308609,F070801030407_650,108,070801030407
123,3648,2.627224207,720.3074031,18589.97611,4.591723919,5887.609375,20722.44922,69,1032.862427,8.880018234,103.5126343,2.574679613,0.735622764,146.2533269,0.016539667,130.9992574,10.2773502,3542,1842,0.010089296,362.3030501,724605,271.7272818,0.001037171,6920.47168,21755.3125,3.196313381,3.75704217,21.66734695,25.46844673,F070801030407_249,108,070801030407
124,3666,5.298865318,971.933854,31807.81535,7.85653019,11874.75684,35456.51953,86,2202.656982,17.91016388,208.7752991,5.192887783,1.483682275,155.2710736,0.017559476,132.4169057,11.90362581,3855,2005,0.010982106,108.3556509,216711,81.26673812,0.000310192,14077.41406,37659.17578,5.922572136,7.021153927,146.1207581,173.2247925,F070802060602_315,108,070802060602
125,3715,73.92680359,4697.168761,379263.3115,93.67803955,165669.9688,422769,78,23820.45117,249.8725891,2912.716064,72.44826508,20.69950485,1123.007109,0.126999938,141.0111942,12.5984029,29891,15544,0.085140077,472.6661995,945336,354.4996504,0.00135311,189490.4219,446589.4375,10.65812969,12.19058323,467.3346558,534.5292358,F070801030409_335,104,070801030409
126,3739,4.629565239,953.941145,26320.83193,6.501245499,10374.85547,29340.12109,86,1822.689209,15.64793015,182.4048767,4.536973953,1.296278238,162.3127698,0.018355816,131.9453583,11.86868318,3578,1860,0.010187889,197.0732482,394147,147.8049345,0.000564165,12197.54492,31162.81055,5.577879429,6.557819843,70.19288635,82.52461243,F070801030407_428,108,070801030407
127,3741,7.437475204,1560.271774,39969.69459,9.872514725,16667.38281,44554.66016,86,2767.858154,25.13866615,293.0365295,7.288725853,2.082493067,341.9936711,0.038675779,142.8187975,12.71101924,8848,4601,0.025201331,235.2731298,470546,176.4548522,0.000673521,19435.24023,47322.51953,3.622556686,4.224133968,94.45692444,110.1428528,F070802060602_189,108,070802060602
128,3752,4.663752079,1030.093527,26660.1405,6.585054874,10451.46875,29718.35352,82,1760.316895,15.76348209,183.7518311,4.570477009,1.305850625,143.9871372,0.016283385,131.944831,11.86864609,3373,1754,0.009607289,127.8453086,255692,95.88398152,0.000365985,12211.78516,31478.66992,5.958648205,6.962249279,109.0011978,127.3600159,F070801030407_281,108,070801030407
129,3764,5.112015247,1477.852884,32577.01883,8.046524048,11456.02637,36313.96484,58,1521.436646,17.27861214,201.4134064,5.009775162,1.431364298,257.209229,0.029087577,144.3563603,11.39565639,6052,3148,0.017242728,861.1981537,1722398,645.898621,0.002465367,12977.46289,37835.40234,3.639144421,4.122447014,17.73657036,20.09210587,F070801030407_148,108,070801030407
130,3766,3.586208105,978.1402597,24845.0108,6.136717796,8036.692383,27695.00781,72,1440.4104,12.12138367,141.2966003,3.514483929,1.004138231,152.5465165,0.017251358,136.6669134,9.45958969,2903,1510,0.008270813,288.9621689,577926,216.7216185,0.000827217,9477.102539,29135.41797,5.322312832,6.276226997,37.08302307,43.72938156,F070801030407_504,108,070801030407
131,3788,8.02229023,2796.979533,46665.22886,11.52631187,17977.95313,52018.24609,55,2066.66748,27.11534119,316.0782471,7.86184454,2.246241331,615.8290259,0.069643591,143.1270256,11.25750526,11027,5733,0.031401702,1341.479702,2682958,1006.109765,0.003840278,20044.62109,54084.91406,3.135871887,3.496358156,17.86877823,19.92289734,F070801030407_577,108,070801030407
132,3810,6.37202692,1343.999033,39461.19178,9.74691391,14279.71191,43987.82422,86,2732.64502,21.53745079,251.0578613,6.244586468,1.784167528,205.4194909,0.023230719,132.2143271,11.88861629,5004,2602,0.01425209,102.7211661,205442,77.04087352,0.000294062,17012.35742,46720.46875,5.487975597,6.53818512,185.352417,220.8224945,F070801030603_505,104,070801030603
133,3813,2.653985262,890.6331742,17615.2559,4.350968361,5947.581055,19635.91992,78,1106.364258,8.970470428,104.5670166,2.600905657,0.743115902,150.025916,0.016966306,131.0009104,11.79869175,3641,1893,0.010368642,316.1243119,632248,237.0932263,0.000904975,7053.945313,20742.28516,3.141881227,3.726331472,25.08541107,29.75177956,F070801030407_260,108,070801030407
134,3826,4.654618263,989.0641991,27893.19962,6.889620304,10431,31092.85547,86,1931.573975,15.73260975,183.3919525,4.561525822,1.303293109,202.5324682,0.022904228,131.6072573,11.84363004,4788,2489,0.013633148,207.2631977,414528,155.4473974,0.000593336,12362.57422,33024.42969,4.190839767,4.966884136,67.10308838,79.5289917,F070801030407_476,108,070801030407
135,3876,4.334330082,902.0454285,24200.02521,5.977406025,9713.233398,26976.0332,86,1675.825562,14.65003586,170.7725983,4.247643471,1.213612437,176.6063941,0.01997227,139.5005005,12.4821413,4503,2342,0.012827976,232.349225,464699,174.2619181,0.00066515,11389.05859,28651.85938,4.147409439,4.862962723,55.73927689,65.35597992,F070802060602_131,108,070802060602
136,3882,13.4594326,1403.484321,70427.28668,17.39554024,30162.58789,78506.07031,76,4309.918945,45.49288177,530.3016357,13.19024372,3.768641233,219.950958,0.02487407,136.3522152,12.22634676,5444,2831,0.015506405,117.7797418,235560,88.33480724,0.00033717,34472.50781,82815.99219,10.6543932,12.17679501,341.45755,390.248291,F070801030409_278,108,070801030409
137,3891,2.384165049,616.4476431,14885.87526,3.676811218,5342.914063,16593.44922,63,755.1434326,8.058477402,93.93610382,2.33648181,0.66756624,163.2992488,0.018467376,157.7464935,10.33958459,4204,2186,0.011973508,419.4364101,838872,314.5772962,0.001200728,6098.057617,17348.5918,2.444150925,2.789596319,16.98442268,19.38492584,F070801030407_665,108,070801030407
138,3896,2.864444017,873.9277312,18236.47663,4.50440979,6419.219238,20328.40234,71,1042.590698,9.681820869,112.8590927,2.807155132,0.802044332,144.7803349,0.016373087,140.4419963,9.727663368,1637,851,0.004661233,159.6698608,319340,119.7523966,0.00045709,7461.810059,21370.99219,7.543148518,8.768284798,53.60409927,62.31031799,F070801030407_582,108,070801030407
139,3904,3.125950813,835.3525869,19781.73745,4.886089325,7005.255859,22050.92188,65,1035.362305,10.56571388,123.1624603,3.06343174,0.875266254,167.7659609,0.018972513,143.23927,10.84133218,3627,1886,0.0103303,116.7094858,233419,87.53211338,0.000334106,8040.618164,23086.28516,3.714345694,4.263318062,80.03069305,91.85906219,F070801030407_612,108,070801030407
140,3905,8.687157631,1288.772729,51315.71674,12.67498207,19467.91992,57202.19531,87,3594.878418,29.3625927,342.2740173,8.513414383,2.432404041,242.9229533,0.027471954,139.7827881,12.50934963,6273,3261,0.01786167,157.2573886,314515,117.9430395,0.000450184,23062.79883,60797.07422,5.969923496,7.07230854,165.0620575,195.5418396,F070801030603_799,108,070801030603
141,3909,4.386968136,1012.947191,27797.82415,6.866062641,9831.195313,30986.54102,78,1745.902466,14.82795238,172.8465424,4.299228668,1.228351116,166.0202641,0.018775093,140.0674795,12.5503451,4417,2296,0.012576018,313.523365,627046,235.1425247,0.000897529,11577.09766,32732.44336,4.281879425,5.042289734,41.80951691,49.23438644,F070801030407_611,108,070801030407
142,3924,8.81684494,1552.778101,51594.73423,12.74389935,19758.54883,57513.21875,87,3614.424805,29.80093575,347.3836975,8.640507698,2.468716621,212.8874234,0.024075261,131.0005417,11.79866576,5174,2690,0.014734097,130.9814076,261963,98.23605919,0.000374963,23372.97266,61127.64453,7.34518528,8.688837051,201.1333618,237.9266052,F070802060602_304,108,070802060602
143,3960,5.515981674,1225.339404,28242.56749,6.975914001,12361.31445,31482.30078,87,1978.508911,18.64401817,217.3296814,5.40566206,1.54447484,215.9973669,0.024426962,137.9886644,12.35138416,5738,2984,0.016344441,147.101716,294204,110.3262837,0.000421111,14339.82324,33460.80859,4.142531872,4.805570602,112.0432434,129.9764862,F070802060602_198,108,070802060602
144,3966,11.38756275,2135.829174,68439.95294,16.90466881,25519.52734,76290.77344,86,4739.393066,38.48996353,448.6699829,11.15981102,3.18851757,515.6596988,0.058315525,134.7490011,12.08608972,12642,6576,0.036019116,374.5425683,749086,280.906932,0.00107221,30258.91992,81030.16406,3.880706787,4.601417065,90.84690857,107.7186661,F070802060602_237,108,070802060602
145,3969,9.647687912,1112.395186,49263.43483,12.16806793,21620.46875,54914.49219,61,2419.741943,32.60918427,380.1188965,9.454733849,2.701352596,169.0700417,0.01911999,138.6908962,12.41584029,4172,2171,0.011891348,46.66748919,93335,35.00061677,0.000133596,24040.21094,57334.23438,9.958760262,11.07333565,617.7167969,686.8510742,F070801030603_451,108,070801030603
146,4012,5.975191116,942.2497363,34900.48048,8.620418549,13390.40332,38903.94922,54,1517.538452,20.19614601,235.4225311,5.855687141,1.673053503,195.2483312,0.022080471,133.1249619,11.9561007,4860,2528,0.013846765,64.53118336,129063,48.39838848,0.000184735,14907.94141,40421.48828,5.296836853,5.897128582,276.6704407,308.0255737,F070801030603_726,108,070801030603
147,4018,13.3424778,2044.353478,68374.72258,16.88855553,29900.49219,76218.05469,80,4404.535645,45.09757614,525.6936035,13.07562828,3.735893726,373.7228922,0.04226401,141.8038025,12.67778206,9824,5107,0.027972875,204.2695583,408538,153.202167,0.000584766,34305.02734,80622.59375,5.85480547,6.717256069,195.170166,223.9199829,F070801030603_447,108,070801030603
148,4020,9.289328575,1986.876665,52812.23919,13.04462337,20817.38477,58870.38672,86,3657.190674,31.39793015,365.9995422,9.103542328,2.601011992,266.1740136,0.030101397,141.9726729,12.67212157,5733,2980,0.016322531,167.2369649,334475,125.4277266,0.000478752,24474.57617,62527.57813,6.985699654,8.212944984,165.9711609,195.1289215,F070802060801_256,108,070802060801
149,4028,4.558822632,1002.712621,32761.54663,8.092102051,10216.32129,36519.65625,56,1477.294189,15.40882015,179.6176147,4.467646122,1.276470304,184.6241254,0.020878988,140.9172455,12.5997344,4598,2392,0.013101844,51.18761105,102376,38.39070829,0.000146536,11693.61523,37996.94922,4.271037102,4.888635159,266.1144409,304.5949402,F070801030603_743,108,070801030603
