OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,adjOCosts,bioBuffWidth,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
70,580.0790443,4135.425913,397_2_1,2.472081423,1.021450162,152.1960754,152.1960754,30,99.89782715,665.9855347,100,8.355635643,97.40000916,1.001021147,0.286006033,26.31142831,0.002975537,131.0002696,9.136484951,620,564,0.003089231,29.94643617,59893,26.95179355,0.000102874,252.0939026,252.0939026,0.269851208,0.446974993,5.646974087,9.353510857,108,070802060602,F070802060602_150,24
71,582.9764404,4133.009571,186_10_2,2.04971981,1.0208534,152.1071625,152.1071625,79,262.9101257,1752.734131,100,6.928052902,80.75895691,1.000436306,0.285838962,199.9999971,0.022617833,140.9173069,12.58307624,5423,4935,0.027030769,320.702884,641406,288.6325954,0.001101698,415.0172729,415.0172729,0.030822121,0.084096715,0.526992321,1.43787384,108,070801030407,F070801030407_150,16
72,578.7934481,4131.820025,523_6_2,2.162815571,1.020559549,152.0633698,152.0633698,55,182.9861603,1219.907715,100,7.310316563,85.2149353,1.000148416,0.285756677,32.11897152,0.003632308,133.1258888,9.794933009,796,724,0.003965608,40.72512993,81451,36.65261727,0.000139901,335.04953,335.04953,0.210032284,0.462775588,4.14877224,9.141217232,108,070802060502,F070802060502_92,16
73,574.8051316,4126.710268,137_4_1,2.127260685,1.019297481,151.8753204,151.8753204,33,109.6560211,731.0401611,100,7.190141201,83.81407166,0.99891156,0.285403281,101.6255845,0.011492753,137.800869,10.11995323,2676,2434,0.013331893,125.2274499,250455,112.7047025,0.000430189,261.5313416,261.5313416,0.06239742,0.107449196,1.347550869,2.320500612,108,070802060602,F070802060602_73,24
74,573.068627,4122.538169,617_4_1,2.138246298,1.018266916,151.7217712,151.7217712,29,96.26667023,641.777832,100,7.227272511,84.24690247,0.997901559,0.285114735,86.22359767,0.009750955,140.9155693,12.60338044,2250,2048,0.011217632,67.98126603,135963,61.1831407,0.000233533,247.9884338,247.9884338,0.074082896,0.121088102,2.479797125,4.053215027,108,070801010604,F070801010604_273,32
75,580.752903,4119.32952,397_7_1,2.106925726,1.017474413,151.6036835,151.6036835,36,119.4106293,796.0708618,100,7.121408939,83.01287079,0.99712491,0.284892827,41.72794887,0.004718979,131.0004222,7.53919425,841,766,0.004195657,44.95017195,89900,40.45515537,0.000154416,271.0143127,271.0143127,0.197916031,0.353804588,3.747450352,6.699129105,108,070802060602,F070802060602_159,24
76,580.7387332,4104.613574,119_13_2,2.12279892,1.013839602,151.0621033,151.0621033,78,257.7991028,1718.660645,100,7.175060272,83.63827515,0.993562818,0.283875078,200.0000011,0.022617833,150.738416,13.37971338,5772,5253,0.02877257,310.3277984,620656,279.2950171,0.001066057,408.8612061,408.8612061,0.028757302,0.077833846,0.540869296,1.463904381,104,070801030406,F070801030406_17,24
77,577.6460182,4100.823653,450_26_1,2.158137321,1.012903452,150.9226074,150.9226074,71,234.4463348,1562.975586,100,7.294504166,85.03060913,0.992645383,0.283612967,27.34920692,0.003092899,131.0008698,11.79868889,679,618,0.003385008,18.83279037,37666,16.94951057,6.46956E-05,385.3689575,385.3689575,0.244211346,0.623574376,8.904245377,22.73628807,108,070801030301,F070801030301_37,16
78,574.4502088,4100.229055,405_4_2,2.111027241,1.012756586,150.9007263,150.9007263,55,181.5870819,1210.580566,100,7.135272026,83.17447662,0.992501438,0.283571839,26.98042786,0.003051194,131.0005493,8.249110977,631,575,0.003149482,24.57965207,49160,22.1216861,8.44375E-05,332.487793,332.487793,0.262436032,0.57823962,6.82139349,15.02994823,108,070802060601,F070802060601_147,16
79,577.0113404,4093.788649,450_1_2,2.327376366,1.011165738,150.6636963,150.6636963,50,164.8197479,1098.79834,100,7.866532326,91.69863129,0.990942419,0.283126414,199.9999987,0.022617833,141.0488993,11.22029124,5035,4583,0.025102739,128.4234499,256846,115.5811037,0.000441168,315.4834595,315.4834595,0.032874469,0.068837762,1.303532243,2.729541779,108,070801030301,F070801030301_245,16
80,578.4276995,4093.004754,481_47_1,2.120936871,1.010972142,150.6348419,150.6348419,53,174.6755981,1164.504028,100,7.168766499,83.56491089,0.990752697,0.283072203,64.86964304,0.007336054,137.7980988,10.46542205,1635,1489,0.008155788,250.4242852,500850,225.3818551,0.000860273,325.3104248,325.3104248,0.101165108,0.218475774,0.668353915,1.443374515,108,070802060603,F070802060603_548,24
81,577.0059861,4081.975618,397_11_1,2.155107021,1.008247972,150.2289429,150.2289429,50,164.3444214,1095.629517,100,7.284261703,84.91121674,0.988083005,0.282309443,30.31258106,0.003428025,130.9997025,8.249070923,730,665,0.003642444,46.70934963,93418,42.03841639,0.000160459,314.5733643,314.5733643,0.22590819,0.473042667,3.573610783,7.482997417,108,070802060602,F070802060602_155,24
82,577.2269853,4075.08598,186_38_1,2.058654785,1.006546259,149.9753876,149.9753876,82,269.0692444,1793.794922,100,6.958253384,81.11100006,0.986415327,0.281832963,40.02863693,0.004526805,137.8009796,12.33966891,1007,916,0.005017261,36.03791814,72076,32.43412593,0.0001238,419.0446167,419.0446167,0.163728595,0.457472295,4.623999596,12.91986752,108,070801030407,F070801030407_318,16
83,579.3051616,4071.894021,696_18_1,1.985519767,1.005757809,149.8579102,149.8579102,32,173.6319427,1157.546265,100,6.711056709,78.22947693,0.985642672,0.281612188,37.53656662,0.004244979,138.0808067,6.738448083,851,775,0.004244954,13.46422955,26928,12.11780643,4.62532E-05,323.4898682,323.4898682,0.193365052,0.417406291,12.36675262,26.6954155,108,070802060601,F070802060601_243,16
84,576.0488198,4071.064289,714_11_2,2.015796423,1.005552888,149.8273773,149.8273773,8,26.22480965,174.8320618,100,6.813391685,79.42237854,0.985441804,0.281554818,76.36258507,0.008635781,130.9970449,11.798419,1894,1723,0.009437491,90.86704503,181734,81.78034019,0.000312152,176.0521851,176.0521851,0.086957268,0.102177702,1.832070827,2.152744532,108,070802060503,F070802060503_249,16
85,574.5774142,4055.709959,406_40_1,2.079140663,1.001760364,149.2622986,149.2622986,76,248.1960907,1654.640625,100,7.027495384,81.91814423,0.981725156,0.280492902,199.9999993,0.022617833,133.2663231,11.15294122,4785,4353,0.023842946,226.6684065,453337,204.001566,0.000778665,397.458374,397.458374,0.034289524,0.091306768,0.731672347,1.948310375,108,070801030603,F070801030603_260,24
86,578.1611825,4055.383445,139_5_2,2.078439474,1.001679659,149.2502747,149.2502747,86,280.8309021,1872.206055,100,7.025125504,81.89051819,0.981646061,0.280470312,30.79728603,0.003482839,131.0032501,11.79885674,764,695,0.003806765,22.37542743,44750,20.13788547,7.68655E-05,430.0811768,430.0811768,0.214748591,0.618821859,7.411417484,21.35681915,108,070801030407,F070801030407_234,24
87,575.5047171,4053.261633,396_15_1,2.031607628,1.001155615,149.1721802,149.1721802,70,228.4631653,1523.087769,100,6.866833687,80.04534149,0.981132507,0.280323565,30.17957992,0.003412984,149.6994095,13.27256155,852,775,0.004244954,20.84723931,41694,18.76251595,7.16157E-05,377.6353455,377.6353455,0.192480236,0.487271428,7.95054245,20.12711716,108,070801030603,F070801030603_20,24
88,569.1302214,4042.534677,520_14_2,2.029219151,0.998506069,148.7774048,148.7774048,44,143.225708,954.8380737,100,6.858760834,79.95123291,0.97853595,0.279581696,34.96718451,0.00395441,139.4978333,8.690674265,935,851,0.004661233,55.63620945,111273,50.07258851,0.000191125,292.0031128,292.0031128,0.174826562,0.343129396,2.97123456,5.831595898,108,070801010301,F070801010301_510,24
89,572.7448085,4038.736249,456_11_2,2.004038095,0.997567832,148.6376038,148.6376038,79,256.9129944,1712.753296,100,6.773648739,78.95909882,0.977616489,0.279318988,97.19586925,0.0109918,130.9999237,11.79862213,2412,2195,0.012022804,78.49357951,156987,70.6442247,0.000269646,405.5505981,405.5505981,0.067716449,0.184761092,2.104030609,5.740746498,108,070801030301,F070801030301_257,16
90,566.5220526,4037.488888,583_4_2,2.148967028,0.997259736,148.5917053,148.5917053,69,224.3229065,1495.486084,100,7.26350832,84.66930389,0.977314532,0.27923274,27.99478441,0.003165907,159.333786,7.656977594,534,487,0.002667474,34.40703444,68813,30.96633139,0.000118197,372.9146118,372.9146118,0.305116445,0.765738428,4.798492432,12.04258251,108,070801010301,F070801010301_127,24
91,571.7628406,4027.047076,139_1_1,2.032790661,0.994680643,148.2074127,148.2074127,86,278.8681946,1859.121338,100,6.870832443,80.09194946,0.974787056,0.278510571,27.58243656,0.003119275,130.9989853,11.79855633,684,623,0.003412395,17.48539162,34971,15.73685208,6.00669E-05,427.0756226,427.0756226,0.237893119,0.685514629,9.417856216,27.13856697,108,070801030407,F070801030407_235,24
92,568.7427096,4016.293896,76_13_1,1.978627563,0.992024601,147.8116608,147.8116608,78,252.2520142,1681.680054,100,6.687761307,77.95792389,0.972184122,0.277766883,23.44367027,0.002651225,130.9995575,11.79859638,582,530,0.002903001,10.73127937,21463,9.658151627,3.68648E-05,400.0636597,400.0636597,0.278889924,0.754837096,15.30434227,41.42238235,104,070801030403,F070801030403_145,24
93,566.3869561,4015.288593,836_74_1,1.901518345,0.991776288,147.7746735,147.7746735,15,48.49785995,323.3190613,100,6.42713213,74.91982269,0.971940756,0.277697355,30.44795322,0.003443334,135.2516327,12.11367607,776,707,0.003872493,124.3916321,248783,111.9524689,0.000427318,196.2725372,196.2725372,0.209016517,0.277613193,1.319976926,1.753177404,108,070802060302,F070802060302_14,24
94,569.4626025,4009.968695,133_8_1,1.990870953,0.990462244,147.5788727,147.5788727,78,251.8547363,1679.031616,100,6.72914362,78.44031525,0.970652997,0.277329415,25.33442113,0.002865049,139.499733,12.46113443,699,636,0.003483601,37.54407824,75088,33.78967118,0.000128974,399.4335938,399.4335938,0.232042253,0.628040254,4.367573738,11.82117462,108,070802060302,F070802060302_197,32
95,568.9654603,4006.895604,450_46_2,2.08881402,0.989703238,147.4657898,147.4657898,70,225.8501282,1505.66748,100,7.060191154,82.29927063,0.969909191,0.277116895,26.70531069,0.003020081,130.9993337,11.79858081,663,603,0.003302848,44.57494378,89150,40.11744938,0.000153127,373.315918,373.315918,0.244553551,0.61909771,3.675851583,9.305574417,108,070801030301,F070801030301_614,16
96,566.4412747,4004.314813,458_51_2,2.02884841,0.989065766,147.3708038,147.3708038,28,90.28192139,601.8794556,100,6.857507706,79.93663025,0.969284475,0.276938409,129.4031732,0.014634097,138.9330963,10.52936782,2687,2445,0.013392144,224.1735406,448348,201.7561895,0.000770095,237.6527252,237.6527252,0.060274359,0.097199477,0.73044008,1.177920341,108,070802060801,F070802060801_93,24
97,569.5449957,4001.240229,163_16_1,2.061839581,0.988306344,147.2576447,147.2576447,82,264.1940308,1761.293579,100,6.969017982,81.23648071,0.968540192,0.276725769,40.98307518,0.004634742,154.3742104,8.338563255,1099,1000,0.00547736,106.6161345,213232,95.954519,0.000366254,411.4516602,411.4516602,0.147257641,0.411451668,1.534660816,4.287986279,108,070801030407,F070801030407_144,16
98,562.0727702,3999.606836,526_16_1,2.010442495,0.98790288,147.197525,147.197525,68,218.9981232,1459.987549,100,6.795295715,79.21143341,0.968144834,0.276612818,68.84141684,0.007785218,134.3988831,10.24463437,1697,1544,0.008457043,149.1843736,298369,134.2659328,0.000512487,366.1956482,366.1956482,0.095335186,0.237173349,1.096313238,2.727390528,108,070801010301,F070801010301_265,24
99,568.3669224,3994.428773,139_4_1,1.991015673,0.986623883,147.006958,147.006958,84,270.1769714,1801.17981,100,6.729632854,78.4460144,0.966891408,0.276254684,96.07075334,0.010864561,133.1238861,11.95602179,2385,2171,0.011891348,80.68987016,161381,72.62088243,0.000277191,417.1839294,417.1839294,0.067713939,0.192162111,2.024307013,5.744682789,108,070801030407,F070801030407_235,24
100,565.7143926,3987.000063,186_39_2,1.993556738,0.984789014,146.7335663,146.7335663,79,253.622345,1690.815674,100,6.738221645,78.54613495,0.965093255,0.275740921,200.0000005,0.022617833,130.9976586,9.668887877,3453,3142,0.017209864,237.1647704,474328,213.448294,0.000814723,400.355896,400.355896,0.04670069,0.127420723,0.687443137,1.875657558,108,070801030407,F070801030407_403,16
101,566.41779,3985.124361,112_1_1,2.017256737,0.984325707,146.6645355,146.6645355,54,173.2805328,1155.203613,100,6.818327904,79.4799118,0.964639187,0.275611192,159.5578709,0.018044267,134.9661072,12.09537678,4083,3716,0.020353868,69.87260199,139745,62.88534117,0.000240031,319.9450684,319.9450684,0.039468389,0.086099319,2.332253218,5.087752819,104,070801030404,F070801030404_82,24
102,566.3516759,3983.814516,583_20_2,2.003304243,0.984002173,146.6163177,146.6163177,81,259.8353577,1732.235718,100,6.771168232,78.93018341,0.96432215,0.275520623,24.61761081,0.002783985,155.3642197,7.471249998,503,458,0.002508631,42.44369221,84887,38.19932413,0.000145805,406.4516602,406.4516602,0.320122957,0.887449026,3.838191509,10.64028454,108,070801010301,F070801010301_466,24
103,563.3015601,3983.810368,516_49_1,2.008657217,0.98400116,146.6161804,146.6161804,78,250.2117767,1668.078491,100,6.789261341,79.14109802,0.964321136,0.275520325,89.22337151,0.010090197,133.8337631,12.01217413,2232,2031,0.011124517,129.4517661,258903,116.5065868,0.000444701,396.8279419,396.8279419,0.07218916,0.195385501,1.258436799,3.406055927,108,070802060603,F070802060603_440,16
104,564.6518692,3980.307809,460_1_1,2.015285969,0.983136058,146.4872742,146.4872742,76,243.5814514,1623.876343,100,6.811666489,79.40226746,0.96347332,0.275278091,112.9702334,0.01277571,135.2495346,12.1135397,2946,2681,0.014684801,122.0170175,244034,109.8153123,0.00041916,390.0687256,390.0687256,0.054639041,0.145493746,1.333942175,3.5520432,108,070801030303,F070801030303_119,8
105,568.5763964,3979.01536,50_7_1,2.01854682,0.982816815,146.4397125,146.4397125,78,249.9102173,1666.068115,100,6.822688103,79.53074646,0.963160455,0.275188714,32.45396739,0.003670192,136.0987579,12.18952465,806,735,0.004025859,57.76588708,115532,51.98929799,0.000198441,396.3499146,396.3499146,0.199237704,0.539251566,2.816728115,7.623682976,104,070801030601,F070801030601_117,32
106,560.1431685,3962.634254,440_4_1,2.043514729,0.978770673,145.8368378,145.8368378,41,130.8223724,872.1491699,100,6.907079697,80.51448059,0.959195256,0.274055779,62.28389103,0.007043633,158.7673111,9.789221565,1812,1649,0.009032166,17.00300757,34005,15.30270682,5.84098E-05,276.6592102,276.6592102,0.088439561,0.167773932,9.530133247,18.07910347,108,070801030303,F070801030303_3,8
107,559.248228,3959.982049,94_23_1,1.961045027,0.978115559,145.739212,145.739212,73,232.7718658,1551.8125,100,6.628332138,77.26517487,0.958553255,0.273872346,32.52346533,0.003678052,131.0015564,8.249158343,803,731,0.00400395,20.71437216,41429,18.64293504,7.11593E-05,378.5110779,378.5110779,0.199369654,0.51779902,7.817396164,20.30319214,104,070801030602,F070801030602_221,32
108,560.9610952,3958.345402,21_3_2,1.990896702,0.97771132,145.6789856,145.6789856,78,248.612442,1657.41626,100,6.729230881,78.44132996,0.958157122,0.273759156,83.87937415,0.009485848,136.666036,12.24026537,2136,1944,0.010647987,131.7989984,263598,118.619101,0.000452764,394.2914429,394.2914429,0.074937753,0.202824816,1.228124142,3.324012995,104,070801030402,F070801030402_146,32
109,560.7004382,3953.984645,493_14_2,2.006176233,0.976634204,145.5184937,145.5184937,78,248.3384705,1655.589844,100,6.780875683,79.04334259,0.957101524,0.273457587,50.20025253,0.005677105,158.1994476,14.05357456,1483,1350,0.007394435,29.36205867,58725,26.42585342,0.000100866,393.8569641,393.8569641,0.107791476,0.291745901,5.506671429,14.90422916,108,070802060501,F070802060501_526,16
110,554.3604242,3931.82348,836_147_1,1.846211553,0.971160412,144.7028961,144.7028961,67,212.1208191,1414.138794,100,6.240195274,72.74073792,0.951737225,0.271924913,199.9999989,0.022617833,140.7147021,12.55583491,5445,4956,0.027145794,307.8343902,615669,277.0509505,0.001057492,356.8237305,356.8237305,0.029197518,0.071998328,0.522297084,1.287935376,108,070802060302,F070802060302_60,32
111,557.4382538,3927.628281,658_40_2,1.965072989,0.970124185,144.5485077,144.5485077,32,101.2031479,674.6876221,100,6.641946793,77.4238739,0.950721681,0.271634758,22.38128804,0.002531081,136.6672668,8.533798019,495,450,0.002464812,18.908035,37816,17.01723169,6.4954E-05,245.7516479,245.7516479,0.321218908,0.546114802,8.494243622,14.4413414,104,070801030401,F070801030401_524,24
112,554.6810545,3922.514165,664_17_2,1.958788872,0.968860984,144.3602905,144.3602905,65,205.3013458,1368.675659,100,6.620706558,77.17628479,0.949483752,0.271281064,87.39299726,0.009883201,,1.149999976,212,193,0.00105713,25.15192475,50304,22.63673265,8.64034E-05,349.6616211,349.6616211,0.747980773,1.811718225,6.377258301,15.44664669,104,070801030402,F070801030402_190,24
113,556.9779982,3921.284471,477_12_1,1.94948709,0.968557239,144.315033,144.315033,28,88.40989685,589.399292,100,6.5892663,76.80979156,0.949186087,0.271196038,200.0000022,0.022617834,135.5331482,11.16604418,5167,4703,0.025760022,262.5813273,525162,236.3231989,0.000902036,232.7249298,232.7249298,0.03068574,0.049484357,0.610668063,0.984773934,108,070802060704,F070802060704_450,32
114,554.42983,3909.890586,550_4_2,2.016594887,0.965742946,143.8957062,143.8957062,70,220.3825073,1469.216675,100,6.816090584,79.45384216,0.946428061,0.270408034,37.58409544,0.004250354,144.5992966,12.9260745,932,848,0.004644801,37.68434544,75369,33.91591013,0.000129456,364.2781982,364.2781982,0.169688329,0.429573357,4.24271965,10.74062824,108,070801010301,F070801010301_231,24
115,551.0374228,3907.777677,845_111_1,1.885778666,0.965221107,143.8179474,143.8179474,10,31.46620178,209.7746735,100,6.373931885,74.29968262,0.945916712,0.270261914,29.24235129,0.003306993,139.5018539,8.690863411,805,733,0.004014905,6.427048679,12854,5.784343716,2.20786E-05,175.2841492,175.2841492,0.196204573,0.239132538,24.86331367,30.30320358,108,070802060302,F070802060803_281,32
116,556.8153866,3902.185371,107_19_2,1.949278951,0.963839769,143.6121216,143.6121216,54,169.6740875,1131.160645,100,6.588562965,76.80158997,0.944562972,0.269875139,98.13649464,0.011098174,148.8508453,13.24113607,2882,2623,0.014367114,43.27391318,86549,38.94652222,0.000148657,313.2861938,313.2861938,0.054751094,0.119438119,3.687418461,8.044009209,104,070801030404,F070801030404_124,24
117,552.9953735,3890.933396,65_1_1,2.002367735,0.961060524,143.1980133,143.1980133,78,244.3782654,1629.188477,100,6.768002987,78.89328766,0.941839337,0.269096941,36.91969764,0.004175218,130.9992065,11.79857159,916,833,0.004562641,69.13552833,138271,62.22197473,0.000237499,387.5762939,387.5762939,0.171906382,0.465277672,2.301405907,6.22892952,104,070801030601,F070801030601_199,32
118,550.7216956,3883.805399,45_4_1,2.005153418,0.959299922,142.9356842,142.9356842,89,278.3309937,1855.539917,100,6.777418613,79.00304413,0.940113902,0.268603981,57.52394485,0.006505335,131.0000763,11.79863294,1427,1299,0.00711509,51.65564896,103311,46.49008488,0.000177451,421.2666626,421.2666626,0.110035166,0.324300736,3.07454133,9.061429977,104,070801030405,F070801030405_246,32
119,552.7751144,3881.317436,118_6_2,1.945632577,0.958685398,142.8441315,142.8441315,63,196.8945923,1312.630615,100,6.576238155,76.65792084,0.939511716,0.268431902,184.6143942,0.020877888,148.3953506,13.19637442,5058,4602,0.025206809,145.5140577,291028,130.9626529,0.000499879,339.7387085,339.7387085,0.031039577,0.073824145,1.09072423,2.594164848,104,070801030406,F070801030406_126,16
120,551.6284876,3874.145144,112_4_1,1.989324212,0.956913829,142.5801544,142.5801544,60,187.172348,1247.815674,100,6.723916054,78.37937164,0.937775552,0.267935872,114.6533604,0.012966053,131.0008179,11.79868526,2845,2588,0.014175407,70.95636749,141914,63.86072993,0.000243754,329.7525024,329.7525024,0.055092797,0.127415955,2.232673407,5.163619518,104,070801030404,F070801030404_92,24
121,546.8662395,3870.31195,34_2_1,1.923458338,0.955967069,142.4390869,142.4390869,79,246.1994629,1641.329712,100,6.501289368,75.78425598,0.936847746,0.26767078,200.0000006,0.022617833,131.1726803,10.44316744,4430,4030,0.022073759,106.0488152,212098,95.44393528,0.000364305,388.6385498,388.6385498,0.035344686,0.096436366,1.492384911,4.071904182,104,070801030403,F070801030403_160,32
122,546.4779463,3857.070632,489_11_2,1.840429902,0.952696443,141.951767,141.951767,78,242.2514191,1615.009521,100,6.220653057,72.51293945,0.933642507,0.266755015,79.58263188,0.008999933,141.5772502,9.755677551,2066,1880,0.010297436,105.1087266,210218,94.59785471,0.000361076,384.203186,384.203186,0.075506262,0.204363391,1.500581264,4.061436653,108,070802060502,F070802060502_443,16
123,547.1276399,3856.977364,25_8_1,1.898776174,0.952673435,141.948349,141.948349,78,242.2458038,1614.972046,100,6.417863369,74.81178284,0.933619976,0.266748548,108.8168316,0.012306005,144.4585876,12.87870955,2906,2645,0.014487616,131.1491678,262298,118.0342519,0.000450532,384.1941528,384.1941528,0.053666674,0.145252988,1.202602983,3.254937887,104,070801030403,F070801030403_293,32
124,545.9818489,3851.477061,405_5_2,1.921457171,0.951314807,141.7459106,141.7459106,33,102.342392,682.2825928,100,6.494525433,75.70541382,0.932288527,0.266368151,107.229216,0.012126463,131.0008138,10.27744435,2581,2348,0.01286084,73.61762998,147235,66.2558668,0.000252896,244.0883026,244.0883026,0.060368787,0.103955835,2.139371395,3.684025526,108,070802060601,F070802060601_266,16
125,545.0212452,3843.374193,549_5_1,1.899607778,0.949313402,141.4476929,141.4476929,86,266.1497498,1774.331665,100,6.420674324,74.84454346,0.930327117,0.265807748,113.5494213,0.012841209,158.7661514,9.789146225,3345,3044,0.016673082,97.60842323,195217,87.84757996,0.00033531,407.5974426,407.5974426,0.046467703,0.133901924,1.610149026,4.639825344,108,070801010301,F070801010301_187,24
126,547.5226927,3838.053213,590_4_1,1.941839576,0.94799912,141.2518616,141.2518616,43,132.8904419,885.9362793,100,6.563417912,76.50847626,0.929039121,0.265439749,50.04639316,0.005659705,158.2001801,7.601823032,1385,1260,0.006901473,70.40398383,140807,63.36358374,0.000241856,274.1423035,274.1423035,0.112104654,0.217573255,2.229227781,4.326496124,108,070802060802,F070802060802_44,24
127,544.5008181,3836.866644,526_16_2,2.010442495,0.947706044,141.2082062,141.2082062,68,210.0874481,1400.583008,100,6.795295715,79.21143341,0.928751945,0.265357703,22.03414726,0.002491823,130.9990692,11.79856205,547,498,0.002727725,54.02649879,108053,48.62385082,0.000185595,351.2956543,351.2956543,0.28355062,0.705412984,2.904093504,7.224760056,108,070801010301,F070801010301_265,24
128,542.3513701,3827.293067,481_17_1,1.783225656,0.945341408,140.8558655,140.8558655,48,147.9267426,986.1782837,100,6.027302742,70.25909424,0.926434577,0.264695585,199.999999,0.022617833,140.9722107,10.67188507,4521,4116,0.022544812,618.921276,1237841,557.0291476,0.002126157,288.7825928,288.7825928,0.034221541,0.070160978,0.252869815,0.518433511,108,070802060603,F070802060603_548,24
129,541.0148022,3818.174955,84_25_2,1.887245059,0.943089187,140.5202942,140.5202942,45,138.3511505,922.3410034,100,6.37888813,74.35745239,0.924227417,0.264064968,97.7638182,0.011056029,147.9992485,10.74331558,2694,2453,0.013435963,176.9831538,353965,159.2848396,0.000607983,278.87146,278.87146,0.057285078,0.113685876,0.882195055,1.750772119,104,070801030406,F070801030406_565,24
130,541.6590202,3815.959497,723_32_1,1.912267804,0.942542017,140.4387665,140.4387665,25,76.81717682,512.114502,100,6.463465214,75.34335327,0.923691154,0.263911754,20.34497392,0.002300796,142.3343811,6.901379287,515,469,0.002568882,16.36836433,32737,14.73152828,5.62296E-05,217.2559509,217.2559509,0.299443007,0.463232309,9.533210754,14.74768543,108,070801010405,F070801010405_92,32
131,538.1315184,3810.822418,850_37_1,1.866095901,0.941273153,140.2496948,140.2496948,78,239.3469391,1595.64624,100,6.307404041,73.52417755,0.922447681,0.26355648,21.40248919,0.00242039,140.4449819,12.50328223,563,513,0.002809885,32.50182295,65004,29.25164032,0.000111652,379.5966187,379.5966187,0.273391217,0.739954412,4.794592381,12.97693443,104,070801030403,F070801030403_134,24
132,542.059088,3799.03846,526_3_1,1.950722456,0.938362479,139.8160095,139.8160095,44,134.5987244,897.3248291,100,6.593441963,76.8584671,0.919595242,0.262741506,20.82365236,0.002354929,131.0018234,8.24917074,426,387,0.002119738,26.29165304,52583,23.66248733,9.03187E-05,274.4147339,274.4147339,0.361281693,0.709082007,5.908761978,11.59703636,108,070801010301,F070801010301_264,24
133,538.8038191,3791.154964,481_65_1,1.8636204,0.936415255,139.5258789,139.5258789,92,280.8487549,1872.325073,100,6.29903698,73.42664337,0.917686939,0.262196273,20.69814634,0.002340736,131.0008926,11.79869032,513,467,0.002557927,23.5542208,47108,21.19879842,8.09149E-05,420.3746338,420.3746338,0.298770607,0.900159836,6.581782341,19.83011627,108,070802060603,F070802060603_200,24
134,539.2653729,3788.49655,507_5_1,1.887079954,0.93575865,139.4280396,139.4280396,84,256.2481384,1708.320923,100,6.378330231,74.35095215,0.917043447,0.262012422,37.3343811,0.004222114,131.0007324,11.79867935,926,843,0.004617414,52.3788427,104757,47.14095788,0.000179935,395.676178,395.676178,0.165395066,0.469366759,2.957683563,8.393468857,108,070802060501,F070802060501_1,16
135,535.4464754,3787.380239,668_16_1,1.872853994,0.935482919,139.3869476,139.3869476,55,167.7320862,1118.213867,100,6.330246449,73.79045105,0.91677326,0.261935204,181.8711768,0.02056766,131.0013123,9.136540025,4498,4094,0.02242431,47.95290208,95905,43.15761149,0.000164731,307.1190186,307.1190186,0.034046642,0.075016856,3.229718685,7.116219044,104,070801030404,F070801030404_199,24
136,537.643071,3784.774848,430_2_2,1.874831557,0.934839368,139.2910614,139.2910614,70,213.3301697,1422.201172,100,6.336930752,73.86836243,0.916142583,0.261755019,130.9727575,0.0148116,137.6118342,12.33522622,3380,3076,0.016848358,105.9972676,211995,95.39754041,0.000364128,352.6212158,352.6212158,0.04528318,0.114636287,1.460111618,3.696334362,108,070801030302,F070801030302_1,16
137,545.3225871,3784.754943,50_7_2,2.01854682,0.93483448,139.2903442,139.2903442,78,237.7096558,1584.731079,100,6.822688103,79.53074646,0.916137815,0.261753649,22.16767091,0.002506923,130.9995461,11.79859567,550,500,0.00273868,26.16232236,52325,23.54609041,8.98744E-05,377,377,0.278580695,0.754000008,5.915646553,16.01115036,104,070801030601,F070801030601_117,32
138,536.8968155,3784.375312,658_40_1,1.965072989,0.934740722,139.2763672,139.2763672,37,112.7484283,751.656189,100,6.641946793,77.4238739,0.916045904,0.261727393,47.30296577,0.005349453,134.7779846,7.709996176,584,532,0.002913955,15.28855201,30577,13.75969673,5.25202E-05,252.0247955,252.0247955,0.261797696,0.473730832,10.12205219,18.31615829,104,070801030401,F070801030401_524,24
139,535.7511573,3782.623993,537_18_1,1.8923136,0.934308112,139.2119141,139.2119141,83,252.8044891,1685.363281,100,6.396019936,74.55715942,0.915621936,0.261606276,175.4378586,0.019840121,136.3109436,12.20850468,4470,4068,0.022281899,153.2135139,306428,137.8921654,0.000526329,392.0164185,392.0164185,0.034221217,0.096365884,1.009570837,2.842920065,108,070801010302,F070801010302_2,32
140,533.5435514,3770.645597,37_4_1,1.862660885,0.931349456,138.7710724,138.7710724,83,252.0045319,1680.030273,100,6.29579401,73.38883972,0.912722468,0.260777861,40.78983891,0.004612889,140.4458313,12.58717505,1031,938,0.005137763,30.94175005,61883,27.84757562,0.000106293,390.7756042,390.7756042,0.147943571,0.416605115,4.983237267,14.03266144,104,070801030403,F070801030403_101,32
