OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,meanPIdx,OpportunityCost,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,TotalCost,ReducedCostLB,MLRA,HUC12
267,F070801010605_210,1899.417855,16590.5111,4.097856045,168.0121002,63,740.9333496,13.95799732,0.001835516,131.0007019,11.79867744,346,315,0.001725368,908.9454346,2.885540962,108c,070801010605
268,F070801010605_212,1588.10852,13998.19927,3.457555294,141.7597656,62,615.2372437,11.27333996,0.001482476,153.6692352,13.62694931,323,293,0.001604866,756.9970093,2.583607435,108c,070801010605
269,F070801010605_221,1795.007997,15624.27272,3.859195471,158.2270203,46,509.4909668,12.68510628,0.001668127,142.3271637,12.65217781,337,307,0.001681549,667.7180176,2.174977303,108c,070801010605
270,F070801010605_231,1805.087457,15456.74469,3.817816019,156.5304565,76,832.7420044,13.14015782,0.001727968,130.996933,11.79841137,326,296,0.001621298,989.2724609,3.342136621,108c,070801010605
271,F070801010605_239,2683.884726,22873.97088,5.649870872,231.6446991,55,891.8322144,15.18108475,0.001996355,131.0011444,11.79870796,377,344,0.001884212,1123.476929,3.265921354,115c,070801010605
272,F070801010605_245,1863.291421,15985.4794,3.948413372,161.8849487,56,634.5889893,16.96576118,0.002231045,131.0038757,11.7989006,421,383,0.002097829,796.473938,2.079566479,108c,070801010605
273,F070801010605_288,1943.380846,16686.95375,4.121677399,168.9887695,52,615.1192017,13.95451187,0.001835058,139.4998169,12.42850971,365,332,0.001818483,784.1079712,2.361771107,108c,070801010605
274,F070801010605_294,1232.226662,10485.65661,2.589957237,106.1882477,71,527.7556152,6.566100717,0.000863461,130.9994049,11.79858589,163,149,0.000816127,633.9438477,4.254656792,108c,070801010605
275,F070801010605_33,4971.892396,42835.32211,10.58032417,433.7933044,61,1852.297485,29.71280275,0.003907317,151.4006958,13.42159176,838,763,0.004179225,2286.09082,2.99618721,108c,070801010605
276,F070801010605_342,2414.642221,20510.6619,5.066133499,207.7114716,59,857.8483276,15.15298926,0.001992661,130.999115,11.79856491,377,344,0.001884212,1065.559814,3.097557545,108c,070801010605
277,F070801010605_345,1886.853869,15949.0889,3.939424992,161.5164185,67,757.5120239,9.305158377,0.001223655,130.9968414,11.79840469,231,210,0.001150246,919.0284424,4.376326084,108c,070801010605
278,F070801010605_348,5399.875673,46228.80036,11.4185133,468.1590576,57,1867.95459,36.55698633,0.004807347,131.0012054,11.79871273,907,826,0.004524299,2336.11377,2.828224897,108c,070801010605
279,F070801010605_376,1165.452581,9866.949749,2.43713665,99.92259979,65,454.6478271,7.781967878,0.001023351,130.9963226,11.79836845,193,176,0.000964015,554.5704346,3.150968313,108c,070801010605
280,F070801010605_410,2300.22397,19653.54028,4.854424477,199.0314026,58,829.6451416,19.03818035,0.002503574,142.3325043,12.65260696,506,460,0.002519585,1028.676514,2.236253262,108c,070801010605
281,F070801010605_50,1164.554856,10097.57123,2.494100094,102.2581024,66,472.4324341,6.709080338,0.000882263,131.0204926,11.80007267,166,150,0.000821604,574.6905518,3.831270456,108c,070801010605
282,F070801010605_72,1980.065046,17053.61206,4.212242126,172.7019348,52,628.6350098,12.80393124,0.001683753,130.9981689,11.79849815,317,289,0.001582957,801.3369141,2.772792101,108c,070801010605
283,F070801010605_83,1097.148866,9528.564847,2.353555441,96.49577332,68,459.3199158,4.60705936,0.000605841,130.9977264,11.79846764,114,104,0.000569645,555.8156738,5.344381332,108c,070801010605
284,F070801030202_12,2126.846144,18397.67503,4.544225693,186.3132477,50,652.0964355,11.215361,0.001474852,130.9948425,11.79826355,279,254,0.001391249,838.409668,3.300825357,104,070801030202
285,F070801030202_17,2926.912033,25592.49721,6.32134676,259.1752319,56,1015.966919,13.66949433,0.001797577,153.6654663,13.62660408,391,356,0.00194994,1275.14209,3.581859827,104,070801030202
286,F070801030202_212,4890.973837,43317.07911,10.69931889,438.6720886,59,1814.194458,27.09954072,0.003563666,151.4003754,13.42156315,764,696,0.003812242,2252.866455,3.236877203,104,070801030202
287,F070801030202_215,2589.156398,21833.19371,5.392798901,221.1047516,67,1036.981323,18.81561735,0.002474307,131.0031281,11.79884815,467,425,0.002327878,1258.08606,2.960202456,104,070801030202
288,F070801030202_217,7604.459834,66121.38236,16.33198166,669.6112671,71,3327.968018,65.40820284,0.008601363,130.9990387,11.79856014,1623,1477,0.00809006,3997.579346,2.706553459,104,070801030202
289,F070801030202_242,9534.88313,82717.39226,20.43119621,837.6790161,57,3342.339355,55.40449905,0.007285848,130.9987335,11.79853821,1375,1251,0.006852177,4180.018555,3.341341734,104,070801030202
290,F070801030202_281,3173.878359,27444.65696,6.778830051,277.9320374,46,894.9411621,18.9245739,0.002488635,148.0008545,13.1237669,522,475,0.002601746,1172.873169,2.469206572,104,070801030202
291,F070801030202_29,1550.401577,13337.3852,3.294334173,135.0677032,71,671.286499,7.836266801,0.001030491,139.5013428,12.42862797,205,187,0.001024266,806.354187,4.312054634,104,070801030202
292,F070801030202_291,1359.711492,11671.01594,2.882740974,118.1923828,68,562.5957031,8.837453723,0.00116215,131.0033417,11.79886341,219,199,0.001089995,680.7880859,3.421045542,104,070801030202
293,F070801030202_294,1822.292144,15860.62888,3.917575359,160.6205902,43,483.4680176,11.56711727,0.001521108,110.6653748,10.52135086,256,233,0.001276225,644.088623,2.764328957,104,070801030202
294,F070801030202_31,2417.0461,21510.43221,5.313076973,217.8361511,54,823.4206543,11.73242327,0.001542847,151.4031982,13.42181492,331,301,0.001648685,1041.256836,3.459325075,104,070801030202
295,F070801030202_320,7714.099385,66908.66971,16.52644157,677.5841064,41,1944.666138,44.87794493,0.005901576,131.000351,11.79865265,1114,1014,0.005554043,2622.250244,2.586045504,104,070801030202
296,F070801030202_396,1284.961971,10959.71313,2.707049131,110.9890137,56,435.0769653,10.58777422,0.001392322,130.9938354,11.79819298,262,238,0.001303612,546.065979,2.29439497,104,070801030202
297,F070801030202_40,17569.81261,154206.8838,38.08909988,1561.653076,59,6451.687988,138.9367346,0.018270572,130.9995117,11.79859352,3446,3137,0.017182477,8013.34082,2.554460049,104,070801030202
298,F070801030202_413,1911.704453,16429.7857,4.058156967,166.3844299,48,563.0927124,11.24633023,0.001478924,153.662323,13.62631607,323,294,0.001610344,729.4771729,2.481214762,104,070801030202
299,F070801030202_42,2817.664687,24186.72896,5.974122047,244.9390106,64,1097.326782,16.8771863,0.002219397,131.0026398,11.79881382,419,381,0.002086874,1342.265747,3.523007154,104,070801030202
300,F070801030202_44,7442.792054,65176.91048,16.09869766,660.0466309,58,2679.789307,43.61878424,0.005735993,156.4992371,13.89082718,1274,1160,0.006353737,3339.835938,2.879168987,104,070801030202
301,F070801030202_50,6516.499356,55879.1554,13.80215168,565.8882446,54,2141.061523,37.96882376,0.004993007,131.0002747,11.79864693,941,855,0.004683142,2706.949707,3.166023016,104,070801030202
302,F070801030202_52,3703.188414,32020.70702,7.909114838,324.2737122,46,1044.161377,19.33449869,0.002542541,131.0012817,11.7987175,479,436,0.002388129,1368.435059,3.138612509,104,070801030202
303,F070801030202_53,6256.587943,54639.28477,13.49590302,553.3320313,58,2246.528076,40.25168307,0.00529321,147.9988708,13.12359619,1111,1011,0.005537611,2799.860107,2.769396782,104,070801030202
304,F070801030202_60,8358.762574,73529.59157,18.16180992,744.6342163,53,2762.593018,58.27768767,0.00766368,151.399765,13.42150879,1644,1496,0.00819413,3507.227295,2.344403267,104,070801030202
305,F070801030202_64,14454.73412,125366.8411,30.9656105,1269.590088,51,4532.436035,89.63623334,0.011787417,131.0002747,11.79864693,2223,2023,0.011080698,5802.026367,2.868030787,104,070801030202
306,F070801030202_81,2347.61575,20150.5919,4.977196217,204.0650482,41,585.666626,12.91973865,0.001698982,122.0060577,11.19640732,304,277,0.001517229,789.7316895,2.851016998,104,070801030202
307,F070801030202_83,3050.310841,26753.90088,6.608213425,270.9367371,68,1289.658936,18.62383152,0.002449086,158.2019043,14.05381203,550,500,0.00273868,1560.595703,3.121191502,104,070801030202
308,F070801030202_84,5988.098902,51337.56495,12.68037891,519.8955078,48,1746.848999,36.16748119,0.004756126,130.9988708,11.79854774,898,818,0.00448048,2266.744629,2.771081448,104,070801030202
309,F070801030202_95,3024.384114,26076.0795,6.440791607,264.0724487,54,1000.741638,16.88714135,0.002220707,131.0031891,11.79885292,419,381,0.002086874,1264.814087,3.319721937,104,070801030202
310,F070801030203_192,8395.511222,72852.07107,17.99446106,737.7728882,41,2117.408203,51.85440715,0.006819,148.000412,13.12372875,1430,1301,0.007126045,2855.181152,2.194605112,104,070801030203
311,F070801030301_110,6432.368942,55927.24812,13.81403065,566.3752441,83,3290.640137,38.59652501,0.005075552,159.333313,14.16390896,1149,1046,0.005729318,3857.015381,3.687395096,108c,070801030301
312,F070801030301_139,1882.263036,16422.49554,4.05635643,166.3106079,88,1024.473389,7.629994631,0.001003366,131.0025787,11.79880905,189,172,0.000942106,1190.783936,6.92316246,108c,070801030301
313,F070801030301_185,1555.941044,13964.42603,3.449213266,141.4177399,87,861.2340698,8.845468521,0.001163204,159.3317871,14.16376019,263,239,0.001309089,1002.651794,4.195195675,108c,070801030301
314,F070801030301_200,4866.077757,42916.22142,10.60030651,434.6125793,72,2190.447266,29.42038465,0.003868863,158.1988525,14.05351734,870,792,0.004338069,2625.059814,3.314469576,108c,070801030301
315,F070801030301_260,3074.607373,26536.00855,6.554394245,268.7301636,77,1448.455444,21.63658965,0.002845272,139.4983368,12.42839432,565,514,0.002815363,1717.185547,3.340827942,108c,070801030301
316,F070801030301_261,1722.156679,14960.13641,3.695153713,151.501297,80,848.4074097,9.299978256,0.001222973,130.9994354,11.7985878,231,210,0.001150246,999.9086914,4.761469841,108c,070801030301
317,F070801030301_264,2240.708015,19441.85918,4.802139282,196.8877106,81,1116.353149,15.02188015,0.00197542,131.0002747,11.79864693,373,339,0.001856825,1313.240845,3.873866796,108c,070801030301
318,F070801030301_31,4625.500954,40979.83244,10.12201881,415.0027771,87,2527.366943,20.44099307,0.002688048,130.9974213,11.7984457,508,462,0.00253054,2942.369629,6.368765354,108c,070801030301
319,F070801030301_336,1714.590982,15414.98971,3.807502508,156.107605,86,939.7677002,13.12999576,0.001726631,148.0007935,13.12376118,362,330,0.001807529,1095.875244,3.32083416,108c,070801030301
320,F070801030301_337,2518.061798,21716.43374,5.363959312,219.9223328,80,1231.565063,20.36365091,0.002677877,148.0011292,13.12378979,562,512,0.002804408,1451.487427,2.83493638,108c,070801030301
321,F070801030301_407,3773.062571,32668.73997,8.069178581,330.8363342,89,2061.110352,27.16496837,0.00357227,130.9998627,11.79861832,674,614,0.003363099,2391.946777,3.895678759,108c,070801030301
322,F070801030301_41,4354.844507,37724.18553,9.317873955,382.0328369,89,2380.064453,31.69803333,0.004168381,131.0007629,11.79868126,787,716,0.003921789,2762.097168,3.857677698,108c,070801030301
323,F070801030301_468,3181.403739,27524.22334,6.798483372,278.7378235,75,1463.373413,18.40576506,0.00242041,130.9974365,11.79844666,457,416,0.002278582,1742.111206,4.187767506,108c,070801030301
324,F070801030301_475,3073.825667,27317.15976,6.747338295,276.6408691,86,1665.378174,16.20777798,0.002131368,130.999527,11.79859447,402,366,0.002004714,1942.019043,5.306063175,108c,070801030301
325,F070801030301_573,3087.997808,26980.84844,6.664269447,273.2350464,82,1568.369263,14.26901674,0.001876416,131.0033264,11.79886246,355,323,0.001769187,1841.604248,5.701560974,108c,070801030301
326,F070801030301_598,7303.079052,62843.79635,15.52241802,636.4191284,73,3252.101563,58.35267723,0.007673541,151.3995209,13.42148685,1647,1498,0.008205085,3888.520752,2.595808268,108c,070801030301
327,F070801030301_599,11310.82542,98175.96679,24.24946404,994.2280273,77,5358.88916,76.77150226,0.010095669,151.400116,13.42154026,2168,1973,0.01080683,6353.117188,3.220028877,108c,070801030301
328,F070801030301_600,24394.49156,209751.6546,51.8086586,2124.155029,74,11003.12305,146.1922603,0.019224694,159.3332214,14.16390038,4354,3965,0.021717731,13127.27832,3.31078887,108c,070801030301
329,F070801030301_63,1439.054708,12368.8276,3.055100441,125.2591171,89,780.3642578,11.63794941,0.001530423,147.9990082,13.12360764,322,293,0.001604866,905.6233521,3.090864658,108c,070801030301
330,F070801030301_73,6841.730495,58812.3064,14.52663994,595.5922241,84,3502.082275,54.15691441,0.007121787,130.9991608,11.79856873,1344,1223,0.006698811,4097.674316,3.350510597,108c,070801030301
331,F070801030301_75,2374.385069,20921.45339,5.167599201,211.8715668,77,1141.987793,7.506669508,0.000987148,148.0002747,13.12371635,207,188,0.001029744,1353.859375,7.201379776,108c,070801030301
332,F070801030301_78,1979.946426,17315.60818,4.276955128,175.3551636,90,1104.737549,10.12701401,0.001331731,148.0007172,13.1237545,280,254,0.001391249,1280.092773,5.039735317,108c,070801030301
333,F070801030301_79,3056.113855,26629.33741,6.577446461,269.675293,87,1642.32251,18.90103251,0.002485539,139.4979553,12.42836475,494,450,0.002464812,1911.997803,4.248884201,108c,070801030301
334,F070801030301_8,2647.443454,23157.61413,5.719930649,234.5171509,89,1461.041748,13.23645663,0.001740631,130.9975739,11.79845619,329,299,0.001637731,1695.558838,5.6707654,108c,070801030301
335,F070801030301_92,2321.313124,19649.78654,4.853497505,198.9933929,70,975.0675659,15.91280801,0.002092579,159.33284,14.16386318,473,432,0.002366219,1174.060913,2.717733622,108c,070801030301
336,F070801030302_101,1303.028025,11412.20432,2.818814516,115.5713959,88,711.9197998,4.218398929,0.000554731,131.0014191,11.79872799,105,96,0.000525827,827.4912109,8.619700432,108c,070801030302
337,F070801030302_12,2853.294686,25301.96796,6.249586105,256.2330322,56,1004.433472,18.31724998,0.00240877,130.9971924,11.79842949,455,414,0.002267627,1260.666504,3.045088291,108c,070801030302
338,F070801030302_122,1955.649504,16843.70376,4.160394669,170.5761871,75,895.5249634,13.92024708,0.001830552,139.4957275,12.42819118,364,331,0.001813006,1066.101196,3.220849514,108c,070801030302
339,F070801030302_13,4209.768787,36393.15573,8.989109039,368.5534668,54,1393.13208,22.18717384,0.002917676,130.9999084,11.79862118,551,502,0.002749634,1761.685547,3.509333849,108c,070801030302
340,F070801030302_130,3223.851764,27905.05071,6.892547607,282.5944519,87,1721.000244,18.9477247,0.002491679,131.0037231,11.79889011,469,427,0.002338833,2003.594727,4.692259312,108c,070801030302
341,F070801030302_14,4057.182082,35710.15735,8.820408821,361.6367493,64,1620.13269,22.19920111,0.002919257,130.9983826,11.79851341,551,502,0.002749634,1981.769409,3.947747946,108c,070801030302
342,F070801030302_144,2751.413911,23734.85316,5.862508774,240.362854,86,1446.984375,14.99021097,0.001971255,139.5023651,12.42870808,392,357,0.001955417,1687.347168,4.726462841,108c,070801030302
343,F070801030302_152,5106.898993,43552.49983,10.75746727,441.0561523,88,2716.906006,30.06783092,0.003954004,139.5008087,12.42858696,786,716,0.003921789,3157.962158,4.410561562,108c,070801030302
344,F070801030302_156,6256.773621,53790.20365,13.2861805,544.7333984,82,3126.769775,40.56482339,0.005334388,159.3340454,14.16398048,1209,1099,0.006019618,3671.503174,3.340767145,108c,070801030302
345,F070801030302_162,2571.700216,22455.80963,5.546585083,227.4099884,81,1289.414673,13.86172915,0.001822856,131.0024109,11.79879761,344,314,0.001719891,1516.824707,4.83065176,108c,070801030302
346,F070801030302_174,2969.678615,25846.22966,6.384018898,261.7447815,85,1557.381348,20.76367592,0.002730482,159.3338776,14.16396427,618,562,0.003078276,1819.126099,3.23687911,108c,070801030302
347,F070801030302_176,2023.676545,17716.03181,4.375859737,179.4102478,59,740.9643555,12.030828,0.001582088,156.5035248,13.89123344,351,319,0.001747278,920.3746338,2.885186911,108c,070801030302
348,F070801030302_198,4497.107977,39021.44808,9.638298035,395.1702271,66,1825.686279,32.58025383,0.004284395,147.9985657,13.12356949,900,818,0.00448048,2220.856445,2.714983463,108c,070801030302
349,F070801030302_199,9623.658077,84580.28186,20.89132881,856.5444946,60,3597.486816,70.08895455,0.009216895,158.2000732,14.0536356,2071,1884,0.010319345,4454.03125,2.364135504,108c,070801030302
350,F070801030302_213,3683.530705,32629.33288,8.059445381,330.4372559,71,1642.273193,22.67018919,0.002981194,148.0015717,13.12382793,625,569,0.003116618,1972.710449,3.466977835,108c,070801030302
351,F070801030302_222,6384.482529,54724.29542,13.51690102,554.1929321,62,2405.197266,36.45905524,0.004794468,130.9983521,11.79851151,905,823,0.004507867,2959.390137,3.595856905,108c,070801030302
352,F070801030302_257,2371.346907,20622.25966,5.093698025,208.8416138,66,964.8482666,11.53660187,0.001517096,159.3350983,14.16408443,344,313,0.001714414,1173.689941,3.749808073,108c,070801030302
353,F070801030302_270,6667.571336,57839.18137,14.28627777,585.7373657,58,2378.093994,45.89228207,0.006034964,156.4993591,13.89083862,1340,1219,0.006676901,2963.831299,2.431362867,108c,070801030302
354,F070801030302_28,6120.670309,53600.77316,13.23939133,542.8150635,64,2431.811279,42.68596983,0.005613325,130.9998169,11.7986145,1059,964,0.005280175,2974.626465,3.085712194,108c,070801030302
355,F070801030302_34,6706.40274,58692.98852,14.49716854,594.3839111,69,2870.874268,39.67002869,0.00521672,131.0011292,11.79870701,984,895,0.004902237,3465.258301,3.871797085,108c,070801030302
356,F070801030302_35,4247.70697,36678.66988,9.059631348,371.4448853,87,2262.099365,30.06294531,0.003953362,131.0010223,11.79869938,746,678,0.00371365,2633.544189,3.884283543,108c,070801030302
357,F070801030302_6,1065.935471,9220.438566,2.277448416,93.37538147,56,366.0314331,6.798506722,0.000894023,130.9914551,11.79802513,168,153,0.000838036,459.4067993,3.002658844,108c,070801030302
358,F070801030302_63,1910.151161,16683.79061,4.120896339,168.9567566,70,827.8880615,10.55018464,0.001387379,130.9947815,11.79825974,260,236,0.001292657,996.8448486,4.223918915,108c,070801030302
359,F070801030302_68,3915.522517,34224.16011,8.453367233,346.5880432,57,1382.886353,22.91209555,0.003013005,131.0013885,11.79872513,568,516,0.002826318,1729.474365,3.351694584,108c,070801030302
360,F070801030302_7,1779.699298,15509.67453,3.830889702,157.0664825,62,681.6685181,9.499409914,0.001249199,131.0018158,11.79875565,236,215,0.001177632,838.7349854,3.901093006,108c,070801030302
361,F070801030302_71,3745.989199,32648.88558,8.064274788,330.6352539,74,1712.690674,30.05091476,0.00395178,147.9986115,13.12357426,829,753,0.004124452,2043.325928,2.713580132,108c,070801030302
362,F070801030302_81,5368.123007,46721.73207,11.54026794,473.151001,67,2219.078125,26.89357318,0.003536581,142.332489,12.65260601,716,650,0.003560284,2692.229004,4.141891003,108c,070801030302
363,F070801030303_100,6371.369449,56421.16546,13.93602753,571.3771362,68,2719.755371,43.58673459,0.005731778,131.0012665,11.79871655,1081,984,0.005389722,3291.132568,3.344646931,108c,070801030303
364,F070801030303_103,1690.4613,14420.46033,3.561853647,146.0359955,63,644.0187988,10.52492142,0.001384057,130.9970245,11.79841805,261,237,0.001298134,790.0548096,3.33356452,108c,070801030303
365,F070801030303_106,13411.39961,115799.6435,28.60251236,1172.703003,76,6238.779785,80.3878534,0.010571229,131.000824,11.79868603,1994,1815,0.009941408,7411.48291,4.083461761,108c,070801030303
366,F070801030303_110,4752.788965,41357.14078,10.21521378,418.823761,71,2081.554199,28.4287729,0.003738464,142.3353119,12.65283298,756,688,0.003768423,2500.37793,3.634270191,108c,070801030303
367,F070801030303_12,4439.986009,38498.18181,9.509051323,389.8710938,77,2101.405273,30.38933194,0.003996283,131.0001068,11.79863548,754,687,0.003762946,2491.276367,3.626312017,108c,070801030303
368,F070801030303_124,2995.414055,26337.14727,6.505275249,266.7162781,90,1680.312744,19.13392735,0.002516165,147.9993286,13.12363529,528,480,0.002629133,1947.029053,4.056310654,108c,070801030303
369,F070801030303_136,3436.062624,29342.62114,7.247627258,297.15271,34,707.2234497,25.02497673,0.003290855,130.9991913,11.79857063,621,565,0.003094708,1004.37616,1.777656913,108c,070801030303
370,F070801030303_145,3451.18485,30314.25696,7.487621307,306.9924622,88,1891.07373,24.14555398,0.003175208,139.4988556,12.42843437,630,573,0.003138527,2198.066162,3.836066484,108c,070801030303
371,F070801030303_148,4610.202026,39263.41288,9.698062897,397.620575,86,2393.675781,32.15547395,0.004228535,139.4998627,12.42851353,840,765,0.00419018,2791.296387,3.648753405,108c,070801030303
372,F070801030303_150,3917.204108,33976.84115,8.392279625,344.0834656,89,2143.639893,30.81344491,0.004052055,131.0003052,11.79864883,765,696,0.003812242,2487.723389,3.57431531,108c,070801030303
373,F070801030303_151,2367.130749,20855.69772,5.151357174,211.2056427,89,1315.811279,17.62089813,0.002317198,131.0006866,11.79867554,437,397,0.002174512,1527.016968,3.846390247,108c,070801030303
374,F070801030303_156,1084.197236,9387.422627,2.318693399,95.06642914,75,499.0986938,5.184726238,0.000681806,130.9960632,11.79835033,129,117,0.000640851,594.1651001,5.078334332,108c,070801030303
375,F070801030303_16,5141.332077,43858.74141,10.8331089,444.1574707,81,2518.372803,37.03273284,0.004869909,115.7494125,10.81302547,841,766,0.004195657,2962.530273,3.867532969,108c,070801030303
376,F070801030303_166,7913.701458,68172.55765,16.83862114,690.3834839,71,3431.205811,56.9518042,0.007489323,130.9992065,11.79857159,1414,1289,0.007060316,4121.589355,3.197509289,108c,070801030303
377,F070801030303_173,818.9001054,6962.811566,1.71981442,70.51239014,56,276.4085999,6.212380409,0.000816946,159.3345184,14.16402721,185,168,0.000920196,346.92099,2.065005779,108c,070801030303
378,F070801030303_176,2364.838812,20834.36935,5.146089077,210.9896545,63,930.4644775,14.99546528,0.001971946,158.1970215,14.05334091,443,403,0.002207376,1141.454102,2.832392216,108c,070801030303
379,F070801030303_181,6612.017077,58353.83488,14.41339684,590.9492798,89,3681.614014,58.63556147,0.007710741,139.5007172,12.42857933,1533,1396,0.007646394,4272.563477,3.060575485,108c,070801030303
380,F070801030303_185,8207.204569,69551.24813,17.17915916,704.34552,67,3303.380127,54.059256,0.007108944,131.0009003,11.7986908,1342,1221,0.006687856,4007.725586,3.282330513,108c,070801030303
381,F070801030303_186,4207.48006,36385.08956,8.987116814,368.4718018,72,1857.098022,27.32513666,0.003593332,158.2005005,14.05367661,808,736,0.004031337,2225.569824,3.023872137,108c,070801030303
382,F070801030303_187,1601.144194,13587.66012,3.356152058,137.6022339,65,626.090271,12.27755307,0.001614533,142.3297272,12.6523838,326,297,0.001626776,763.6925049,2.571355343,108c,070801030303
383,F070801030303_188,4277.813342,36491.03719,9.013286591,369.5447388,69,1784.901123,22.22981255,0.002923283,139.5013885,12.42863178,581,528,0.002892046,2154.445801,4.080389977,108c,070801030303
384,F070801030303_189,5420.726036,46939.9554,11.59416866,475.3609009,74,2462.369629,47.21777052,0.00620927,147.9997101,13.12366772,1303,1186,0.006496148,2937.730469,2.477007151,108c,070801030303
385,F070801030303_20,11904.63917,103053.9636,25.45432854,1043.627441,76,5552.098633,71.58116785,0.009413125,147.1996307,13.05527306,1964,1787,0.009788042,6595.726074,3.690949202,108c,070801030303
386,F070801030303_201,4741.524033,40537.46657,10.01275444,410.5229187,74,2126.508789,29.07766026,0.003823794,130.9997406,11.79860973,721,657,0.003598625,2537.031738,3.861539841,108c,070801030303
387,F070801030303_204,9114.10598,79488.49926,19.63365936,804.9800415,88,4958.677246,65.78440583,0.008650834,139.4999542,12.4285202,1719,1565,0.008572068,5763.657227,3.682847977,108c,070801030303
388,F070801030303_206,4997.550708,43593.57801,10.76761341,441.4721375,74,2286.825928,33.50856709,0.004406471,147.9987183,13.12358284,925,842,0.004611937,2728.298096,3.240258932,108c,070801030303
389,F070801030303_21,1601.151085,14021.52826,3.463317394,141.9960175,79,785.2380371,10.39389511,0.001366826,147.2023773,13.05550671,286,260,0.001424113,927.2340698,3.566284895,108c,070801030303
390,F070801030303_22,2580.413089,22278.67183,5.502831936,225.6161041,79,1247.657227,13.61815614,0.001790826,147.2009277,13.05538368,374,341,0.00186778,1473.273315,4.320449829,108c,070801030303
391,F070801030303_223,2076.45587,17934.93154,4.429928303,181.6270599,90,1144.250366,13.89811277,0.001827641,130.9995422,11.79859543,345,314,0.001719891,1325.877441,4.222539425,108c,070801030303
392,F070801030303_227,2325.790854,20740.81644,5.122981548,210.0422363,88,1293.860352,9.884512901,0.001299841,131.0033112,11.7988615,245,223,0.001221451,1503.902588,6.743957996,108c,070801030303
393,F070801030303_233,2549.644578,22525.53462,5.563807011,228.1160889,83,1325.354492,17.99139076,0.002365919,131.0024719,11.79880142,446,406,0.002223808,1553.470581,3.826282263,108c,070801030303
394,F070801030303_236,1459.663197,12820.55058,3.166676044,129.833725,85,772.5105591,9.517658748,0.001251599,142.3292084,12.6523428,253,231,0.00126527,902.3442993,3.906252384,108c,070801030303
395,F070801030303_239,3980.810789,34208.19126,8.449422836,346.4263306,85,2061.236816,25.62750483,0.003370089,131.0000458,11.79863071,635,578,0.003165914,2407.663086,4.16550684,108c,070801030303
396,F070801030303_242,3131.967171,27059.16548,6.683613777,274.0281677,90,1726.377319,18.4428983,0.002425293,151.3998413,13.42151546,520,473,0.002590791,2000.405518,4.229187012,108c,070801030303
397,F070801030303_244,5500.632315,47678.17291,11.77650833,482.836853,88,2974.275146,41.66971701,0.005479685,151.4000702,13.42153549,1176,1071,0.005866252,3457.112061,3.227929115,108c,070801030303
398,F070801030303_271,1820.145366,15856.41132,3.916533709,160.5778809,85,955.4383545,10.78120542,0.001417759,159.3301849,14.16360283,321,292,0.001599389,1116.016235,3.821973324,108c,070801030303
399,F070801030303_283,6419.102178,56327.45116,13.9128809,570.4281006,83,3314.187256,51.05507135,0.006713886,151.4005737,13.42158031,1441,1312,0.007186296,3884.615234,2.960834742,108c,070801030303
400,F070801030303_292,3989.5189,34375.76874,8.490815163,348.1234131,74,1803.279297,33.57235599,0.004414859,131.0014191,11.79872799,833,758,0.004151839,2151.402832,2.83826232,108c,070801030303
401,F070801030303_293,3276.936826,28927.01165,7.144971848,292.9438477,74,1517.449097,19.10444705,0.002512289,100.5041275,9.987494469,401,365,0.001999236,1810.392944,4.959980488,108c,070801030303
402,F070801030303_33,5969.080112,52475.84124,12.96153259,531.4228516,77,2864.369141,33.6802774,0.004429051,159.333374,14.16391468,1003,912,0.004995352,3395.791992,3.723456144,108c,070801030303
403,F070801030303_340,949.1939256,8152.793287,2.013739824,82.5633316,62,358.3248596,5.628777981,0.0007402,131.0047913,11.79896545,140,127,0.000695625,440.8881836,3.471560478,108c,070801030303
404,F070801030303_344,1581.903376,13416.86005,3.313964367,135.8725433,56,532.6203613,7.854867458,0.001032937,139.5058289,12.42897797,205,187,0.001024266,668.4929199,3.574828386,108c,070801030303
405,F070801030303_362,2758.867646,23385.84662,5.776304245,236.828476,77,1276.505493,17.00610071,0.00223635,158.2002411,14.05365181,503,457,0.002503153,1513.333984,3.311452866,108c,070801030303
406,F070801030303_363,1335.330735,11632.90267,2.873327017,117.8064041,93,766.9196777,11.04948705,0.001453039,158.2005005,14.05367661,327,298,0.001632253,884.7260742,2.968879461,108c,070801030303
407,F070801030303_37,3207.060411,27747.19532,6.85355711,280.9958496,75,1475.228149,21.16020203,0.002782626,130.9969177,11.79841042,525,477,0.002612701,1756.223999,3.681811333,108c,070801030303
408,F070801030303_370,2427.523745,21409.56691,5.288163185,216.8146973,90,1365.932495,15.84087721,0.00208312,130.9985046,11.798522,393,358,0.001960895,1582.747192,4.421081543,108c,070801030303
409,F070801030303_371,1166.829411,10142.82943,2.505278826,102.7164307,92,661.4938354,9.490990177,0.001248092,130.9981995,11.79850101,236,215,0.001177632,764.2102661,3.554466248,108c,070801030303
410,F070801030303_376,4219.686769,36775.99494,9.083670616,372.430481,72,1877.049683,27.76298425,0.003650911,159.3340302,14.16397953,827,752,0.004118974,2249.480225,2.991330147,108c,070801030303
