OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,radial
561,F070801030403_227,3305.83448,29175.55931,7.206363201,1246.700806,55,1292.10083,24.35750771,283.9307251,7.062235832,2.017781734,27.95910788,0.003161872,139.500824,12.42858791,730,664,0.003636967,63.22278643,126446,60.06164742,0.000229253,2538.801758,1.87756145,3.82349658,20.75701904,42.26993179,104,070801030403,32
562,F070801030403_228,16775.69796,149450.1466,36.91418457,6386.153809,63,7581.435059,124.7699432,1454.418823,36.17589951,10.33597183,91.08591905,0.010300831,148.0003967,13.12372684,2514,2289,0.012537676,141.3606616,282721,134.2926272,0.000512589,13967.58887,2.789931774,6.102048397,47.55401611,104.008606,104,070801030403,32
563,F070801030403_236,2832.129771,25107.87195,6.201644421,1072.884521,78,1576.953979,20.96155739,244.3447876,6.077611446,1.736460447,15.51076923,0.0017541,139.5029602,12.42875385,406,370,0.002026623,35.42882349,70858,33.65738231,0.000128469,2649.838379,2.899688005,7.161725521,31.87664795,78.7297821,104,070801030403,32
564,F070801030403_238,1210.571375,10542.89052,2.604094028,450.5082703,62,526.3394165,8.801837921,102.6013031,2.552012205,0.729146302,11.01029313,0.001245145,139.4942017,12.42807293,288,263,0.001440546,30.78191233,61564,29.24281597,0.000111619,976.8476563,1.71295917,3.714249611,15.40577602,33.40470505,104,070801030403,32
565,F070801030403_247,1433.733429,12058.2558,2.978389263,515.2613525,42,407.8010254,10.06695557,117.3485336,2.918821573,0.83394897,8.337486699,0.000942879,139.5019989,12.42867947,217,198,0.001084517,34.44479185,68889,32.7225529,0.000124901,923.0623779,2.602329969,4.661931038,15.74636745,28.20875168,105,070801030403,32
566,F070801030403_260,3347.018832,29025.33033,7.169256687,1240.281372,77,1799.626831,24.23208809,282.4687195,7.025871754,2.00739193,16.68422788,0.001886805,147.9983368,13.12355042,461,420,0.002300491,26.29930806,52599,24.98434222,9.53642E-05,3039.908203,2.953050852,7.237876892,49.64234543,121.6725311,104,070801030403,24
567,F070801030403_261,4402.97319,38418.27634,9.489314079,1641.651367,48,1484.888062,32.07388306,373.8789673,9.299528122,2.657007933,38.58755684,0.004363835,142.3360138,12.65288925,1027,934,0.005115854,22.35550213,44711,21.23772717,8.10635E-05,3126.539551,1.757656693,3.347472668,77.29882813,147.2162933,104,070801030403,24
568,F070801030403_262,9191.376958,81786.04628,20.2011528,3494.799316,50,3292.78833,68.2798996,795.925415,19.79713058,5.656322956,48.06183449,0.005435273,142.3349915,12.65280724,1279,1164,0.006375647,24.92530558,49850,23.67903981,9.03819E-05,6787.587891,3.002404928,5.831261158,147.5904083,286.6496277,104,070801030403,24
569,F070801030403_265,4035.004653,35053.00147,8.658091545,1497.849854,92,2596.734863,29.26434898,341.1288147,8.484930038,2.424265623,38.55359149,0.004359994,130.9990845,11.798563,957,871,0.00477078,36.95421505,73908,35.10650444,0.000134,4094.584717,1.719689846,4.701015949,42.6658783,116.6332245,104,070801030403,24
570,F070801030403_289,6542.696973,57984.45269,14.32215977,2477.733643,54,2521.273193,48.40890121,564.2930908,14.03571701,4.010204792,45.54683447,0.005150854,131.0000458,11.79863071,1130,1028,0.005630726,22.89209759,45784,21.74749267,8.30093E-05,4999.006836,2.410246849,4.862847328,113.9319229,229.8658905,104,070801030403,32
571,F070801030403_293,4333.149608,37523.66472,9.268344879,1603.423706,65,1963.96228,31.32700539,365.1727905,9.082978249,2.595136642,25.74482664,0.002911461,130.9993439,11.79858112,638,581,0.003182346,18.69900689,37394,17.76405609,6.78046E-05,3567.385986,2.759765387,6.140079021,90.26225281,200.8204651,104,070801030403,32
572,F070801030403_295,1361.422849,11659.17873,2.879817247,498.208374,91,854.3265381,9.733782768,113.464798,2.822220802,0.806348801,6.801389031,0.000769163,130.998764,11.79854012,169,154,0.000843513,7.233580241,14467,6.87190111,2.62298E-05,1352.534912,3.235119343,8.782693863,72.4993515,196.8210602,104,070801030403,32
573,F070801030403_297,2345.11531,20127.85157,4.971579552,860.083252,61,988.6483154,16.80393982,195.8802338,4.872148037,1.392042279,14.44661543,0.001633756,131.0033569,11.79886436,358,325,0.001780142,57.1122601,114225,54.25664753,0.000207095,1848.731567,2.646409988,5.688405037,15.85212708,34.07382584,104,070801030403,32
574,F070801030403_298,3711.460115,32886.2302,8.122899055,1405.261597,63,1668.281372,27.45539856,320.0422363,7.960441113,2.274411678,16.19214249,0.001831156,131.0019073,11.79876232,402,366,0.002004714,6.405639172,12811,6.085357189,2.32275E-05,3073.542969,3.839512587,8.397658348,230.9250793,505.0718994,104,070801030403,32
575,F070801030403_308,3054.453951,26892.58265,6.642467976,1149.146973,47,1017.758972,22.4515419,261.7132263,6.509618759,1.859891057,18.6569024,0.002109894,139.503418,12.42879009,487,443,0.00242647,56.48415112,112968,53.65994459,0.000204818,2166.906006,2.594011307,4.891435623,21.4153595,40.38218689,104,070801030403,32
576,F070801030403_310,1256.276705,10963.55352,2.707997799,468.4836121,37,326.6387024,9.153032303,106.6951141,2.653837919,0.758239388,7.536308207,0.000852275,139.4994965,12.42848492,197,179,0.000980447,28.54956895,57099,27.122091,0.000103524,795.1223145,2.617226839,4.442024231,17.27313805,29.31640816,105,070801030403,32
577,F070801030403_399,5693.488924,49697.08995,12.27518082,2123.606201,78,3121.333252,41.4901123,483.6421204,12.02967739,3.437050581,30.3966735,0.003437534,139.4994812,12.42848396,794,723,0.003960131,55.65488012,111310,52.8721359,0.000201811,5244.939453,2.937214613,7.254411221,40.16493988,99.20044708,104,070801030406,24
578,F070801030403_40,6563.261016,57477.38604,14.19691467,2456.066162,52,2406.660889,47.98557281,559.3584595,13.91297626,3.975136042,39.39095665,0.00445469,147.9998627,13.12368107,1087,988,0.005411631,18.47986713,36960,17.55587394,6.701E-05,4862.727051,2.485896826,4.921788692,139.8999634,276.9857483,104,070801030403,32
579,F070801030403_44,12744.52693,111557.8335,27.55478477,4766.977539,56,5030.401367,93.13516998,1085.658569,27.00368881,7.715339661,78.65940523,0.008895527,130.9996948,11.79860592,1952,1776,0.009727791,197.1007272,394202,187.2456919,0.000714709,9797.378906,2.684108973,5.516541958,25.45841026,52.32365417,105,070801030403,32
580,F070801030403_55,14734.62929,131328.4169,32.43811798,5611.794434,46,4864.42041,109.6408386,1278.06189,31.78935623,9.082673073,103.3664066,0.011689621,139.5005798,12.42856884,2702,2460,0.013474305,346.5867984,693173,329.2574529,0.001256762,10476.21484,2.281217337,4.258624077,17.04378891,31.81769943,105,070801030403,32
581,F070801030403_56,2267.871826,19678.47989,4.860584736,840.8811646,39,617.9746704,16.42877579,191.5070343,4.763372898,1.360963702,18.23332836,0.002061992,148.002182,13.12388039,503,458,0.002508631,9.094708852,18189,8.639973149,3.29784E-05,1458.855835,1.835985065,3.185274839,97.32450867,168.8495789,105,070801030403,32
582,F070801030403_57,2383.754855,20555.16519,5.077126026,878.3427734,52,860.6743774,17.16068649,200.0387726,4.975583553,1.421595335,14.25846168,0.001612478,148.0014343,13.12381649,392,357,0.001955417,45.4853863,90972,43.21111721,0.000164935,1739.01709,2.460343838,4.87119627,20.32677841,40.24466705,105,070801030403,32
583,F070801030403_58,2726.82476,23357.70192,5.769352436,998.0979614,52,978.0206299,19.50041199,227.3124847,5.653965473,1.615418673,17.05512174,0.001928749,139.5018311,12.42866611,446,405,0.002218331,49.3625098,98726,46.89438316,0.000178994,1976.118652,2.464439392,4.879305363,21.28395462,42.13977432,105,070801030403,32
584,F070801030403_59,1714.962029,15156.43705,3.743639946,647.6497192,52,634.6218262,12.65350342,147.4994202,3.668767214,1.048219204,18.15515366,0.002053151,147.999939,13.12368774,501,455,0.002492199,53.38455544,106769,50.71532668,0.000193578,1282.271484,1.423406005,2.818179131,12.7702961,25.28370667,105,070801030403,32
585,F070801030403_64,2298.464583,19965.68216,4.931523323,853.1535645,81,1302.218018,16.66854858,194.3020172,4.832892895,1.380826473,16.88773553,0.00190982,139.5018463,12.42866802,441,401,0.002196421,31.75088653,63503,30.16334251,0.000115132,2155.371582,2.127564907,5.374991417,28.28445053,71.45665741,104,070801030403,32
586,F070801030403_67,6787.639592,59901.03142,14.79555511,2559.631104,63,3038.710938,50.00897598,582.9448853,14.49964428,4.142755508,41.45275126,0.004687857,159.3332977,14.163908,1235,1124,0.006156552,137.1484062,274297,130.2909861,0.000497315,5598.341797,2.277251959,4.98073101,19.64549637,42.96799088,104,070801030403,32
587,F070801030403_69,3250.038852,28665.57307,7.080396652,1224.908569,43,992.5300293,23.93173981,278.9676208,6.938788891,1.982511044,18.82412338,0.002128804,151.397644,13.42131901,531,483,0.002645565,72.95692444,145914,69.30908203,0.00026455,2217.438477,2.53604269,4.590970039,17.67313194,31.99347687,104,070801030403,32
588,F070801030403_81,1284.257077,10953.4222,2.705495358,468.0506897,35,308.6970215,9.144574165,106.5965195,2.651385546,0.757538676,5.69362092,0.000643887,131.0001373,11.79863739,141,128,0.000701102,,,,,776.7476807,3.656646013,6.068341255,,,104,070801030403,32
589,F070801030403_84,3442.601163,29899.96639,7.385291576,1277.655396,26,625.9772949,24.962286,290.9804993,7.237585545,2.067881584,24.070158,0.002722074,130.9980469,11.79848957,597,543,0.002974206,4.254881859,8510,4.042137623,1.54287E-05,1903.63269,2.352956533,3.505769253,316.0840759,470.9470215,104,070801030403,32
590,F070801030404_46,2347.052013,20637.27637,5.097407341,881.8514404,25,415.4386902,17.2292366,200.8378448,4.99545908,1.427274108,12.60623932,0.001425629,131.0011292,11.79870701,313,285,0.001561047,6.939938068,13880,6.592941284,2.5165E-05,1297.290161,3.094215631,4.551895142,133.7569122,196.7695618,104,070801030404,24
591,F070801030405_107,2750.305566,24489.76961,6.048973083,1046.47229,87,1715.609741,20.44552994,238.3295441,5.927993774,1.693712473,10.8581419,0.001227938,131.0014648,11.79873085,269,245,0.001341953,33.32082367,66642,31.65478325,0.000120825,2762.082031,4.271315575,11.27380466,33.05889893,87.2563858,105,070801030405,32
592,F070801030405_108,3450.337121,31023.16638,7.662722111,1325.650879,87,2173.30127,25.90000153,301.9112549,7.509467602,2.145562172,29.81317429,0.003371547,131.0001831,11.79864025,740,674,0.00369174,14.48214667,28964,13.75803968,5.25139E-05,3498.952148,1.966841102,5.191323757,96.35463715,254.3205414,105,070801030405,32
593,F070801030405_109,4427.029892,38824.60253,9.589676857,1659.014038,83,2594.774658,32.41310883,377.8332825,9.397883415,2.685109615,33.43219832,0.003780819,130.9998169,11.7986145,830,756,0.004140884,76.39498046,152790,72.5752323,0.000277017,4253.788574,2.194463015,5.626704693,22.85923195,58.6121254,105,070801030405,32
594,F070801030405_122,6079.938245,53488.39368,13.21163368,2285.612549,88,3790.153564,44.65532303,520.5383911,12.94740105,3.699257374,39.53262457,0.004470712,130.9991913,11.79857063,980,893,0.004891282,72.40587743,144811,68.78558221,0.000262552,6075.766113,2.559476614,6.803769588,33.22807693,88.32906342,105,070801030405,32
595,F070801030405_14,1977.805559,17916.06072,4.42526722,765.571228,12,173.1164551,14.95740318,174.3555298,4.336761951,1.239074826,7.591457248,0.000858512,131.0059204,11.79904461,188,171,0.000936628,7.147559822,14295,6.790181696,2.59178E-05,938.6876831,4.477024555,5.489401817,112.7467957,138.2419128,104,070801030405,24
596,F070801030405_19,11329.55796,97825.80356,24.1629734,4180.194336,50,3938.564697,81.67085266,952.0211792,23.6797142,6.765632629,70.90467659,0.008018551,158.2000732,14.0536356,2096,1907,0.010445325,43.75258282,87504,41.5649539,0.000158652,8118.758789,2.192026377,4.257346153,100.5701675,195.3270264,105,070801030405,32
597,F070801030405_203,7102.069409,61790.37814,15.26222324,2640.364502,57,2836.026367,51.58631516,601.331604,14.9569788,4.273422718,45.14050177,0.005104902,131.0002441,11.79864502,1120,1019,0.005581429,27.10905394,54218,25.75360146,9.83004E-05,5476.390625,2.591132879,5.374279499,102.524086,212.6456299,105,070801030405,32
598,F070801030405_204,5530.767863,49262.2281,12.16777039,2105.02417,47,1864.345581,41.12706375,479.4101563,11.92441463,3.406975746,29.33976173,0.003318009,131.0012054,11.79871273,728,662,0.003626012,118.9410782,237882,112.9940262,0.000431293,3969.369629,3.179794788,5.996026516,18.6295166,35.12902069,105,070801030405,32
599,F070801030405_206,3716.54903,31653.57177,7.818432331,1352.588745,43,1095.987793,26.42630196,308.0462341,7.662063599,2.189161062,24.32311249,0.002750681,131.0005035,11.79866314,603,549,0.00300707,90.20845795,180417,85.69803619,0.000327106,2448.57666,2.463731766,4.460066795,15.78319454,28.57214355,105,070801030405,32
600,F070801030405_209,3151.743788,26978.05734,6.663579941,1152.799316,52,1129.610107,22.52289963,262.5450439,6.530308247,1.865802407,19.54921722,0.002210805,130.999939,11.79862309,485,442,0.002420993,11.57194138,23143,10.99334431,4.19611E-05,2282.409424,2.60814333,5.163822174,104.8633881,207.6173859,105,070801030405,32
601,F070801030405_217,3558.494226,31485.92595,7.777023792,1345.425171,64,1622.598267,26.28634071,306.4147339,7.621483326,2.177566767,22.49375299,0.0025438,142.3312683,12.65250778,598,544,0.002979684,11.96114644,23922,11.36308919,4.33724E-05,2968.023438,2.473207951,5.455925465,118.4031143,261.1986389,104,070801030405,32
602,F070801030405_218,5436.919278,47637.17296,11.76638126,2035.583984,73,2800.16333,39.77037048,463.5954285,11.53105354,3.294586658,37.74969643,0.004269082,131.0005493,11.798666,936,853,0.004672188,19.48607314,38973,18.51176992,7.06586E-05,4835.74707,2.386382103,5.66910553,109.9616089,261.2255249,104,070801030405,32
603,F070801030405_220,6130.927721,52903.6912,13.0672121,2260.627686,77,3280.131592,44.16717529,514.8481445,12.80586815,3.658819437,39.93716311,0.00451646,148.000946,13.12377453,1103,1004,0.005499269,80.58556619,161172,76.55628485,0.000292212,5540.759277,2.251621246,5.518684387,29.52896309,72.37497711,104,070801030405,32
604,F070801030405_221,2417.936212,20786.06767,5.134158611,888.2094116,81,1355.725952,17.3534565,202.2858429,5.031475544,1.437564373,24.04331911,0.002719039,148.0009918,13.12377834,664,604,0.003308325,69.02617359,138053,65.57486629,0.000250296,2243.935303,1.470545411,3.715124607,13.54496765,34.21944046,104,070801030405,32
605,F070801030405_222,13469.43977,118085.2039,29.16704559,5045.898926,54,5134.566406,98.58461761,1149.181641,28.58370399,8.166772842,89.12513698,0.010079087,130.9999695,11.79862499,2211,2012,0.011020447,55.86160374,111722,53.06852457,0.00020256,10180.46484,2.507902145,5.059873104,95.08270264,191.8362122,104,070801030405,32
606,F070801030405_226,3617.438786,31762.22624,7.84526968,1357.231689,76,1943.744019,26.51701164,309.1036377,7.688364506,2.196675539,18.5618248,0.002099141,130.9976349,11.79846096,461,419,0.002295014,50.24191952,100483,47.72982502,0.000182183,3300.975586,3.239216328,7.878223419,28.43571472,69.1595993,104,070801030405,32
607,F070801030405_228,3221.67651,28407.40276,7.016628265,1213.876709,57,1303.829956,23.71620369,276.4551392,6.876295567,1.964655876,23.91651365,0.002704699,131.0037994,11.79889584,593,540,0.002957774,15.46841946,30936,14.69499856,5.60902E-05,2517.706543,2.247919798,4.662419319,82.60475159,171.3308411,104,070801030405,32
608,F070801030405_230,5788.630286,49365.45414,12.19326687,2109.435059,73,2901.753662,41.21324158,480.4147034,11.94940186,3.414114714,35.56762156,0.004022313,131.0012512,11.79871559,882,801,0.004387365,15.49305318,30987,14.71840065,5.61795E-05,5011.188477,2.633502007,6.256165504,143.3195801,340.4709778,104,070801030405,32
609,F070801030405_233,9014.18628,78488.19358,19.38658333,3353.878906,90,5688.023438,65.52664948,763.8313599,18.99885178,5.42824316,52.80276984,0.005971421,131.0008698,11.79868889,1309,1190,0.006518058,54.85471201,109708,52.11197811,0.000198909,9041.902344,2.818385601,7.598237038,64.35907745,173.5090942,104,070801030405,32
610,F070801030405_270,2728.676125,23112.96582,5.708902359,987.6401367,80,1488.881714,19.29608917,224.9307556,5.594724178,1.598492622,17.23000717,0.001948527,130.9973145,11.79843807,427,389,0.002130693,8.887336731,17775,8.442970276,3.22265E-05,2476.521973,2.538920641,6.366380215,116.9778061,293.3235474,105,070801030405,32
611,F070801030405_271,3448.75377,30747.35521,7.594596863,1313.865234,53,1312.194336,25.66973686,299.2271118,7.442705154,2.126487017,22.15143394,0.002505087,130.9990387,11.79856014,550,500,0.00273868,12.12834644,24257,11.52192879,4.39787E-05,2626.05957,2.62773037,5.252119064,114.0317078,227.918396,105,070801030405,32
612,F070801030405_274,2808.588958,24367.71113,6.018824577,1041.256592,39,765.2333374,20.34362793,237.1416931,5.89844799,1.685270905,16.6002822,0.001877312,148.0014191,13.12381458,459,418,0.002289536,8.947218925,17895,8.499858074,3.24436E-05,1806.48999,2.491044521,4.321746349,122.5028229,212.5317841,105,070801030405,32
613,F070801030405_276,5946.858441,51746.43803,12.78137016,2211.177002,71,2958.375977,43.20103073,503.5859985,12.52574253,3.578783751,36.061547,0.00407817,130.9988556,11.79854679,894,813,0.004453093,87.16695572,174332,82.80860686,0.000316077,5169.552734,2.719774961,6.358613491,26.70226097,62.42772293,105,070801030405,32
614,F070801030405_277,1285.621869,11229.1972,2.773611784,479.8348389,90,813.7776489,9.374807358,109.280304,2.718139648,0.776611328,6.10055685,0.000689907,131.0026245,11.79881287,151,137,0.000750398,10.88021755,21760,10.33620644,3.94529E-05,1293.612549,3.502444029,9.442427635,46.42272186,125.153511,105,070801030405,32
615,F070801030405_278,2961.067984,26154.46764,6.46015358,1117.606567,69,1453.146973,21.83531952,254.5300446,6.330950737,1.808843017,20.94160748,0.002368269,130.9957581,11.7983284,520,473,0.002590791,65.50651264,131013,62.23118782,0.000237534,2570.753418,2.362804651,5.434996605,17.95894623,41.30972672,105,070801030405,32
616,F070801030405_279,2825.267684,24519.99896,6.056439877,1047.764038,57,1125.407715,20.47076607,238.6237335,5.935311317,1.695803165,17.85131836,0.002018791,130.996994,11.79841518,443,403,0.002207376,55.31998062,110640,52.55398178,0.000200596,2173.171875,2.599910736,5.392486095,19.93691063,41.35123062,105,070801030405,32
617,F070801030405_306,4721.411283,41922.87826,10.3549509,1791.406494,48,1620.342773,34.99973297,407.9850769,10.14785194,2.899386168,30.49817026,0.003449013,130.9981384,11.79849625,757,689,0.003773901,95.88551736,191771,91.09123921,0.000347691,3411.749268,2.600009441,4.951740742,19.66606712,37.45419693,105,070801030405,32
618,F070801030405_325,5696.422403,48673.611,12.02238178,2079.87207,75,2939.472412,40.63565063,473.6818542,11.78193378,3.366266966,30.0561823,0.003399029,151.3986053,13.42140484,848,772,0.004228522,70.0349199,140070,66.53317419,0.000253954,5019.344727,2.694134712,6.501741886,31.26067734,75.44123077,105,070801030405,32
619,F070801030405_343,5661.385969,50178.47997,12.39408493,2144.176758,76,3070.758789,41.89200592,488.3269348,12.14620304,3.470343828,44.0379954,0.00498022,131.0004883,11.79866219,1092,993,0.005439018,26.06370439,52127,24.76051959,9.45098E-05,5214.935547,2.159291744,5.25169754,86.59659576,210.6149445,105,070801030405,32
620,F070801030405_399,7716.088118,66659.16522,16.46481323,2848.412598,41,2200.687012,55.65106964,648.713623,16.13551712,4.610147476,46.31711376,0.005237964,131.0005188,11.79866409,1150,1047,0.005734795,30.70587146,61412,29.1705777,0.000111343,5049.099609,2.720546961,4.822444916,97.64676666,173.0887756,105,070801030405,32
621,F070801030405_401,3696.752102,32767.74012,8.093631744,1400.198242,46,1213.721069,27.35647583,318.8890991,7.931758881,2.266216993,21.50378227,0.002431845,139.5014801,12.42863941,562,511,0.002798931,83.81529236,167631,79.62452698,0.000303923,2613.919434,2.740113974,5.115302086,17.58501244,32.82806778,105,070801030405,32
622,F070801030405_424,27918.26667,244432.7308,60.37488556,10444.85547,44,8660.173828,204.0671082,2378.770508,59.16738892,16.90496826,183.4985742,0.020751701,139.4997864,12.42850685,4797,4364,0.023903197,614.0702744,1228142,583.3667418,0.002226686,19105.0293,2.393413305,4.377871037,17.90444183,32.74960327,105,070801030405,32
623,F070801030405_433,2194.292368,19276.0265,4.761178493,823.6838989,30,465.6433105,16.09278297,187.5904388,4.665955067,1.333130002,13.46257591,0.001522471,124.249649,11.34080505,321,292,0.001599389,,,,,1289.327148,2.820835352,4.415503979,,,105,070801030405,32
624,F070801030405_437,9527.85958,84058.94101,20.76255798,3591.922607,88,5956.36377,70.17744446,818.0447998,20.34730721,5.81351614,69.15291355,0.007820445,131.0003357,11.7986517,1715,1560,0.008544681,69.05037368,138101,65.59785452,0.000250384,9548.286133,2.302514553,6.120696068,54.75671005,145.5579071,104,070801030405,32
625,F070801030405_439,2591.776192,23172.64798,5.723644257,990.1904297,72,1343.453735,19.34591675,225.5115814,5.609171391,1.602620363,15.39410877,0.001740907,130.9958038,11.79833126,382,348,0.001906121,37.15943909,74319,35.3014679,0.000134744,2333.644043,2.845374823,6.705873489,28.04955482,66.10614777,105,070801030405,32
626,F070801030405_441,1164.774359,10124.5031,2.500752211,432.630127,45,366.860321,8.452542305,98.5296402,2.450737238,0.700210631,7.751737118,0.000876637,131.0010834,11.79870415,192,175,0.000958538,20.62537575,41251,19.59410667,7.47899E-05,799.4904785,2.47217226,4.568517208,22.0796051,40.80260086,105,070801030405,32
627,F070801030405_442,9102.037444,80337.83678,19.84344482,3432.916016,50,3234.481445,67.07084656,781.8317261,19.44657516,5.556164742,55.38978372,0.006263984,130.9997253,11.79860783,1374,1250,0.006846699,193.86044,387720,184.1674186,0.000702959,6667.397461,2.746332884,5.333918095,18.64019203,36.20291519,105,070801030405,32
628,F070801030405_456,2732.997682,24001.77056,5.928437233,1025.619629,63,1217.58252,20.03811836,233.5804291,5.809868336,1.659962416,25.69612843,0.002905954,139.500946,12.42859745,673,613,0.003357621,101.2338886,202469,96.172194,0.000367085,2243.202148,1.673115253,3.659383535,10.66440964,23.32485199,105,070801030402,32
629,F070801030405_459,2691.03196,23308.00471,5.757077217,995.9743652,49,919.635437,19.45892143,226.8288422,5.641935825,1.61198163,17.39129204,0.001966767,130.9963379,11.79836941,432,393,0.002152602,10.47286651,20947,9.94922334,3.79758E-05,1915.609863,2.534286022,4.874325275,100.1057434,192.5386353,105,070801030405,32
630,F070801030405_462,1150.324166,10257.0632,2.533494711,438.2945862,65,536.8475342,8.563212395,99.81969452,2.482824802,0.709378541,8.579909205,0.000970295,139.5059052,12.42898369,224,204,0.001117381,37.21402454,74429,35.35332298,0.000134942,975.1420898,2.148502827,4.780108452,12.39754963,27.58275604,105,070801030402,32
631,F070801030405_464,3136.513585,27103.52402,6.694570541,1158.160645,47,1025.742065,22.62764931,263.7660828,6.560678959,1.874479771,19.16166764,0.002166977,130.9970856,11.79842186,475,432,0.002366219,45.3956196,90791,43.12583767,0.000164609,2183.902832,2.680927515,5.055330753,26.8553772,50.64023972,105,070801030405,32
632,F070801030405_467,1482.501767,12766.32654,3.153282642,545.5178833,60,616.7821045,10.65809536,124.2393341,3.090216875,0.882919133,9.531439781,0.001077903,131.0051575,11.7989912,237,216,0.00118311,23.90264702,47805,22.70751476,8.66736E-05,1162.300049,2.525545835,5.381018639,24.0236721,51.18569946,105,070801030405,32
633,F070801030405_470,2188.382153,19222.02025,4.747838974,821.3761597,58,897.7213745,16.04769516,187.0648499,4.652882099,1.329394937,12.43233967,0.001405963,151.4046783,13.42194748,351,319,0.001747278,35.3255806,70651,33.55930328,0.000128094,1719.097534,2.574846983,5.389020443,24.47536469,51.22566223,105,070801030405,32
634,F070801030405_474,5889.869835,52546.48642,12.97898197,2245.36377,62,2623.311768,43.86895752,511.3718872,12.71940231,3.634114981,44.80656505,0.005067137,131.0005493,11.798666,1112,1012,0.005543088,120.391047,240782,114.3714929,0.000436551,4868.675781,2.218738794,4.810944557,19.63219833,42.5689621,105,070801030405,32
635,F070801030405_478,4422.151653,38651.82508,9.547000885,1651.631104,58,1805.146729,32.26886368,376.151825,9.356060982,2.673160315,25.41875768,0.002874586,130.9976044,11.79845905,631,574,0.003144004,11.96020138,23920,11.3621915,4.3369E-05,3456.777832,2.87740612,6.022261143,145.3620148,304.2351379,105,070801030405,32
636,F070801030405_48,2497.204587,21519.91757,5.315419674,919.567627,47,814.4285889,17.96611786,209.427536,5.209111214,1.48831749,14.89106761,0.001684018,148.0036469,13.12400627,411,374,0.002048532,10.44431999,20889,9.922103852,3.78722E-05,1733.996216,2.458736897,4.636353493,92.67869568,174.7609406,105,070801030405,32
637,F070801030405_488,2404.62995,21199.58162,5.236296654,905.8793335,45,768.1647339,17.69868279,206.3100891,5.131570816,1.466163039,23.39341676,0.002645542,130.9980927,11.79849339,581,528,0.002892046,81.25780251,162515,77.19491228,0.00029465,1674.044067,1.715680599,3.170537949,11.73496151,21.68593788,105,070801030405,32
638,F070801030405_489,2032.067385,17530.75949,4.330097675,749.1068726,53,748.1542969,14.63572979,170.6058502,4.243495941,1.212427378,6.6553545,0.000752648,131.0032196,11.79885483,165,151,0.000827081,15.16203213,30324,14.40393019,5.49792E-05,1497.26123,4.960972786,9.915637016,52.00711441,103.9481049,105,070801030405,32
639,F070801030405_49,2110.883809,18249.25152,4.507565022,779.8087769,86,1263.740967,15.23556995,177.5980682,4.417413712,1.26211822,15.57672405,0.001761559,131.004425,11.7989397,387,352,0.001928031,35.16045713,70321,33.4024334,0.000127496,2043.549805,2.215365887,5.805539131,23.34586716,61.17966843,105,070801030405,32
640,F070801030405_50,6144.106402,53033.26779,13.09921741,2266.164551,42,1793.5448,44.27535629,516.1091919,12.83723259,3.667780876,36.44939241,0.004122031,130.9983978,11.79851437,902,822,0.00450239,21.69351315,43387,20.60883748,7.86631E-05,4059.709473,2.756891251,4.938819408,109.9608154,196.9887695,105,070801030405,32
641,F070801030405_51,14332.02677,126894.8928,31.34303856,5422.345703,62,6335.055176,105.9394684,1234.915771,30.71617699,8.776050568,92.87096585,0.0105027,130.9999237,11.79862213,2302,2095,0.011475068,311.1062118,622213,295.550915,0.001128105,11757.40039,2.588231802,5.612124443,18.34657097,39.78130341,105,070801030405,32
642,F070801030405_520,1928.640895,16846.62067,4.16111517,719.8729248,59,800.348999,14.06456947,163.947937,4.07789278,1.165112257,11.45938449,0.001295932,131.0079498,11.79918861,284,259,0.001418636,26.90749625,53815,25.56212067,9.75695E-05,1520.221924,2.779432058,5.869582653,28.16170502,59.47166824,104,070801030405,32
643,F070801030405_525,4327.09562,37873.2752,9.354699135,1618.362915,72,2195.734863,31.61888313,368.5751343,9.1676054,2.619315863,25.60136889,0.002895237,131.000824,11.79868603,635,578,0.003165914,13.67582946,27351,12.99203761,4.95901E-05,3814.097656,2.799935818,6.598784924,124.5657501,293.5719299,105,070801030405,32
644,F070801030405_531,1956.361001,16843.79692,4.160418034,719.7523193,43,583.2073975,14.06221294,163.9204712,4.077209473,1.164916992,12.4041736,0.001402778,130.9971313,11.79842567,308,280,0.001533661,39.71604705,79432,37.73024464,0.000144015,1302.959717,2.570544004,4.653427601,19.07626915,34.53356171,105,070801030405,32
645,F070801030405_534,6218.317117,54555.90729,13.47530937,2331.228516,46,2020.757446,45.54654694,530.9271851,13.20580292,3.773086548,30.54210764,0.003453981,131.0001526,11.79863834,757,688,0.003768423,127.0735866,254148,120.7199094,0.000460783,4351.98584,3.388413429,6.325561047,19.31105232,36.0502739,105,070801030405,32
