OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID
294,568.6269991,4004.058148,129_11_2,1.991591334,0.989002347,644.8295288,86,277.2767029,100,1848.511353,6.731578827,10.29931545,1.068122506,3.190330267,199.9999961,0.022617833,132.889417,11.94100571,5001,2500,0.013693399,119.5992265,239198,107.6393031,0.000410855,922.1062012,0.257931799,0.368842483,5.990651131,8.566631317,108c,070801030407,F070801030407_530
295,567.8829566,4002.587051,209_12_2,2.087323427,0.988638997,644.5926514,85,273.9517212,100,1826.344849,7.05515337,10.79438496,1.067730069,3.189157963,,,,,,,,4.471505642,8943,4.024354935,1.53608E-05,918.5443726,,,160.1729126,228.2463684,108c,070802060601,F070802060601_114
296,566.0742678,4001.908908,487_26_1,2.003791809,0.988471508,644.4833984,78,251.348526,100,1675.65686,6.772816181,10.36240864,1.067549229,3.188617706,,,,,,,,41.63504437,83270,37.47154042,0.000143027,895.8319092,,,17.19927597,23.90699387,108c,070802060502,F070802060502_393
297,568.3669224,3994.428773,139_4_1,1.991015673,0.986623883,643.2787476,84,270.1769714,100,1801.17981,6.729632854,10.29633808,1.065553784,3.182657719,,,,,,,,80.68987016,161381,72.62088243,0.000277191,913.4556885,,,8.85804081,12.57841587,108c,070801030407,F070801030407_238
298,558.3105934,3994.303118,44_4_1,2.128606558,0.986592889,643.2585449,83,266.952301,100,1779.682007,7.194690228,11.0078764,1.065520287,3.182557821,,,,,,,,23.15715408,46314,20.84143829,7.95509E-05,910.2108154,,,30.86440277,43.67313004,104,070801030401,F070801030401_468
299,566.3086713,3991.25823,446_1_2,1.996103287,0.985840797,642.7681885,84,269.962616,100,1799.750732,6.746829033,10.32264805,1.064708114,3.180131674,,,,,,,,195.0083312,390017,175.5074984,0.000669905,912.730835,,,3.662340403,5.200523376,108c,070802060603,F070802060603_425
300,560.2465157,3988.344986,594_39_1,2.038452148,0.985121191,642.2990112,7,22.48044777,100,149.8696594,6.889968395,10.54165173,1.063930869,3.177810192,,,,,,,,12.20794836,24417,10.9871535,4.19375E-05,664.77948,,,58.45909119,60.50516129,108c,070802060802,F070802060802_276
301,564.4142477,3988.035252,130_13_2,2.055637121,0.985044718,642.2491455,86,276.1671448,100,1841.114258,6.94805336,10.63052177,1.063848257,3.177563667,,,,,,,,10.38521671,20770,9.346694946,3.56759E-05,918.4162598,,,68.71403503,98.26107025,108c,070801030407,F070801030407_187
302,566.1086535,3986.77147,440_1_1,2.035173893,0.984732568,642.0456543,63,202.2443695,100,1348.295776,6.878887653,10.52469826,1.063511133,3.176556587,,,,,,,,11.33667965,22673,10.20301207,3.89445E-05,844.2900391,,,62.92707062,82.74909973,108c,070801030303,F070801030303_54
303,565.3108431,3986.134035,187_2_1,1.9737252,0.984575093,641.9429321,69,221.4701233,100,1476.467529,6.671191216,10.20692253,1.063341141,3.176048756,132.2209436,0.014952756,140.9156494,12.60337448,3290,1644,0.009004779,64.16229521,128325,57.74606524,0.000220414,863.4130859,0.390476227,0.525190413,11.11665249,14.95189476,108c,070801030607,F070801030607_27
304,564.410476,3984.596129,140_1_2,1.953068137,0.984195232,641.6953125,78,250.2611694,100,1668.407837,6.601370335,10.1000967,1.062930822,3.174823284,,,,,,,,15.83564639,31671,14.25208139,5.43996E-05,891.9564819,,,45.02467346,62.58429718,108c,070801030407,F070801030407_244
305,557.8057067,3983.901089,533_16_2,2.152918577,0.984023571,641.583374,84,269.4648743,100,1796.432495,7.276865005,11.1336031,1.062745452,3.174269676,,,,,,,,2.772134066,5545,2.494920582,9.52301E-06,911.0482178,,,257.1558228,365.1612244,108c,070802060501,F070802060501_225
306,555.0234252,3982.622543,137_20_1,1.995034575,0.983707786,641.3775024,79,253.344101,100,1688.960693,6.743216991,10.31712246,1.062404394,3.173250914,,,,,,,,4.669713974,9339,4.202742577,1.60417E-05,894.7216187,,,152.6092834,212.8899384,108c,070802060602,F070802060602_267
307,560.8067696,3980.119044,549_17_1,1.938031912,0.983089387,640.9743042,68,217.9312592,100,1452.875,6.550548077,10.02233887,1.061736584,3.171256065,,,,,,,,1.280226707,2560,1.152204037,4.39791E-06,858.9055786,,,556.3027954,745.4457397,108c,070801010301,F070801010301_372
308,564.0139337,3979.04281,430_20_1,1.980104923,0.982823551,640.8009644,69,221.0762177,100,1473.841431,6.692754745,10.23991489,1.061449409,3.170398474,,,,,,,,95.45858479,190918,85.91272497,0.000327925,861.8771973,,,7.458743095,10.03200817,108c,070801030302,F070801030302_156
309,560.3209037,3977.47359,27_7_2,2.07796979,0.982436001,640.5482788,61,195.3670502,100,1302.447021,7.023538113,10.74601364,1.061030865,3.169148445,,,,,,,,9.642122269,19284,8.677909851,3.31232E-05,835.9153442,,,73.81365967,96.32680511,104,070801030202,F070801030202_256
310,562.1162479,3976.650296,499_10_1,2.03950882,0.98223263,640.4156494,78,249.7619934,100,1665.079956,6.893539906,10.54711628,1.060811281,3.168492317,149.2544218,0.016879058,131.000296,11.79864845,3702,1851,0.010138593,76.17822927,152356,68.56040631,0.000261692,890.1776123,0.345983595,0.480917126,9.340896606,12.9838438,108c,070802060704,F070802060704_476
311,504.1593248,3970.445607,399_1_2,2.166469812,0.980700076,639.4164429,92,294.1315613,100,1960.877075,7.322668076,11.20368195,1.05915606,3.163548708,,,,,,,,69.6719265,139344,62.70473289,0.000239341,933.5479736,,,10.1972599,14.88799858,108c,070802060601,F070802060601_133
312,563.7556989,3970.15053,139_3_2,1.967580557,0.980627179,639.3688965,78,249.3538818,100,1662.359253,6.650422096,10.1751461,1.059077382,3.163313389,,,,,,,,0.297716513,596,0.267944857,1.02273E-06,888.7227783,,,2386.195801,3316.812256,108c,070801030407,F070801030407_508
313,559.0517851,3969.254636,87_5_2,2.06376195,0.980405867,639.2246094,78,249.2976074,100,1661.984009,6.975515366,10.67253876,1.058838367,3.162599564,,,,,,,,0.600723594,1202,0.540651232,2.06364E-06,888.5222168,,,1182.323364,1643.429565,108c,070802060301,F070802060301_400
314,562.6132895,3967.94773,389_16_1,2.013565779,0.980083108,639.0141602,92,293.9465332,100,1959.643555,6.805852413,10.41295433,1.058489799,3.16155839,,,,,,,,110.3636694,220728,99.32730341,0.000379128,932.9606934,,,6.433419228,9.392791748,108c,070802060601,F070802060601_311
315,562.5715052,3965.494254,393_13_2,1.93564415,0.979477108,638.6190796,51,162.8478546,100,1085.652344,6.542477131,10.00998974,1.057835221,3.159603596,200.0000038,0.022617834,134.3999847,12.06363983,5115,2558,0.014011086,188.1371084,376274,169.3233959,0.0006463,801.4669189,0.249655619,0.313317806,3.771593809,4.733350277,108c,070801030408,F070801030408_176
316,564.9325162,3964.653284,489_28_2,2.003373861,0.979269385,638.4836426,78,249.0086212,100,1660.057495,6.77140379,10.36024761,1.057610989,3.158933401,199.9999976,0.022617833,139.2726776,11.43400586,5158,2581,0.014137065,85.70506886,171410,77.13456196,0.000294419,887.4922485,0.247378394,0.343855977,8.277529716,11.50576591,108c,070802060502,F070802060502_261
317,562.1363965,3963.300708,566_1_2,1.94608736,0.978935301,638.2658081,75,239.3496857,100,1595.664551,6.577775478,10.06399632,1.057250142,3.157855749,25.29996109,0.002861152,134.7765961,12.08321476,644,322,0.00176371,26.16065741,52321,23.54459143,8.98687E-05,877.6154785,1.98219192,2.725513935,27.10880852,37.27461243,108c,070802060503,F070802060503_256
318,547.9413095,3961.186056,845_34_1,1.950186133,0.978412926,637.9252319,19,60.60289764,100,404.0193176,6.591629028,10.08519268,1.056685925,3.156170845,,,,,,,,47.5275383,95055,42.77478504,0.00016327,698.5281372,,,14.91358089,16.33037186,108c,070802060302,F070802060302_80
319,561.9752592,3958.749772,440_2_1,2.110794783,0.977811217,637.5328979,70,223.1364746,100,1487.576538,7.134486198,10.91576385,1.056036115,3.154229641,,,,,,,,0.25580134,512,0.2302212,8.78745E-07,860.6693726,,,2769.218994,3738.445313,108c,070801030303,F070801030303_54
320,559.2923263,3955.146509,110_12_1,2.106306553,0.976921201,636.9526367,78,248.4115295,100,1656.076904,7.119316101,10.89255333,1.05507493,3.151358604,,,,,,,,3.912574291,7825,3.521316767,1.34407E-05,885.3641357,,,180.8847809,251.4298401,108c,070802060301,F070802060301_94
321,561.6270436,3953.046939,389_9_2,2.034120798,0.976402581,636.614502,86,273.7442322,100,1824.961548,6.875328064,10.51925182,1.054514766,3.14968586,,,,,,,,29.89795161,59796,26.90815605,0.000102707,910.3587646,,,23.6587925,33.83207703,108c,070802060601,F070802060601_258
322,559.4764601,3948.567623,406_33_2,1.869833946,0.975296199,635.8931274,74,235.2803497,100,1568.535645,6.320038795,9.669659615,1.053319931,3.146116734,,,,,,,,8.219256401,16439,7.397330761,2.82353E-05,871.1734619,,,85.96250916,117.7686234,108c,070801030603,F070801030603_260
323,560.6757008,3947.64601,446_3_1,1.987032175,0.975068569,635.7446899,86,273.3702393,100,1822.468262,6.71616888,10.27573872,1.053074002,3.145382404,,,,,,,,35.52824736,71056,31.97542262,0.000122049,909.1149292,,,19.88229179,28.43167877,108c,070802060603,F070802060603_580
324,558.5993129,3946.61389,55_11_2,1.955432534,0.97481364,635.5784912,83,263.7644043,100,1758.429321,6.609362125,10.11232376,1.052798748,3.144560099,,,,,,,,0.066319968,133,0.059687971,2.27826E-07,899.3428955,,,10648.35156,15067.40625,104,070801030405,F070801030405_155
325,549.8686723,3946.410826,583_1_2,2.095125675,0.974763453,635.5457764,83,263.7514954,100,1758.343262,7.081524849,10.83473301,1.052744508,3.144398212,,,,,,,,9.980858803,19962,8.982772827,3.42869E-05,899.2972412,,,70.75162506,100.1135483,108c,070801010301,F070801010301_220
326,559.4147308,3944.453214,723_36_2,2.03169775,0.97427994,635.2305298,78,247.7397308,100,1651.598145,6.867138386,10.5067215,1.052222371,3.142838478,,,,,,,,17.6035375,35207,15.8431839,6.04728E-05,882.9702759,,,40.09487915,55.73186874,108c,070801010405,F070801010405_242
327,558.9061612,3942.683058,135_10_1,1.932972193,0.97384274,634.9454956,78,247.6286926,100,1650.85791,6.533445835,9.996171951,1.051750183,3.141428232,24.23207283,0.002740385,159.3326416,14.16384315,722,361,0.001977327,41.46547849,82931,37.31893112,0.000142445,882.5742188,1.758851767,2.444803953,17.01403236,23.64950371,104,070801030603,F070801030603_811
328,559.3833151,3940.85759,389_18_2,2.004807949,0.973391831,634.6514893,86,272.900116,100,1819.334106,6.776250839,10.36766338,1.051263213,3.13997364,,,,,,,,102.8884826,205777,92.59963429,0.000353449,907.5516357,,,6.853714943,9.800812721,108c,070802060601,F070802060601_66
329,554.74453,3939.876325,92_7_2,2.009432793,0.973149478,634.4934692,78,247.4522552,100,1649.681641,6.791882992,10.39158058,1.05100143,3.139191866,,,,,,,,336.4271577,672855,302.7844431,0.001155715,881.9457397,,,2.095528603,2.9127841,108c,070801030406,F070801030406_677
330,557.3982026,3934.609607,686_18_2,1.857657433,0.971848547,633.6452637,59,186.925354,100,1246.169067,6.278882027,9.606689453,1.049596429,3.134995222,,,,,,,,1.43735981,2875,1.293623805,4.93771E-06,820.5706177,,,489.8218994,634.3193359,108c,070801030408,F070801030408_110
331,557.3913728,3931.046125,516_28_2,1.947604418,0.970968366,633.0713501,78,246.8978424,100,1645.985596,6.582902908,10.07184124,1.048645854,3.132156134,,,,,,,,25.01436901,50029,22.5129317,8.59309E-05,879.9691772,,,28.12034225,39.08727646,108c,070802060603,F070802060603_351
332,557.9603726,3931.007209,92_6_2,2.000636816,0.970958769,633.0651245,78,246.895401,100,1645.96936,6.762152672,10.34609318,1.048635483,3.132125139,,,,,,,,70.69419718,141388,63.62477565,0.000242853,879.9605103,,,9.949977875,13.83046913,108c,070801030406,F070801030406_677
333,557.8008222,3930.818357,161_18_1,1.993887424,0.970912158,633.034729,86,272.2046509,100,1814.697632,6.739339352,10.31118965,1.048585176,3.131974697,,,,,,,,4.559017127,9118,4.103115605,1.56614E-05,905.2393799,,,154.2814789,220.6224365,108c,070802060602,F070802060602_191
334,556.7987511,3930.325365,166_54_1,1.880795002,0.970790386,632.9553223,78,246.8525848,100,1645.683838,6.357087135,9.726343155,1.048453569,3.131581783,110.9015274,0.012541761,148.8500061,13.24107265,3079,1540,0.008435134,70.55293727,141106,63.49764347,0.000242368,879.8079224,0.411009938,0.571303844,9.968170166,13.85575676,108c,070802060406,F070802060406_146
335,556.5846599,3929.734803,484_2_2,1.926825166,0.970644474,632.8601685,86,272.1299133,100,1814.199463,6.512669086,9.964384079,1.048295975,3.131111145,,,,,,,,0.132575329,265,0.119317797,4.55431E-07,904.9901123,,,5303.987793,7584.703613,108c,070801030301,F070801030301_493
336,559.6259609,3928.305467,164_18_1,2.179274559,0.970291436,632.6300049,23,72.75244904,100,485.0163269,7.3659482,11.26990032,1.047914743,3.129972458,,,,,,,,3.312413454,6625,2.981172085,1.1379E-05,705.3824463,,,212.2084808,236.6124573,108c,070801030407,F070801030407_135
337,560.8425187,3928.098701,415_1_1,1.955885053,0.970240355,632.5967407,86,272.016571,100,1813.443848,6.610891342,10.11466408,1.04785955,3.129807711,,,,,,,,43.56820416,87137,39.21138465,0.000149668,904.6132813,,,16.13298607,23.07016945,108c,070802060601,F070802060601_160
338,556.2702779,3925.432684,528_2_2,1.940715432,0.969581902,632.1674194,75,237.0627747,100,1580.418457,6.559617996,10.03621578,1.047148466,3.12768364,,,,,,,,7.430823565,14862,6.68774128,2.55268E-05,869.2302246,,,94.52629852,129.9736633,108c,070802060502,F070802060502_71
339,555.1654196,3923.194578,137_41_2,2.008560419,0.969029069,631.8069458,78,246.4047089,100,1642.697998,6.788934231,10.3870697,1.046551347,3.125900269,,,,,,,,41.96283221,83925,37.76654863,0.000144153,878.2116699,,,16.72927475,23.25369072,108c,070802060602,F070802060602_402
340,537.5734847,3921.040336,84_33_1,2.025789499,0.968496978,631.460022,78,246.2694092,100,1641.796021,6.847168446,10.47616768,1.045976758,3.124183893,,,,,,,,1.95465818,3910,1.759192377,6.71476E-06,877.7294312,,,358.948822,498.9388428,104,070801030406,F070801030406_420
341,552.613885,3920.578651,589_14_1,2.006052971,0.968382955,631.3856812,70,220.9849701,100,1473.233154,6.780458927,10.37410259,1.045853615,3.123816013,,,,,,,,16.92849541,33857,15.23564625,5.81538E-05,852.3706665,,,41.44134521,55.94581604,108c,070802060802,F070802060802_149
342,556.6654731,3920.43531,165_3_1,1.893551707,0.968347549,631.3626099,78,246.2314148,100,1641.542725,6.400204659,9.792313576,1.045815349,3.123701811,99.44706345,0.011246385,137.8003845,12.36240745,2546,1272,0.006967201,25.70603938,51413,23.13543577,8.8307E-05,877.5939941,0.496354252,0.689932406,27.28985214,37.93289185,108c,070802060406,F070802060406_104
343,555.7458007,3919.034686,105_2_2,1.950039506,0.968001544,631.1370239,81,255.6100922,100,1704.067261,6.591133595,10.08443451,1.045441628,3.122585535,,,,,,,,5.138281137,10277,4.624453217,1.76513E-05,886.7471313,,,136.4781952,191.7517853,108c,070802060602,F070802060602_531
344,554.7583903,3913.481466,137_24_2,1.938460231,0.966629922,630.2427368,75,236.3408203,100,1575.605469,6.551995754,10.0245533,1.043960333,3.118160963,,,,,,,,63.96525216,127931,57.56872535,0.000219737,866.5835571,,,10.94765854,15.0530262,108c,070802060602,F070802060602_113
345,554.4252957,3912.285239,109_4_1,1.965803266,0.966334462,630.0500488,78,245.7191467,100,1638.127686,6.644414902,10.16595459,1.04364121,3.117208004,,,,,,,,0.725353315,1451,0.652817994,2.49178E-06,875.769165,,,965.1235962,1341.521118,108c,070801030406,F070801030406_772
346,553.9388641,3910.492385,50_4_2,1.908263326,0.9658916,629.7613525,78,245.6069031,100,1637.379395,6.449930191,9.868392944,1.043162942,3.1157794,,,,,,,,28.43125868,56863,25.5881319,9.76688E-05,875.3682861,,,24.61146355,34.20993423,104,070801030601,F070801030601_117
347,542.6766644,3910.092329,589_12_2,2.025601864,0.965792835,629.6968994,69,217.2450714,100,1448.300537,6.846534252,10.47519779,1.04305625,3.115460873,,,,,,,,22.65825534,45316,20.39242935,7.7837E-05,846.9419556,,,30.87895393,41.53217697,108c,070802060802,F070802060802_149
348,555.262468,3908.593066,543_6_2,1.931529045,0.965422511,629.4555054,70,220.3090973,100,1468.727295,6.528568268,9.98870945,1.042656302,3.114266157,,,,,,,,12.1267271,24253,10.91405487,4.16585E-05,849.7645874,,,57.67384338,77.85965729,108c,070801010301,F070801010301_195
349,549.8037196,3906.427842,563_3_2,1.966049671,0.964887679,629.1067505,79,248.4971771,100,1656.647827,6.645247936,10.16722965,1.042078733,3.11254096,,,,,,,,23.74970055,47499,21.37473106,8.15864E-05,877.6039429,,,29.43226433,41.0580101,108c,070802060501,F070802060501_130
350,552.4662429,3904.872225,526_6_1,1.970336199,0.964503467,628.8562622,86,270.4078369,100,1802.718872,6.659736156,10.1893959,1.041663766,3.111301422,96.46676159,0.010909346,131.0002696,11.79864661,2393,1197,0.006556399,155.2515387,310504,139.7263835,0.00053333,899.2640991,0.525360286,0.75126493,4.500626564,6.435893536,108c,070801010301,F070801010301_248
351,554.0720166,3904.683498,109_3_2,1.920952916,0.964456797,628.8258057,80,251.5302124,100,1676.868042,6.49282074,9.934015274,1.04161334,3.11115098,,,,,,,,59.60215729,119205,53.64194095,0.000204749,880.3560181,,,11.72265244,16.41171074,108c,070801030406,F070801030406_345
352,553.5895414,3903.324985,389_11_1,1.923882365,0.964121282,628.6070557,86,270.3007813,100,1802.005249,6.502722263,9.949165344,1.041250944,3.11006856,,,,,,,,8.389054984,16778,7.550149262,2.88186E-05,898.9078369,,,83.25756836,119.0582886,108c,070802060601,F070802060601_297
353,554.9948703,3901.894293,494_4_2,1.970542073,0.963767886,628.3766479,78,245.0665588,100,1633.7771,6.660432339,10.19046116,1.040869355,3.10892868,,,,,,,,37.76722116,75534,33.99049942,0.00012974,873.4432373,,,18.48683167,25.6966877,108c,070802060501,F070802060501_486
354,552.7359694,3899.160059,102_5_2,1.999337912,0.963092506,627.9363403,78,244.8951416,100,1632.634277,6.757761955,10.3393755,1.040139914,3.106750011,,,,,,,,4.900606453,9801,4.410545766,1.68349E-05,872.8314819,,,142.3715668,197.8964844,104,070801030406,F070801030406_492
355,550.8041205,3898.632626,129_14_2,2.046375275,0.96296227,627.8513794,79,248.0010681,100,1653.340454,6.916748524,10.58262539,1.039999247,3.106329918,,,,,,,,20.91660643,41833,18.8249464,7.1854E-05,875.852417,,,33.35209274,46.52615738,108c,070801030407,F070801030407_197
356,552.4535601,3896.200373,105_5_1,1.953402996,0.962361515,627.4597168,86,269.8076782,100,1798.717896,6.602502346,10.10182858,1.03935039,3.104392052,,,,,,,,55.17186546,110344,49.65467894,0.00018953,897.267395,,,12.63646698,18.07014847,108c,070802060602,F070802060602_531
357,552.9893716,3894.512149,496_28_2,1.898121357,0.96194452,627.1878052,86,269.6907654,100,1797.938477,6.415650368,9.815944672,1.038900137,3.103046894,,,,,,,,77.91475582,155830,70.12328029,0.000267658,896.87854,,,8.944073677,12.79002571,108c,070802060502,F070802060502_542
358,551.905043,3894.421315,543_4_1,1.97776401,0.96192205,627.1731567,70,219.5100555,100,1463.400391,6.684842587,10.22780895,1.038875818,3.102974415,,,,,,,,19.71644711,39433,17.74480242,6.77312E-05,846.6832275,,,35.34404755,47.71443558,108c,070801010301,F070801010301_171
359,552.2888692,3892.3391,526_7_2,1.924210906,0.961407781,626.8378906,85,266.4056396,100,1776.037598,6.503832817,9.950863838,1.038320422,3.101315498,,,,,,,,3.640830517,7282,3.276747465,1.25072E-05,893.2435303,,,191.2988129,272.6006775,108c,070801010301,F070801010301_248
360,552.9953735,3890.933396,65_1_1,2.002367735,0.961060524,626.6114502,78,244.3782654,100,1629.188477,6.768002987,10.35504436,1.03794539,3.100195169,,,,,,,,69.13552833,138271,62.22197473,0.000237499,870.9897461,,,10.07058144,13.99810505,104,070801030601,F070801030601_493
361,550.5472153,3889.552418,489_27_2,1.959397554,0.960719466,626.3890991,78,244.291748,100,1628.611694,6.622763634,10.13282871,1.037577033,3.099095106,,,,,,,,1.113837957,2228,1.002454162,3.82632E-06,870.6808472,,,624.8555908,868.5493164,108c,070802060502,F070802060502_261
362,533.7209244,3888.839552,424_12_1,2.230397224,0.960543394,626.274292,79,247.3772278,100,1649.181519,7.538742542,11.53427601,1.037386894,3.098527193,,,,,,,,4.314002037,8628,3.882601738,1.48197E-05,873.6514893,,,161.3027344,225.0170288,108c,070801030303,F070801030303_731
363,551.1831443,3887.257966,556_17_2,1.929570317,0.960152745,626.0195923,79,247.2777405,100,1648.518311,6.521947861,9.978580475,1.036965013,3.097266912,,,,,,,,52.17609353,104352,46.95848539,0.000179239,873.2973633,,,13.33134079,18.59722137,108c,070802060501,F070802060501_221
364,551.9448104,3885.323935,410_3_1,1.978079081,0.959675014,625.7081299,86,269.0536499,100,1793.69104,6.685907364,10.22943783,1.036448956,3.095725775,,,,,,,,1.574779853,3149,1.417301878,5.40978E-06,894.7617798,,,441.478363,631.3134766,108c,070802060602,F070802060602_241
365,548.7776309,3883.81085,184_4_2,1.897954345,0.959301293,625.4644165,67,209.5305939,100,1396.870605,6.415085793,9.815081596,1.036045432,3.09452033,,,,,,,,459.5220136,919045,413.5698163,0.001578578,834.9949951,,,1.512355089,2.018994093,108c,070802060602,F070802060602_148
366,544.3807204,3878.405229,525_12_1,2.115194321,0.957966089,624.5938721,79,246.7142334,100,1644.761597,7.149356842,10.93851566,1.034603357,3.090213299,,,,,,,,19.69371757,39388,17.72434603,6.76531E-05,871.3081055,,,35.23931885,49.15882874,108c,070802060502,F070802060502_63
367,549.2706771,3878.146723,27_16_2,2.027501345,0.957902253,624.5522461,72,224.8388062,100,1498.925415,6.852954388,10.48502064,1.034534454,3.090007305,,,,,,,,2.135904789,4272,1.922314286,7.33739E-06,849.3910522,,,324.8960266,441.8585815,104,070801030202,F070801030202_256
368,556.2757971,3875.572054,594_8_2,2.106738329,0.957266271,624.1376343,5,15.60344028,100,104.022934,7.1207757,10.89478683,1.03384757,3.087955713,,,,,,,,20.0872006,40175,18.07848078,6.90048E-05,639.7410889,,,34.52378845,35.38688278,108c,070802060804,F070802060804_453
369,547.5372817,3873.20054,423_2_2,2.044669867,0.956680536,623.7557373,86,268.2149658,100,1788.099731,6.910984039,10.57380581,1.033214927,3.086066246,,,,,,,,5.551181793,11102,4.996063709,1.90698E-05,891.9707031,,,124.8494339,178.5346985,108c,070801030303,F070801030303_699
370,547.3882266,3871.851475,462_11_1,1.923371553,0.956347287,623.5384521,78,243.1800079,100,1621.200073,6.500995636,9.946523666,1.032855034,3.084991217,,,,,,,,56.78950837,113579,51.11055755,0.000195087,866.7184448,,,12.19979763,16.9577179,108c,070801030301,F070801030301_116
371,552.9364985,3870.26447,617_1_2,2.427476406,0.955955327,623.2828979,5,15.58207226,100,103.8804779,8.204870224,12.55345154,1.032431722,3.083726883,,,,,,,,5.43885994,10878,4.894973755,1.86839E-05,638.8649902,,,127.3311996,130.5144806,108c,070801010604,F070801010604_73
372,547.1528885,3870.016578,489_23_2,1.881431341,0.955894113,623.242981,78,243.0647583,100,1620.431763,6.359238148,9.729634285,1.03236568,3.083529472,,,,,,,,6.697179377,13394,6.027461231,2.30066E-05,866.3077393,,,103.4005814,143.7268066,108c,070802060502,F070802060502_501
373,545.4657681,3869.23197,423_8_2,2.160670996,0.955700278,623.1165771,78,243.0154724,100,1620.103149,7.303068161,11.17369461,1.032156348,3.0829041,,,,,,,,60.28598532,120571,54.25738729,0.000207098,866.1320801,,,11.48445606,15.96339417,108c,070801030303,F070801030303_774
374,548.3235398,3869.030865,543_4_2,1.97776401,0.955650628,623.0842285,70,218.0791626,100,1453.861084,6.684842587,10.22780895,1.032102704,3.082743883,,,,,,,,108.4680987,216936,97.62128961,0.000372616,841.1633911,,,6.382667542,8.616598129,108c,070801010301,F070801010301_129
375,547.7625251,3867.648355,130_9_1,1.910089731,0.955309153,622.8615723,86,267.8304749,100,1785.536499,6.456103325,9.877838135,1.031733871,3.081642389,,,,,,,,0.51016295,1020,0.459146649,1.75254E-06,890.6920166,,,1356.563477,1939.885742,108c,070801030407,F070801030407_189
376,547.1020558,3867.050862,542_3_2,1.973412871,0.955161572,622.7653198,75,233.5367889,100,1556.911865,6.670135498,10.20530701,1.031574488,3.081166267,,,,,,,,18.43652054,36873,16.59286868,6.33343E-05,856.302124,,,37.53210831,51.60663605,108c,070802060502,F070802060502_178
377,546.8616006,3866.311524,388_5_2,1.964662433,0.954978943,622.6462402,86,267.7375183,100,1784.916748,6.640559196,10.16005516,1.031377316,3.080577135,,,,,,,,5.85510489,11710,5.269594591,2.01138E-05,890.3837891,,,118.1582794,168.9662781,108c,070802060601,F070802060601_72
378,550.3313657,3865.636672,563_7_2,1.984167695,0.954812229,622.5375977,79,245.90242,100,1639.349487,6.706486702,10.26092434,1.03119719,3.080039501,78.45395172,0.008872292,133.8322245,12.00851313,1991,995,0.005449973,177.185806,354370,159.4672252,0.00060868,868.4400024,0.625665903,0.872804046,3.903859138,5.445883751,108c,070802060501,F070802060501_231
379,546.0146026,3865.423206,84_38_1,1.934579968,0.954759538,622.5032349,78,242.7755737,100,1618.503784,6.538880348,10.00448704,1.031140327,3.079869509,,,,,,,,1.747908652,3496,1.573117763,6.00452E-06,865.2788086,,,395.7130432,550.0407104,104,070801030406,F070801030406_420
380,548.9607474,3865.02469,481_26_1,1.925011992,0.954661071,622.4390259,92,286.3219604,100,1908.81311,6.506540298,9.955006599,1.031033993,3.079551935,46.77129364,0.005289327,130.9995193,11.798594,1160,580,0.003176869,110.5979066,221196,99.53811741,0.000379933,908.7609863,1.073170781,1.566829324,6.25327301,9.129778862,108c,070802060603,F070802060603_200
381,548.0154149,3864.660244,133_6_2,1.923830032,0.954571068,622.3803101,78,242.7282104,100,1618.18811,6.502545357,9.948894501,1.030936718,3.079261541,,,,,,,,110.3119354,220625,99.28074265,0.00037895,865.1085205,,,6.268892765,8.713759422,108c,070802060302,F070802060302_378
382,548.1649968,3863.438796,581_5_1,1.961567283,0.954269409,622.1836548,69,214.6532288,100,1431.021484,6.630097389,10.14404869,1.030610919,3.078288317,,,,,,,,4.084242269,8169,3.675818063,1.40304E-05,836.8369141,,,169.2639923,227.6600494,108c,070801010301,F070801010301_132
383,547.5769109,3863.113811,165_5_2,2.009750605,0.954189122,622.1312866,77,239.520462,100,1596.803101,6.792956829,10.39322376,1.030524254,3.078029394,,,,,,,,26.4434166,52887,23.79907417,9.08401E-05,861.6517334,,,26.1409874,36.20526123,108c,070802060407,F070802060407_23
384,546.7797615,3862.939132,525_2_1,1.952367306,0.954145968,622.1031494,79,245.7307587,100,1638.205078,6.599001408,10.09647179,1.030477643,3.077890158,,,,,,,,57.85254955,115705,52.06729251,0.000198739,867.8339233,,,11.94806004,16.66754532,108c,070802060502,F070802060502_63
385,549.4640605,3862.671614,109_2_1,1.917803764,0.954079866,622.0600586,80,248.8239899,100,1658.82666,6.482176781,9.917730331,1.030406237,3.077677011,,,,,,,,43.27089691,86542,38.94380569,0.000148647,870.8840332,,,15.97327328,22.36258125,108c,070801030406,F070801030406_345
