OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12
304,F070801030202_53,6256.587943,54639.28477,13.49590302,2240.319824,59,2595.802002,45.61615372,531.7385864,13.22598457,3.77885294,40.25167925,0.004552029,147.9988708,13.12359619,1111,1011,0.005537611,129.7577069,259516,123.2698193,0.000470516,4836.12207,2.215944529,4.783503532,18.17411423,39.23200607,104,070801030202
305,F070801030202_60,8358.762574,73529.59157,18.16180992,3014.860352,53,3137.997559,61.38691711,715.5753174,17.79857445,5.085306644,58.27768767,0.006590575,151.399765,13.42150879,1644,1496,0.00819413,231.7464051,463493,220.1590803,0.000840338,6152.85791,2.015280962,4.112873077,13.69400883,27.94732666,104,070801030202
306,F070801030202_64,14454.73412,125366.8411,30.9656105,5140.291504,52,5249.290039,104.663765,1220.045044,30.34629822,8.670371056,89.63623334,0.010136887,131.0002747,11.79864693,2223,2023,0.011080698,51.38539334,102771,48.81612438,0.000186329,10389.58203,2.540925026,5.135730267,105.2990494,212.8309479,104,070801030202
307,F070801030202_81,2347.61575,20150.5919,4.977196217,826.2145996,41,665.2519531,16.82292366,196.101532,4.877652168,1.393614888,12.91973764,0.001461082,122.0060577,11.19640732,304,277,0.001517229,,,,,1491.466553,2.98272419,5.384356022,,,104,070801030202
308,F070801030202_83,3050.310841,26753.90088,6.608213425,1096.963379,68,1464.908691,22.33576202,260.3636169,6.476048946,1.850299716,18.62383152,0.002106154,158.2019043,14.05381203,550,500,0.00273868,7.013987574,14028,6.663288217,2.54335E-05,2561.87207,2.193926811,5.123744011,164.6279297,384.475647,104,070801030202
309,F070801030202_84,5988.098902,51337.56495,12.68037891,2104.942871,48,1984.225708,42.85968018,499.6069336,12.42677116,3.550506115,36.16748119,0.00409015,130.9988708,11.79854774,898,818,0.00448048,112.0431395,224087,106.4409841,0.000406281,4089.168457,2.573279858,4.998983383,19.77568054,38.41723633,104,070801030202
310,F070801030202_95,3024.384114,26076.0795,6.440791607,1069.171387,55,1157.781494,21.76987648,253.7671967,6.311975956,1.803421617,16.8871414,0.001909753,131.0031891,11.79885292,419,381,0.002086874,67.92280968,135845,64.52666924,0.000246296,2226.952881,2.806224108,5.845020771,16.56945038,34.51213074,104,070801030202
311,F070801030203_192,8395.511222,72852.07107,17.99446106,2987.080566,42,2463.801514,60.82127762,708.9817505,17.63457108,5.038449287,51.85440459,0.005864171,148.000412,13.12372875,1430,1301,0.007126045,,,,,5450.881836,2.295988083,4.189763069,,,104,070801030202
312,F070801030301_110,6432.368942,55927.24812,13.81403065,2293.12915,83,3737.800293,46.69142532,544.2728271,13.53775024,3.867928505,38.59652501,0.004364849,159.333313,14.16390896,1149,1046,0.005729318,47.46776569,94935,45.09437698,0.000172123,6030.929688,2.192284107,5.765707016,50.85177612,133.7401733,108,070801030301
313,F070801030301_139,1882.263036,16422.49554,4.05635643,673.3551636,88,1163.6875,13.7104845,159.8204498,3.975229263,1.135779858,7.629994631,0.00086287,131.0025787,11.79880905,189,172,0.000942106,6.472703338,12945,6.149067998,2.34707E-05,1837.042725,3.914855719,10.68048096,109.5052414,298.7514038,108,070801030301
314,F070801030301_185,1555.941044,13964.42603,3.449213266,572.569397,87,978.2658691,11.65834045,135.8990021,3.380228996,0.965779722,8.845468521,0.001000327,159.3317871,14.16376019,263,239,0.001309089,6.823828697,13648,6.482637405,2.4744E-05,1550.835205,2.395687819,6.488850117,88.32352448,239.2290497,108,070801030301
315,F070801030301_200,4866.077757,42916.22142,10.60030651,1759.650879,72,2488.104004,35.82903671,417.6520691,10.38829994,2.968085766,29.42038465,0.003327127,158.1988525,14.05351734,870,792,0.004338069,39.06426954,78128,37.11105633,0.000141651,4247.754883,2.221781492,5.363327026,47.41581345,114.4606323,108,070801030301
316,F070801030301_260,3074.607373,26536.00855,6.554394245,1088.029419,79,1688.018555,22.15385246,258.2431335,6.423306465,1.83523035,21.63658965,0.002446864,139.4983368,12.42839432,565,514,0.002815363,32.47126055,64943,30.84769678,0.000117744,2776.047852,2.116788864,5.400871277,35.27101135,89.99206543,108,070801030301
317,F070801030301_261,1722.156679,14960.13641,3.695153713,613.3955078,81,975.7424316,12.48961926,145.5890503,3.621250629,1.034643054,9.299978256,0.001051727,130.9994354,11.7985878,231,210,0.001150246,17.62416649,35248,16.74295807,6.39072E-05,1589.137939,2.920931101,7.567323685,36.63602829,94.91381073,108,070801030301
318,F070801030301_264,2240.708015,19441.85918,4.802139282,797.1551514,83,1299.362671,16.23123169,189.2042847,4.706096649,1.344599009,15.02188015,0.001698812,131.0002747,11.79864693,373,339,0.001856825,37.18321228,74366,35.3240509,0.00013483,2096.517822,2.351490021,6.184418201,22.56692314,59.35100174,108,070801030301
319,F070801030301_31,4625.500954,40979.83244,10.12201881,1680.255127,87,2870.806885,34.21242523,398.8075562,9.919578552,2.834165335,20.44099307,0.002311655,130.9974213,11.7984457,508,462,0.00253054,31.49131712,62983,29.91675073,0.000114191,4551.062012,3.636915922,9.850783348,56.16436005,152.1242065,108,070801030301
320,F070801030301_336,1714.590982,15414.98971,3.807502508,632.0454102,87,1079.883789,12.86935806,150.0155945,3.731352568,1.066100717,13.12999576,0.00148486,148.0007935,13.12376118,362,330,0.001807529,19.05394826,38107,18.1012503,6.90917E-05,1711.929199,1.915289164,5.187664032,34.91722488,94.57518768,108,070801030301
321,F070801030301_337,2518.061798,21716.43374,5.363959312,890.4172363,81,1416.407104,18.13018227,211.3399963,5.256680012,1.50190866,20.36365091,0.002302908,148.0011292,13.12378979,562,512,0.002804408,37.70362853,75407,35.81844721,0.000136717,2306.824219,1.739096165,4.505516052,24.85918045,64.40324402,108,070801030301
322,F070801030301_407,3773.062571,32668.73997,8.069178581,1339.483643,89,2341.191406,27.27382278,317.9256287,7.907794952,2.259370089,27.16496837,0.003072064,130.9998627,11.79861832,674,614,0.003363099,6.941555798,13884,6.59447825,2.51708E-05,3680.675049,2.181569338,5.99458456,203.1220093,558.1450195,108,070801030301
323,F070801030301_41,4354.844507,37724.18553,9.317873955,1546.76709,89,2703.488037,31.49441338,367.1242371,9.131516457,2.609004736,31.69803333,0.003584704,131.0007629,11.79868126,787,716,0.003921789,43.72389177,87449,41.53769692,0.000158548,4250.254883,2.160289288,5.93611002,37.2376709,102.3228378,108,070801030301
324,F070801030301_468,3181.403739,27524.22334,6.798483372,1128.548218,75,1662.229126,22.97887421,267.86026,6.662513733,1.903575301,18.40576506,0.002081493,130.9974365,11.79844666,457,416,0.002278582,,,,,2790.777344,2.712856293,6.708599567,,,108,070801030301
325,F070801030301_475,3073.825667,27317.15976,6.747338295,1120.058105,86,1891.683838,22.80600357,265.8451233,6.612391472,1.889254689,16.20777798,0.001832924,130.999527,11.79859447,402,366,0.002004714,12.53122199,25062,11.90466055,4.54396E-05,3011.741943,3.060268164,8.228802681,94.0856781,252.9884796,108,070801030301
326,F070801030301_573,2418.914022,21126.01489,5.21812582,866.2088623,85,1445.942749,17.63726616,205.594162,5.113763332,1.461075187,10.45648885,0.001182516,131.0033264,11.79886246,260,237,0.001298134,3.667411447,7335,3.484040856,1.32984E-05,2312.151611,3.654889822,9.755913734,248.6219025,663.6408081,108,070801030301
327,F070801030301_598,7303.079052,62843.79635,15.52241802,2576.721436,74,3744.62793,52.46577454,611.583252,15.21196938,4.346277237,58.35267723,0.006599056,151.3995209,13.42148685,1647,1498,0.008205085,15.99493772,31991,15.19519065,5.79994E-05,6321.349609,1.720107794,4.2198596,169.5747986,416.0098877,108,070801030301
328,F070801030301_599,11310.82542,98175.96679,24.24946404,4025.411133,78,6166.153809,81.96318817,955.428894,23.76447487,6.789849758,76.77150226,0.008682025,151.400116,13.42154026,2168,1973,0.01080683,92.13895011,184276,87.5320034,0.000334106,10191.56445,2.040248871,5.165516853,45.98787689,116.4324341,108,070801030301
329,F070801030301_600,24394.49156,209751.6546,51.8086586,8600.237305,75,12667.2168,175.113266,2041.261108,50.77248383,14.50642395,146.1922603,0.016532761,159.3332214,14.16390038,4354,3965,0.021717731,147.5161555,295033,140.1403482,0.00053491,21267.45313,2.169038296,5.363796711,61.3687439,151.7582397,108,070801030301
330,F070801030301_63,1439.054708,12368.8276,3.055100441,507.1466675,89,886.4067993,10.32623959,120.3709564,2.993998528,0.8554281,11.63794941,0.001316126,147.9990082,13.12360764,322,293,0.001604866,15.44940907,30899,14.67693853,5.60212E-05,1393.553467,1.730875969,4.756155014,34.55398178,94.94850922,108,070801030301
331,F070801030301_73,6841.730495,58812.3064,14.52663994,2411.422119,85,4025.332031,49.10004425,572.3496094,14.23610687,4.067459106,54.15691441,0.00612456,130.9991608,11.79856873,1344,1223,0.006698811,82.72027768,165440,78.58426361,0.000299953,6436.753906,1.971727014,5.263085842,30.6858139,81.90894318,108,070801030301
332,F070801030301_75,2374.385069,20921.45339,5.167599201,857.8214722,79,1330.863647,17.46648598,203.6034088,5.064247131,1.446927786,7.506669508,0.000848923,148.0002747,13.12371635,207,188,0.001029744,9.601558657,19204,9.121480344,3.48163E-05,2188.685059,4.562880039,11.64194202,94.04410553,239.9484558,108,070801030301
333,F070801030301_78,1979.946426,17315.60818,4.276955128,709.9745483,90,1254.858643,14.45610809,168.5120392,4.191415787,1.197547436,10.12701401,0.001145256,148.0007172,13.1237545,280,254,0.001391249,11.0564135,22113,10.50359282,4.00918E-05,1964.833252,2.795175314,7.735563755,67.59349823,187.062973,108,070801030301
334,F070801030301_79,3056.113855,26629.33741,6.577446461,1091.856079,87,1865.495239,22.23176956,259.1513977,6.445897579,1.841685057,18.90103251,0.002137502,139.4979553,12.42836475,494,450,0.002464812,34.01163583,68023,32.31105426,0.00012333,2957.351318,2.426346779,6.571891785,33.79203033,91.52754211,108,070801030301
335,F070801030301_8,2647.443454,23157.61413,5.719930649,949.5084839,91,1696.874512,19.33336639,225.3652649,5.605532169,1.60158062,13.23645663,0.0014969,130.9975739,11.79845619,329,299,0.001637731,26.97060227,53941,25.62207222,9.77984E-05,2646.383057,3.175613642,8.850779533,37.05822372,103.2852859,108,070801030301
336,F070801030301_92,2321.313124,19649.78654,4.853497505,805.680603,70,1107.567993,16.4048214,191.2277985,4.756427765,1.358979344,15.91280801,0.001799566,159.33284,14.16386318,473,432,0.002366219,26.90546566,53811,25.56019275,9.75622E-05,1913.248535,1.86500144,4.428815842,31.52091217,74.85266113,108,070801030301
337,F070801030302_101,1303.028025,11412.20432,2.818814516,467.9232178,89,817.8508301,9.527592659,111.0612946,2.762438297,0.789268076,4.218398929,0.000477055,131.0014191,11.79872799,105,96,0.000525827,4.221766472,8444,4.010678291,1.53086E-05,1285.774048,4.874200344,13.39347935,116.6693497,320.587677,108,070801030302
338,F070801030302_12,2853.294686,25301.96796,6.249586105,1037.431274,56,1140.924438,21.12360191,246.2336884,6.124594212,1.749884129,18.31724998,0.002071483,130.9971924,11.79842949,455,414,0.002267627,32.78557729,65571,31.14629919,0.000118884,2178.355713,2.505872726,5.261728764,33.30833054,69.93946838,108,070801030302
339,F070801030302_122,1955.649504,16843.70376,4.160394669,690.6254883,75,1017.216492,14.06213379,163.9195557,4.077186584,1.164910555,14.59287131,0.001650296,139.4957275,12.42819118,382,348,0.001906121,27.50647986,55013,26.13115597,9.97415E-05,1707.842041,1.98455596,4.907592297,26.42919731,65.35654449,108,070801030302
340,F070801030302_127,3975.433046,34250.17146,8.459792137,1404.325439,73,2013.261353,28.59409714,333.3157959,8.290596008,2.368741751,22.07042933,0.002495926,130.9943695,11.79823017,548,499,0.002733202,,,,,3417.586914,2.814279556,6.848871708,,,108,070801030302
341,F070801030302_13,4209.768787,36393.15573,8.989109039,1492.192139,55,1611.747192,30.38318825,354.1708984,8.809327126,2.516950607,22.18717384,0.002509129,130.9999084,11.79862118,551,502,0.002749634,39.11726308,78235,37.16139984,0.000141843,3103.939453,2.972494364,6.183146477,40.15435791,83.52590179,108,070801030302
342,F070801030302_130,3223.851764,27905.05071,6.892547607,1144.162842,87,1954.86438,23.29681015,271.5663757,6.754696846,1.929913282,18.9477247,0.002142782,131.0037231,11.79889011,469,427,0.002338833,6.362146497,12724,6.04403919,2.30698E-05,3099.027344,2.67953825,7.257675171,189.3043365,512.7410889,108,070801030302
343,F070801030302_14,4057.182082,35710.15735,8.820408821,1464.187866,64,1840.290039,29.81298256,347.5241089,8.644001007,2.469714403,22.19920111,0.002510489,130.9983826,11.79851341,551,502,0.002749634,39.8607893,79721,37.86775017,0.00014454,3304.478027,2.916708946,6.582625389,38.66582489,87.26364899,108,070801030302
344,F070801030302_144,2751.413911,23734.85316,5.862508774,973.1764526,86,1643.612915,19.81527901,230.9828491,5.745258808,1.6415025,14.99021097,0.00169523,139.5023651,12.42870808,392,357,0.001955417,23.04208231,46083,21.88997787,8.35531E-05,2616.789307,2.725984573,7.329942226,44.45762634,119.5428009,108,070801030302
345,F070801030302_152,4209.476675,35871.55643,8.860274315,1470.805542,88,2541.835449,29.9477272,349.0948181,8.683069229,2.480876923,24.55479068,0.002776881,139.5008087,12.42858696,642,584,0.003198778,44.6157943,89231,42.385005,0.000161782,4012.641113,2.518502712,6.870960712,34.70108032,94.67124176,108,070801030302
346,F070801030302_156,6256.773621,53790.20365,13.2861805,2205.505859,82,3551.661865,44.90729141,523.4755249,13.02045727,3.720130444,40.56482339,0.004587442,159.3340454,14.16398048,1209,1099,0.006019618,48.37315583,96746,45.95449793,0.000175406,5757.167969,2.006829739,5.238551617,47.9932518,125.279747,108,070801030302
347,F070801030302_162,2024.655399,17716.84303,4.376060009,726.4259644,82,1169.808472,14.79108238,172.4167633,4.288538933,1.225296855,11.04580355,0.001249161,131.0024109,11.79879761,274,250,0.00136934,15.90689826,31814,15.11155295,5.76802E-05,1896.234375,2.905703783,7.584937572,48.07089996,125.4824295,108,070801030302
348,F070801030302_174,2969.678615,25846.22966,6.384018898,1059.747192,85,1769.011475,21.57798386,251.5303497,6.256338596,1.787525296,20.76367592,0.002348147,159.3338776,14.16396427,618,562,0.003078276,41.3170433,82633,39.25119106,0.00014982,2828.758789,1.885671139,5.033378601,26.99910927,72.06809998,108,070801030302
349,F070801030302_176,2023.676545,17716.03181,4.375859737,726.3927002,60,855.9181519,14.79040623,172.4088745,4.288342476,1.225240707,12.03083277,0.001360557,156.5035248,13.89123344,351,319,0.001747278,23.62995875,47260,22.44846094,8.56848E-05,1582.310791,2.277093172,4.960221767,32.35824203,70.48638153,108,070801030302
350,F070801030302_198,4497.107977,39021.44808,9.638298035,1599.95752,66,2073.775879,32.57744598,379.7489319,9.445531845,2.698723555,32.58025383,0.003684474,147.9985657,13.12356949,900,818,0.00448048,58.80032257,117601,55.86030654,0.000213216,3673.733398,1.955938339,4.491116524,28.64211845,65.76644135,108,070801030302
351,F070801030302_199,9623.658077,84580.28186,20.89132881,3467.960693,60,4086.343994,70.61269379,823.1183472,20.47350311,5.849572182,70.08895455,0.007926301,158.2000732,14.0536356,2071,1884,0.010319345,161.1102404,322221,153.0547285,0.000584203,7554.304688,1.840743423,4.009716034,22.65830421,49.356884,108,070801030302
352,F070801030302_213,3683.530705,32629.33288,8.059445381,1337.86792,71,1865.439209,27.24092484,317.5421448,7.898256302,2.256644726,22.67018919,0.002563753,148.0015717,13.12382793,625,569,0.003116618,37.06390698,74128,35.21071044,0.000134398,3203.307129,2.351261616,5.629713535,37.99605179,90.97536469,108,070801030302
353,F070801030302_222,6384.482529,54724.29542,13.51690102,2243.805664,62,2732.036133,45.68712616,532.565918,13.24656296,3.784732342,36.45905524,0.004123124,130.9983521,11.79851151,905,823,0.004507867,113.3516729,226705,107.6840918,0.000411026,4975.841797,2.726373911,6.045980453,20.83692741,46.2077713,108,070801030302
354,F070801030302_257,2371.346907,20622.25966,5.093698025,845.553894,66,1095.960083,17.2166996,200.6916962,4.99182415,1.426235437,11.53660187,0.001304665,159.3350983,14.16408443,344,313,0.001714414,24.17532027,48350,22.96655411,8.76624E-05,1941.513916,2.701450109,6.20291996,36.81674957,84.53657532,108,070801030302
355,F070801030302_270,6667.571336,57839.18137,14.28627777,2371.522217,58,2701.249512,48.28762054,562.8793335,14.00055218,4.000157833,45.89228207,0.00518992,156.4993591,13.89083862,1340,1219,0.006676901,20.45882765,40918,19.43588646,7.41859E-05,5072.771484,1.945465326,4.161420345,122.0177002,261.0002747,108,070801030302
356,F070801030302_28,6120.670309,53600.77316,13.23939133,2197.739014,65,2805.427002,44.74914169,521.632019,12.97460365,3.707029581,42.68596983,0.004827321,130.9998169,11.7986145,1059,964,0.005280175,90.19397402,180388,85.68427372,0.000327053,5003.166016,2.279812336,5.190006256,25.6492691,58.39071655,108,070801030302
357,F070801030302_34,6706.40274,58692.98852,14.49716854,2406.530029,70,3308.253906,49.00043106,571.1884155,14.20722485,4.059206963,39.67002869,0.00448625,131.0011292,11.79870701,984,895,0.004902237,56.14150238,112283,53.33442688,0.000203575,5714.78418,2.688860416,6.385233879,45.12151337,107.1500092,108,070801030302
358,F070801030302_35,4247.70697,36678.66988,9.059631348,1503.898804,88,2599.0271,30.62155342,356.9494629,8.87843895,2.536696672,30.06294531,0.003399793,131.0010223,11.79869938,746,678,0.00371365,42.57030845,85140,40.44179112,0.000154365,4102.925781,2.218139887,6.051512718,37.18675232,101.4526215,108,070801030302
359,F070801030302_6,1065.935471,9220.438566,2.277448416,378.056427,56,415.7709045,7.697775841,89.7314682,2.2318995,0.637685537,6.798506722,0.000768837,130.9914551,11.79802513,168,153,0.000838036,23.27475548,46549,22.11101684,8.43968E-05,793.8273315,2.470957041,5.188414097,17.09810257,35.9018898,108,070801030302
360,F070801030302_63,1910.151161,16683.79061,4.120896339,684.0687866,71,953.8226929,13.92862988,162.3633118,4.038478374,1.153851032,10.55018464,0.001193112,130.9947815,11.79825974,260,236,0.001292657,28.3506254,56702,26.93309426,0.000102802,1637.891479,2.898596525,6.940217972,25.39881897,60.81334305,108,070801030302
361,F070801030302_68,3915.522517,34224.16011,8.453367233,1403.258911,58,1598.362671,28.57238197,333.0626831,8.28429985,2.366942883,22.91209555,0.00259111,131.0013885,11.79872513,568,516,0.002826318,42.44875956,84897,40.32632089,0.000153924,3001.621582,2.719494104,5.817096233,34.79759216,74.43331146,108,070801030302
362,F070801030302_7,1779.699298,15509.67453,3.830889702,635.9276733,63,786.788147,12.94840717,150.9370575,3.754271984,1.072649121,9.499409914,0.00107428,131.0018158,11.79875565,236,215,0.001177632,26.9517765,53903,25.60418844,9.77301E-05,1422.71582,2.957803249,6.617282867,24.83686066,55.56574631,108,070801030302
363,F070801030302_71,3745.989199,32648.88558,8.064274788,1338.669556,74,1945.425659,27.25724792,317.7324219,7.902989388,2.257997036,30.05091476,0.003398433,147.9986115,13.12357426,829,753,0.004124452,56.21682553,112435,53.4059855,0.000203848,3284.095215,1.777781606,4.361348152,25.06590843,61.4930191,108,070801030302
364,F070801030302_81,5368.123007,46721.73207,11.54026794,1915.684448,68,2558.246582,39.00610733,454.686554,11.30946255,3.231275082,26.89357318,0.003041372,142.332489,12.65260601,716,650,0.003560284,12.66940242,25341,12.03593215,4.59406E-05,4473.931152,2.947206736,6.88297081,159.1637726,371.7145691,108,070801030302
365,F070801030303_100,6371.369449,56421.16546,13.93602753,2313.380615,69,3134.770264,47.10377121,549.0794678,13.65730667,3.902087688,43.58673459,0.004929187,131.0012665,11.79871655,1081,984,0.005389722,24.86658764,49733,23.62325865,9.0169E-05,5448.150879,2.350996494,5.536738873,97.92809296,230.6265564,108,070801030303
366,F070801030303_103,1690.4613,14420.46033,3.561853647,591.2677002,64,743.1452026,12.03906536,140.3370361,3.49061656,0.997319043,10.52492142,0.001190255,130.9970245,11.79841805,261,237,0.001298134,36.5002737,73001,34.67525959,0.000132354,1334.412842,2.494800329,5.630434036,17.0515728,38.48313904,108,070801030303
367,F070801030303_106,13411.39961,115799.6435,28.60251236,4748.01709,77,7179.802734,96.67649078,1126.938965,28.03046227,8.008703232,80.3878534,0.009090995,131.000824,11.79868603,1994,1815,0.009941408,128.0281252,256055,121.6267213,0.000464244,11927.82031,2.615987301,6.571801662,39.03761292,98.06907654,108,070801030303
368,F070801030303_110,4752.788965,41357.14078,10.21521378,1695.725464,71,2364.41333,34.52742386,402.4794312,10.01090908,2.860259771,28.4287729,0.003214986,142.3353119,12.65283298,756,688,0.003768423,62.93227302,125864,59.78565902,0.000228199,4060.138672,2.46471715,5.901364326,28.36341476,67.91158295,108,070801030303
369,F070801030303_12,4439.986009,38498.18181,9.509051323,1578.502563,77,2386.962158,32.14059448,374.6566162,9.318870544,2.662534475,30.38933194,0.003436704,131.0001068,11.79863548,754,687,0.003762946,96.86321938,193727,92.02005565,0.000351237,3965.464844,2.297674656,5.772146702,17.15389633,43.09348297,108,070801030303
370,F070801030303_124,2995.414055,26337.14727,6.505275249,1079.875732,90,1908.647949,21.98783112,256.3078308,6.375169754,1.821477056,19.13392735,0.00216384,147.9993286,13.12363529,528,480,0.002629133,26.14231217,52285,24.83519685,9.47949E-05,2988.523682,2.249741077,6.226090908,43.48166656,120.3342056,108,070801030303
371,F070801030303_136,3436.062624,29342.62114,7.247627258,1203.106079,35,826.9542847,24.49698067,285.5565186,7.102674484,2.029335737,25.02497673,0.002830054,130.9991913,11.79857063,621,565,0.003094708,5.091620982,10183,4.837039977,1.84628E-05,2030.060303,2.129391193,3.593027115,248.7277527,419.6906128,108,070801030303
372,F070801030303_145,3451.18485,30314.25696,7.487621307,1242.94519,89,2172.458496,25.30816078,295.0122681,7.33786869,2.096534014,24.14555398,0.002730601,139.4988556,12.42843437,630,573,0.003138527,28.27731261,56555,26.86344668,0.000102537,3415.403809,2.169188738,5.96056509,46.26901245,127.1394501,108,070801030303
373,F070801030303_148,4610.202026,39263.41288,9.698062897,1609.878418,87,2750.564697,32.77945328,382.1036682,9.504101753,2.715457678,32.15547395,0.003636436,139.4998627,12.42851353,840,765,0.00419018,43.54028589,87082,41.36327094,0.000157882,4360.443359,2.104416132,5.6999259,38.92048264,105.4182434,108,070801030303
374,F070801030303_150,3917.204108,33976.84115,8.392279625,1393.118408,90,2462.294922,28.36590576,330.6558228,8.224433899,2.349838257,30.81344491,0.003484667,131.0003052,11.79864883,765,696,0.003812242,27.00185829,54004,25.65176421,9.79117E-05,3855.41333,2.001606941,5.539386749,54.30887222,150.298172,108,070801030303
375,F070801030303_151,2367.130749,20855.69772,5.151357174,855.1253052,89,1494.614868,17.41158676,202.9634705,5.04832983,1.442379951,17.62089813,0.001992733,131.0006866,11.79867554,437,397,0.002174512,22.51282984,45026,21.38718933,8.1634E-05,2349.740234,2.153968096,5.918741226,39.98306274,109.8667145,108,070801030303
376,F070801030303_156,1084.197236,9387.422627,2.318693399,384.9031067,75,566.9204712,7.837183475,91.35652161,2.272319555,0.649234176,5.184726238,0.000586336,130.9960632,11.79835033,129,117,0.000640851,9.371026039,18742,8.902474403,3.39804E-05,951.8236084,3.289770126,8.13524437,43.23551941,106.916748,108,070801030303
377,F070801030303_16,5141.332077,43858.74141,10.8331089,1798.296021,82,2895.906738,36.61590958,426.8244934,10.6164465,3.033270597,37.03273284,0.004188001,115.7494125,10.81302547,841,766,0.004195657,47.93123806,95862,45.53467631,0.000173804,4694.202637,2.347645044,6.128201962,39.4928894,103.0907211,108,070801030303
378,F070801030303_165,1954.541831,16561.23902,4.09062624,679.0439453,34,453.4049988,13.82631683,161.1706696,4.008813858,1.145375371,9.404625004,0.001063561,,,,,,42.0331215,84066,39.93146677,0.000152417,1132.448975,,,17.00523376,28.35981369,108,070801030303
379,F070801030303_166,7913.701458,68172.55765,16.83862114,2795.211182,72,3952.361084,56.91453934,663.4416504,16.50184822,4.714813709,57.16694621,0.006464962,130.9992065,11.79857159,1419,1294,0.007087703,161.3513756,322704,153.2838119,0.000585078,6747.572266,2.16013217,5.214507103,18.23552704,44.02012253,108,070801030303
380,F070801030303_173,818.9001054,6962.811566,1.71981442,285.4891968,56,313.9693298,5.812972546,67.76068878,1.685418129,0.481548041,6.212380409,0.000702553,159.3345184,14.16402721,185,168,0.000920196,24.10941887,48219,22.90394783,8.74234E-05,599.4584961,1.699340463,3.568205357,12.46462822,26.17271423,108,070801030303
381,F070801030303_176,1659.826015,14650.85379,3.618760824,600.7142944,67,790.40979,12.23141193,142.5791779,3.546385527,1.013252974,11.07442474,0.001252397,158.1970215,14.05334091,327,298,0.001632253,38.6037178,77207,36.67353058,0.000139981,1391.124023,2.015819788,4.668201447,16.38005066,37.93264389,108,070801030303
382,F070801030303_181,6612.017077,58353.83488,14.41339684,2392.623779,90,4228.890625,48.71728134,567.8878174,14.12512875,4.035751343,58.63556147,0.006631047,139.5007172,12.42857933,1533,1396,0.007646394,67.01452589,134030,63.66380119,0.000243002,6621.514648,1.713913918,4.743205547,37.58216858,104.0075302,108,070801030303
383,F070801030303_185,6964.77944,58980.18985,14.56810665,2418.305664,68,3229.457764,49.24020004,573.9833984,14.27674484,4.079070091,45.29599405,0.005122486,131.0009003,11.7986908,1125,1025,0.005614294,145.5513991,291103,138.2738299,0.000527785,5647.763672,2.359322548,5.510013103,17.48925018,40.84477615,108,070801030303
384,F070801030303_186,4207.48006,36385.08956,8.987116814,1491.86145,72,2109.456299,30.37645531,354.0924072,8.807374954,2.516392708,27.32513666,0.003090177,158.2005005,14.05367661,808,736,0.004031337,97.75331497,195506,92.86565113,0.000354464,3601.317871,2.026985645,4.893095016,16.06472778,38.77986908,108,070801030303
385,F070801030303_187,1289.575754,11001.99861,2.717493773,451.1039734,64,566.9779053,9.185129166,107.069252,2.663143873,0.760898232,9.767734216,0.001104625,142.3297272,12.6523838,259,236,0.001292657,28.42724147,56853,27.00588036,0.00010308,1018.081909,1.911457539,4.313906193,16.70391655,37.69852829,108,070801030303
386,F070801030303_188,4277.813342,36491.03719,9.013286591,1496.205566,70,2056.832031,30.4649086,355.1235046,8.833021164,2.523720264,22.22981413,0.002513951,139.5013885,12.42863178,581,528,0.002892046,36.39749719,72795,34.57762154,0.000131981,3553.037598,2.833722591,6.729238033,43.27092361,102.7554092,108,070801030303
387,F070801030303_189,5420.726036,46939.9554,11.59416866,1924.631958,74,2796.977295,39.18828964,456.8102417,11.36228561,3.246367216,47.21776861,0.005339818,147.9997101,13.12366772,1303,1186,0.006496148,133.6868508,267374,127.0025081,0.000484763,4721.609375,1.622792602,3.981120825,15.15428352,37.17729187,108,070801030303
388,F070801030303_20,11904.63917,103053.9636,25.45432854,4225.418457,76,6306.564941,86.03562927,1002.900574,24.94524193,7.127212048,71.58116785,0.008095055,147.1996307,13.05527306,1964,1787,0.009788042,97.63894951,195278,92.75700177,0.00035405,10531.9834,2.364531755,5.893667221,45.55363464,113.543808,108,070801030303
389,F070801030303_201,4741.524033,40537.46657,10.01275444,1662.117188,75,2448.118408,33.84310913,394.502533,9.812499046,2.803571224,29.07766026,0.003288368,130.9997406,11.79860973,721,657,0.003598625,47.45730165,94914,45.08443494,0.000172085,4110.235352,2.529858828,6.256065845,36.86676407,91.16750336,108,070801030303
390,F070801030303_204,7808.348464,68077.37247,16.81511116,2791.30835,89,4878.736328,56.83507538,662.5153809,16.47880936,4.708230972,56.00455534,0.006333508,139.4999542,12.4285202,1463,1332,0.007295843,76.05239582,152105,72.24977756,0.000275774,7670.044922,2.095576763,5.758292198,38.63414383,106.1601181,108,070801030303
