OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,adjOCosts,bioBuffWidth,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID
1459,580.0790443,4135.425913,397_2_1,2.472081423,1.021450162,158.3247681,158.3247681,30,99.89782715,665.9855347,100,8.355635643,97.40000916,1.001021147,0.286006033,26.31142831,0.002975537,131.0002696,9.136484951,620,564,0.003089231,29.94643617,59893,26.95179355,0.000102874,258.2225952,258.2225952,0.280717671,0.457841486,5.874368668,9.580905914,108,070802060602,F070802060602_150
1464,582.9764404,4133.009571,186_10_2,2.04971981,1.0208534,158.2322845,158.2322845,79,262.9101257,1752.734131,100,6.928052902,80.75895691,1.000436306,0.285838962,199.9999971,0.022617833,140.9173069,12.58307624,5423,4935,0.027030769,320.702884,641406,288.6325954,0.001101698,421.142395,421.142395,0.032063279,0.08533787,0.548213482,1.45909512,108,070801030407,F070801030407_150
1469,578.7934481,4131.820025,523_6_2,2.162815571,1.020559549,158.1867371,158.1867371,55,182.9860992,1219.907349,100,7.310316563,85.2149353,1.000148416,0.285756677,32.11897152,0.003632308,133.1258888,9.794933009,796,724,0.003965608,40.72512993,81451,36.65261727,0.000139901,341.1728516,341.1728516,0.218489975,0.471233219,4.315837383,9.308280945,108,070802060502,F070802060502_92
1485,574.8051316,4126.710268,137_4_1,2.127260685,1.019297481,157.9911041,157.9911041,33,109.6560211,731.0401611,100,7.190141201,83.81407166,0.99891156,0.285403281,101.6255845,0.011492753,137.800869,10.11995323,2676,2434,0.013331893,125.2274499,250455,112.7047025,0.000430189,267.6471252,267.6471252,0.064910069,0.109961845,1.401814699,2.374764442,108,070802060602,F070802060602_73
1505,573.068627,4122.538169,617_4_1,2.138246298,1.018266916,157.8313751,157.8313751,29,96.26667023,641.777832,100,7.227272511,84.24690247,0.997901559,0.285114735,86.22359767,0.009750955,140.9155693,12.60338044,2250,2048,0.011217632,67.98126603,135963,61.1831407,0.000233533,254.098053,254.098053,0.077066101,0.124071315,2.579654694,4.153072834,108,070801010604,F070801010604_273
1512,580.752903,4119.32952,397_7_1,2.106925726,1.017474413,157.7085266,157.7085266,36,119.4106293,796.0708618,100,7.121408939,83.01287079,0.99712491,0.284892827,41.72794887,0.004718979,131.0004222,7.53919425,841,766,0.004195657,44.95017195,89900,40.45515537,0.000154416,277.1191406,277.1191406,0.205885798,0.361774325,3.898354292,6.850032806,108,070802060602,F070802060602_159
1563,580.7387332,4104.613574,119_13_2,2.12279892,1.013839602,157.1451416,157.1451416,78,257.7991028,1718.660645,100,7.175060272,83.63827515,0.993562818,0.283875078,200.0000011,0.022617833,150.738416,13.37971338,5772,5253,0.02877257,310.3277984,620656,279.2950171,0.001066057,414.9442444,414.9442444,0.029915314,0.07899186,0.56264931,1.485684395,104,070801030406,F070801030406_17
1579,577.6460182,4100.823653,450_26_1,2.158137321,1.012903452,157.0000305,157.0000305,71,234.4463348,1562.975586,100,7.294504166,85.03060913,0.992645383,0.283612967,27.34920692,0.003092899,131.0008698,11.79868889,679,618,0.003385008,18.83279037,37666,16.94951057,6.46956E-05,391.4463501,391.4463501,0.254045367,0.633408308,9.262805939,23.09484673,108,070801030301,F070801030301_37
1583,574.4502088,4100.229055,405_4_2,2.111027241,1.012756586,156.9772644,156.9772644,55,181.5870667,1210.580444,100,7.135272026,83.17447662,0.992501438,0.283571839,26.98042786,0.003051194,131.0005493,8.249110977,631,575,0.003149482,24.57965207,49160,22.1216861,8.44375E-05,338.5643311,338.5643311,0.273003936,0.588807523,7.096080303,15.30463505,108,070802060601,F070802060601_147
1601,577.0113404,4093.788649,450_1_2,2.327376366,1.011165738,156.7306824,156.7306824,50,164.8197479,1098.79834,100,7.866532326,91.69863129,0.990942419,0.283126414,199.9999987,0.022617833,141.0488993,11.22029124,5035,4583,0.025102739,128.4234499,256846,115.5811037,0.000441168,321.550415,321.550415,0.034198273,0.070161559,1.356023431,2.782032728,108,070801030301,F070801030301_245
1603,578.4276995,4093.004754,481_47_1,2.120936871,1.010972142,156.7006836,156.7006836,53,174.6755981,1164.504028,100,7.168766499,83.56491089,0.990752697,0.283072203,64.86964304,0.007336054,137.7980988,10.46542205,1635,1489,0.008155788,250.4242852,500850,225.3818551,0.000860273,331.3762817,331.3762817,0.105238877,0.222549558,0.695267498,1.470288157,108,070802060603,F070802060603_548
1643,577.0059861,4081.975618,397_11_1,2.155107021,1.008247972,156.2784424,156.2784424,50,164.3444214,1095.629517,100,7.284261703,84.91121674,0.988083005,0.282309443,30.31258106,0.003428025,130.9997025,8.249070923,730,665,0.003642444,46.70934963,93418,42.03841639,0.000160459,320.6228638,320.6228638,0.23500517,0.482139647,3.717514992,7.626901627,108,070802060602,F070802060602_155
1671,577.2269853,4075.08598,186_38_1,2.058654785,1.006546259,156.0146637,156.0146637,82,269.0692444,1793.794922,100,6.958253384,81.11100006,0.986415327,0.281832963,40.02863693,0.004526805,137.8009796,12.33966891,1007,916,0.005017261,36.03791814,72076,32.43412593,0.0001238,425.0839233,425.0839233,0.170321688,0.464065433,4.810201168,13.10606956,108,070801030407,F070801030407_318
1685,579.3051616,4071.894021,696_18_1,1.985519767,1.005757809,155.8924561,155.8924561,32,173.6319427,1157.546265,100,6.711056709,78.22947693,0.985642672,0.281612188,37.53656614,0.004244979,138.0808067,6.738448083,851,775,0.004244954,13.46422955,26928,12.11780643,4.62532E-05,329.5244141,329.5244141,0.20115155,0.425192803,12.86474228,27.19340515,108,070802060601,F070802060601_243
1690,576.0488198,4071.064289,714_11_2,2.015796423,1.005552888,155.8607025,155.8607025,8,26.22480965,174.8320618,100,6.813391685,79.42237854,0.985441804,0.281554818,76.36258507,0.008635781,130.9970449,11.798419,1894,1723,0.009437491,90.86704503,181734,81.78034019,0.000312152,182.0855103,182.0855103,0.090458907,0.105679341,1.905845642,2.226519346,108,070802060503,F070802060503_249
1741,574.5774142,4055.709959,406_40_1,2.079140663,1.001760364,155.2728577,155.2728577,76,248.1960907,1654.640625,100,7.027495384,81.91814423,0.981725156,0.280492902,199.9999993,0.022617833,133.2663231,11.15294122,4785,4353,0.023842946,226.6684065,453337,204.001566,0.000778665,403.4689331,403.4689331,0.03567031,0.092687555,0.761135638,1.977773666,108,070801030603,F070801030603_260
1742,578.1611825,4055.383445,139_5_2,2.078439474,1.001679659,155.2603455,155.2603455,86,280.8309021,1872.206055,100,7.025125504,81.89051819,0.981646061,0.280470312,30.79728603,0.003482839,131.0032501,11.79885674,764,695,0.003806765,22.37542743,44750,20.13788547,7.68655E-05,436.0912476,436.0912476,0.223396182,0.62746942,7.709863186,21.65526581,108,070801030407,F070801030407_234
1754,575.5047171,4053.261633,396_15_1,2.031607628,1.001155615,155.1791229,155.1791229,70,228.4631653,1523.087769,100,6.866833687,80.04534149,0.981132507,0.280323565,30.17957992,0.003412984,149.6994095,13.27256155,852,775,0.004244954,20.84723931,41694,18.76251595,7.16157E-05,383.6422729,383.6422729,0.20023112,0.495022297,8.270699501,20.44727325,108,070801030603,F070801030603_20
1796,569.1302214,4042.534677,520_14_2,2.029219151,0.998506069,154.7684479,154.7684479,44,143.225708,954.8380737,100,6.858760834,79.95123291,0.97853595,0.279581696,34.96718534,0.00395441,139.4978333,8.690674265,935,851,0.004661233,55.63620945,111273,50.07258851,0.000191125,297.9941406,297.9941406,0.181866571,0.35016939,3.090881824,5.951242924,108,070801010301,F070801010301_510
1816,572.7448085,4038.736249,456_11_2,2.004038095,0.997567832,154.6230164,154.6230164,79,256.9128723,1712.752441,100,6.773648739,78.95909882,0.977616489,0.279318988,97.19586925,0.0109918,130.9999237,11.79862213,2412,2195,0.012022804,78.49357951,156987,70.6442247,0.000269646,411.5358887,411.5358887,0.070443287,0.18748787,2.188756704,5.825470924,108,070801030301,F070801030301_257
1819,566.5220526,4037.488888,583_4_2,2.148967028,0.997259736,154.5752563,154.5752563,69,224.3229065,1495.486084,100,7.26350832,84.66930389,0.977314532,0.27923274,27.99478441,0.003165907,159.333786,7.656977594,534,487,0.002667474,34.40703444,68813,30.96633139,0.000118197,378.8981628,378.8981628,0.317402989,0.778024971,4.9917202,12.23581028,108,070801010301,F070801010301_127
1844,571.7628406,4027.047076,139_1_1,2.032790661,0.994680643,154.1755066,154.1755066,86,278.8681946,1859.121338,100,6.870832443,80.09194946,0.974787056,0.278510571,27.58243656,0.003119275,130.9989853,11.79855633,684,623,0.003412395,17.48539162,34971,15.73685208,6.00669E-05,433.0437012,433.0437012,0.247472718,0.695094228,9.797099113,27.51780891,108,070801030407,F070801030407_235
1881,568.7427096,4016.293896,76_13_1,1.978627563,0.992024601,153.7638092,153.7638092,78,252.2520142,1681.680054,100,6.687761307,77.95792389,0.972184122,0.277766883,23.44367027,0.002651225,130.9995575,11.79859638,582,530,0.002903001,10.73127937,21463,9.658151627,3.68648E-05,406.0158081,406.0158081,0.290120393,0.766067564,15.92062473,42.03866577,104,070801030403,F070801030403_145
1886,566.3869561,4015.288593,836_74_1,1.901518345,0.991776288,153.7253265,153.7253265,15,48.49785995,323.3190613,100,6.42713213,74.91982269,0.971940756,0.277697355,30.44795322,0.003443334,135.2516327,12.11367607,776,707,0.003872493,124.3916321,248783,111.9524689,0.000427318,202.2231903,202.2231903,0.217433274,0.286029965,1.373130322,1.8063308,108,070802060302,F070802060302_14
1917,569.4626025,4009.968695,133_8_1,1.990870953,0.990462244,153.5216522,153.5216522,78,251.8547363,1679.031616,100,6.72914362,78.44031525,0.970652997,0.277329415,25.33442113,0.002865049,139.499733,12.46113443,699,636,0.003483601,37.54407824,75088,33.78967118,0.000128974,405.3764038,405.3764038,0.24138625,0.637384295,4.543448925,11.99705124,108,070802060302,F070802060302_197
1928,568.9654603,4006.895604,450_46_2,2.08881402,0.989703238,153.404007,153.404007,70,225.8501282,1505.66748,100,7.060191154,82.29927063,0.969909191,0.277116895,26.70531069,0.003020081,130.9993337,11.79858081,663,603,0.003302848,44.57494378,89150,40.11744938,0.000153127,379.2541504,379.2541504,0.254401326,0.628945529,3.823872328,9.453596115,108,070801030301,F070801030301_614
1941,566.4412747,4004.314813,458_51_2,2.02884841,0.989065766,153.305191,153.305191,28,90.28192139,601.8794556,100,6.857507706,79.93663025,0.969284475,0.276938409,129.4031732,0.014634097,138.9330963,10.52936782,2687,2445,0.013392144,224.1735406,448348,201.7561895,0.000770095,243.5871124,243.5871124,0.062701508,0.099626631,0.759853721,1.207334042,108,070802060801,F070802060801_93
1955,569.5449957,4001.240229,163_16_1,2.061839581,0.988306344,153.1874847,153.1874847,82,264.1940918,1761.293945,100,6.969017982,81.23648071,0.968540192,0.276725769,40.98307518,0.004634742,154.3742104,8.338563255,1099,1000,0.00547736,106.6161345,213232,95.954519,0.000366254,417.3815918,417.3815918,0.153187484,0.417381585,1.59645927,4.349785805,108,070801030407,F070801030407_144
1966,562.0727702,3999.606836,526_16_1,2.010442495,0.98790288,153.124939,153.124939,68,218.9981079,1459.987427,100,6.795295715,79.21143341,0.968144834,0.276612818,68.84141684,0.007785218,134.3988831,10.24463437,1697,1544,0.008457043,149.1843736,298369,134.2659328,0.000512487,372.1230469,372.1230469,0.099174187,0.241012335,1.140460134,2.771537304,108,070801010301,F070801010301_265
1981,568.3669224,3994.428773,139_4_1,1.991015673,0.986623883,152.9266968,152.9266968,84,270.1769714,1801.17981,100,6.729632854,78.4460144,0.966891408,0.276254684,96.07075334,0.010864561,133.1238861,11.95602179,2385,2171,0.011891348,80.68987016,161381,72.62088243,0.000277191,423.1036682,423.1036682,0.070440672,0.194888845,2.105822563,5.826198578,108,070801030407,F070801030407_235
2011,565.7143926,3987.000063,186_39_2,1.993556738,0.984789014,152.6423035,152.6423035,79,253.622345,1690.815674,100,6.738221645,78.54613495,0.965093255,0.275740921,200.0000005,0.022617833,130.9976586,9.668887877,3453,3142,0.017209864,237.1647704,474328,213.448294,0.000814723,406.2646484,406.2646484,0.048581254,0.129301295,0.715125442,1.903339863,108,070801030407,F070801030407_403
2017,566.41779,3985.124361,112_1_1,2.017256737,0.984325707,152.5704803,152.5704803,54,173.2806091,1155.204102,100,6.818327904,79.4799118,0.964639187,0.275611192,159.5578709,0.018044267,134.9661072,12.09537678,4083,3716,0.020353868,69.87260199,139745,62.88534117,0.000240031,325.8510742,325.8510742,0.041057717,0.087688662,2.426169157,5.181669712,104,070801030404,F070801030404_82
2023,566.3516759,3983.814516,583_20_2,2.003304243,0.984002173,152.52034,152.52034,81,259.8353577,1732.235718,100,6.771168232,78.93018341,0.96432215,0.275520623,24.61761081,0.002783985,155.3642197,7.471249998,503,458,0.002508631,42.44369221,84887,38.19932413,0.000145805,412.3557129,412.3557129,0.333013833,0.900339961,3.992749691,10.79484272,108,070801010301,F070801010301_466
2024,563.3015601,3983.810368,516_49_1,2.008657217,0.98400116,152.5201721,152.5201721,78,250.2117767,1668.078491,100,6.789261341,79.14109802,0.964321136,0.275520325,89.22337151,0.010090197,133.8337631,12.01217413,2232,2031,0.011124517,129.4517661,258903,116.5065868,0.000444701,402.7319336,402.7319336,0.075096093,0.198292434,1.309111953,3.456731081,108,070802060603,F070802060603_440
2035,564.6518692,3980.307809,460_1_1,2.015285969,0.983136058,152.3860931,152.3860931,76,243.5814819,1623.876587,100,6.811666489,79.40226746,0.96347332,0.275278091,112.9702334,0.01277571,135.2495346,12.1135397,2946,2681,0.014684801,122.0170175,244034,109.8153123,0.00041916,395.9675903,395.9675903,0.056839272,0.147693992,1.387658,3.605759382,108,070801030303,F070801030303_119
2041,568.5763964,3979.01536,50_7_1,2.01854682,0.982816815,152.3366089,152.3366089,78,249.9102173,1666.068115,100,6.822688103,79.53074646,0.963160455,0.275188714,32.45396739,0.003670192,136.0987579,12.18952465,806,735,0.004025859,57.76588708,115532,51.98929799,0.000198441,402.2468262,402.2468262,0.207260698,0.54727459,2.930153131,7.737108231,104,070801030601,F070801030601_117
2109,560.1431685,3962.634254,440_4_1,2.043514729,0.978770673,151.7094574,151.7094574,41,130.8223572,872.1490479,100,6.907079697,80.51448059,0.959195256,0.274055779,62.28389079,0.007043633,158.7673111,9.789221565,1812,1649,0.009032166,17.00300763,34005,15.30270688,5.84098E-05,282.5317993,282.5317993,0.092000887,0.171335235,9.913896561,18.46286392,108,070801030303,F070801030303_3
2117,559.248228,3959.982049,94_23_1,1.961045027,0.978115559,151.6079102,151.6079102,73,232.7718658,1551.8125,100,6.628332138,77.26517487,0.958553255,0.273872346,32.52346533,0.003678052,131.0015564,8.249158343,803,731,0.00400395,20.71437216,41429,18.64293504,7.11593E-05,384.3797607,384.3797607,0.207397968,0.525827289,8.132190704,20.61798477,104,070801030602,F070801030602_221
2130,560.9610952,3958.345402,21_3_2,1.990896702,0.97771132,151.5452576,151.5452576,78,248.612442,1657.41626,100,6.729230881,78.44132996,0.958157122,0.273759156,83.87937415,0.009485848,136.666036,12.24026537,2136,1944,0.010647987,131.7989984,263598,118.619101,0.000452764,400.1577148,400.1577148,0.07795538,0.20584245,1.277578831,3.373467684,104,070801030402,F070801030402_146
2154,560.7004382,3953.984645,493_14_2,2.006176233,0.976634204,151.3782959,151.3782959,78,248.3384552,1655.589722,100,6.780875683,79.04334259,0.957101524,0.273457587,50.20025253,0.005677105,158.1994476,14.05357456,1483,1350,0.007394435,29.36205867,58725,26.42585342,0.000100866,399.7167358,399.7167358,0.112132072,0.29608646,5.728416443,15.12597275,108,070802060501,F070802060501_526
2271,554.3604242,3931.82348,836_147_1,1.846211553,0.971160412,150.5298615,150.5298615,67,212.1208191,1414.138794,100,6.240195274,72.74073792,0.951737225,0.271924913,199.9999989,0.022617833,140.7147021,12.55583491,5445,4956,0.027145794,307.8343902,615669,277.0509505,0.001057492,362.6506958,362.6506958,0.030373257,0.073174074,0.543329179,1.308967471,108,070802060302,F070802060302_60
2300,557.4382538,3927.628281,658_40_2,1.965072989,0.970124185,150.3692474,150.3692474,32,101.2031479,674.6876221,100,6.641946793,77.4238739,0.950721681,0.271634758,22.38128804,0.002531081,136.6672668,8.533798019,495,450,0.002464812,18.908035,37816,17.01723169,6.4954E-05,251.5723877,251.5723877,0.334153891,0.559049726,8.836293221,14.783391,104,070801030401,F070801030401_524
2325,554.6810545,3922.514165,664_17_2,1.958788872,0.968860984,150.1734467,150.1734467,65,205.3013458,1368.675659,100,6.620706558,77.17628479,0.949483752,0.271281064,87.39299726,0.009883201,,1.149999976,212,193,0.00105713,25.15192475,50304,22.63673265,8.64034E-05,355.4747925,355.4747925,0.778100789,1.84183836,6.634060383,15.70344925,104,070801030402,F070801030402_190
2335,556.9779982,3921.284471,477_12_1,1.94948709,0.968557239,150.1263733,150.1263733,28,88.40991974,589.3994751,100,6.5892663,76.80979156,0.949186087,0.271196038,200.0000022,0.022617834,135.5331482,11.16604418,5167,4703,0.025760022,262.5813273,525162,236.3231989,0.000902036,238.5362854,238.5362854,0.031921405,0.050720025,0.635258734,1.009364605,108,070802060704,F070802060704_450
2393,554.42983,3909.890586,550_4_2,2.016594887,0.965742946,149.690155,149.690155,70,220.382431,1469.216187,100,6.816090584,79.45384216,0.946428061,0.270408034,37.58409544,0.004250354,144.5992966,12.9260745,932,848,0.004644801,37.68434544,75369,33.91591013,0.000129456,370.0725708,370.0725708,0.176521406,0.436406344,4.413567543,10.91147423,108,070801010301,F070801010301_231
2408,551.0374228,3907.777677,845_111_1,1.885778666,0.965221107,149.6092682,149.6092682,10,31.46619987,209.7746582,100,6.373931885,74.29968262,0.945916712,0.270261914,29.24235141,0.003306993,139.5018539,8.690863411,805,733,0.004014905,6.427048679,12854,5.784343716,2.20786E-05,181.07547,181.07547,0.204105407,0.247033387,25.86451912,31.30441093,108,070802060302,F070802060803_281
2441,556.8153866,3902.185371,107_19_2,1.949278951,0.963839769,149.3951569,149.3951569,54,169.6740875,1131.160645,100,6.588562965,76.80158997,0.944562972,0.269875139,98.13649464,0.011098174,148.8508453,13.24113607,2882,2623,0.014367114,43.27391318,86549,38.94652222,0.000148657,319.0692444,319.0692444,0.056955837,0.121642865,3.835904837,8.1924963,104,070801030404,F070801030404_124
2499,552.9953735,3890.933396,65_1_1,2.002367735,0.961060524,148.964386,148.964386,78,244.3782654,1629.188477,100,6.768002987,78.89328766,0.941839337,0.269096941,36.91969764,0.004175218,130.9992065,11.79857159,916,833,0.004562641,69.13552833,138271,62.22197473,0.000237499,393.3426514,393.3426514,0.178828791,0.472200066,2.394079924,6.321603298,104,070801030601,F070801030601_199
2542,550.7216956,3883.805399,45_4_1,2.005153418,0.959299922,148.6914825,148.6914825,89,278.3309937,1855.539917,100,6.777418613,79.00304413,0.940113902,0.268603981,57.52394485,0.006505335,131.0000763,11.79863294,1427,1299,0.00711509,51.65564896,103311,46.49008488,0.000177451,427.0224609,427.0224609,0.114466116,0.328731686,3.198348284,9.185236931,104,070801030405,F070801030405_246
2559,552.7751144,3881.317436,118_6_2,1.945632577,0.958685398,148.5962372,148.5962372,63,196.8945923,1312.630615,100,6.576238155,76.65792084,0.939511716,0.268431902,184.6143942,0.020877888,148.3953506,13.19637442,5058,4602,0.025206809,145.5140577,291028,130.9626529,0.000499879,345.4908447,345.4908447,0.03228949,0.075074062,1.134645939,2.638086796,104,070801030406,F070801030406_126
2590,551.6284876,3874.145144,112_4_1,1.989324212,0.956913829,148.32164,148.32164,60,187.172348,1247.815674,100,6.723916054,78.37937164,0.937775552,0.267935872,114.6533604,0.012966053,131.0008179,11.79868526,2845,2588,0.014175407,70.95636749,141914,63.86072993,0.000243754,335.493988,335.493988,0.057311296,0.129634455,2.322579861,5.253525734,104,070801030404,F070801030404_92
2613,546.8662395,3870.31195,34_2_1,1.923458338,0.955967069,148.1748962,148.1748962,79,246.1994629,1641.329712,100,6.501289368,75.78425598,0.936847746,0.26767078,200.0000006,0.022617833,131.1726803,10.44316744,4430,4030,0.022073759,106.0488152,212098,95.44393528,0.000364305,394.3743591,394.3743591,0.036767963,0.097859643,1.552481055,4.131999969,104,070801030403,F070801030403_160
2695,546.4779463,3857.070632,489_11_2,1.840429902,0.952696443,147.6679535,147.6679535,78,242.2514191,1615.009521,100,6.220653057,72.51293945,0.933642507,0.266755015,79.58263188,0.008999933,141.5772502,9.755677551,2066,1880,0.010297436,105.1087266,210218,94.59785471,0.000361076,389.9193726,389.9193726,0.078546785,0.207403928,1.56100738,4.121862888,108,070802060502,F070802060502_443
2696,547.1276399,3856.977364,25_8_1,1.898776174,0.952673435,147.6643829,147.6643829,78,242.2458344,1614.972168,100,6.417863369,74.81178284,0.933619976,0.266748548,108.8168316,0.012306005,144.4585876,12.87870955,2906,2645,0.014487616,131.1491678,262298,118.0342519,0.000450532,389.9102173,389.9102173,0.055827744,0.147414073,1.251029968,3.303364992,104,070801030403,F070801030403_293
2731,545.9818489,3851.477061,405_5_2,1.921457171,0.951314807,147.4537964,147.4537964,33,102.3423462,682.2822876,100,6.494525433,75.70541382,0.932288527,0.266368151,107.229216,0.012126463,131.0008138,10.27744435,2581,2348,0.01286084,73.61762998,147235,66.2558668,0.000252896,249.7961426,249.7961426,0.062799744,0.106386773,2.225520611,3.770174026,108,070802060601,F070802060601_266
2778,545.0212452,3843.374193,549_5_1,1.899607778,0.949313402,147.1435699,147.1435699,86,266.1497498,1774.331665,100,6.420674324,74.84454346,0.930327117,0.265807748,113.5494213,0.012841209,158.7661514,9.789146225,3345,3044,0.016673082,97.60842323,195217,87.84757996,0.00033531,413.293335,413.293335,0.048338886,0.135773107,1.674987197,4.704663754,108,070801010301,F070801010301_187
2814,547.5226927,3838.053213,590_4_1,1.941839576,0.94799912,146.9398651,146.9398651,43,132.8903961,885.9359741,100,6.563417912,76.50847626,0.929039121,0.265439749,50.04639316,0.005659705,158.2001801,7.601823032,1385,1260,0.006901473,70.40398383,140807,63.36358374,0.000241856,279.8302612,279.8302612,0.116618939,0.222087502,2.318995476,4.416263103,108,070802060802,F070802060802_44
2823,544.5008181,3836.866644,526_16_2,2.010442495,0.947706044,146.8944397,146.8944397,68,210.0874481,1400.583008,100,6.795295715,79.21143341,0.928751945,0.265357703,22.03414726,0.002491823,130.9990692,11.79856205,547,498,0.002727725,54.02649879,108053,48.62385082,0.000185595,356.9818726,356.9818726,0.294968754,0.716831088,3.021036625,7.341702938,108,070801010301,F070801010301_265
2887,542.3513701,3827.293067,481_17_1,1.783225656,0.945341408,146.5279236,146.5279236,48,147.9267426,986.1782837,100,6.027302742,70.25909424,0.926434577,0.264695585,199.999999,0.022617833,140.9722107,10.67188507,4521,4116,0.022544812,618.921276,1237841,557.0291476,0.002126157,294.4546509,294.4546509,0.035599593,0.071539029,0.263052523,0.52861625,108,070802060603,F070802060603_548
2933,541.0148022,3818.174955,84_25_2,1.887245059,0.943089187,146.1788177,146.1788177,45,138.3511505,922.3410034,100,6.37888813,74.35745239,0.924227417,0.264064968,97.7638182,0.011056029,147.9992485,10.74331558,2694,2453,0.013435963,176.9831538,353965,159.2848396,0.000607983,284.5299683,284.5299683,0.059591852,0.11599265,0.917719603,1.786296606,104,070801030406,F070801030406_565
2956,541.6590202,3815.959497,723_32_1,1.912267804,0.942542017,146.0940094,146.0940094,25,76.81716919,512.1144409,100,6.463465214,75.34335327,0.923691154,0.263911754,20.34497392,0.002300796,142.3343811,6.901379287,515,469,0.002568882,16.36836433,32737,14.73152828,5.62296E-05,222.9111786,222.9111786,0.311501086,0.475290358,9.917098045,15.13157177,108,070801010405,F070801010405_92
2993,538.1315184,3810.822418,850_37_1,1.866095901,0.941273153,145.8973389,145.8973389,78,239.3469391,1595.64624,100,6.307404041,73.52417755,0.922447681,0.26355648,21.40248919,0.00242039,140.4449819,12.50328223,563,513,0.002809885,32.50182295,65004,29.25164032,0.000111652,385.2442627,385.2442627,0.284400284,0.750963449,4.987663269,13.1700058,104,070801030403,F070801030403_134
3086,542.059088,3799.03846,526_3_1,1.950722456,0.938362479,145.4461823,145.4461823,44,134.5987244,897.3248291,100,6.593441963,76.8584671,0.919595242,0.262741506,20.82365236,0.002354929,131.0018234,8.24917074,426,387,0.002119738,26.29165304,52583,23.66248733,9.03187E-05,280.0449219,280.0449219,0.375829935,0.723630309,6.146698952,11.83497429,108,070801010301,F070801010301_264
3164,538.8038191,3791.154964,481_65_1,1.8636204,0.936415255,145.1443634,145.1443634,92,280.8487549,1872.325073,100,6.29903698,73.42664337,0.917686939,0.262196273,20.69814634,0.002340736,131.0008926,11.79869032,513,467,0.002557927,23.5542208,47108,21.19879842,8.09149E-05,425.993103,425.993103,0.310801625,0.912190795,6.846820354,20.09515381,108,070802060603,F070802060603_200
3182,539.2653729,3788.49655,507_5_1,1.887079954,0.93575865,145.0425873,145.0425873,84,256.2481384,1708.320923,100,6.378330231,74.35095215,0.917043447,0.262012422,37.3343811,0.004222114,131.0007324,11.79867935,926,843,0.004617414,52.3788427,104757,47.14095788,0.000179935,401.2907104,401.2907104,0.172055259,0.476026952,3.076784849,8.512570381,108,070802060501,F070802060501_1
3193,535.4464754,3787.380239,668_16_1,1.872853994,0.935482919,144.9998474,144.9998474,55,167.7320404,1118.213623,100,6.330246449,73.79045105,0.91677326,0.261935204,181.8711768,0.02056766,131.0013123,9.136540025,4498,4094,0.02242431,47.95290208,95905,43.15761149,0.000164731,312.7318726,312.7318726,0.035417646,0.076387852,3.35977459,7.246273994,104,070801030404,F070801030404_199
3217,537.643071,3784.774848,430_2_2,1.874831557,0.934839368,144.9001007,144.9001007,70,213.3301544,1422.20105,100,6.336930752,73.86836243,0.916142583,0.261755019,130.9727575,0.0148116,137.6118342,12.33522622,3380,3076,0.016848358,105.9972676,211995,95.39754041,0.000364128,358.2302551,358.2302551,0.047106665,0.116459772,1.518908143,3.755131006,108,070801030302,F070801030302_1
3218,545.3225871,3784.754943,50_7_2,2.01854682,0.93483448,144.8993378,144.8993378,78,237.7096558,1584.731079,100,6.822688103,79.53074646,0.916137815,0.261753649,22.16767091,0.002506923,130.9995461,11.79859567,550,500,0.00273868,26.16232236,52325,23.54609041,8.98744E-05,382.6090088,382.6090088,0.289798677,0.765218019,6.153859615,16.24936485,104,070801030601,F070801030601_117
3222,536.8968155,3784.375312,658_40_1,1.965072989,0.934740722,144.8848114,144.8848114,37,112.748436,751.65625,100,6.641946793,77.4238739,0.916045904,0.261727393,47.30296577,0.005349453,134.7779846,7.709996176,584,532,0.002913955,15.28855201,30577,13.75969673,5.25202E-05,257.6332397,257.6332397,0.27233988,0.484273016,10.52965164,18.7237587,104,070801030401,F070801030401_524
3235,535.7511573,3782.623993,537_18_1,1.8923136,0.934308112,144.8177643,144.8177643,83,252.8044891,1685.363281,100,6.396019936,74.55715942,0.915621936,0.261606276,175.4378586,0.019840121,136.3109436,12.20850468,4470,4068,0.022281899,153.2135139,306428,137.8921654,0.000526329,397.6222534,397.6222534,0.035599254,0.097743914,1.050224781,2.883574009,108,070801010302,F070801010302_2
3345,533.5435514,3770.645597,37_4_1,1.862660885,0.931349456,144.3591614,144.3591614,83,252.0045319,1680.030273,100,6.29579401,73.38883972,0.912722468,0.260777861,40.78983891,0.004612889,140.4458313,12.58717505,1031,938,0.005137763,30.94175005,61883,27.84757562,0.000106293,396.3637085,396.3637085,0.153901026,0.422562599,5.183904171,14.23332882,104,070801030403,F070801030403_101
