OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12
368,F070801030303_124,2995.414055,26337.14727,6.505275249,1079.875732,90,1908.647949,21.98783112,33.64138031,7.025697231,20.98475838,19.13392735,0.00216384,147.9993286,13.12363529,528,480,0.002629133,26.14231217,52285,24.83519685,9.47949E-05,2988.523682,2.249741077,6.226090908,43.48166656,120.3342056,108,070801030303
369,F070801030303_136,3436.062624,29342.62114,7.247627258,1203.106079,35,826.9542847,24.49698067,37.48038101,7.827437401,23.37944221,25.02497673,0.002830054,130.9991913,11.79857063,621,565,0.003094708,5.091620982,10183,4.837039977,1.84628E-05,2030.060303,2.129391193,3.593027115,248.7277527,419.6906128,108,070801030303
370,F070801030303_145,3451.18485,30314.25696,7.487621307,1242.94519,89,2172.458496,25.30816078,38.72148514,8.086630821,24.15361786,24.14555398,0.002730601,139.4988556,12.42843437,630,573,0.003138527,28.27731261,56555,26.86344668,0.000102537,3415.403809,2.169188738,5.96056509,46.26901245,127.1394501,108,070801030303
371,F070801030303_148,4610.202026,39263.41288,9.698062897,1609.878418,87,2750.564697,32.77945328,50.152565,10.47390747,31.28407478,32.15547395,0.003636436,139.4998627,12.42851353,840,765,0.00419018,43.54028589,87082,41.36327094,0.000157882,4360.443359,2.104416132,5.6999259,38.92048264,105.4182434,108,070801030303
372,F070801030303_150,3917.204108,33976.84115,8.392279625,1393.118408,90,2462.294922,28.36590576,43.39983749,9.063661575,27.0718689,30.81344491,0.003484667,131.0003052,11.79864883,765,696,0.003812242,27.00185829,54004,25.65176421,9.79117E-05,3855.41333,2.001606941,5.539386749,54.30887222,150.298172,108,070801030303
373,F070801030303_151,2367.130749,20855.69772,5.151357174,855.1253052,89,1494.614868,17.41158676,26.63972855,5.563465595,16.61728096,17.62089813,0.001992733,131.0006866,11.79867554,437,397,0.002174512,22.51282984,45026,21.38718933,8.1634E-05,2349.740234,2.153968096,5.918741226,39.98306274,109.8667145,108,070801030303
374,F070801030303_156,1084.197236,9387.422627,2.318693399,384.9031067,75,566.9204712,7.837183475,11.9908905,2.504188776,7.479656219,5.184726238,0.000586336,130.9960632,11.79835033,129,117,0.000640851,9.371026039,18742,8.902474403,3.39804E-05,951.8236084,3.289770126,8.13524437,43.23551941,106.916748,108,070801030303
375,F070801030303_16,5141.332077,43858.74141,10.8331089,1798.296021,82,2895.906738,36.61590958,56.02234268,11.69975758,34.94551086,37.03273284,0.004188001,115.7494125,10.81302547,841,766,0.004195657,47.93123806,95862,45.53467631,0.000173804,4694.202637,2.347645044,6.128201962,39.4928894,103.0907211,108,070801030303
376,F070801030303_166,7913.701458,68172.55765,16.83862114,2795.211182,72,3952.361084,56.91453934,87.07924652,18.18571091,54.31813431,56.9518042,0.006440632,130.9992065,11.79857159,1414,1289,0.007060316,160.7441461,321490,152.7069438,0.000582876,6747.572266,2.168511391,5.234734058,18.30441475,44.18641281,108,070801030303
377,F070801030303_173,818.9001054,6962.811566,1.71981442,285.4891968,56,313.9693298,5.812972546,8.893848419,1.857399583,5.54778862,6.212380409,0.000702553,159.3345184,14.16402721,185,168,0.000920196,24.10941887,48219,22.90394783,8.74234E-05,599.4584961,1.699340463,3.568205357,12.46462822,26.17271423,108,070801030303
378,F070801030303_176,2364.838812,20834.36935,5.146089077,854.2507935,63,1056.903931,17.39378166,26.61248589,5.557775974,16.60028648,14.99546528,0.001695825,158.1970215,14.05334091,443,403,0.002207376,52.2718544,104544,49.65826035,0.000189543,1911.154785,2.119729042,4.742319584,17.20259285,38.4861412,108,070801030303
379,F070801030303_181,6612.017077,58353.83488,14.41339684,2392.623779,90,4228.890625,48.71728134,74.53743744,15.56646824,46.49482727,58.63556147,0.006631047,139.5007172,12.42857933,1533,1396,0.007646394,67.01452589,134030,63.66380119,0.000243002,6621.514648,1.713913918,4.743205547,37.58216858,104.0075302,108,070801030303
380,F070801030303_185,8207.204569,69551.24813,17.17915916,2851.740479,67,3752.271484,58.06555939,88.84030914,18.55349159,55.41664124,54.059256,0.006113516,131.0009003,11.7986908,1342,1221,0.006687856,173.7107369,347421,165.025197,0.000629894,6604.011719,2.335577726,5.408690929,17.28063583,40.01820374,108,070801030303
381,F070801030303_186,4207.48006,36385.08956,8.987116814,1491.86145,72,2109.456299,30.37645531,46.47597504,9.706086159,28.99069977,27.32513666,0.003090177,158.2005005,14.05367661,808,736,0.004031337,97.75331497,195506,92.86565113,0.000354464,3601.317871,2.026985645,4.893095016,16.06472778,38.77986908,108,070801030303
382,F070801030303_187,1601.144194,13587.66012,3.356152058,557.1212158,65,711.1687012,11.34379387,17.35600471,3.624644279,10.82629681,12.27755307,0.001388458,142.3297272,12.6523838,326,297,0.001626776,35.73162004,71462,33.94503766,0.000129567,1268.289917,1.875828981,4.270336628,16.41244888,37.36304474,108,070801030303
383,F070801030303_188,4277.813342,36491.03719,9.013286591,1496.205566,70,2056.832031,30.4649086,46.61130905,9.734349251,29.07511711,22.22981413,0.002513951,139.5013885,12.42863178,581,528,0.002892046,36.39749719,72795,34.57762154,0.000131981,3553.037598,2.833722591,6.729238033,43.27092361,102.7554092,108,070801030303
384,F070801030303_189,5420.726036,46939.9554,11.59416866,1924.631958,74,2796.977295,39.18828964,59.95808411,12.52170181,37.40054321,47.21776861,0.005339818,147.9997101,13.12366772,1303,1186,0.006496148,133.6868508,267374,127.0025081,0.000484763,4721.609375,1.622792602,3.981120825,15.15428352,37.17729187,108,070801030303
385,F070801030303_20,11904.63917,103053.9636,25.45432854,4225.418457,76,6306.564941,86.03562927,131.6345062,27.49067497,82.11074066,71.58116785,0.008095055,147.1996307,13.05527306,1964,1787,0.009788042,97.63894951,195278,92.75700177,0.00035405,10531.9834,2.364531755,5.893667221,45.55363464,113.543808,108,070801030303
386,F070801030303_201,4741.524033,40537.46657,10.01275444,1662.117188,75,2448.118408,33.84310913,51.77995682,10.81377506,32.29920959,29.07766026,0.003288368,130.9997406,11.79860973,721,657,0.003598625,47.45730165,94914,45.08443494,0.000172085,4110.235352,2.529858828,6.256065845,36.86676407,91.16750336,108,070801030303
387,F070801030303_204,9114.10598,79488.49926,19.63365936,3259.1875,88,5632.504395,66.36177063,101.5335083,21.20435143,63.33438492,65.78440583,0.007439504,139.4999542,12.4285202,1719,1565,0.008572068,89.33311939,178667,84.86646533,0.000323932,8891.691406,2.082547903,5.681591988,38.40371323,104.772728,108,070801030303
388,F070801030303_206,4997.550708,43593.57801,10.76761341,1787.423828,75,2632.681641,36.39453506,55.68363953,11.6290226,34.73423767,33.50856709,0.003789456,147.9987183,13.12358284,925,842,0.004611937,80.70729733,161415,76.67193222,0.000292653,4420.105469,2.122831106,5.249531269,23.31262207,57.64958954,108,070801030303
389,F070801030303_21,1601.151085,14021.52826,3.463317394,574.9107056,79,891.9428101,11.70601273,17.91020012,3.740382671,11.17199135,10.39389511,0.001175437,147.2023773,13.05550671,286,260,0.001424113,22.88599935,45772,21.74170024,8.29871E-05,1466.853516,2.211194992,5.641744137,26.44276619,67.46728516,108,070801030303
390,F070801030303_22,2580.413089,22278.67183,5.502831936,913.4700928,79,1417.199463,18.59957123,28.45734406,5.943058491,17.75107002,13.61815614,0.001540066,147.2009277,13.05538368,374,341,0.00186778,24.67870975,49357,23.44477344,8.94877E-05,2330.669434,2.67879796,6.834807873,38.96263123,99.41104889,108,070801030303
391,F070801030303_223,2076.45587,17934.93154,4.429928303,735.368103,90,1299.740845,14.97315788,22.90893173,4.784322739,14.29009151,13.89811277,0.001571726,130.9995422,11.79859543,345,314,0.001719891,18.14216256,36284,17.23505402,6.57855E-05,2035.108887,2.341936588,6.481238365,42.66700363,118.0796356,108,070801030303
392,F070801030303_227,2325.790854,20740.81644,5.122981548,850.414917,89,1486.381958,17.31567764,26.49298668,5.532820225,16.5257473,9.884512901,0.001117831,131.0033112,11.7988615,245,223,0.001221451,11.42861462,22857,10.85718346,4.14414E-05,2336.796875,3.813519716,10.47890949,78.32740021,215.230484,108,070801030303
393,F070801030303_233,2549.644578,22525.53462,5.563807011,923.59198,84,1523.592896,18.80566788,28.77267265,6.00891161,17.94776535,17.99139076,0.002034631,131.0024719,11.79880142,446,406,0.002223808,28.91396695,57828,27.4682681,0.000104845,2447.184814,2.274857044,6.02754879,33.6239624,89.09133911,108,070801030303
394,F070801030303_236,1459.663197,12820.55058,3.166676044,525.6682129,85,877.4858398,10.70336533,16.37614822,3.42001009,10.21508408,9.517658748,0.001076344,142.3292084,12.6523428,253,231,0.00126527,10.7579729,21516,10.22007448,3.90096E-05,1403.154053,2.275619984,6.074259758,51.43487167,137.2939148,108,070801030303
395,F070801030303_239,3980.810789,34208.19126,8.449422836,1402.604248,86,2368.880127,28.55904961,43.69534683,9.125376701,27.2562027,25.62750483,0.002898193,131.0000458,11.79863071,635,578,0.003165914,25.69463134,51388,24.409899,9.31715E-05,3771.484375,2.426651001,6.5250597,57.46046829,154.5063477,108,070801030303
396,F070801030303_242,3131.967171,27059.16548,6.683613777,1109.479858,90,1960.972168,22.59061432,34.56364059,7.218302727,21.56004524,18.4428983,0.002085692,151.3998413,13.42151546,520,473,0.002590791,23.55543812,47111,22.37766622,8.54146E-05,3070.452148,2.345623493,6.491442204,49.57978439,137.210556,108,070801030303
397,F070801030303_244,5500.632315,47678.17291,11.77650833,1954.900391,89,3416.836426,39.80459976,60.90103912,12.71862888,37.9887352,41.66971701,0.004712394,151.4000702,13.42153549,1176,1071,0.005866252,41.21652776,82433,39.15570176,0.000149456,5371.736816,1.825303793,5.015627384,49.92632675,137.1891327,108,070801030303
398,F070801030303_271,1820.145366,15856.41132,3.916533709,650.1445923,86,1098.039307,13.23788357,20.25396156,4.229856491,12.6339798,10.78120542,0.001219238,159.3301849,14.16360283,321,292,0.001599389,16.24072027,32481,15.42868471,5.88906E-05,1748.183838,2.226522684,5.986930847,42.13869095,113.3073807,108,070801030303
399,F070801030303_283,6419.102178,56327.45116,13.9128809,2309.53833,84,3809.90332,47.02553558,71.94906616,15.02591133,44.88026047,51.05507135,0.005773775,151.4005737,13.42158031,1441,1312,0.007186296,79.11745596,158235,75.16158438,0.000286889,6119.441406,1.760318875,4.664208412,30.72764206,81.41714478,108,070801030303
400,F070801030303_292,3989.5189,34375.76874,8.490815163,1409.475342,74,2048.324219,28.69895554,43.90940094,9.170080185,27.38972664,33.57235599,0.00379667,131.0014191,11.79872799,833,758,0.004151839,84.67022133,169339,80.4367094,0.000307023,3457.799561,1.859466195,4.561740875,17.52278709,42.98783112,108,070801030303
401,F070801030303_293,3276.936826,28927.01165,7.144971848,1186.065308,75,1746.945557,24.15000534,36.94950867,7.716569424,23.04829597,19.10444705,0.002160506,100.5041275,9.987494469,401,365,0.001999236,44.94185066,89884,42.69475967,0.000162964,2933.010742,3.249494076,8.035645485,27.78011513,68.69720459,108,070801030303
402,F070801030303_33,5969.080112,52475.84124,12.96153259,2151.614502,77,3253.604004,43.80997849,67.02926636,13.99845505,41.81139374,33.6802774,0.003808874,159.333374,14.16391468,1003,912,0.004995352,48.83128905,97662,46.38972474,0.000177068,5405.21875,2.359226465,5.926774979,46.38127518,116.5175858,108,070801030303
403,F070801030303_340,949.1939256,8152.793287,2.013739824,334.2808228,62,407.0170898,6.80644083,10.4138546,2.17483902,6.495934963,5.628777981,0.000636554,131.0047913,11.79896545,140,127,0.000695625,13.55977726,27120,12.88178825,4.91692E-05,741.2979126,2.63213253,5.83699131,25.94987679,57.54619598,108,070801030303
404,F070801030303_344,1581.903376,13416.86005,3.313964367,550.118103,60,648.2114868,11.20119953,17.13783455,3.579081535,10.69020748,7.854867458,0.0008883,139.5058289,12.42897797,205,187,0.001024266,4.718289852,9437,4.482375145,1.7109E-05,1198.32959,2.941807985,6.40817976,122.7291489,267.3425598,108,070801030303
405,F070801030303_362,2758.867646,23385.84662,5.776304245,958.8665161,78,1468.798584,19.52390862,29.87158012,6.238408566,18.63323975,17.00610071,0.001923206,158.2002411,14.05365181,503,457,0.002503153,29.55245352,59105,28.07483149,0.00010716,2427.665039,2.098176241,5.312177181,34.15395355,86.47122192,108,070801030303
406,F070801030303_363,1335.330735,11632.90267,2.873327017,476.97229,93,871.1351929,9.711845398,14.85912323,3.103193283,9.268796921,11.04948705,0.001249577,158.2005005,14.05367661,327,298,0.001632253,10.33915854,20678,9.822200745,3.74909E-05,1348.107422,1.600578189,4.523850441,48.56063461,137.2510529,108,070801030303
407,F070801030303_37,3207.060411,27747.19532,6.85355711,1137.69043,75,1675.694702,23.1650238,35.44248581,7.40184164,22.10824966,21.16020203,0.00239299,130.9969177,11.79841042,525,477,0.002612701,36.20680022,72414,34.39646029,0.00013129,2813.385254,2.385095358,5.898082256,33.07579803,81.79286957,108,070801030303
408,F070801030303_370,2427.523745,21409.56691,5.288163185,877.835083,90,1551.547119,17.87399101,27.34720612,5.71121645,17.05859184,15.84087721,0.001791432,130.9985046,11.798522,393,358,0.001960895,23.31453988,46629,22.14881268,8.45411E-05,2429.382324,2.452053308,6.785984039,39.63350677,109.6845398,108,070801030303
409,F070801030303_371,1166.829411,10142.82943,2.505278826,415.8762817,92,751.3832397,8.467842102,12.95579815,2.705701113,8.081544876,9.490990177,0.001073328,130.9981995,11.79850101,236,215,0.001177632,10.75987215,21520,10.22187817,3.90165E-05,1167.259521,1.93430829,5.429113865,40.68491745,114.192276,108,070801030303
410,F070801030303_376,4219.686769,36775.99494,9.083670616,1507.889282,72,2132.119141,30.70280647,46.97529221,9.810364723,29.30216408,27.76298425,0.003139693,159.3340302,14.16397953,827,752,0.004118974,38.45746383,76915,36.53459045,0.000139451,3640.008301,2.005172014,4.840436459,41.27292252,99.63183594,108,070801030303
411,F070801030303_377,2034.75382,17553.26763,4.33565712,719.7190552,78,1102.470947,14.65452099,22.42141724,4.682509899,13.98599052,15.53990382,0.001757395,130.9952087,11.7982893,386,350,0.001917076,5.752562553,11505,5.464934394,2.08594E-05,1822.189941,2.056340218,5.206256866,131.6976624,333.433075,108,070801030303
412,F070801030303_399,3690.787991,31643.39783,7.815919399,1297.442627,84,2140.311279,26.41780663,40.41924286,8.441192627,25.21264267,28.0844172,0.003176043,142.3334656,12.65268517,747,679,0.003719127,34.3423944,68685,32.62527502,0.000124529,3437.753906,1.910813928,5.06296587,39.76802063,105.3708801,108,070801030303
413,F070801030303_400,2191.428773,18674.33291,4.612560272,765.6849976,89,1338.288208,15.5904541,23.85339546,4.981564999,14.87922668,10.63477755,0.001202678,131.0004578,11.79866028,263,238,0.001303612,14.31576872,28632,13.59997988,5.19105E-05,2103.973145,3.217163801,8.840223312,56.30044937,154.7041321,108,070801030303
414,F070801030303_406,8385.272221,72733.81617,17.96525192,2982.231934,72,4216.804199,60.72255325,92.90550995,19.40247154,57.95242691,56.36386869,0.006374143,131.0006256,11.79867172,1398,1272,0.006967201,68.13484239,136270,64.72810056,0.000247064,7199.036133,2.344521999,5.659619808,46.0732193,111.2196426,108,070801030303
415,F070801030303_407,2768.004199,24259.66448,5.992136955,994.6947632,84,1640.886841,20.25342369,30.98773766,6.471508026,19.3294735,15.3768581,0.001738956,110.663147,10.52122688,341,311,0.001703459,12.07995201,24160,11.47595467,4.38032E-05,2635.581543,3.198375463,8.474538803,86.67642975,229.6612091,108,070801030303
416,F070801030303_414,3007.848411,26377.07372,6.515137196,1081.512817,87,1847.82312,22.02116394,33.692379,7.036348343,21.01657104,24.32897288,0.002751343,110.6673279,10.52145958,539,490,0.002683906,18.23795947,36476,17.32606123,6.61328E-05,2929.335938,2.207169056,5.978236675,62.42115784,169.0710754,108,070801030303
417,F070801030303_418,2871.054919,25687.37578,6.344781876,1053.233765,82,1696.087036,21.44536209,32.81140518,6.85236454,20.46703911,16.32994485,0.00184674,142.3328552,12.65263557,434,395,0.002163557,34.46871328,68937,32.74527788,0.000124987,2749.320801,2.666414499,6.960305691,32.16444778,83.96083069,108,070801030303
418,F070801030303_419,7846.418713,67994.73084,16.79469872,2787.919922,63,3449.295166,56.76608276,86.85210419,18.13827515,54.17644882,49.34841845,0.005580772,142.3342133,12.65274525,1314,1196,0.006550922,183.1482092,366296,173.9907988,0.000664115,6237.214844,2.331036806,5.215062618,16.02337646,35.84795761,108,070801030303
419,F070801030303_425,2511.34925,21386.03661,5.282351017,876.8702393,76,1308.755249,17.85434723,27.31715202,5.704938889,17.03984261,15.78318,0.001784907,130.9965973,11.79838753,391,356,0.00194994,21.83759904,43675,20.74571991,7.91855E-05,2185.625488,2.463118553,6.139397621,42.26752472,105.3530807,108,070801030303
420,F070801030303_463,4270.678943,37211.95121,9.191351891,1525.764404,68,2037.53894,31.06676865,47.5321579,9.926659584,29.64952278,26.75551172,0.003025759,130.9981689,11.79849815,664,604,0.003308325,14.60720481,29214,13.87684466,5.29673E-05,3563.303223,2.52609992,5.899508476,109.950386,256.7805176,108,070801030303
421,F070801030303_465,3319.515493,29266.26217,7.228766918,1199.975342,67,1578.907227,24.43323135,37.38284302,7.807068348,23.31860352,22.59424144,0.002555164,131.0027771,11.79882336,560,510,0.002793453,57.33891773,114677,54.47197092,0.000207917,2778.882568,2.352892876,5.44878912,22.0292263,51.01490784,108,070801030303
422,F070801030303_470,2244.590149,19998.5419,4.939640045,819.9802246,75,1207.741821,16.69598389,25.54485512,5.334811211,15.93432236,15.17708111,0.001716363,131.0043945,11.7989378,377,343,0.001878734,19.02851105,38057,18.07708549,6.89995E-05,2027.722046,2.390612841,5.911725998,45.36019897,112.1708527,108,070801030303
423,F070801030303_478,1567.102397,13539.74781,3.344317675,555.1567383,86,937.612915,11.30379391,17.29480553,3.611863136,10.78812122,9.962436199,0.001126644,151.3983612,13.4213829,281,256,0.001402204,10.46370292,20928,9.940517902,3.79425E-05,1492.769653,2.168581009,5.831131458,55.84786987,150.1702118,108,070801030303
424,F070801030303_48,7788.376889,68853.54509,17.0068264,2823.133301,87,4823.475586,57.48307419,87.94910431,18.36737251,54.86072922,60.45297036,0.006836576,131.0008698,11.79868889,1500,1365,0.007476596,82.82531589,165652,78.68405015,0.000300334,7646.608887,2.068229437,5.601911068,35.8793602,97.18118286,108,070801030303
425,F070801030303_488,2717.426522,23858.30971,5.89300251,978.2384033,57,1095.03772,19.91834831,30.47507286,6.364442825,19.00968552,15.43275946,0.001745278,147.9992676,13.12363052,426,388,0.002125216,4.987404734,9975,4.738034725,1.80849E-05,2073.276123,2.521233082,5.343495369,206.4650116,437.5814514,108,070801030303
426,F070801030303_490,1246.928507,10895.09552,2.691088676,446.7207336,84,736.9277344,9.095879555,13.91669559,2.906375885,8.680931091,7.738588028,0.00087515,153.6626434,13.62634468,222,202,0.001106427,8.339910153,16680,7.922914665,3.02414E-05,1183.648438,2.211488724,5.859645844,56.3833847,149.3955841,108,070801030303
427,F070801030303_50,1381.403192,11843.14848,2.925257683,485.5927734,87,829.6615601,9.887371063,15.12767792,3.159278393,9.436315536,10.18776989,0.001152126,159.335434,14.16411686,304,276,0.001511751,3.45116061,6902,3.278602481,1.25143E-05,1315.254395,1.75939405,4.765414238,148.1096802,401.1631165,108,070801030303
428,F070801030303_540,3151.954134,27246.63615,6.729918957,1117.166504,80,1755.162842,22.74712563,34.80310059,7.268312454,21.70941544,26.69217038,0.003018595,131.0010071,11.79869843,662,603,0.003302848,42.62078977,85241,40.48975062,0.000154548,2872.329346,1.852680802,4.763398647,27.59134102,70.93966675,108,070801030303
429,F070801030303_548,3137.910261,26601.1298,6.570478916,1090.699463,67,1435.124023,22.20821953,33.97857666,7.09611702,21.19509315,16.29672681,0.001842983,130.999115,11.79856491,404,367,0.002010191,8.918573898,17837,8.472645106,3.23397E-05,2525.823486,2.971933126,6.882352829,128.7318726,298.1151123,108,070801030303
430,F070801030303_552,4830.00655,42065.43921,10.39016342,1724.76709,78,2642.010742,35.11875153,53.73168945,11.22137642,33.51665497,31.9100914,0.003608686,131.0009003,11.7986908,792,721,0.003949176,10.4561398,20912,9.93333292,3.79151E-05,4366.777832,2.392187357,6.056557178,173.6342773,439.6085205,108,070801030303
431,F070801030303_553,728.7013448,6400.493142,1.580921769,262.4330139,91,468.9962769,5.343515396,8.175578117,1.707395554,5.099747658,7.338462498,0.000829901,158.1940765,14.05305576,217,198,0.001084517,11.80382287,23607,11.21363197,4.2802E-05,731.4293213,1.325419307,3.694087505,23.40303421,65.22679901,108,070801030303
432,F070801030303_554,1946.970158,17014.56664,4.202598095,697.6312866,81,1109.738037,14.20478153,21.73331642,4.538805962,13.55676842,13.88187632,0.00156989,139.4976044,12.4283371,363,331,0.001813006,28.90754355,57816,27.4621659,0.000104822,1807.369385,2.107647419,5.460330486,25.40336037,65.81306458,108,070801030303
433,F070801030303_555,1346.209419,11519.92334,2.845421076,472.3399048,72,667.8772583,9.617523193,14.71481037,3.07305479,9.178777695,6.906868815,0.000781092,131.0104218,11.79936218,171,156,0.000854468,15.93190907,31864,15.13531369,5.77708E-05,1140.217163,3.027819872,7.309084415,31.20780373,75.33488464,108,070801030303
434,F070801030303_567,5551.30503,48130.19231,11.88815784,1973.434204,89,3449.230225,40.1819725,61.47841644,12.83921051,38.34889603,47.06330719,0.00532235,158.1993866,14.05356884,1390,1265,0.00692886,56.91433741,113827,54.06862029,0.000206378,5422.664551,1.560027003,4.286691189,36.49869537,100.2922668,108,070801030303
435,F070801030303_580,2334.207686,20033.66699,4.94831562,821.4204102,57,919.4960938,16.72530746,25.58971977,5.344181061,15.96230888,12.91948175,0.001461053,130.9963989,11.79837322,321,292,0.001599389,54.43220901,108864,51.71059799,0.000197377,1740.916504,2.813083649,5.962042809,15.88495255,33.66653061,108,070801030303
436,F070801030303_581,2991.960116,25520.72875,6.303619862,1046.400879,70,1438.486084,21.30623436,32.59853745,6.807909489,20.33425713,17.69688165,0.002001326,130.9994202,11.79858685,440,400,0.002190944,73.273983,146547,69.61028528,0.000265699,2484.886963,2.616002083,6.212217331,15.03227425,35.69712448,108,070801030303
437,F070801030303_607,5901.806954,50549.81792,12.48580456,2072.643555,85,3459.81665,42.20201874,64.5690918,13.48466873,40.27679062,47.97434848,0.005425379,139.499115,12.42845535,1253,1139,0.006238713,58.22542201,116452,55.31414976,0.000211132,5532.459961,1.819704652,4.85729599,37.47040558,100.0188904,108,070801030303
438,F070801030303_608,2406.270515,20687.80957,5.10988903,848.2415771,82,1365.975708,17.27142525,26.42528152,5.518680096,16.48351288,15.30297537,0.001730601,151.4010315,13.42162132,432,393,0.002152602,31.38787384,62776,29.81848025,0.000113816,2214.217285,2.158375502,5.634140491,28.44684219,74.25654602,108,070801030303
439,F070801030303_61,2730.864198,23396.85815,5.779024124,959.3179932,81,1526.009033,19.53310204,29.88564682,6.241345882,18.64201355,21.47767523,0.002428892,131.0007019,11.79867744,532,484,0.002651042,45.45151085,90902,43.17893723,0.000164812,2485.327148,1.982061982,5.134973526,22.21726799,57.55878448,108,070801030303
440,F070801030303_638,4868.427379,43201.22994,10.67070389,1771.336792,89,3095.998047,36.06697845,55.18247604,11.52436066,34.42162704,31.89297104,0.00360675,159.3340149,14.16397762,950,864,0.004732439,42.07757187,84155,39.97369385,0.000152578,4867.334961,2.050158262,5.633489609,44.31256104,121.7634506,108,070801030303
441,F070801030303_639,3218.690623,28115.5862,6.944549561,1152.795166,85,1924.334839,23.47257805,35.91304398,7.500113487,22.40177345,22.04639834,0.002493209,131.0015106,11.79873371,547,498,0.002727725,28.51889461,57039,27.09294897,0.000103413,3077.129883,2.314849615,6.178975582,42.54963684,113.5767822,108,070801030303
442,F070801030303_663,4939.552359,43008.29398,10.62304878,1763.426147,88,3047.540283,35.90590668,54.93603897,11.47289276,34.26789856,34.5820595,0.003910856,151.3991394,13.42145252,976,889,0.004869373,41.21336389,82427,39.15269661,0.000149444,4810.966309,1.983606458,5.411660671,45.039711,122.8770142,108,070801030303
443,F070801030303_667,1848.745931,16621.77529,4.105578423,681.526001,90,1204.57666,13.8768549,21.23158836,4.434024811,13.24380112,15.16217962,0.001714678,151.3951416,13.42109585,428,390,0.00213617,21.71583374,43432,20.63004243,7.8744E-05,1886.102661,1.747502565,4.83616066,33.0356102,91.42504883,108,070801030303
444,F070801030303_669,5280.83051,45131.12204,11.1473875,1850.466309,89,3234.302734,37.67816925,57.64759827,12.03917885,35.95931625,34.24244535,0.00387245,131.0005188,11.79866409,849,772,0.004228522,8.903333634,17807,8.458167136,3.22845E-05,5084.769043,2.396977186,6.586488247,218.7786407,601.166748,108,070801030303
445,F070801030303_671,1397.820103,12001.85459,2.964457989,492.1000366,76,734.4741821,10.0198679,15.33039761,3.201614618,9.562767982,7.922991529,0.000896005,131.0054932,11.79901505,196,179,0.000980447,12.88994129,25779,12.24544407,4.67403E-05,1226.574219,2.749162197,6.852369785,40.18637848,100.1657639,108,070801030303
446,F070801030303_672,4718.634103,41304.10766,10.20211506,1693.551147,88,2926.782715,34.48315048,52.75922012,11.01828384,32.91004944,27.43224198,0.003102289,130.9988708,11.79854774,682,620,0.003395963,34.47198403,68945,32.74838388,0.000124999,4620.333984,2.731534004,7.452151775,51.71403885,141.0858612,108,070801030303
447,F070801030303_700,9509.501435,82749.11149,20.43902969,3392.878906,84,5604.677246,69.08392334,105.6984024,22.07415199,65.93235016,67.45799284,0.007628768,130.9998779,11.79861927,1673,1522,0.008336541,87.55128476,175102,83.17372242,0.000317471,8997.556641,2.229223967,5.91166687,40.79267883,108.1778793,108,070801030303
448,F070801030303_730,1863.269893,15985.24292,3.948354959,655.4269409,87,1119.83252,13.34543991,20.41852379,4.264223576,12.73662853,13.68542099,0.001547673,148.0015411,13.12382507,377,343,0.001878734,15.80502272,31610,15.01477194,5.73107E-05,1775.259521,1.910865664,5.175683498,43.65214157,118.2341995,108,070801030303
449,F070801030303_731,9993.561207,86395.91022,21.33979034,3542.405273,82,5704.552734,72.12849426,110.3565979,23.04697418,68.83803558,71.89366864,0.008130395,130.999939,11.79862309,1784,1624,0.008895232,112.3939881,224787,106.7742883,0.000407553,9246.958008,2.181283951,5.693939686,33.17657471,86.60285187,108,070801030303
450,F070801030303_741,18348.27034,159576.7724,39.41546249,6542.966797,73,9380.091797,133.2242584,203.8331146,42.56869888,127.1466522,118.8846788,0.013444569,151.3997345,13.42150593,3353,3049,0.016700469,225.7173528,451433,214.4314874,0.000818476,15923.05859,2.145938635,5.222387314,30.51308823,74.25709534,108,070801030303
451,F070801030303_742,5311.783003,46465.48327,11.47697449,1905.177734,79,2955.779785,38.79217529,59.35202789,12.39513206,37.02249908,40.88272548,0.004623393,147.9986725,13.12357903,1129,1027,0.005625248,66.91003817,133822,63.5645355,0.000242623,4860.95752,1.855090261,4.733161926,29.97233772,76.47279358,108,070801030303
452,F070801030303_745,4967.295989,42725.70445,10.55324936,1751.839355,77,2649.076416,35.66998291,54.57507324,11.39750957,34.04273987,34.61063443,0.003914088,130.9985809,11.79852772,858,782,0.004283295,50.344916,100690,47.82766948,0.000182556,4400.916016,2.240203857,5.627769947,36.62815475,92.01610565,108,070801030303
453,F070801030303_748,4050.75606,35207.49933,8.696251869,1443.577759,77,2182.933105,29.39333153,44.97179794,9.391951561,28.05242538,31.7909677,0.003595214,130.9980011,11.79848671,789,717,0.003927267,9.567170799,19135,9.088812381,3.46916E-05,3626.510742,2.013358116,5.057895184,158.8301849,399.0082092,108,070801030303
