OBJECTID,FBndID,Acres,isAG,updateYr,MLRA,inSup,OBJECTID_1,FBndID_1,Acres_1,isAG_1,updateYr_1,Shape_Length_1,Shape_Area_1,GenLU,CropRotatn,CropSumry,CCCount,FertYrs,CornYrs,CCpairs,N_6Yrs,N_Annual,Nrate,Nconc,NloadAc,wsNload,NLoadReduced,NO3conc,NO3loadAc,wsNO3load,NO3LoadReduced,Shape_Length,Shape_Area
2137,F070801010605_141,20.74070168,1,2009,115c,1,,F070801010605_141,20.74070168,1,2009,1179.735752,83928.78722,Corn/Soybeans,CCCCCB,C5B1,4:6,5,5,4,16406,2734,158.2010193,14.05372715,29.55058861,613,0,14.05372715,29.55058861,613,0,1179.735752,83928.78722
2138,F070801010605_142,18.24995995,1,2009,115c,1,,F070801010605_142,18.24995995,1,2009,1055.900446,73850.00934,Corn/Soybeans,CCCCCB,C5B1,4:6,5,5,4,14436,2406,158.2030945,14.05392742,29.55101013,539,0,14.05392742,29.55101013,539,0,1055.900446,73850.00934
2139,F070801010605_148,19.78207779,1,2009,108c,1,,F070801010605_148,19.78207779,1,2009,1312.730139,80049.77513,Corn/Soybeans,CCCCCB,C5B1,4:6,5,5,4,15648,2608,158.2038116,14.05399704,29.551157,585,0,14.05399704,29.551157,585,0,1312.730139,80049.77513
2140,F070801010605_149,65.18421173,1,2009,115c,1,,F070801010605_149,65.18421173,1,2009,4798.835451,263775.121,Corn/Soybeans,CCCCBC,C5B1,3:6,5,5,3,49344,8224,151.3986206,13.42140579,28.22101593,1840,0,13.42140579,28.22101593,1840,0,4798.835451,263775.121
2141,F070801010605_152,22.17165184,2,2009,108c,1,,F070801010605_152,22.17165184,2,2009,2099.646832,89719.34367,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,54,0,1.149999976,2.418090105,54,0,2099.646832,89719.34367
2142,F070801010605_153,36.12713242,2,2009,108c,1,,F070801010605_153,36.12713242,2,2009,1768.580737,146192.2826,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,87,0,1.149999976,2.418090105,87,0,1768.580737,146192.2826
2143,F070801010605_155,12.17656231,1,2009,108c,1,,F070801010605_155,12.17656231,1,2009,1327.746671,49273.20707,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,4785,798,130.9893494,11.79787636,24.80724144,302,0,11.79787636,24.80724144,302,0,1327.746671,49273.20707
2144,F070801010605_158,11.53355217,1,2009,108c,1,,F070801010605_158,11.53355217,1,2009,1255.461761,46671.02966,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,4533,756,131.009079,11.79926777,24.81016731,286,0,11.79926777,24.81016731,286,0,1255.461761,46671.02966
2145,F070801010605_161,23.79870605,1,2009,108c,1,,F070801010605_161,23.79870605,1,2009,1496.961328,96302.60178,Corn/Soybeans,BCICBC,C3B2I1,0:6,3,3,0,9353,1559,131.0015259,11.79873562,24.8090477,590,0,11.79873562,24.8090477,590,0,1496.961328,96302.60178
2146,F070801010605_163,22.00982285,1,2009,108c,1,,F070801010605_163,22.00982285,1,2009,1593.783343,89062.36176,Corn/Soybeans,PCBCBC,C3B2P1,0:6,3,3,0,8650,1442,131.002121,11.79877758,24.80913544,546,0,11.79877758,24.80913544,546,0,1593.783343,89062.36176
2147,F070801010605_166,56.58391571,1,2009,108c,1,,F070801010605_166,56.58391571,1,2009,2843.511313,228969.5485,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,22237,3706,130.9971771,11.79842854,24.80840302,1404,0,11.79842854,24.80840302,1404,0,2843.511313,228969.5485
2148,F070801010605_167,10.55300236,1,2009,108c,1,,F070801010605_167,10.55300236,1,2009,869.4938463,42703.15902,Corn/Soybeans,CBCCBC,C4B2,1:6,4,4,1,5889,982,139.5100555,12.42930603,26.13493919,276,0,12.42930603,26.13493919,276,0,869.4938463,42703.15902
2149,F070801010605_171,37.80444336,1,2009,108c,1,,F070801010605_171,37.80444336,1,2009,2054.325598,152976.7227,Corn/Soybeans,PPBCBC,C2B2P2,0:6,2,2,0,9905,1651,131.0031128,11.7988472,24.8092823,938,0,11.7988472,24.8092823,938,0,2054.325598,152976.7227
2150,F070801010605_173,39.63365936,1,2009,108c,1,,F070801010605_173,39.63365936,1,2009,2027.24996,160378.3506,Corn/Soybeans,BCCBCB,C3B3,1:6,3,3,1,16924,2821,142.3369293,12.65296364,26.6052227,1054,0,12.65296364,26.6052227,1054,0,2027.24996,160378.3506
2151,F070801010605_175,22.126194,1,2009,108c,1,,F070801010605_175,22.126194,1,2009,1333.871069,89533.95781,Corn/Soybeans,PPCBCP,C2B1P3,0:6,2,2,0,5797,966,130.9985809,11.79852772,24.80861092,549,0,11.79852772,24.80861092,549,0,1333.871069,89533.95781
2152,F070801010605_177,12.83384991,1,2009,108c,1,,F070801010605_177,12.83384991,1,2009,1006.759041,51932.62829,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,5044,841,131.0077209,11.7991724,24.80996704,318,0,11.7991724,24.80996704,318,0,1006.759041,51932.62829
2153,F070801010605_178,20.04107666,2,2009,108c,1,,F070801010605_178,20.04107666,2,2009,1636.457176,81096.80659,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,48,0,1.149999976,2.418090105,48,0,1636.457176,81096.80659
2154,F070801010605_179,35.37735748,1,2009,108c,1,,F070801010605_179,35.37735748,1,2009,2583.751943,143155.1161,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,13903,2317,130.9971619,11.79842758,24.80840111,878,0,11.79842758,24.80840111,878,0,2583.751943,143155.1161
2155,F070801010605_183,30.30273056,1,2009,108c,1,,F070801010605_183,30.30273056,1,2009,1438.439145,122623.3785,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,11909,1985,131.0002899,11.79864788,24.80886269,752,0,11.79864788,24.80886269,752,0,1438.439145,122623.3785
2156,F070801010605_184,40.00846481,1,2009,108c,1,,F070801010605_184,40.00846481,1,2009,1639.390407,161899.3336,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,15723,2620,130.9972839,11.79843616,24.80841827,993,0,11.79843616,24.80841827,993,0,1639.390407,161899.3336
2157,F070801010605_187,29.88655472,1,2009,108c,1,,F070801010605_187,29.88655472,1,2009,2326.340075,120942.0131,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,11745,1958,130.9953613,11.79830074,24.80813408,741,0,11.79830074,24.80813408,741,0,2326.340075,120942.0131
2158,F070801010605_188,10.16711998,1,2009,108c,1,,F070801010605_188,10.16711998,1,2009,918.5713818,41143.294,Corn/Soybeans,CBCBCC,C4B2,1:6,4,4,1,5673,946,139.4937744,12.42803955,26.13227654,266,0,12.42803955,26.13227654,266,0,918.5713818,41143.294
2159,F070801010605_189,40.37038422,1,2009,108c,1,,F070801010605_189,40.37038422,1,2009,2519.838598,163366.8807,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,15866,2644,131.0036316,11.79888344,24.8093586,1002,0,11.79888344,24.8093586,1002,0,2519.838598,163366.8807
2160,F070801010605_190,29.92442894,1,2009,108c,1,,F070801010605_190,29.92442894,1,2009,2351.838034,121095.016,Corn/Soybeans,CBCBCC,C4B2,1:6,4,4,1,16698,2783,139.5014038,12.42863274,26.13352394,782,0,12.42863274,26.13352394,782,0,2351.838034,121095.016
2161,F070801010605_195,17.39774704,1,2009,108c,1,,F070801010605_195,17.39774704,1,2009,1047.290081,70402.67657,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,6837,1140,130.9939728,11.79820251,24.80792618,432,0,11.79820251,24.80792618,432,0,1047.290081,70402.67657
2162,F070801010605_199,16.30401993,2,2009,108c,1,,F070801010605_199,16.30401993,2,2009,1264.607127,65976.33377,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,39,0,1.149999976,2.418090105,39,0,1264.607127,65976.33377
2163,F070801010605_201,31.16503143,2,2009,108c,1,,F070801010605_201,31.16503143,2,2009,1437.151049,126113.2649,Corn/Soybeans,PPPCBC,C2B1P3,0:6,2,2,0,8165,1361,130.9961853,1.149999976,2.418090105,75,0,1.149999976,2.418090105,75,0,1437.151049,126113.2649
2164,F070801010605_205,79.56713867,2,2009,108c,1,,F070801010605_205,79.56713867,2,2009,3289.656593,321979.2371,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,192,0,1.149999976,2.418090105,192,0,3289.656593,321979.2371
2165,F070801010605_206,22.61605072,1,2009,108c,1,,F070801010605_206,22.61605072,1,2009,1229.176307,91517.47179,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,8888,1481,130.9984131,11.79851532,24.80858421,561,0,11.79851532,24.80858421,561,0,1229.176307,91517.47179
2166,F070801010605_210,31.26955414,1,2009,108c,1,,F070801010605_210,31.26955414,1,2009,1738.405859,126534.5381,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,12289,2048,131.0007019,11.79867744,24.80892563,776,0,11.79867744,24.80892563,776,0,1738.405859,126534.5381
2167,F070801010605_212,24.0277977,1,2009,108c,1,,F070801010605_212,24.0277977,1,2009,1240.63184,97230.22009,Corn/Perennial,CCCPPP,C3P3,2:6,3,3,2,11077,1846,153.6692352,13.62694931,28.65320969,688,0,13.62694931,28.65320969,688,0,1240.63184,97230.22009
2168,F070801010605_213,74.34000397,1,2009,108c,1,,F070801010605_213,74.34000397,1,2009,3690.360763,300824.8254,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,29216,4869,131.0016937,11.79874706,24.80907249,1844,0,11.79874706,24.80907249,1844,0,3690.360763,300824.8254
2169,F070801010605_214,17.50884438,2,2009,108c,1,,F070801010605_214,17.50884438,2,2009,2826.174729,70851.30648,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,42,0,1.149999976,2.418090105,42,0,2826.174729,70851.30648
2170,F070801010605_218,10.84446526,1,2009,115c,1,,F070801010605_218,10.84446526,1,2009,853.9891791,43883.51003,Corn/Soybeans,CPCBCP,C3B1P2,0:6,3,3,0,4262,710,131.0038452,11.7988987,24.80939102,269,0,11.7988987,24.80939102,269,0,853.9891791,43883.51003
2171,F070801010605_219,46.26402283,2,2009,115c,1,,F070801010605_219,46.26402283,2,2009,4257.848031,187214.1468,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,112,0,1.149999976,2.418090105,112,0,4257.848031,187214.1468
2172,F070801010605_221,22.07121468,1,2009,108c,1,,F070801010605_221,22.07121468,1,2009,1858.249936,89313.71796,Corn/Soybeans,BCCBCB,C3B3,1:6,3,3,1,9424,1571,142.3271637,12.65217781,26.60356903,587,0,12.65217781,26.60356903,587,0,1858.249936,89313.71796
2173,F070801010605_224,77.10045624,2,2009,108c,1,,F070801010605_224,77.10045624,2,2009,3668.703149,312000.0024,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,186,0,1.149999976,2.418090105,186,0,3668.703149,312000.0024
2174,F070801010605_228,19.37888908,2,2009,115c,1,,F070801010605_228,19.37888908,2,2009,1101.411313,78419.71503,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,47,0,1.149999976,2.418090105,47,0,1101.411313,78419.71503
2175,F070801010605_230,181.1379852,2,2009,108c,1,,F070801010605_230,181.1379852,2,2009,7735.400028,733004.0948,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,438,0,1.149999976,2.418090105,438,0,7735.400028,733004.0948
2176,F070801010605_231,28.48539925,1,2009,108c,1,,F070801010605_231,28.48539925,1,2009,1713.742031,115268.6041,Corn/Soybeans,PPBCBC,C2B2P2,0:6,2,2,0,7463,1244,130.996933,11.79841137,24.80836678,707,0,11.79841137,24.80836678,707,0,1713.742031,115268.6041
2177,F070801010605_239,52.32778549,1,2009,115c,1,,F070801010605_239,52.32778549,1,2009,3449.988207,211755.6421,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,20565,3428,131.0011444,11.79870796,24.80899048,1298,0,11.79870796,24.80899048,1298,0,3449.988207,211755.6421
2178,F070801010605_240,32.63471603,1,2009,115c,1,,F070801010605_240,32.63471603,1,2009,2333.974428,132063.3226,Corn/Soybeans,CCBCBC,C4B2,1:6,4,4,1,18210,3035,139.4986877,12.42842197,26.13308144,853,0,12.42842197,26.13308144,853,0,2333.974428,132063.3226
2179,F070801010605_245,31.95070839,1,2009,108c,1,,F070801010605_245,31.95070839,1,2009,1909.701527,129295.3556,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,12557,2093,131.0038757,11.7989006,24.80939484,793,0,11.7989006,24.80939484,793,0,1909.701527,129295.3556
2180,F070801010605_251,11.17951107,1,2009,108c,1,,F070801010605_251,11.17951107,1,2009,1018.724685,45240.37959,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,4394,732,131.0134888,11.79957867,24.81081963,277,0,11.79957867,24.81081963,277,0,1018.724685,45240.37959
2181,F070801010605_253,24.10510826,1,2009,108c,1,,F070801010605_253,24.10510826,1,2009,1612.970158,97546.82627,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,9473,1579,130.9957428,11.79832745,24.80818939,598,0,11.79832745,24.80818939,598,0,1612.970158,97546.82627
2182,F070801010605_261,32.32098007,2,2009,108c,1,,F070801010605_261,32.32098007,2,2009,2054.997164,130792.7445,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,78,0,1.149999976,2.418090105,78,0,2054.997164,130792.7445
2183,F070801010605_270,27.62403488,1,2009,108c,1,,F070801010605_270,27.62403488,1,2009,1984.486185,111784.3536,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,10856,1809,130.9970398,11.798419,24.80838203,685,0,11.798419,24.80838203,685,0,1984.486185,111784.3536
2184,F070801010605_271,25.73140907,1,2009,108c,1,,F070801010605_271,25.73140907,1,2009,1726.738269,104125.8203,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,10112,1685,130.9942474,11.79822159,24.80796623,638,0,11.79822159,24.80796623,638,0,1726.738269,104125.8203
2185,F070801010605_272,16.61392403,1,2009,108c,1,,F070801010605_272,16.61392403,1,2009,1468.14398,67230.66255,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,6529,1088,130.9945374,11.79824257,24.80801201,412,0,11.79824257,24.80801201,412,0,1468.14398,67230.66255
2186,F070801010605_273,15.51209736,1,2009,108c,1,,F070801010605_273,15.51209736,1,2009,1122.425281,62771.65983,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,6096,1016,130.9945374,11.79824257,24.80801201,385,0,11.79824257,24.80801201,385,0,1122.425281,62771.65983
2187,F070801010605_274,21.07669067,1,2009,108c,1,,F070801010605_274,21.07669067,1,2009,1431.541378,85289.74752,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,8283,1380,130.9977875,11.79847145,24.80849266,523,0,11.79847145,24.80849266,523,0,1431.541378,85289.74752
2188,F070801010605_286,35.68383789,1,2009,115c,1,,F070801010605_286,35.68383789,1,2009,2599.50162,144399.5103,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,14024,2337,131.0023499,11.79879284,24.80916786,885,0,11.79879284,24.80916786,885,0,2599.50162,144399.5103
2189,F070801010605_288,40.32263184,1,2009,108c,1,,F070801010605_288,40.32263184,1,2009,1616.04034,163169.5983,Corn/Soybeans,CCBCBC,C4B2,1:6,4,4,1,22500,3750,139.4998169,12.42850971,26.13326645,1054,0,12.42850971,26.13326645,1054,0,1616.04034,163169.5983
2190,F070801010605_290,11.32286167,1,2009,108c,1,,F070801010605_290,11.32286167,1,2009,1011.896392,45819.28473,Corn/Soybeans,FCBCBC,C3B2F1,0:6,3,3,0,4450,742,131.0034027,11.79886723,24.80932426,281,0,11.79886723,24.80932426,281,0,1011.896392,45819.28473
2191,F070801010605_294,19.15530396,1,2009,108c,1,,F070801010605_294,19.15530396,1,2009,1197.2094,77509.21604,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,7528,1255,130.9994049,11.79858589,24.80873299,475,0,11.79858589,24.80873299,475,0,1197.2094,77509.21604
2192,F070801010605_305,20.71265793,1,2009,115c,1,,F070801010605_305,20.71265793,1,2009,1712.293094,83817.46838,Corn/Soybeans,PBCBCB,C2B3P1,0:6,2,2,0,5427,904,131.0068512,11.79911041,24.80983543,514,0,11.79911041,24.80983543,514,0,1712.293094,83817.46838
2193,F070801010605_308,32.5201149,2,2009,115c,1,,F070801010605_308,32.5201149,2,2009,2205.058594,131598.2199,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,79,0,1.149999976,2.418090105,79,0,2205.058594,131598.2199
2194,F070801010605_311,49.73125839,2,2009,108c,1,,F070801010605_311,49.73125839,2,2009,1811.564936,201245.8619,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,120,0,1.149999976,2.418090105,120,0,1811.564936,201245.8619
2195,F070801010605_315,18.53763771,2,2009,108c,1,,F070801010605_315,18.53763771,2,2009,1466.847457,75011.42846,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,45,0,1.149999976,2.418090105,45,0,1466.847457,75011.42846
2196,F070801010605_317,67.80326843,2,2009,108c,1,,F070801010605_317,67.80326843,2,2009,2660.757018,274361.4423,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,164,0,1.149999976,2.418090105,164,0,2660.757018,274361.4423
2197,F070801010605_318,43.11494827,1,2009,108c,1,,F070801010605_318,43.11494827,1,2009,1986.621908,174466.7484,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,16944,2824,130.998642,11.79853153,24.80861855,1070,0,11.79853153,24.80861855,1070,0,1986.621908,174466.7484
2198,F070801010605_319,16.52149773,1,2009,108c,1,,F070801010605_319,16.52149773,1,2009,1206.882688,66855.07358,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,6493,1082,131.0010376,11.79870033,24.80897331,410,0,11.79870033,24.80897331,410,0,1206.882688,66855.07358
2199,F070801010605_323,43.99287415,1,2009,108c,1,,F070801010605_323,43.99287415,1,2009,1806.796794,178016.708,Corn/Soybeans,CBBCBC,C3B3,0:6,3,3,0,17289,2882,130.9984894,11.79852104,24.80859756,1091,0,11.79852104,24.80859756,1091,0,1806.796794,178016.708
2200,F070801010605_324,13.28849411,1,2009,108c,1,,F070801010605_324,13.28849411,1,2009,1001.301518,53771.74878,Corn/Soybeans,BPBCBC,C2B3P1,0:6,2,2,0,3482,580,131.0155945,11.79972744,24.81113434,330,0,11.79972744,24.81113434,330,0,1001.301518,53771.74878
2201,F070801010605_325,10.95990181,1,2009,108c,1,,F070801010605_325,10.95990181,1,2009,1364.421043,44349.19449,Corn/Soybeans,BPBCBC,C2B3P1,0:6,2,2,0,2871,478,130.9774475,11.79703712,24.80547714,272,0,11.79703712,24.80547714,272,0,1364.421043,44349.19449
2202,F070801010605_327,11.00132179,1,2009,108c,1,,F070801010605_327,11.00132179,1,2009,885.350336,44516.70928,Corn/Soybeans,BPBCBC,C2B3P1,0:6,2,2,0,2882,480,130.9842529,11.79751778,24.80648804,273,0,11.79751778,24.80648804,273,0,885.350336,44516.70928
2203,F070801010605_328,24.57103348,1,2009,108c,1,,F070801010605_328,24.57103348,1,2009,1550.984669,99426.79464,Corn/Soybeans,PPBCBC,C2B2P2,0:6,2,2,0,6438,1073,131.0079193,11.79918575,24.80999374,610,0,11.79918575,24.80999374,610,0,1550.984669,99426.79464
2204,F070801010605_334,46.66145325,2,2009,108c,1,,F070801010605_334,46.66145325,2,2009,1748.496719,188818.2831,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,113,0,1.149999976,2.418090105,113,0,1748.496719,188818.2831
2205,F070801010605_336,18.4085865,2,2009,108c,1,,F070801010605_336,18.4085865,2,2009,1331.596725,74491.62233,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,45,0,1.149999976,2.418090105,45,0,1331.596725,74491.62233
2206,F070801010605_337,21.06868935,2,2009,108c,1,,F070801010605_337,21.06868935,2,2009,1315.228776,85256.04692,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,51,0,1.149999976,2.418090105,51,0,1315.228776,85256.04692
2207,F070801010605_342,38.73817444,1,2009,108c,1,,F070801010605_342,38.73817444,1,2009,1766.849962,156759.4857,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,15224,2537,130.999115,11.79856491,24.80868912,961,0,11.79856491,24.80868912,961,0,1766.849962,156759.4857
2208,F070801010605_345,38.08488846,1,2009,108c,1,,F070801010605_345,38.08488846,1,2009,3221.285086,154119.75,Corn/Soybeans,PPBCBC,C2B2P2,0:6,2,2,0,9978,1663,130.9968414,11.79840469,24.80835152,945,0,11.79840469,24.80835152,945,0,3221.285086,154119.75
2209,F070801010605_348,112.6325455,1,2009,108c,1,,F070801010605_348,112.6325455,1,2009,7021.680781,455778.6163,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,44265,7378,131.0012054,11.79871273,24.80900002,2794,0,11.79871273,24.80900002,2794,0,7021.680781,455778.6163
2210,F070801010605_352,33.70829391,1,2009,108c,1,,F070801010605_352,33.70829391,1,2009,1481.749894,136405.465,Corn/Soybeans,CCCBCC,C5B1,3:6,5,5,3,25517,4253,151.398941,13.4214344,28.22107506,951,0,13.4214344,28.22107506,951,0,1481.749894,136405.465
2211,F070801010605_357,32.25482178,1,2009,108c,1,,F070801010605_357,32.25482178,1,2009,2240.256865,130523.6915,Corn/Soybeans,PPCBCB,C2B2P2,0:6,2,2,0,8451,1408,131.0036621,11.79888535,24.80936241,800,0,11.79888535,24.80936241,800,0,2240.256865,130523.6915
2212,F070801010605_358,57.95343018,2,2009,108c,1,,F070801010605_358,57.95343018,2,2009,2090.926187,234507.9616,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,140,0,1.149999976,2.418090105,140,0,2090.926187,234507.9616
2213,F070801010605_368,34.66151047,1,2009,108c,1,,F070801010605_368,34.66151047,1,2009,1601.348987,140260.7831,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,13622,2270,131.0002594,11.79864597,24.80885887,860,0,11.79864597,24.80885887,860,0,1601.348987,140260.7831
2214,F070801010605_369,30.58217621,2,2009,108c,1,,F070801010605_369,30.58217621,2,2009,1637.180504,123753.3821,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,74,0,1.149999976,2.418090105,74,0,1637.180504,123753.3821
2215,F070801010605_373,24.02546692,2,2009,108c,1,,F070801010605_373,24.02546692,2,2009,2014.621681,97218.54926,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,58,0,1.149999976,2.418090105,58,0,2014.621681,97218.54926
2216,F070801010605_376,19.27026176,1,2009,108c,1,,F070801010605_376,19.27026176,1,2009,1169.432932,77976.85416,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,7573,1262,130.9963226,11.79836845,24.80827522,478,0,11.79836845,24.80827522,478,0,1169.432932,77976.85416
2217,F070801010605_379,56.76111984,1,2009,108c,1,,F070801010605_379,56.76111984,1,2009,2908.488186,229683.8728,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,22307,3718,130.9992981,11.79857826,24.80871773,1408,0,11.79857826,24.80871773,1408,0,2908.488186,229683.8728
2218,F070801010605_380,30.08046722,2,2009,108c,1,,F070801010605_380,30.08046722,2,2009,2718.751172,121720.5261,Pasture|Grass|Hay,PPFFFP,F3P3,0:6,0,0,0,0,0,,1.149999976,2.418090105,73,0,1.149999976,2.418090105,73,0,2718.751172,121720.5261
2219,F070801010605_386,16.83465195,2,2009,108c,1,,F070801010605_386,16.83465195,2,2009,2278.016387,68123.34137,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,41,0,1.149999976,2.418090105,41,0,2278.016387,68123.34137
2220,F070801010605_387,63.00663757,1,2009,108c,1,,F070801010605_387,63.00663757,1,2009,2637.722028,254963.0895,Corn/Soybeans,CCBCBC,C4B2,1:6,4,4,1,35158,5860,139.5011749,12.42861557,26.1334877,1647,0,12.42861557,26.1334877,1647,0,2637.722028,254963.0895
2221,F070801010605_388,38.62988663,2,2009,108c,1,,F070801010605_388,38.62988663,2,2009,1900.152774,156320.7674,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,93,0,1.149999976,2.418090105,93,0,1900.152774,156320.7674
2222,F070801010605_390,14.15192986,1,2009,108c,1,,F070801010605_390,14.15192986,1,2009,2958.691326,57267.06993,Pasture|Hay|Grass,UUCCPP,C2P2U2,1:6,2,2,1,4189,698,148.0010223,13.1237812,27.5952034,391,0,13.1237812,27.5952034,391,0,2958.691326,57267.06993
2223,F070801010605_391,38.62117767,1,2009,108c,1,,F070801010605_391,38.62117767,1,2009,1597.363112,156283.4325,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,15178,2530,130.9989471,11.79855347,24.80866432,958,0,11.79855347,24.80866432,958,0,1597.363112,156283.4325
2224,F070801010605_392,152.8495178,1,2009,108c,1,,F070801010605_392,152.8495178,1,2009,3602.449264,618518.9165,Corn/Soybeans,CBCBCB,C3B3,0:6,3,3,0,60070,10012,131.0003052,11.79864883,24.80886459,3792,0,11.79864883,24.80886459,3792,0,3602.449264,618518.9165
2225,F070801010605_394,20.55601501,2,2009,108c,1,,F070801010605_394,20.55601501,2,2009,2572.1228,83181.4513,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,50,0,1.149999976,2.418090105,50,0,2572.1228,83181.4513
2226,F070801010605_404,76.81450653,1,2009,108c,1,,F070801010605_404,76.81450653,1,2009,4651.883028,310844.5982,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,30188,5031,130.9995575,11.79859638,24.80875587,1906,0,11.79859638,24.80875587,1906,0,4651.883028,310844.5982
2227,F070801010605_405,17.98651505,1,2009,108c,1,,F070801010605_405,17.98651505,1,2009,1263.834593,72786.12272,Corn/Soybeans,BCBCBC,C3B3,0:6,3,3,0,7069,1178,131.0055542,11.79901886,24.80964279,446,0,11.79901886,24.80964279,446,0,1263.834593,72786.12272
2228,F070801010605_406,13.14718151,1,2009,108c,1,,F070801010605_406,13.14718151,1,2009,1056.47756,53202.57922,Corn/Soybeans,CBCCBC,C4B2,1:6,4,4,1,7336,1223,139.4975739,12.42833519,26.13289833,344,0,12.42833519,26.13289833,344,0,1056.47756,53202.57922
2229,F070801010605_409,15.1406517,2,2009,108c,1,,F070801010605_409,15.1406517,2,2009,1155.40014,61269.20444,Pasture|Grass|Hay,PPPPPP,P6,0:6,0,0,0,0,0,,1.149999976,2.418090105,37,0,1.149999976,2.418090105,37,0,1155.40014,61269.20444
2230,F070801010605_410,39.15713501,1,2009,108c,1,,F070801010605_410,39.15713501,1,2009,2362.642239,158457.8779,Corn/Soybeans,CBCCBP,C3B2P1,1:6,3,3,1,16720,2787,142.3325043,12.65260696,26.60447121,1042,0,12.65260696,26.60447121,1042,0,2362.642239,158457.8779
