OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,cropAcres,pctWScropAcres,cpNO3load,cpNO3LoadReduced,cpWSNO3LoadPct,cpSEDload,cpSEDloadlbs,cpSEDLoadReduced,cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,GHG_total
207,F070801030301_546,2251.092633,73076.58891,18.04991722,2996.286377,5354.688477,61.0087204,711.166748,17.68891907,5.053977013,18.04991722,0.00204125,480.1848755,436.9682312,0.002393432,12.14957619,24299.15234,12.14957619,4.63744E-05,8350.974609,6.856988907,19.11117172,246.6165314,687.3469849,108,070801030301,22.74289703
208,F070801030301_551,7064.617763,1216655.374,300.5138855,49885.30469,83272.39063,1015.736938,11840.24707,294.5036011,84.14389038,300.5138855,0.033984866,7853.433105,7146.624023,0.039144628,103.053833,206107.6563,103.053833,0.000393352,133157.6875,6.980261326,18.63224983,484.070343,1292.117798,108,070801030301,378.6474915
209,F070801030301_577,2550.042925,292617.4615,72.27651215,11997.90137,22148.41406,244.2946167,2847.69458,70.83097839,20.23742294,72.27651215,0.00817369,1793.08728,1631.709473,0.008937459,21.81640244,43632.80469,21.81640244,8.32723E-05,34146.31641,7.352964401,20.92671394,549.9486694,1565.167114,108,070801030301,91.06840515
210,F070801030301_586,2872.407176,386622.8973,95.49585724,15852.3125,28641.11719,322.776001,3762.536865,93.5859375,26.7388401,95.49585724,0.010799547,2635.226563,2398.056152,0.013135016,51.18208313,102364.1719,51.18208313,0.00019536,44493.42969,6.610484123,18.55395699,309.723877,869.3165283,108,070801030301,120.3247757
211,F070801030301_592,1876.958262,139049.7217,34.34527969,5701.316406,9517.079102,116.0870438,1353.203979,33.65837479,9.616678238,34.34527969,0.003884079,897.5606079,816.7801514,0.004473798,9.903720856,19807.44141,9.903720856,3.78021E-05,15218.39551,6.980233669,18.63218117,575.6741943,1536.634155,108,070801030301,43.27505493
212,F070801030301_607,1719.129669,184578.7091,45.59094238,7568.09668,13970.88867,154.0973816,1796.283081,44.67912292,12.76546383,45.59094238,0.005155842,1131.044678,1029.25061,0.005637576,12.26938725,24538.77344,12.26938725,4.68317E-05,21538.98438,7.353016376,20.92686081,616.8275757,1755.506104,108,070801030301,57.44458771
213,F070801030301_617,575.0912892,11408.99761,2.81802249,467.791748,734.9403076,9.524915695,111.0300827,2.761662006,0.789046288,2.81802249,0.000318688,80.77160645,73.50215912,0.000402598,,,,,1202.732056,6.364326477,16.36322021,,,108,070801030301,3.550708294
214,F070801030301_626,1597.518615,149523.5167,36.9323082,6130.763184,10474.74219,124.8311996,1455.132935,36.19366074,10.34104633,36.9323082,0.004176644,916.2354126,833.774231,0.004566881,52.11914825,104238.2969,52.11914825,0.000198937,16605.50586,7.353025436,19.91606903,117.6297684,318.6066284,108,070801030301,46.53470612
215,F070801030301_632,2142.919121,185660.8259,45.85822296,7612.464844,13454.80078,155.0007935,1806.813965,44.94105911,12.84030247,45.85822296,0.005186068,1265.455322,1151.564331,0.006307532,30.9965992,61993.19531,30.9965992,0.000118313,21067.26563,6.610542297,18.29447556,245.5903168,679.6637573,108,070801030301,57.78136063
216,F070801030301_633,1281.621607,48060.91448,11.87104607,1970.593628,3250.765869,40.12413406,467.7192078,11.63362503,3.323892832,11.87104607,0.001342487,310.2209473,282.3010559,0.001546264,3.86619091,7732.381836,3.86619091,1.47571E-05,5221.359375,6.980468273,18.49571228,509.6990051,1350.5177,108,070801030301,14.95751762
217,F070801030402_71,2031.205425,205840.3633,50.84257126,8439.867188,14419.96973,171.8478851,2003.197266,49.82572174,14.23591995,50.84257126,0.005749744,1328.664917,1209.085083,0.006622594,37.47092056,74941.84375,37.47092056,0.000143025,22859.83594,6.980374813,18.90672302,225.237793,610.0687256,105,070801030402,64.06164551
218,F070801030402_75,3452.772019,577992.9848,142.764267,23698.86914,39559.97656,482.5432129,5624.912109,139.9089813,39.97399521,142.764267,0.016145092,3541.823975,3223.059814,0.017653858,219.784729,439569.4688,219.784729,0.000838909,63258.84375,7.352910042,19.62695313,107.8276443,287.8218384,105,070801030402,179.8829803
219,F070801030402_102,1765.096118,158758.0709,39.21324539,6509.398926,7797.946777,132.5407715,1545.001831,38.42898178,10.97970867,39.21324539,0.004434593,1082.08252,984.6950684,0.005393529,,,,,14307.3457,6.610573292,14.52972221,,,104,070801030402,49.40869141
220,F070801030402_111,1919.542609,132352.1098,32.69097137,5426.701172,5754.919922,110.4954834,1288.024292,32.03715134,9.153471947,32.69097137,0.003696995,811.0192871,738.0275269,0.004042442,6.658133507,13316.26758,6.658133507,2.54138E-05,11181.62109,7.352979183,15.1506834,815.0484009,1679.3927,104,070801030402,41.19062424
221,F070801030402_112,3950.254629,478927.0545,118.2949829,19636.9668,22367.21484,399.8370361,4660.822266,115.9290848,33.12259674,118.2949829,0.013377881,2934.76709,2670.637939,0.014628044,26.65021515,53300.42969,26.65021515,0.000101723,42004.17969,7.352912426,15.72814465,736.8408203,1576.12915,104,070801030402,149.0516815
222,F070801030402_134,1057.839096,24651.00626,6.088798523,1010.74054,1468.862061,20.58013916,239.8986664,5.967022419,1.704863548,6.088798523,0.000688577,168.0174866,152.8959198,0.000837466,,,,,2479.602539,6.610644341,16.21758461,,,105,070801030402,7.671885967
223,F070801030402_142,1544.893315,154451.1591,38.14943695,6332.806641,10073.73926,128.9450989,1503.087769,37.38644791,10.6818428,38.14943695,0.004314288,946.4290161,861.2504272,0.004717378,6.529716492,13059.43359,6.529716492,2.49236E-05,16406.54688,7.353037357,19.04968262,969.8440552,2512.597168,105,070801030402,48.06829071
224,F070801030402_143,1226.767996,73458.7048,18.14430046,3011.953857,4791.183594,61.3277359,714.885437,17.78141403,5.080404282,18.14430046,0.002051924,450.1496887,409.6362305,0.002243725,8.474750519,16949.5,8.474750519,3.23478E-05,7803.137695,7.352752686,19.04894447,355.4032593,920.7513428,105,070801030402,22.86181831
225,F070801030402_171,1544.406814,149598.4799,36.95082474,6133.836914,6625.282715,124.8937912,1455.862549,36.21180725,10.34623051,36.95082474,0.004178738,1019.664551,927.8947144,0.005082413,13.2696209,26539.24219,13.2696209,5.06496E-05,12759.11914,6.610487938,13.75061131,462.246582,961.5285645,104,070801030402,46.5580368
226,F070801030402_180,1243.520927,92678.93096,22.89169502,3800.021484,3283.584473,77.37393188,901.9328003,22.43386078,6.409674644,22.89169502,0.002588803,567.9113159,516.7993164,0.002830696,3.582701206,7165.402344,3.582701206,1.3675E-05,7083.605957,7.352992535,13.70668602,1060.658203,1977.169067,104,070801030402,28.84353638
227,F070801030402_193,1472.327228,88372.50197,21.82800865,3623.449463,4127.240234,73.77867126,860.0235596,21.39144897,6.111842632,21.82800865,0.002468511,541.5285034,492.7909241,0.002699193,4.428092003,8856.183594,4.428092003,1.69018E-05,7750.689453,7.352914333,15.72814941,818.2868652,1750.345215,104,070801030402,27.50329208
228,F070801030402_195,825.0323128,27695.2757,6.840733051,1135.561646,1739.461304,23.1216774,269.5248718,6.703918457,1.915405273,6.840733051,0.000773613,188.7514191,171.7637939,0.000940812,,,,,2875.022949,6.611181736,16.73823547,,,105,070801030402,8.61932373
229,F070801030402_203,3237.601981,486045.7561,120.053299,19928.84766,19568.68945,405.7801514,4730.100098,117.6522293,33.61492538,120.053299,0.013576727,3137.371826,2855.008301,0.015637906,46.0943718,92188.74219,46.0943718,0.00017594,39497.53906,6.980311871,13.83447456,432.3488159,856.8842163,104,070801030402,151.2671509
230,F070801030402_222,1593.087883,158725.3461,39.20516205,6508.057129,5623.588379,132.513443,1544.68335,38.42105865,10.9774456,39.20516205,0.004433679,972.638855,885.1013794,0.004848018,12.90240383,25804.80664,12.90240383,4.92479E-05,12131.64551,7.352894783,13.70650387,504.4065552,940.2624512,104,070801030402,49.39850616
231,F070801030402_223,1554.440406,152326.5363,37.62465286,6245.692383,9567.196289,127.1713257,1482.411377,36.87215805,10.53490257,37.62465286,0.00425494,1038.259277,944.815918,0.005175096,5.087632656,10175.26563,5.087632656,1.94193E-05,15812.88867,6.610486031,16.73647499,1227.622559,3108.103516,104,070801030402,47.40705872
232,F070801030402_227,1012.454578,45047.90285,11.12683201,1847.054077,2575.416504,37.60869217,438.3971863,10.90429497,3.115512848,11.12683201,0.001258324,290.7716064,264.6021729,0.001449321,21.12638283,42252.76563,21.12638283,8.06385E-05,4422.470703,6.980494976,16.71365929,87.42878723,209.3340302,105,070801030402,14.01980782
233,F070801030402_237,2883.870331,400894.083,99.02083588,16437.45898,16786.01172,334.6904297,3901.420898,97.04042053,27.72583389,99.02083588,0.011198184,2456.592285,2235.499023,0.012244632,19.75925255,39518.50781,19.75925255,7.54202E-05,33223.46875,7.352926254,14.86176872,831.8866577,1681.413208,104,070801030402,124.7662506
234,F070801030402_240,2376.9078,293544.6245,72.50552368,12035.91699,19618.54492,245.0686646,2856.717529,71.05541229,20.3015461,72.50552368,0.008199589,1798.785156,1636.894531,0.00896586,18.51810455,37036.21094,18.51810455,7.06828E-05,31654.46094,7.352897167,19.33811951,649.9540405,1709.37915,104,070801030402,91.35695648
235,F070801030402_248,2052.245048,221089.2707,54.60905075,9065.102539,9791.404297,184.578598,2151.59668,53.51686859,15.29053402,54.60905075,0.006175692,1354.808228,1232.875488,0.006752902,11.61133194,23222.66406,11.61133194,4.432E-05,18856.50781,7.352812767,15.29473782,780.7116699,1623.974609,104,070801030402,68.80740356
236,F070801030402_253,641.6978105,11728.28496,2.896886349,480.8831482,708.2889404,9.79147625,114.1373215,2.838948727,0.811128199,2.896886349,0.000327606,79.95450592,72.75859833,0.000398525,,,,,1189.172119,6.609296322,16.34407616,,,105,070801030402,3.650076866
237,F070801030402_258,4070.259531,609085.191,150.444046,24973.71094,40707.14844,508.500885,5927.495605,147.4351654,42.12433243,150.444046,0.017013593,3732.329102,3396.419434,0.018603411,63.57513428,127150.2656,63.57513428,0.000242664,65680.85938,7.35295248,19.33826447,392.821991,1033.121826,104,070801030402,189.559494
238,F070801030402_271,601.3793791,22823.01699,5.637285233,935.7893677,1525.336182,19.05402374,222.1090393,5.524539471,1.578439832,5.637285233,0.000637516,155.5759277,141.5740967,0.000775452,,,,,2461.125488,6.609890938,17.38401031,,,105,070801030402,7.102979183
239,F070801030402_278,1725.638742,182725.5631,45.13321304,7492.113281,5885.371582,152.5502625,1778.248535,44.23054886,12.63729954,45.13321304,0.005104078,1179.493408,1073.338989,0.005879064,27.20963669,54419.27344,27.20963669,0.000103858,13377.48438,6.980193138,12.46342945,275.3477783,491.6450806,104,070801030402,56.86784744
240,F070801030402_290,2541.603269,279841.0211,69.12073517,11474.04199,18252.01953,233.6280823,2723.356934,67.7383194,19.35380554,69.12073517,0.007816806,1714.789429,1560.458374,0.008547192,107.8840866,215768.1719,107.8840866,0.000411789,29726.0625,7.352994442,19.04957008,106.355278,275.5370483,105,070801030402,87.09212494
241,F070801030402_303,2268.435231,288384.3582,71.23093414,11824.33496,17648.17773,240.7605591,2806.498779,69.80631256,19.94466209,71.23093414,0.008055447,1895.062988,1724.507324,0.009445746,17.94936752,35898.73828,17.94936752,6.8512E-05,29472.51172,6.856645107,17.09039497,658.7605591,1641.980469,104,070801030402,89.75097656
242,F070801030402_380,571.3513331,12812.1621,3.164603949,525.3242798,794.3790894,10.69636154,124.6853943,3.101311922,0.886089087,3.164603949,0.000357882,74.5135498,67.80732727,0.000371405,,,,,1319.703369,7.747308254,19.4625473,,,105,070801030402,3.987401009
243,F070801030402_419,524.123456,14173.04278,3.500741482,581.1231079,627.6831055,11.83250618,137.9292145,3.430726767,0.980207622,3.500741482,0.000395896,96.59057617,87.89742279,0.000481446,,,,,1208.806152,6.611378193,13.75246429,,,105,070801030402,4.410934448
244,F070801030402_420,1144.452313,67931.45587,16.7790699,2785.325684,4211.882324,56.71325684,661.0953369,16.44348907,4.698139668,16.7790699,0.001897531,463.0121765,421.341095,0.002307837,2.379948139,4759.895996,2.379948139,9.08416E-06,6997.208008,6.610619545,16.60699081,1170.330444,2940.067383,105,070801030402,21.14162827
245,F070801030402_432,577.8375135,18578.60366,4.588914871,761.7598877,1286.548096,15.51053238,180.8032532,4.497136593,1.284896135,4.588914871,0.000518957,126.6415024,115.2437668,0.000631232,,,,,2048.308105,6.609987736,17.77369881,,,105,070801030402,5.782032967
246,F070801030402_444,967.7086836,43655.75033,10.78297043,1789.973145,2777.045898,36.44644165,424.8490295,10.56731129,3.019231796,10.78297043,0.001219437,281.8148804,256.4515381,0.001404677,3.442867994,6885.736328,3.442867994,1.31413E-05,4567.019043,6.979771614,17.80850792,519.9075928,1326.515869,105,070801030402,13.58654308
247,F070801030402_445,1566.902563,70283.99181,17.36014557,2881.78418,4697.308594,58.67729187,683.9897461,17.01294327,4.860840797,17.36014557,0.001963244,430.6607361,391.9012756,0.002146584,3.218161821,6436.32373,3.218161821,1.22836E-05,7579.092773,7.353342056,19.33929062,895.4752197,2355.099854,105,070801030402,21.87378311
248,F070801030402_458,434.8084828,11320.38404,2.796134949,464.1583862,720.1162109,9.450936317,110.167717,2.740212202,0.782917798,2.796134949,0.000316213,77.15927124,70.2149353,0.000384592,,,,,1184.274658,6.610536575,16.86642075,,,105,070801030402,3.52312994
249,F070801030402_459,807.6072163,18931.50058,4.676080704,776.2293701,1204.277344,15.80515289,184.2375793,4.582559109,1.309302568,4.676080704,0.000528814,129.0186615,117.4069824,0.00064308,,,,,1980.506714,6.611441135,16.86873055,,,105,070801030402,5.891861916
250,F070801030402_467,1335.11219,76880.81291,18.98956108,3152.26709,5323.914063,64.18471527,748.1887207,18.60976982,5.31707716,18.98956108,0.002147514,471.1023865,428.703186,0.002348162,4.052425385,8104.850586,4.052425385,1.54679E-05,8476.181641,7.353029251,19.77167892,777.8717041,2091.631836,104,070801030402,23.92684746
251,F070801030402_478,902.7490078,21534.74528,5.31908226,882.9676514,1127.113159,17.97849846,209.5718384,5.212700844,1.489343047,5.31908226,0.000601531,146.7731018,133.5635223,0.000731575,,,,,2010.080811,6.610844135,15.04962444,,,105,070801030402,6.70204401
252,F070801030402_487,2837.586047,211844.9988,52.32571411,8686.068359,9211.418945,176.8609161,2061.633057,51.27920151,14.65120029,52.32571411,0.005917471,1392.131348,1266.839478,0.006938935,6.215264797,12430.5293,6.215264797,2.37234E-05,17897.48828,6.856486797,14.12766838,1397.537964,2879.601807,104,070801030402,65.93040466
253,F070801030402_498,989.5194139,46834.95159,11.56823349,1920.326782,2451.308594,39.1006279,455.7883911,11.33686924,3.239105463,11.56823349,0.001308242,302.320282,275.1114502,0.001506884,3.732751369,7465.50293,3.732751369,1.42478E-05,4371.635254,6.980177402,15.89041519,514.4534302,1171.15625,104,070801030402,14.57597446
254,F070801030402_504,1749.088766,146757.6499,36.24913788,6017.356934,8744.740234,122.5220871,1428.216064,35.52415466,10.14975834,36.24913788,0.004099385,899.2907715,818.3546143,0.004482422,9.290100098,18580.20117,9.290100098,3.54599E-05,14762.09766,7.352994442,18.03875351,647.7171021,1589.013794,104,070801030402,45.67391205
255,F070801030402_529,1537.851811,114438.281,28.26625633,4692.19873,6266.062988,95.53994751,1113.690552,27.70093155,7.914551735,28.26625633,0.003196607,701.2758179,638.1610107,0.003495437,45.3862381,90772.47656,45.3862381,0.000173237,10958.26172,7.352687836,17.17162514,103.3837357,241.4445953,105,070801030402,35.61548233
256,F070801030402_537,485.7346144,15474.74245,3.822261333,634.4953613,971.9244995,12.91924286,150.5970917,3.745815992,1.070233226,3.822261333,0.000432256,105.487854,95.99394989,0.000525793,,,,,1606.419922,6.609743118,16.73459625,,,105,070801030402,4.816049099
257,F070801030302_1,3096.651424,526412.0778,130.0237885,21583.94922,37725.10156,439.4804077,5122.9375,127.4233093,36.40666199,130.0237885,0.014704281,3459.206055,3147.877441,0.017242057,71.98287201,143965.75,71.98287201,0.000274756,59309.05078,6.856667519,18.84096527,299.8483887,823.9328003,108,070801030302,163.8299713
258,F070801030302_4,2220.91926,242466.2808,59.8891716,9941.602539,17961.96094,202.4253998,2359.633301,58.69138718,16.76896858,59.8891716,0.006772817,1485.759033,1352.040771,0.007405614,26.60442352,53208.84766,26.60442352,0.000101548,27903.5625,7.353034496,20.6381073,373.682312,1048.831665,108,070801030302,75.46035767
259,F070801030302_16,2721.507044,376343.9698,92.95696259,15430.85547,22424.9375,314.194519,3662.504395,91.0978241,26.02795029,92.95696259,0.010512426,2306.144775,2098.591797,0.011494742,185.3945007,370789,185.3945007,0.000707643,37855.79297,7.352957249,18.03866386,83.23254395,204.1904907,108,070801030302,117.1257782
260,F070801030302_21,1938.065797,172424.116,42.58875656,7069.733398,9302.236328,143.9499969,1677.996948,41.73698044,11.92485142,42.58875656,0.004816327,1056.574097,961.4824219,0.005266385,77.7848053,155569.6094,77.7848053,0.000296901,16371.96973,7.35295105,17.02784157,90.88835907,210.4777374,108,070801030302,53.6618309
261,F070801030302_38,1404.487105,91869.50661,22.69176865,3766.833496,5991.987793,76.69818115,894.0556641,22.23793411,6.353695393,22.69176865,0.002566193,675.8015137,614.9793701,0.003368463,8.930853844,17861.70703,8.930853844,3.40887E-05,9758.821289,6.125137806,15.86853409,421.7775269,1092.708618,108,070801030302,28.59162903
262,F070801030302_39,1854.545207,86414.48821,21.34437943,3543.166992,5357.865234,72.14400482,840.9685669,20.91749191,5.976426125,21.34437943,0.002413818,635.6956787,578.4830933,0.00316856,8.716725349,17433.45117,8.716725349,3.32714E-05,8901.032227,6.124927521,15.3868494,406.479126,1021.144043,108,070801030302,26.89391708
263,F070801030302_41,2640.512306,205832.4232,50.84060669,8439.541016,14750.89453,171.8412476,2003.119873,49.82379532,14.23536968,50.84060669,0.005749522,1434.781616,1305.651245,0.007151521,25.73643303,51472.86719,25.73643303,9.82349E-05,23190.43555,6.463855743,17.76158524,327.921936,901.0742188,108,070801030302,64.05916595
264,F070801030302_47,2361.537195,305100.327,75.35977936,12509.72363,22847.57813,254.7160492,2969.175293,73.85258484,21.10073853,75.35977936,0.008522375,2226.907471,2026.48584,0.011099791,34.74032593,69480.65625,34.74032593,0.000132602,35357.30078,6.173111916,17.44759369,360.0922852,1017.759644,108,070801030302,94.95332336
265,F070801030302_51,2186.576484,223087.7032,55.10266113,9147.041992,15448.58301,186.246994,2171.044922,54.00060654,15.42874527,55.10266113,0.006231514,1367.042358,1244.008545,0.006813882,51.24348068,102486.9609,51.24348068,0.000195594,24595.625,7.35287714,19.77126694,178.5015717,479.9756775,108,070801030302,69.42935181
266,F070801030302_74,3198.122304,477859.9755,118.0314102,19593.21484,34680.36328,398.946167,4650.4375,115.670784,33.04879379,118.0314102,0.013348074,3257.066162,2963.930176,0.016234512,96.74839783,193496.7969,96.74839783,0.000369285,54273.57813,6.610552311,18.31135559,202.5171967,560.9765015,108,070801030605,148.719574
267,F070801030302_87,2283.401525,294328.9918,72.69926453,12068.07813,21329.96484,245.7235107,2864.351074,71.2452774,20.35579491,72.69926453,0.0082215,2006.12439,1825.573242,0.009999321,32.16957855,64339.16016,32.16957855,0.00012279,33398.04297,6.610569,18.29455185,375.1394653,1038.187134,108,070801030302,91.60107422
268,F070801030302_104,1150.206199,73606.32231,18.18076134,3018.006348,5452.772949,61.45097351,716.3220215,17.8171463,5.090613365,18.18076134,0.002056047,451.0317078,410.4388428,0.002248121,9.720284462,19440.56836,9.720284462,3.71019E-05,8470.779297,7.353120804,20.63834763,310.4853821,871.4538574,108,070801030302,22.90776062
269,F070801030302_108,1547.829943,155005.9537,38.28647232,6355.554199,11233.25098,129.4082794,1508.487061,37.52074432,10.72021198,38.28647232,0.004329785,1056.527588,961.4401245,0.005266153,28.27813911,56556.28125,28.27813911,0.000107936,17588.80469,6.610452652,18.2942276,224.7514954,621.992981,108,070801030302,48.24095535
270,F070801030302_115,3731.556771,671572.5928,165.8784332,27535.82031,44342.62109,560.6691284,6535.610352,162.5608673,46.445961,165.8784332,0.018759053,4681.314941,4259.996582,0.023333533,106.4842758,212968.5469,106.4842758,0.000406446,71878.4375,6.463812828,16.87288666,258.5904846,675.0145874,108,070801030302,209.0068359
271,F070801030302_129,1053.38757,51023.56708,12.60282135,2092.068359,3903.094482,42.59753799,496.5511475,12.35076523,3.528789997,12.60282135,0.001425243,347.7634277,316.4647217,0.001733391,,,,,5995.163086,6.610747337,18.94417572,,,108,070801030302,15.87955475
272,F070801030302_134,2294.247472,303213.5082,74.89373779,12432.36035,23194.58984,253.1408386,2950.813232,73.39586639,20.97024727,74.89373779,0.00846967,1858.044556,1690.820557,0.009261232,48.20563126,96411.25781,48.20563126,0.000183999,35626.94922,7.352856159,21.0708046,257.9026489,739.0619507,108,070801030302,94.36611176
273,F070801030302_146,1457.407916,94543.95687,23.35235786,3876.491455,7079.969727,78.93096924,920.0828857,22.88531113,6.538660049,23.35235786,0.002640899,690.0852051,627.9775391,0.003439659,30.38814545,60776.28906,30.38814545,0.00011599,10956.46094,6.172977924,17.44721794,127.5659103,360.5505066,108,070801030302,29.42397118
274,F070801030302_155,1016.364193,44998.35809,11.11459446,1845.022705,2934.919678,37.56732941,437.9150085,10.89230251,3.112086535,11.11459446,0.00125694,331.0194702,301.2277222,0.001649933,16.36760712,32735.2168,16.36760712,6.24745E-05,4779.942383,6.125009537,15.86820221,112.7240372,292.0367126,108,070801030302,14.00438881
275,F070801030302_171,2163.176874,225805.8317,55.77404022,9258.490234,16909.57422,188.5162506,2197.49707,54.65855789,15.61673164,55.77404022,0.00630744,1383.689087,1259.157104,0.006896856,30.61984634,61239.69141,30.61984634,0.000116875,26168.06445,7.352927208,20.78220749,302.368927,854.6112061,108,070801030302,70.27529144
276,F070801030302_188,4673.069529,489266.8487,120.8489151,20060.91992,32699.29883,408.4693298,4761.447266,118.4319382,33.83769608,120.8489151,0.013666703,3334.838379,3034.702881,0.01662216,24.43230247,48864.60156,24.43230247,9.32571E-05,52760.21875,6.610505581,17.38562965,821.0818481,2159.445313,108,070801030302,152.2696381
277,F070801030302_204,2781.815785,292619.7206,72.27706909,11997.99316,14608.6416,244.2964935,2847.716553,70.83152771,20.23757935,72.27706909,0.008173754,1793.093872,1631.715454,0.008937492,207.9995575,415999.0938,207.9995575,0.000793925,26606.63477,7.352993488,16.30592728,57.68278122,127.9167862,108,070801030302,91.06910706
278,F070801030303_1,1419.773592,88638.95055,21.89382172,3634.374512,6280.899414,74.00111389,862.6165771,21.45594597,6.130270004,21.89382172,0.002475954,627.3452759,570.8842163,0.003126938,5.275748253,10551.49609,5.275748253,2.01373E-05,9915.273438,6.366219997,17.36827469,688.8832397,1879.406128,108,070801030303,27.58621597
279,F070801030303_15,2382.927541,313408.4882,77.41189575,12850.375,23217.375,261.6522217,3050.028809,75.86365509,21.67533112,77.41189575,0.008754447,1920.486084,1747.642334,0.009572465,16.00153732,32003.07617,16.00153732,6.10772E-05,36067.75,7.352977753,20.63794708,803.0712891,2254.017822,108,070801030303,97.53898621
280,F070801030303_39,5199.687085,604039.6424,149.1977844,24766.83203,42315.47656,504.2885132,5878.392578,146.2138214,41.77537918,149.1977844,0.016872654,4210.553223,3831.603516,0.020987069,216.4588013,432917.5938,216.4588013,0.000826214,67082.3125,6.463829517,17.50763321,114.4182281,309.9079895,108,070801030303,187.9891968
281,F070801030303_40,2034.821516,232291.3663,57.37596893,9524.411133,17582.29102,193.9307709,2260.613281,56.22845078,16.06527138,57.37596893,0.0064886,1619.20874,1473.47998,0.00807078,39.48592758,78971.85938,39.48592758,0.000150716,27106.70313,6.463889122,18.39638329,241.2102661,686.4902344,108,070801030303,72.29372406
282,F070801030303_42,2216.553678,251798.4039,62.19420624,10324.23828,16220.24805,210.2164154,2450.45166,60.9503212,17.41437721,62.19420624,0.007033491,1542.988892,1404.119873,0.007690869,122.4351349,244870.2656,122.4351349,0.00046733,26544.48633,7.352818489,18.90471458,84.32415009,216.8044891,108,070801030303,78.36470032
283,F070801030303_59,1981.032222,221155.3364,54.62536621,9067.810547,14602.45313,184.6337433,2152.239502,53.5328598,15.29510212,54.62536621,0.006177537,1507.3927,1371.727417,0.007513444,17.52722931,35054.45703,17.52722931,6.69007E-05,23670.26367,6.610504627,17.25580788,517.3555908,1350.485229,108,070801030303,68.82796478
284,F070801030303_65,3736.259285,414153.0841,102.2958145,16981.10547,31014.04492,345.7598572,4030.455078,100.2499008,28.64282799,102.2958145,0.011568548,2886.925537,2627.102295,0.014389584,62.72109985,125442.2031,62.72109985,0.000239404,47995.14844,6.463815689,18.26923561,270.7399292,765.215332,108,070801030303,128.8927307
285,F070801030303_94,2796.581445,399028.1571,98.55995178,16360.95215,28274.88086,333.1326294,3883.262207,96.58875275,27.5967865,98.55995178,0.011146063,2781.485352,2531.151611,0.013864027,98.00740814,196014.8281,98.00740814,0.00037409,44635.83203,6.463837147,17.63459396,166.9358673,455.4332581,108,070801030303,124.1855392
286,F070801030303_102,2165.677708,178403.5268,44.06567001,7314.901367,9481.169922,148.9419708,1736.187378,43.18435669,12.33838749,44.06567001,0.00498335,1172.343018,1066.832153,0.005843423,30.06917953,60138.35938,30.06917953,0.000114773,16796.07031,6.856656075,15.7438736,243.2690735,558.5809326,108,070801030303,55.52274323
287,F070801030303_111,3989.89503,543623.0323,134.2748871,22289.63086,31079.26953,453.8491211,5290.430664,131.589386,37.5969696,134.2748871,0.015185035,3331.216797,3031.407227,0.016604107,368.5648499,737129.75,368.5648499,0.001406796,53368.89844,7.352899075,17.60532188,60.4768219,144.8019257,108,070801030303,169.1863556
288,F070801030303_155,3597.22831,275257.4322,67.98858643,11286.10547,18174.70898,229.8014221,2678.750244,66.6288147,19.0368042,67.98858643,0.007688772,1686.699219,1534.89624,0.008407178,88.57491302,177149.8281,88.57491302,0.000338087,29460.81445,7.353008747,19.19400978,127.4187622,332.6090088,108,070801030303,85.6656189
289,F070801030303_221,1468.287017,114807.6534,28.35749054,4707.343262,7303.187988,95.84832001,1117.285156,27.79034042,7.940097332,28.35749054,0.003206925,703.5197144,640.2029419,0.003506622,9.6102314,19220.46289,9.6102314,3.66818E-05,12010.53125,7.352892399,18.76050568,489.8262024,1249.765015,108,070801030303,35.73043823
290,F070801030303_222,1622.045764,144249.6893,35.629673,5914.525879,9059.913086,120.4282913,1403.809082,34.91707993,9.976308823,35.629673,0.00402933,883.9284668,804.3748779,0.004405851,6.946824074,13893.64746,6.946824074,2.65157E-05,14974.43945,7.352947235,18.61624527,851.3999634,2155.580566,108,070801030303,44.89338684
291,F070801030303_231,2601.740013,399067.445,98.56965637,16362.5625,27956.32617,333.1654358,3883.644531,96.5982666,27.59950447,98.56965637,0.01114716,2575.963867,2344.127197,0.012839627,47.99227524,95984.54688,47.99227524,0.000183184,44318.89063,6.98023653,18.90635109,340.9415894,923.4588623,108,070801030303,124.1977692
292,F070801030303_241,2421.171411,326881.7235,80.73978424,13402.80371,22899.41992,272.9004822,3181.147461,79.12498474,22.60713959,80.73978424,0.009130795,2003.081055,1822.803711,0.009984151,92.30149078,184602.9844,92.30149078,0.000352311,36302.22266,7.352850914,19.91559601,145.2068024,393.3005066,108,070801030303,101.7321243
293,F070801030303_249,3252.536876,610311.2433,150.7468719,25023.98047,45212.00781,509.5244141,5939.426758,147.7319336,42.20912552,150.7468719,0.017047837,3739.866699,3403.278809,0.018640982,32.15293121,64305.86719,32.15293121,0.000122726,70235.98438,7.352903366,20.63774109,778.2799072,2184.434814,108,070801030303,189.9410553
294,F070801030303_260,1594.51215,103646.316,25.60063934,4249.706055,7761.600586,86.530159,1008.665161,25.08862686,7.168179035,25.60063934,0.002895155,635.1194458,577.9586792,0.003165687,4.927619457,9855.239258,4.927619457,1.88085E-05,12011.30664,7.352958202,20.78229332,862.4257813,2437.547607,108,070801030303,32.25680542
